[1740780365.4749982]	Q_Header<(2621443, 52518, 257, 173, 250, 8, 58, 0, 85)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 77, 253, 232, 253, 253, 253, 213, 81, 154, 253, 253, 205, 128, 52, 33, 56, 97, 85, 0, 0, 44, 101, 97, 61, 110, 123, 0, 0, 50, 54, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 224, 253, 253, 232, 176, 0, 0, 106, 204, 166, 132, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 85, 54, 45, 88, 105, 0, 21, 0, 108, 152, 65, 0, 114, 62, 186, 253, 253, 253, 253, 195, 227, 253, 253, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.10577243890802235, y=-0.9901594208914289, z=0.09088007012928175, w=0.01171858526851719)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.027777777777777776, z=-0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.1, z=0.06)>	COMP<61>
[1740780366.778952]	Q_Header<(2621443, 52649, 257, 173, 250, 8, 58, 131, 50)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 107, 253, 253, 253, 253, 253, 253, 180, 253, 242, 74, 34, 0, 20, 133, 253, 253, 253, 253, 203, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 208, 117, 113, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16283817721678195, y=-0.9825831390603346, z=0.08947555014985095, w=-0.002868588579156204)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.005555555555555556, z=-0.11666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.31, y=-0.09, z=0.23)>	COMP<66>
[1740780366.7948825]	Q_Header<(2621443, 52650, 257, 173, 250, 8, 58, 132, 53)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9, 0, 96, 253, 253, 253, 253, 253, 157, 253, 133, 174, 85, 37, 0, 29, 202, 253, 253, 253, 253, 253, 253, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 68, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16283817721678195, y=-0.9825831390603346, z=0.08947555014985095, w=-0.002868588579156204)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.005555555555555556, z=-0.11666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.31, y=-0.09, z=0.23)>	COMP<66>
[1740780366.8070493]	Q_Header<(2621443, 52651, 257, 173, 250, 8, 58, 133, 43)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 0, 0, 0, 0, 12, 24, 88, 253, 253, 182, 253, 253, 253, 252, 180, 95, 95, 78, 55, 55, 230, 253, 253, 253, 253, 253, 253, 180, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16442741664586977, y=-0.9822920725681619, z=0.08978200812400684, w=-0.002258283005158568)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.017777777777777778, z=-0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.16)>	COMP<68>
[1740780366.8151028]	Q_Header<(2621443, 52652, 257, 173, 250, 8, 58, 134, 56)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 0, 0, 0, 0, 0, 32, 61, 253, 253, 253, 253, 253, 214, 253, 253, 187, 100, 88, 30, 46, 224, 253, 253, 253, 253, 253, 253, 209, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16442741664586977, y=-0.9822920725681619, z=0.08978200812400684, w=-0.002258283005158568)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.017777777777777778, z=-0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.16)>	COMP<68>
[1740780366.8247926]	Q_Header<(2621443, 52653, 257, 173, 250, 8, 58, 135, 61)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 24, 253, 253, 253, 253, 253, 253, 253, 253, 253, 142, 31, 103, 129, 174, 229, 253, 253, 253, 253, 253, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 64, 45, 74, 0, 0, 62, 0, 0, 0, 0, 152, 253, 198, 0, 0, 0, 0, 0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16442741664586977, y=-0.9822920725681619, z=0.08978200812400684, w=-0.002258283005158568)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.017777777777777778, z=-0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.16)>	COMP<68>
[1740780366.8346534]	Q_Header<(2621443, 52654, 257, 173, 250, 8, 58, 136, 67)>	Q_Data<(0, 0, 57, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 9, 0, 0, 0, 0, 21, 0, 25, 0, 170, 253, 253, 253, 253, 253, 253, 253, 253, 152, 89, 174, 221, 120, 54, 253, 253, 253, 253, 253, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 100, 130, 150, 0, 210, 250, 0, 0, 0, 0, 218, 253, 253, 0, 0, 0, 0, 0, 0, 73, 75, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16442741664586977, y=-0.9822920725681619, z=0.08978200812400684, w=-0.002258283005158568)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.017777777777777778, z=-0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.16)>	COMP<68>
[1740780366.8457396]	Q_Header<(2621443, 52655, 257, 173, 250, 8, 58, 137, 72)>	Q_Data<(0, 0, 31, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 17, 12, 0, 0, 5, 0, 10, 30, 20, 71, 152, 135, 253, 253, 253, 253, 253, 253, 134, 192, 216, 253, 167, 107, 229, 253, 225, 241, 129, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 87, 148, 209, 180, 105, 219, 222, 96, 0, 0, 0, 229, 253, 232, 0, 0, 0, 0, 0, 0, 0, 51, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1664389705088201, y=-0.9819105821583782, z=0.09026888059499263, w=-0.0010986070660648191)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.042222222222222223, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.19, z=0.07)>	COMP<68>
[1740780366.8546631]	Q_Header<(2621443, 52656, 257, 173, 250, 8, 58, 138, 66)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 8, 9, 0, 0, 17, 4, 8, 22, 38, 76, 12, 253, 253, 253, 253, 253, 253, 225, 253, 232, 253, 197, 43, 159, 172, 127, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 31, 94, 224, 149, 135, 79, 117, 156, 0, 50, 0, 159, 253, 124, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1664389705088201, y=-0.9819105821583782, z=0.09026888059499263, w=-0.0010986070660648191)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.042222222222222223, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.19, z=0.07)>	COMP<68>
[1740780366.8645933]	Q_Header<(2621443, 52657, 257, 173, 250, 8, 58, 139, 55)>	Q_Data<(0, 0, 51, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 21, 21, 27, 59, 221, 253, 253, 253, 253, 253, 253, 253, 192, 242, 191, 158, 153, 58, 78, 62, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 196, 53, 103, 0, 139, 222, 110, 0, 0, 65, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1664389705088201, y=-0.9819105821583782, z=0.09026888059499263, w=-0.0010986070660648191)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.042222222222222223, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.19, z=0.07)>	COMP<68>
[1740780366.8746495]	Q_Header<(2621443, 52658, 257, 173, 250, 8, 58, 140, 40)>	Q_Data<(0, 0, 36, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 168, 253, 253, 253, 253, 253, 253, 217, 158, 211, 157, 218, 126, 149, 63, 17, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 145, 70, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16790750874023821, y=-0.9816272130386227, z=0.09063709577581015, w=0.0)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.06555555555555556, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.17, z=0.14)>	COMP<65>
[1740780366.8856688]	Q_Header<(2621443, 52659, 257, 173, 250, 8, 58, 141, 41)>	Q_Data<(0, 0, 56, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 13, 0, 10, 6, 0, 114, 253, 253, 253, 253, 253, 253, 190, 186, 134, 134, 232, 186, 155, 109, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16790750874023821, y=-0.9816272130386227, z=0.09063709577581015, w=0.0)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.06555555555555556, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.17, z=0.14)>	COMP<65>
[1740780366.8944929]	Q_Header<(2621443, 52660, 257, 173, 250, 8, 58, 142, 35)>	Q_Data<(0, 0, 64, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 10, 0, 13, 0, 0, 72, 253, 253, 253, 253, 253, 253, 253, 253, 253, 239, 253, 246, 87, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16790750874023821, y=-0.9816272130386227, z=0.09063709577581015, w=0.0)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.06555555555555556, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.17, z=0.14)>	COMP<65>
[1740780366.9046721]	Q_Header<(2621443, 52661, 257, 173, 250, 8, 58, 143, 45)>	Q_Data<(0, 0, 64, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 0, 0, 0, 0, 34, 224, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 21, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 60, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 88, 55, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.16790750874023821, y=-0.9816272130386227, z=0.09063709577581015, w=0.0)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.06555555555555556, z=-0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.17, z=0.14)>	COMP<65>
[1740780366.9086492]	Q_Header<(2621443, 52662, 257, 173, 250, 8, 58, 144, 67)>	Q_Data<(0, 0, 59, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 6, 0, 0, 0, 0, 0, 5, 35, 0, 0, 0, 0, 0, 0, 139, 253, 253, 253, 253, 203, 253, 253, 253, 253, 253, 227, 73, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 224, 241, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 236, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1693161957972715, y=-0.9813503230095643, z=0.09100592932001868, w=0.001220736811804409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.07444444444444444, z=-0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.19, z=0.1)>	COMP<67>
[1740780366.925095]	Q_Header<(2621443, 52663, 257, 173, 250, 8, 58, 145, 78)>	Q_Data<(0, 0, 46, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 13, 0, 0, 0, 0, 0, 28, 24, 0, 0, 4, 0, 0, 0, 70, 186, 253, 253, 253, 211, 253, 253, 253, 158, 253, 205, 76, 18, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 64, 253, 253, 196, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 253, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 253, 253, 59, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1693161957972715, y=-0.9813503230095643, z=0.09100592932001868, w=0.001220736811804409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.07444444444444444, z=-0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.19, z=0.1)>	COMP<67>
[1740780366.9351048]	Q_Header<(2621443, 52664, 257, 173, 250, 8, 58, 146, 84)>	Q_Data<(0, 0, 59, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 11, 0, 0, 0, 0, 14, 20, 0, 0, 0, 0, 19, 0, 0, 0, 85, 134, 253, 180, 253, 253, 253, 253, 253, 253, 209, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 90, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 63, 120, 72, 138, 253, 253, 253, 247, 235, 0, 253, 253, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 253, 253, 11, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 25, 98, 0, 0, 0, 0, 211, 105, 253, 253, 253, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1693161957972715, y=-0.9813503230095643, z=0.09100592932001868, w=0.001220736811804409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.07444444444444444, z=-0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.19, z=0.1)>	COMP<67>
[1740780366.9451141]	Q_Header<(2621443, 52665, 257, 173, 250, 8, 58, 147, 105)>	Q_Data<(0, 0, 60, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 20, 0, 10, 0, 0, 0, 35, 54, 162, 253, 253, 253, 253, 253, 253, 253, 156, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 91, 0, 0, 253, 253, 173, 14, 121, 46, 0, 90, 159, 0, 0, 0, 0, 0, 13, 125, 34, 124, 180, 27, 253, 253, 253, 253, 253, 253, 253, 253, 253, 161, 253, 253, 253, 0, 33, 59, 197, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 253, 108, 126, 91, 73, 0, 0, 0, 0, 0, 253, 253, 253, 51, 0, 14, 0, 0, 253, 238, 0, 0, 72, 0, 180, 146, 253, 253, 248, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17107679793747244, y=-0.9809908573845859, z=0.0915501951145946, w=0.0028685727802572974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0811111111111111, z=-0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.2, z=0.0)>	COMP<67>
