[1740780342.9746475]	Q_Header<(2621443, 50268, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 63, 68, 81, 79, 0, 79, 49, 0, 68, 108, 0, 52, 74, 50, 63, 55, 132, 151, 104, 75, 55, 77, 36, 52, 18, 0, 0, 19, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33392646223060346, y=-0.9385463735551067, z=0.08673176801858663, w=-0.010070894949378463)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.06888888888888889, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.15, z=0.06)>	COMP<94>
[1740780344.294617]	Q_Header<(2621443, 50400, 257, 173, 250, 8, 58, 132, 42)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 73, 245, 253, 253, 253, 176, 163, 66, 74, 126, 105, 66, 52, 0, 0, 0, 59, 213, 253, 253, 253, 188, 207, 213, 63, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3248290404533409, y=-0.9411008971721276, z=0.0931396309154074, w=-0.011840818084920731)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.09333333333333334, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=0.06)>	COMP<88>
[1740780344.3046498]	Q_Header<(2621443, 50401, 257, 173, 250, 8, 58, 133, 45)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 16, 54, 145, 203, 253, 253, 155, 178, 161, 122, 152, 109, 66, 62, 0, 0, 0, 0, 148, 237, 253, 253, 182, 173, 176, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3248290404533409, y=-0.9411008971721276, z=0.0931396309154074, w=-0.011840818084920731)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.09333333333333334, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=0.06)>	COMP<88>
[1740780344.3146935]	Q_Header<(2621443, 50402, 257, 173, 250, 8, 58, 134, 39)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 47, 224, 253, 253, 253, 201, 102, 180, 169, 116, 74, 70, 46, 0, 14, 0, 32, 186, 201, 253, 253, 199, 71, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32446651865430376, y=-0.9412947047943327, z=0.09228618814998256, w=-0.013000633648112622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.08777777777777777, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.02, z=0.11)>	COMP<95>
[1740780344.3247163]	Q_Header<(2621443, 50403, 257, 173, 250, 8, 58, 135, 40)>	Q_Data<(0, 0, 62, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 42, 246, 253, 253, 253, 233, 234, 148, 181, 136, 67, 80, 50, 0, 10, 0, 0, 140, 253, 253, 253, 199, 81, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32446651865430376, y=-0.9412947047943327, z=0.09228618814998256, w=-0.013000633648112622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.08777777777777777, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.02, z=0.11)>	COMP<95>
[1740780344.3348048]	Q_Header<(2621443, 50404, 257, 173, 250, 8, 58, 136, 37)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 31, 178, 253, 253, 253, 253, 253, 206, 211, 209, 136, 74, 57, 16, 0, 0, 0, 112, 127, 253, 253, 151, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32446651865430376, y=-0.9412947047943327, z=0.09228618814998256, w=-0.013000633648112622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.08777777777777777, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.02, z=0.11)>	COMP<95>
[1740780344.344662]	Q_Header<(2621443, 50405, 257, 173, 250, 8, 58, 137, 34)>	Q_Data<(0, 0, 50, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 16, 16, 78, 234, 253, 253, 253, 253, 253, 253, 228, 168, 61, 59, 0, 20, 0, 0, 67, 102, 74, 88, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3242832444236548, y=-0.9414162924883214, z=0.09155371101740678, w=-0.01391616407464583)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.07111111111111111, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.06, z=0.12)>	COMP<92>
[1740780344.3546507]	Q_Header<(2621443, 50406, 257, 173, 250, 8, 58, 138, 35)>	Q_Data<(0, 0, 52, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 19, 247, 253, 253, 253, 253, 253, 253, 123, 155, 147, 131, 27, 50, 0, 0, 0, 10, 108, 67, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3242832444236548, y=-0.9414162924883214, z=0.09155371101740678, w=-0.01391616407464583)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.07111111111111111, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.06, z=0.12)>	COMP<92>
[1740780344.3646762]	Q_Header<(2621443, 50407, 257, 173, 250, 8, 58, 139, 41)>	Q_Data<(0, 0, 29, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 21, 12, 16, 210, 253, 253, 253, 253, 180, 253, 169, 96, 253, 253, 91, 19, 0, 16, 0, 0, 35, 35, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3242832444236548, y=-0.9414162924883214, z=0.09155371101740678, w=-0.01391616407464583)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.07111111111111111, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.06, z=0.12)>	COMP<92>
[1740780344.374724]	Q_Header<(2621443, 50408, 257, 173, 250, 8, 58, 140, 47)>	Q_Data<(0, 0, 25, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 0, 0, 0, 0, 0, 140, 253, 253, 253, 171, 253, 233, 184, 203, 253, 253, 141, 80, 26, 21, 0, 0, 0, 46, 16, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3241013051605233, y=-0.9415417577036219, z=0.09076057265041397, w=-0.014831754642939203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.057777777777777775, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.03)>	COMP<92>
[1740780344.3847046]	Q_Header<(2621443, 50409, 257, 173, 250, 8, 58, 141, 50)>	Q_Data<(0, 0, 65, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 76, 190, 253, 253, 159, 253, 253, 228, 253, 253, 253, 192, 134, 82, 18, 26, 0, 16, 18, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 161, 253, 198, 69, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3241013051605233, y=-0.9415417577036219, z=0.09076057265041397, w=-0.014831754642939203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.057777777777777775, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.03)>	COMP<92>
[1740780344.395334]	Q_Header<(2621443, 50410, 257, 173, 250, 8, 58, 142, 53)>	Q_Data<(0, 0, 66, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 111, 253, 253, 253, 253, 253, 190, 253, 253, 253, 253, 206, 54, 84, 29, 16, 15, 0, 20, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 17, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 183, 0, 0, 43, 218, 253, 235, 0, 166, 21, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3241013051605233, y=-0.9415417577036219, z=0.09076057265041397, w=-0.014831754642939203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.057777777777777775, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.03)>	COMP<92>
[1740780344.40472]	Q_Header<(2621443, 50411, 257, 173, 250, 8, 58, 143, 65)>	Q_Data<(0, 0, 68, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 8, 0, 86, 242, 253, 253, 253, 224, 253, 146, 181, 238, 253, 253, 159, 117, 52, 33, 0, 0, 56, 48, 28, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 202, 91, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 130, 253, 253, 155, 0, 44, 239, 253, 169, 204, 232, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3241013051605233, y=-0.9415417577036219, z=0.09076057265041397, w=-0.014831754642939203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.057777777777777775, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.03)>	COMP<92>
[1740780344.4148219]	Q_Header<(2621443, 50412, 257, 173, 250, 8, 58, 144, 68)>	Q_Data<(0, 0, 59, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 6, 0, 0, 0, 61, 174, 253, 253, 216, 253, 253, 253, 253, 253, 250, 253, 253, 141, 41, 29, 0, 56, 73, 25, 11, 15, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 210, 81, 0, 0, 55, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 154, 225, 253, 253, 249, 116, 0, 150, 199, 48, 199, 157, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32409283191813554, y=-0.9415781766480371, z=0.09033095880204155, w=-0.015319642337373263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.03777777777777778, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.09, z=0.11)>	COMP<94>
[1740780344.4262872]	Q_Header<(2621443, 50413, 257, 173, 250, 8, 58, 145, 53)>	Q_Data<(0, 0, 47, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 34, 94, 203, 214, 253, 253, 253, 253, 253, 253, 253, 253, 253, 125, 33, 0, 0, 13, 91, 66, 128, 113, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 165, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 185, 117, 253, 253, 97, 67, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32409283191813554, y=-0.9415781766480371, z=0.09033095880204155, w=-0.015319642337373263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.03777777777777778, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.09, z=0.11)>	COMP<94>
[1740780344.434779]	Q_Header<(2621443, 50414, 257, 173, 250, 8, 58, 146, 63)>	Q_Data<(0, 0, 58, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 17, 18, 6, 0, 5, 32, 118, 135, 253, 253, 240, 253, 253, 253, 253, 253, 137, 111, 27, 0, 43, 125, 211, 231, 215, 199, 117, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 253, 253, 229, 225, 253, 204, 0, 30, 0, 0, 0, 0, 0, 0, 86, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32409283191813554, y=-0.9415781766480371, z=0.09033095880204155, w=-0.015319642337373263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.03777777777777778, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.09, z=0.11)>	COMP<94>
[1740780344.4448066]	Q_Header<(2621443, 50415, 257, 173, 250, 8, 58, 147, 61)>	Q_Data<(0, 0, 58, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10, 13, 16, 0, 0, 0, 77, 203, 253, 253, 252, 253, 253, 253, 253, 253, 235, 158, 9, 25, 68, 230, 253, 253, 253, 253, 177, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 253, 253, 253, 16, 230, 171, 54, 0, 0, 0, 0, 0, 0, 0, 64, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32415189506100806, y=-0.9415724505942707, z=0.09014730728772527, w=-0.015502651354828857)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.021111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.1, z=0.12)>	COMP<92>
[1740780344.4548323]	Q_Header<(2621443, 50416, 257, 173, 250, 8, 58, 148, 60)>	Q_Data<(0, 0, 37, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 15, 12, 28, 32, 23, 8, 48, 247, 253, 253, 253, 253, 253, 253, 253, 245, 129, 70, 52, 12, 82, 253, 253, 253, 253, 253, 196, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 164, 221, 119, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32415189506100806, y=-0.9415724505942707, z=0.09014730728772527, w=-0.015502651354828857)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.021111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.1, z=0.12)>	COMP<92>
