[1740780053.0024986]	Q_Header<(2621443, 21268, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 182, 247, 206, 253, 253, 253, 253, 253, 253, 253, 239, 248, 173, 188, 253, 136, 32, 0, 0, 0, 50, 26, 48, 125, 180, 143, 158, 126, 26, 0, 0, 32, 0, 32, 47, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 22, 0, 45, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2800842877076138, y=-0.9551795821800295, z=0.09527382286153521, w=-0.010375752649878915)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.05333333333333334, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.0, z=0.06)>	COMP<176>
[1740780054.202449]	Q_Header<(2621443, 21388, 257, 173, 250, 8, 58, 120, 27)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 91, 82, 0, 0, 0, 0, 0, 194, 74, 32, 0, 4, 0, 15, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2685532698818332, y=-0.9589182779803366, z=0.09124707692575923, w=-0.005371065397636664)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.043333333333333335, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.0, z=-0.16)>	COMP<167>
[1740780054.212693]	Q_Header<(2621443, 21389, 257, 173, 250, 8, 58, 121, 23)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 93, 94, 20, 66, 19, 0, 0, 202, 46, 19, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26862100435644215, y=-0.9589421948293712, z=0.0907610619127538, w=-0.005920526567274457)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.04666666666666667, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.03, z=-0.04)>	COMP<171>
[1740780054.2229066]	Q_Header<(2621443, 21390, 257, 173, 250, 8, 58, 122, 23)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 93, 99, 0, 123, 37, 18, 65, 201, 53, 11, 17, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26862100435644215, y=-0.9589421948293712, z=0.0907610619127538, w=-0.005920526567274457)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.04666666666666667, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.03, z=-0.04)>	COMP<171>
[1740780054.2327833]	Q_Header<(2621443, 21391, 257, 173, 250, 8, 58, 123, 32)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 93, 91, 0, 0, 111, 21, 0, 160, 53, 30, 0, 0, 2, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26862100435644215, y=-0.9589421948293712, z=0.0907610619127538, w=-0.005920526567274457)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.04666666666666667, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.03, z=-0.04)>	COMP<171>
[1740780054.2425451]	Q_Header<(2621443, 21392, 257, 173, 250, 8, 58, 124, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 37, 84, 96, 125, 118, 0, 0, 78, 45, 6, 21, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2686852007928398, y=-0.9589534733430954, z=0.0903959069455238, w=-0.006714078166109127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.03, z=0.02)>	COMP<168>
[1740780054.2527614]	Q_Header<(2621443, 21393, 257, 173, 250, 8, 58, 125, 30)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 89, 0, 96, 108, 121, 0, 0, 64, 22, 17, 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2686852007928398, y=-0.9589534733430954, z=0.0903959069455238, w=-0.006714078166109127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.03, z=0.02)>	COMP<168>
[1740780054.262441]	Q_Header<(2621443, 21394, 257, 173, 250, 8, 58, 126, 26)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 93, 83, 89, 107, 136, 0, 0, 51, 0, 20, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2686852007928398, y=-0.9589534733430954, z=0.0903959069455238, w=-0.006714078166109127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.03, z=0.02)>	COMP<168>
[1740780054.272913]	Q_Header<(2621443, 21395, 257, 173, 250, 8, 58, 127, 30)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 93, 83, 0, 16, 83, 0, 0, 35, 34, 20, 0, 6, 0, 0, 2, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2686852007928398, y=-0.9589534733430954, z=0.0903959069455238, w=-0.006714078166109127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.03, z=0.02)>	COMP<168>
[1740780054.2825344]	Q_Header<(2621443, 21396, 257, 173, 250, 8, 58, 128, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 28, 93, 86, 79, 65, 33, 0, 0, 55, 37, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26880174962195114, y=-0.9589337621050124, z=0.09021094140355218, w=-0.007324298354821557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03666666666666667, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.03, z=0.0)>	COMP<168>
[1740780054.29245]	Q_Header<(2621443, 21397, 257, 173, 250, 8, 58, 129, 33)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 26, 78, 95, 112, 0, 0, 0, 0, 74, 32, 36, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26880174962195114, y=-0.9589337621050124, z=0.09021094140355218, w=-0.007324298354821557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03666666666666667, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.03, z=0.0)>	COMP<168>
[1740780054.302448]	Q_Header<(2621443, 21398, 257, 173, 250, 8, 58, 130, 26)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 23, 79, 100, 17, 73, 27, 0, 0, 62, 17, 18, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26880174962195114, y=-0.9589337621050124, z=0.09021094140355218, w=-0.007324298354821557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03666666666666667, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.03, z=0.0)>	COMP<168>
[1740780054.312492]	Q_Header<(2621443, 21399, 257, 173, 250, 8, 58, 131, 22)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 94, 95, 0, 88, 0, 0, 0, 39, 40, 15, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26904298077715877, y=-0.9588623475519882, z=0.09020996497019977, w=-0.00781250034924599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.03222222222222222, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.04, z=0.14)>	COMP<165>
[1740780054.3225605]	Q_Header<(2621443, 21400, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 90, 100, 0, 0, 0, 0, 0, 48, 27, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26904298077715877, y=-0.9588623475519882, z=0.09020996497019977, w=-0.00781250034924599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.03222222222222222, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.04, z=0.14)>	COMP<165>
[1740780054.333538]	Q_Header<(2621443, 21401, 257, 173, 250, 8, 58, 133, 22)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 90, 91, 63, 72, 0, 0, 0, 42, 24, 7, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26904298077715877, y=-0.9588623475519882, z=0.09020996497019977, w=-0.00781250034924599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.03222222222222222, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.04, z=0.14)>	COMP<165>
[1740780054.342485]	Q_Header<(2621443, 21402, 257, 173, 250, 8, 58, 134, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 83, 98, 111, 39, 0, 0, 0, 20, 30, 0, 14, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2694777686666328, y=-0.9587060730343833, z=0.09051767405042276, w=-0.008423087672932124)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=-0.022222222222222223, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.04, z=0.16)>	COMP<165>
[1740780054.3524427]	Q_Header<(2621443, 21403, 257, 173, 250, 8, 58, 135, 28)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 76, 100, 91, 55, 28, 0, 0, 35, 31, 12, 0, 5, 4, 0, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2694777686666328, y=-0.9587060730343833, z=0.09051767405042276, w=-0.008423087672932124)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=-0.022222222222222223, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.04, z=0.16)>	COMP<165>
[1740780054.3625145]	Q_Header<(2621443, 21404, 257, 173, 250, 8, 58, 136, 21)>	Q_Data<(0, 0, 38, 0, 67, 0, 0, 0, 0, 94, 85, 110, 102, 27, 0, 0, 8, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2694777686666328, y=-0.9587060730343833, z=0.09051767405042276, w=-0.008423087672932124)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=-0.022222222222222223, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.04, z=0.16)>	COMP<165>
