[1740779693.0698676]	Q_Header<(2621443, 50804, 257, 173, 250, 8, 58, 0, 42)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 98, 172, 252, 253, 253, 253, 167, 253, 253, 191, 97, 35, 106, 114, 253, 253, 253, 224, 41, 183, 137, 38, 0, 28, 129, 208, 253, 253, 223, 62, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7685279991715546, y=-0.6327905253661593, z=0.04125833286530899, w=0.08508005327550405)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.013333333333333334, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.09, z=0.05)>	COMP<165>
[1740779694.3997808]	Q_Header<(2621443, 50937, 257, 173, 250, 8, 58, 133, 29)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 73, 105, 143, 253, 253, 128, 149, 76, 99, 140, 130, 47, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7785028161880676, y=-0.6207270592420735, z=0.03424069618827957, w=0.08636467933407413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.016666666666666666, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.0, z=0.14)>	COMP<168>
[1740779694.4115868]	Q_Header<(2621443, 50938, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 161, 253, 253, 183, 157, 176, 115, 144, 121, 38, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7786960876612653, y=-0.6204299836241387, z=0.03491253818327667, w=0.08648787868129902)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.023333333333333334, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.02, z=0.1)>	COMP<168>
[1740779694.4197934]	Q_Header<(2621443, 50939, 257, 173, 250, 8, 58, 135, 25)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 160, 253, 253, 170, 183, 253, 174, 70, 97, 49, 56, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7786960876612653, y=-0.6204299836241387, z=0.03491253818327667, w=0.08648787868129902)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.023333333333333334, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.02, z=0.1)>	COMP<168>
[1740779694.4297664]	Q_Header<(2621443, 50940, 257, 173, 250, 8, 58, 136, 28)>	Q_Data<(0, 0, 52, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 253, 253, 247, 179, 253, 239, 128, 117, 46, 60, 22, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7786960876612653, y=-0.6204299836241387, z=0.03491253818327667, w=0.08648787868129902)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.023333333333333334, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.02, z=0.1)>	COMP<168>
[1740779694.440508]	Q_Header<(2621443, 50941, 257, 173, 250, 8, 58, 137, 29)>	Q_Data<(0, 0, 48, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 253, 253, 253, 65, 117, 249, 157, 107, 28, 57, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7788216426211654, y=-0.6202496498680473, z=0.03546201993439633, w=0.08642722930654939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.03222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.06, z=0.24)>	COMP<162>
[1740779694.44978]	Q_Header<(2621443, 50942, 257, 173, 250, 8, 58, 138, 28)>	Q_Data<(0, 0, 57, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 197, 253, 253, 206, 247, 201, 162, 127, 108, 56, 51, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7788216426211654, y=-0.6202496498680473, z=0.03546201993439633, w=0.08642722930654939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.03222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.06, z=0.24)>	COMP<162>
[1740779694.4598107]	Q_Header<(2621443, 50943, 257, 173, 250, 8, 58, 139, 31)>	Q_Data<(0, 0, 40, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 189, 253, 253, 149, 187, 172, 190, 144, 89, 58, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 75, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7788216426211654, y=-0.6202496498680473, z=0.03546201993439633, w=0.08642722930654939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.03222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.06, z=0.24)>	COMP<162>
[1740779694.4698606]	Q_Header<(2621443, 50944, 257, 173, 250, 8, 58, 140, 30)>	Q_Data<(0, 0, 39, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 99, 208, 194, 248, 219, 108, 22, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 116, 232, 197, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7788216426211654, y=-0.6202496498680473, z=0.03546201993439633, w=0.08642722930654939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.03222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.06, z=0.24)>	COMP<162>
[1740779694.4799068]	Q_Header<(2621443, 50945, 257, 173, 250, 8, 58, 141, 34)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 253, 253, 253, 241, 167, 210, 189, 253, 253, 181, 107, 52, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 161, 253, 253, 206, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7789980052766093, y=-0.620000136143524, z=0.0359499980496688, w=0.08642648088001871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.025555555555555557, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.07, z=0.22)>	COMP<168>
[1740779694.4898326]	Q_Header<(2621443, 50946, 257, 173, 250, 8, 58, 142, 31)>	Q_Data<(0, 0, 61, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 250, 253, 253, 253, 253, 253, 253, 253, 250, 227, 156, 45, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 157, 253, 253, 253, 152, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7789980052766093, y=-0.620000136143524, z=0.0359499980496688, w=0.08642648088001871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.025555555555555557, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.07, z=0.22)>	COMP<168>
[1740779694.4998333]	Q_Header<(2621443, 50947, 257, 173, 250, 8, 58, 143, 34)>	Q_Data<(0, 0, 64, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 220, 253, 253, 253, 253, 253, 253, 253, 234, 214, 149, 65, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 116, 134, 253, 253, 253, 190, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7789980052766093, y=-0.620000136143524, z=0.0359499980496688, w=0.08642648088001871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.025555555555555557, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.07, z=0.22)>	COMP<168>
[1740779694.5099034]	Q_Header<(2621443, 50948, 257, 173, 250, 8, 58, 144, 36)>	Q_Data<(0, 0, 47, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 228, 253, 253, 253, 253, 253, 253, 253, 206, 153, 102, 88, 26, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 111, 162, 134, 253, 253, 183, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7791753663513352, y=-0.6197514233065532, z=0.03668215534835911, w=0.08630377314905123)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.034444444444444444, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.08, z=0.16)>	COMP<168>
[1740779694.5204034]	Q_Header<(2621443, 50949, 257, 173, 250, 8, 58, 145, 30)>	Q_Data<(0, 0, 38, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 205, 253, 253, 253, 253, 253, 253, 253, 152, 74, 60, 84, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 120, 146, 191, 203, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7791753663513352, y=-0.6197514233065532, z=0.03668215534835911, w=0.08630377314905123)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.034444444444444444, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.08, z=0.16)>	COMP<168>
[1740779694.529907]	Q_Header<(2621443, 50950, 257, 173, 250, 8, 58, 146, 32)>	Q_Data<(0, 0, 50, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 90, 248, 253, 253, 253, 253, 210, 192, 80, 55, 25, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 63, 81, 100, 88, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7791753663513352, y=-0.6197514233065532, z=0.03668215534835911, w=0.08630377314905123)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.034444444444444444, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.08, z=0.16)>	COMP<168>
[1740779694.5410812]	Q_Header<(2621443, 50951, 257, 173, 250, 8, 58, 147, 31)>	Q_Data<(0, 0, 37, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 187, 253, 253, 253, 253, 253, 161, 141, 96, 66, 30, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 48, 54, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7793082118805603, y=-0.6195768843044774, z=0.037231986939782406, w=0.08612185831480816)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.03333333333333333, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.13, z=0.25)>	COMP<162>
[1740779694.5498772]	Q_Header<(2621443, 50952, 257, 173, 250, 8, 58, 148, 27)>	Q_Data<(0, 0, 16, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 184, 253, 253, 253, 253, 253, 253, 179, 115, 71, 32, 36, 18, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7793082118805603, y=-0.6195768843044774, z=0.037231986939782406, w=0.08612185831480816)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.03333333333333333, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.13, z=0.25)>	COMP<162>
[1740779694.5598567]	Q_Header<(2621443, 50953, 257, 173, 250, 8, 58, 149, 27)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 144, 253, 253, 253, 253, 253, 253, 220, 120, 62, 44, 25, 22, 5, 14, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7793082118805603, y=-0.6195768843044774, z=0.037231986939782406, w=0.08612185831480816)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.03333333333333333, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.13, z=0.25)>	COMP<162>
