[1740779350.968431]	Q_Header<(2621443, 16554, 257, 173, 250, 8, 58, 0, 31)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 26, 119, 213, 202, 253, 253, 253, 253, 253, 253, 253, 205, 50, 17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9244659325429374, y=-0.3694934149082289, z=0.04125826700990465, w=-0.08446958807944975)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.01, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.0, z=-0.05)>	COMP<285>
[1740779352.247571]	Q_Header<(2621443, 16682, 257, 173, 250, 8, 58, 128, 70)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 239, 253, 250, 253, 205, 132, 207, 204, 152, 192, 253, 253, 253, 145, 60, 189, 253, 253, 253, 253, 253, 171, 137, 58, 15, 25, 80, 216, 248, 82, 148, 148, 190, 173, 22, 34, 59, 46, 61, 0, 70, 59, 100, 89, 101, 160, 136, 0, 0, 0, 0, 0, 0, 0, 24, 161, 182, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9372015293761188, y=-0.3366112949859521, z=0.03552271508283303, w=-0.08416808264471949)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04555555555555556, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.08, z=0.03)>	COMP<283>
[1740779352.2574875]	Q_Header<(2621443, 16683, 257, 173, 250, 8, 58, 129, 64)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 253, 253, 229, 247, 234, 192, 178, 253, 221, 214, 253, 253, 250, 100, 33, 146, 253, 253, 253, 253, 115, 123, 47, 13, 97, 165, 109, 145, 172, 59, 129, 140, 188, 172, 56, 99, 0, 0, 39, 0, 0, 0, 55, 59, 56, 116, 60, 0, 0, 0, 0, 0, 0, 0, 0, 119, 187, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9372015293761188, y=-0.3366112949859521, z=0.03552271508283303, w=-0.08416808264471949)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04555555555555556, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.08, z=0.03)>	COMP<283>
[1740779352.2676256]	Q_Header<(2621443, 16684, 257, 173, 250, 8, 58, 130, 65)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 253, 166, 253, 176, 253, 253, 253, 180, 176, 183, 164, 47, 6, 83, 235, 253, 253, 253, 175, 138, 48, 46, 170, 237, 124, 71, 88, 52, 90, 114, 142, 119, 68, 159, 111, 0, 0, 0, 0, 32, 0, 8, 0, 44, 0, 0, 0, 0, 0, 0, 0, 36, 42, 61, 158, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9372015293761188, y=-0.3366112949859521, z=0.03552271508283303, w=-0.08416808264471949)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04555555555555556, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.08, z=0.03)>	COMP<283>
[1740779352.2776618]	Q_Header<(2621443, 16685, 257, 173, 250, 8, 58, 131, 60)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 235, 253, 253, 196, 229, 115, 253, 253, 253, 101, 104, 99, 117, 87, 0, 130, 253, 253, 253, 253, 175, 117, 29, 66, 192, 245, 111, 29, 17, 49, 42, 106, 139, 62, 87, 135, 124, 67, 0, 0, 20, 14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 88, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9381377549677093, y=-0.33399413111147075, z=0.03521831389826729, w=-0.0842920129870141)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.1388888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.06, z=-0.02)>	COMP<283>
[1740779352.2874243]	Q_Header<(2621443, 16686, 257, 173, 250, 8, 58, 132, 54)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 196, 253, 253, 224, 175, 153, 253, 253, 253, 69, 58, 52, 140, 146, 31, 170, 253, 253, 253, 240, 138, 96, 32, 32, 160, 190, 39, 64, 0, 37, 33, 111, 172, 0, 85, 118, 108, 77, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9381377549677093, y=-0.33399413111147075, z=0.03521831389826729, w=-0.0842920129870141)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.1388888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.06, z=-0.02)>	COMP<283>
[1740779352.2988791]	Q_Header<(2621443, 16687, 257, 173, 250, 8, 58, 133, 50)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 253, 253, 253, 207, 179, 206, 253, 183, 204, 119, 34, 69, 178, 177, 56, 125, 253, 253, 253, 190, 75, 59, 42, 0, 108, 116, 49, 42, 13, 54, 32, 125, 191, 56, 110, 143, 61, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9381377549677093, y=-0.33399413111147075, z=0.03521831389826729, w=-0.0842920129870141)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.1388888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.06, z=-0.02)>	COMP<283>
[1740779352.3089519]	Q_Header<(2621443, 16688, 257, 173, 250, 8, 58, 134, 52)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 253, 253, 248, 164, 139, 236, 253, 253, 206, 100, 53, 74, 177, 166, 47, 20, 121, 162, 104, 115, 76, 58, 69, 0, 86, 70, 60, 0, 21, 65, 0, 129, 175, 61, 45, 85, 18, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9388508981469023, y=-0.3319730877012743, z=0.03503448287194916, w=-0.08441235158868586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.14555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.07, z=0.01)>	COMP<289>
[1740779352.3173814]	Q_Header<(2621443, 16689, 257, 173, 250, 8, 58, 135, 50)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 186, 253, 253, 253, 152, 117, 253, 253, 253, 200, 85, 27, 48, 134, 125, 33, 51, 185, 248, 136, 48, 85, 107, 81, 0, 45, 32, 26, 0, 0, 21, 0, 96, 125, 41, 0, 64, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9388508981469023, y=-0.3319730877012743, z=0.03503448287194916, w=-0.08441235158868586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.14555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.07, z=0.01)>	COMP<289>
[1740779352.3275235]	Q_Header<(2621443, 16690, 257, 173, 250, 8, 58, 136, 50)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 212, 253, 253, 242, 243, 138, 253, 239, 253, 198, 121, 30, 0, 79, 73, 0, 0, 102, 175, 126, 39, 91, 111, 98, 65, 34, 65, 88, 39, 0, 0, 0, 34, 55, 0, 0, 9, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9388508981469023, y=-0.3319730877012743, z=0.03503448287194916, w=-0.08441235158868586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.14555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.07, z=0.01)>	COMP<289>
[1740779352.3376408]	Q_Header<(2621443, 16691, 257, 173, 250, 8, 58, 137, 45)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 253, 253, 253, 217, 253, 111, 253, 253, 232, 176, 146, 62, 0, 56, 46, 21, 113, 157, 87, 80, 55, 78, 85, 102, 73, 37, 132, 171, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9388508981469023, y=-0.3319730877012743, z=0.03503448287194916, w=-0.08441235158868586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.043333333333333335, z=-0.14555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.07, z=0.01)>	COMP<289>
[1740779352.3474734]	Q_Header<(2621443, 16692, 257, 173, 250, 8, 58, 138, 56)>	Q_Data<(0, 0, 62, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 253, 253, 253, 212, 253, 88, 253, 253, 216, 150, 120, 49, 38, 55, 26, 39, 162, 221, 104, 43, 0, 46, 228, 253, 169, 79, 153, 213, 75, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9395785712642969, y=-0.32989620486446175, z=0.03485119944081548, w=-0.0845339951410323)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.042222222222222223, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.08, z=0.0)>	COMP<286>
[1740779352.3574288]	Q_Header<(2621443, 16693, 257, 173, 250, 8, 58, 139, 59)>	Q_Data<(0, 0, 31, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 253, 253, 253, 253, 221, 84, 188, 184, 190, 173, 81, 25, 34, 67, 13, 33, 165, 231, 111, 22, 21, 47, 253, 253, 253, 116, 128, 193, 76, 29, 43, 49, 0, 14, 0, 0, 0, 32, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9395785712642969, y=-0.32989620486446175, z=0.03485119944081548, w=-0.0845339951410323)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.042222222222222223, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.08, z=0.0)>	COMP<286>
[1740779352.3674135]	Q_Header<(2621443, 16694, 257, 173, 250, 8, 58, 140, 70)>	Q_Data<(0, 0, 45, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 253, 253, 190, 253, 153, 113, 76, 203, 213, 169, 120, 0, 14, 63, 33, 14, 130, 188, 91, 51, 4, 97, 253, 253, 253, 94, 94, 122, 0, 98, 102, 67, 0, 30, 0, 0, 0, 40, 95, 149, 81, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 15, 37, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 39, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9395785712642969, y=-0.32989620486446175, z=0.03485119944081548, w=-0.0845339951410323)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.042222222222222223, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.08, z=0.0)>	COMP<286>
[1740779352.3775666]	Q_Header<(2621443, 16695, 257, 173, 250, 8, 58, 141, 71)>	Q_Data<(0, 0, 57, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 121, 181, 253, 253, 241, 154, 167, 146, 253, 253, 122, 111, 0, 33, 47, 21, 0, 72, 109, 31, 40, 7, 90, 253, 253, 253, 72, 94, 0, 63, 123, 133, 61, 0, 13, 0, 0, 0, 69, 214, 253, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 7, 52, 0, 25, 77, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9405317656054444, y=-0.3271414836888502, z=0.03466723185359458, w=-0.08471499614927688)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03666666666666667, z=-0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.1, z=-0.04)>	COMP<286>
[1740779352.3875015]	Q_Header<(2621443, 16696, 257, 173, 250, 8, 58, 142, 64)>	Q_Data<(0, 0, 54, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 235, 253, 253, 126, 158, 229, 193, 253, 232, 59, 64, 0, 39, 0, 0, 0, 0, 30, 46, 17, 0, 50, 253, 253, 197, 80, 99, 89, 95, 113, 114, 47, 13, 0, 0, 0, 0, 108, 253, 253, 253, 90, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 81, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9405317656054444, y=-0.3271414836888502, z=0.03466723185359458, w=-0.08471499614927688)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03666666666666667, z=-0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.1, z=-0.04)>	COMP<286>
[1740779352.4017098]	Q_Header<(2621443, 16697, 257, 173, 250, 8, 58, 143, 62)>	Q_Data<(0, 0, 55, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 253, 116, 211, 253, 223, 203, 161, 71, 17, 37, 47, 0, 0, 0, 0, 42, 40, 23, 0, 0, 111, 166, 98, 102, 130, 117, 85, 68, 49, 36, 68, 81, 0, 0, 0, 143, 253, 253, 253, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9405317656054444, y=-0.3271414836888502, z=0.03466723185359458, w=-0.08471499614927688)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03666666666666667, z=-0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.1, z=-0.04)>	COMP<286>
[1740779352.4074733]	Q_Header<(2621443, 16698, 257, 173, 250, 8, 58, 144, 56)>	Q_Data<(0, 0, 34, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 253, 253, 194, 253, 253, 253, 186, 164, 109, 29, 49, 67, 30, 0, 0, 0, 0, 28, 63, 36, 28, 105, 142, 53, 105, 129, 107, 47, 0, 0, 61, 179, 180, 0, 0, 0, 122, 253, 253, 251, 24, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9412377837982292, y=-0.325078298197871, z=0.03460747185095622, w=-0.0848401867245664)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03333333333333333, z=-0.14444444444444443)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.07, z=0.03)>	COMP<285>
