[1740779593.0990846]	Q_Header<(2621443, 40804, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 9, 20, 0, 0, 0, 2, 97, 253, 253, 253, 253, 163, 232, 253, 243, 171, 86, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 23, 189, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7860784804124883, y=0.6106619455335776, z=-0.06982481416196029, w=0.06555231679191027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.005555555555555556, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.01, z=-0.1)>	COMP<253>
[1740779594.2893584]	Q_Header<(2621443, 40923, 257, 173, 250, 8, 58, 119, 94)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 31, 0, 18, 39, 39, 55, 50, 33, 36, 55, 84, 105, 79, 60, 59, 20, 6, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 91, 84, 0, 24, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 70, 167, 106, 213, 101, 0, 194, 253, 253, 253, 189, 253, 253, 253, 253, 253, 253, 253, 253, 253, 247, 241, 232, 253, 253, 198, 253, 253, 156, 253, 129, 0, 0, 24, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 226, 178, 149, 0, 94, 133, 189, 125, 168, 76, 253, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7776497861821736, y=0.6216437542002541, z=-0.06921394376662623, w=0.06347663273129743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.008888888888888889, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.02)>	COMP<259>
[1740779594.2993314]	Q_Header<(2621443, 40924, 257, 173, 250, 8, 58, 120, 87)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 34, 19, 13, 39, 0, 21, 58, 60, 113, 138, 64, 112, 161, 147, 181, 137, 104, 95, 78, 71, 54, 52, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 135, 149, 0, 0, 181, 150, 127, 212, 253, 224, 253, 193, 70, 253, 253, 253, 253, 204, 253, 253, 253, 253, 253, 253, 253, 253, 253, 243, 181, 253, 253, 253, 253, 253, 253, 109, 253, 78, 28, 172, 129, 0, 210, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 160, 253, 151, 253, 175, 177, 164, 183, 44, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7776497861821736, y=0.6216437542002541, z=-0.06921394376662623, w=0.06347663273129743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.008888888888888889, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.02)>	COMP<259>
[1740779594.309437]	Q_Header<(2621443, 40925, 257, 173, 250, 8, 58, 121, 98)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 17, 40, 9, 32, 47, 18, 0, 45, 93, 185, 219, 111, 180, 249, 195, 224, 164, 152, 105, 79, 96, 75, 94, 55, 47, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 69, 122, 150, 233, 239, 43, 87, 223, 239, 144, 253, 253, 253, 253, 134, 253, 253, 253, 253, 253, 240, 253, 253, 253, 253, 253, 253, 253, 253, 253, 235, 108, 224, 253, 253, 232, 253, 253, 57, 198, 0, 88, 253, 228, 0, 0, 237, 253, 253, 253, 253, 104, 217, 213, 253, 253, 253, 253, 126, 253, 253, 124, 181, 154, 98, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7773487511486252, y=0.622013279126542, z=-0.06927534803342413, w=0.06347697088525206)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.03, z=-0.06)>	COMP<259>
[1740779594.3194926]	Q_Header<(2621443, 40926, 257, 173, 250, 8, 58, 122, 104)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 0, 32, 0, 40, 42, 42, 55, 47, 109, 227, 238, 88, 240, 253, 253, 181, 168, 223, 133, 64, 68, 68, 116, 68, 121, 159, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 63, 184, 208, 178, 253, 253, 104, 34, 190, 231, 113, 253, 253, 253, 253, 154, 253, 253, 253, 253, 253, 253, 43, 253, 253, 253, 253, 253, 253, 253, 253, 206, 91, 94, 249, 253, 54, 253, 253, 0, 103, 0, 0, 253, 253, 47, 0, 18, 0, 143, 163, 0, 0, 39, 160, 253, 253, 251, 253, 0, 253, 253, 77, 130, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7773487511486252, y=0.622013279126542, z=-0.06927534803342413, w=0.06347697088525206)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.03, z=-0.06)>	COMP<259>
[1740779594.3295133]	Q_Header<(2621443, 40927, 257, 173, 250, 8, 58, 123, 98)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 5, 0, 35, 22, 57, 102, 79, 85, 136, 152, 235, 253, 253, 253, 187, 226, 253, 187, 99, 120, 93, 139, 79, 174, 213, 80, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 231, 253, 205, 253, 252, 123, 114, 187, 155, 0, 160, 214, 157, 188, 207, 253, 253, 253, 253, 253, 253, 225, 253, 253, 253, 253, 253, 253, 253, 253, 73, 58, 149, 193, 125, 0, 180, 142, 0, 0, 0, 0, 232, 199, 0, 0, 0, 0, 60, 69, 0, 0, 0, 96, 253, 253, 176, 91, 67, 234, 147, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7773487511486252, y=0.622013279126542, z=-0.06927534803342413, w=0.06347697088525206)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.03, z=-0.06)>	COMP<259>
[1740779594.3393297]	Q_Header<(2621443, 40928, 257, 173, 250, 8, 58, 124, 86)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 0, 0, 15, 30, 80, 145, 98, 164, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 224, 144, 148, 109, 179, 223, 80, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 91, 12, 219, 253, 253, 253, 236, 152, 161, 216, 80, 49, 0, 95, 0, 125, 253, 253, 253, 253, 215, 200, 253, 79, 248, 253, 253, 253, 253, 253, 253, 225, 0, 0, 220, 225, 125, 0, 0, 0, 0, 0, 0, 0, 137, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 160, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7773487511486252, y=0.622013279126542, z=-0.06927534803342413, w=0.06347697088525206)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.03, z=-0.06)>	COMP<259>
[1740779594.3572016]	Q_Header<(2621443, 40929, 257, 173, 250, 8, 58, 125, 73)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 16, 22, 46, 88, 129, 89, 166, 156, 253, 253, 253, 253, 199, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 174, 118, 184, 43, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 91, 82, 55, 157, 201, 253, 253, 213, 163, 149, 142, 21, 59, 0, 0, 0, 128, 251, 169, 139, 253, 152, 0, 159, 86, 253, 253, 253, 253, 253, 142, 142, 112, 69, 0, 211, 170, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7770475334524383, y=0.6223826642537518, z=-0.06933673694147906, w=0.06347729438304421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.01)>	COMP<260>
[1740779594.3616188]	Q_Header<(2621443, 40930, 257, 173, 250, 8, 58, 126, 89)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 12, 10, 77, 155, 198, 188, 212, 220, 253, 253, 253, 253, 141, 123, 160, 245, 253, 253, 253, 253, 253, 253, 253, 253, 28, 126, 12, 51, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 95, 55, 72, 54, 135, 253, 253, 175, 128, 91, 0, 0, 14, 0, 0, 0, 113, 177, 0, 58, 137, 50, 0, 24, 94, 164, 253, 253, 253, 152, 68, 0, 0, 0, 0, 116, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 109, 101, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7770475334524383, y=0.6223826642537518, z=-0.06933673694147906, w=0.06347729438304421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.01)>	COMP<260>
[1740779594.369307]	Q_Header<(2621443, 40931, 257, 173, 250, 8, 58, 127, 80)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 46, 82, 197, 200, 220, 253, 234, 253, 253, 253, 253, 153, 217, 106, 229, 253, 253, 253, 253, 246, 253, 253, 253, 93, 93, 65, 79, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 73, 0, 0, 29, 126, 253, 253, 193, 56, 12, 0, 0, 0, 0, 0, 0, 62, 103, 21, 0, 117, 52, 0, 25, 0, 52, 77, 101, 136, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 124, 83, 44, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7770475334524383, y=0.6223826642537518, z=-0.06933673694147906, w=0.06347729438304421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.01)>	COMP<260>
[1740779594.3792703]	Q_Header<(2621443, 40932, 257, 173, 250, 8, 58, 128, 64)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 108, 118, 195, 158, 174, 253, 253, 253, 253, 253, 253, 235, 249, 169, 202, 253, 253, 253, 253, 153, 161, 253, 253, 112, 81, 63, 119, 0, 14, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 206, 253, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7766126849936972, y=0.6229258930403704, z=-0.06927502337848525, w=0.06353770866696312)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.04)>	COMP<257>
[1740779594.389191]	Q_Header<(2621443, 40933, 257, 173, 250, 8, 58, 129, 63)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 73, 192, 253, 240, 229, 131, 253, 253, 253, 221, 253, 253, 250, 253, 175, 159, 250, 253, 253, 253, 229, 253, 253, 250, 157, 197, 81, 165, 112, 107, 57, 0, 22, 0, 34, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 188, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7766126849936972, y=0.6229258930403704, z=-0.06927502337848525, w=0.06353770866696312)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.04)>	COMP<257>
[1740779594.3991363]	Q_Header<(2621443, 40934, 257, 173, 250, 8, 58, 130, 49)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 167, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 208, 253, 243, 144, 107, 205, 253, 253, 253, 252, 253, 253, 253, 253, 253, 150, 251, 224, 202, 126, 0, 24, 0, 20, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7766126849936972, y=0.6229258930403704, z=-0.06927502337848525, w=0.06353770866696312)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.04)>	COMP<257>
[1740779594.4092066]	Q_Header<(2621443, 40935, 257, 173, 250, 8, 58, 131, 48)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 119, 240, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 166, 253, 208, 105, 55, 75, 253, 253, 253, 88, 248, 253, 253, 253, 253, 228, 253, 253, 253, 196, 0, 0, 19, 29, 38, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 253, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7763143150459002, y=0.6232975694039417, z=-0.06927563075533429, w=0.06353826574123611)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.14)>	COMP<257>
[1740779594.419148]	Q_Header<(2621443, 40936, 257, 173, 250, 8, 58, 132, 47)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 146, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 136, 220, 156, 69, 0, 120, 135, 253, 207, 169, 253, 253, 175, 253, 253, 253, 253, 253, 253, 227, 0, 23, 47, 36, 32, 22, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 253, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7763143150459002, y=0.6232975694039417, z=-0.06927563075533429, w=0.06353826574123611)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.14)>	COMP<257>
[1740779594.4291718]	Q_Header<(2621443, 40937, 257, 173, 250, 8, 58, 133, 60)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 117, 235, 192, 208, 253, 215, 253, 195, 162, 243, 227, 186, 74, 159, 109, 35, 0, 87, 107, 152, 72, 180, 224, 157, 93, 253, 253, 250, 253, 253, 253, 210, 0, 65, 65, 0, 22, 30, 10, 96, 143, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 253, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7763143150459002, y=0.6232975694039417, z=-0.06927563075533429, w=0.06353826574123611)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.14)>	COMP<257>
[1740779594.4406705]	Q_Header<(2621443, 40938, 257, 173, 250, 8, 58, 134, 60)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 137, 114, 205, 253, 253, 239, 253, 253, 253, 253, 105, 80, 34, 104, 73, 0, 0, 0, 35, 41, 110, 142, 121, 156, 99, 185, 253, 183, 227, 244, 253, 154, 0, 84, 86, 0, 21, 0, 0, 138, 208, 140, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 189, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7760124808719698, y=0.6236664723572273, z=-0.06933696541376103, w=0.06353853960891305)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.006666666666666667, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.03)>	COMP<263>
[1740779594.4491506]	Q_Header<(2621443, 40939, 257, 173, 250, 8, 58, 135, 50)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 209, 233, 253, 253, 253, 253, 253, 253, 253, 253, 225, 64, 48, 62, 45, 19, 0, 0, 53, 60, 63, 117, 97, 69, 59, 89, 73, 39, 114, 143, 141, 80, 0, 114, 106, 29, 0, 3, 0, 131, 210, 147, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7760124808719698, y=0.6236664723572273, z=-0.06933696541376103, w=0.06353853960891305)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.006666666666666667, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.03)>	COMP<263>
