[1740780462.9654648]	Q_Header<(2621443, 62268, 257, 173, 250, 8, 58, 0, 30)>	Q_Data<(0, 0, 41, 79, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 39, 33, 14, 21, 27, 62, 128, 118, 45, 44, 0, 0, 13, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7031829453913051, y=-0.7056853758019503, z=0.07391324944613058, w=-0.04559306138419451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.03222222222222222, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=0.0)>	COMP<137>
[1740780464.2355874]	Q_Header<(2621443, 62395, 257, 173, 250, 8, 58, 127, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 156, 253, 253, 253, 207, 253, 155, 196, 184, 125, 34, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 0, 72, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7216102678725496, y=-0.686759598587662, z=0.07208168200604594, w=-0.04943790213793159)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0077777777777777776, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=-0.11)>	COMP<139>
[1740780464.2455032]	Q_Header<(2621443, 62396, 257, 173, 250, 8, 58, 128, 26)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 253, 253, 253, 253, 174, 212, 94, 79, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7219770084232721, y=-0.6863938994613338, z=0.07214276979933279, w=-0.04907173174167814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.013333333333333334, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.16, z=-0.16)>	COMP<143>
[1740780464.2554796]	Q_Header<(2621443, 62397, 257, 173, 250, 8, 58, 129, 22)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 108, 253, 253, 253, 253, 205, 220, 108, 32, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7219770084232721, y=-0.6863938994613338, z=0.07214276979933279, w=-0.04907173174167814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.013333333333333334, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.16, z=-0.16)>	COMP<143>
[1740780464.2654471]	Q_Header<(2621443, 62398, 257, 173, 250, 8, 58, 130, 26)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 25, 124, 253, 253, 253, 253, 253, 208, 162, 95, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7219770084232721, y=-0.6863938994613338, z=0.07214276979933279, w=-0.04907173174167814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.013333333333333334, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.16, z=-0.16)>	COMP<143>
[1740780464.2755444]	Q_Header<(2621443, 62399, 257, 173, 250, 8, 58, 131, 25)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 236, 253, 253, 189, 253, 253, 197, 89, 74, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.722332784407666, y=-0.6860177859520208, z=0.07232482885704135, w=-0.04882688867985913)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.013333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.1)>	COMP<142>
[1740780464.2854302]	Q_Header<(2621443, 62400, 257, 173, 250, 8, 58, 132, 25)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 253, 253, 253, 253, 237, 253, 191, 89, 80, 32, 0, 0, 43, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.722332784407666, y=-0.6860177859520208, z=0.07232482885704135, w=-0.04882688867985913)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.013333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.1)>	COMP<142>
[1740780464.295442]	Q_Header<(2621443, 62401, 257, 173, 250, 8, 58, 133, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 141, 253, 253, 253, 253, 253, 162, 90, 70, 33, 0, 59, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.722332784407666, y=-0.6860177859520208, z=0.07232482885704135, w=-0.04882688867985913)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.013333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.1)>	COMP<142>
[1740780464.3054383]	Q_Header<(2621443, 62402, 257, 173, 250, 8, 58, 134, 25)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 253, 253, 253, 253, 253, 246, 124, 70, 47, 19, 0, 68, 91, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.722332784407666, y=-0.6860177859520208, z=0.07232482885704135, w=-0.04882688867985913)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.013333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.1)>	COMP<142>
[1740780464.3155265]	Q_Header<(2621443, 62403, 257, 173, 250, 8, 58, 135, 26)>	Q_Data<(0, 0, 57, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 253, 253, 253, 231, 250, 195, 89, 24, 0, 0, 16, 43, 69, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7227099850094795, y=-0.6856009848502224, z=0.0726311022853881, w=-0.04864452816928934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.025555555555555557, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.16)>	COMP<142>
[1740780464.3254523]	Q_Header<(2621443, 62404, 257, 173, 250, 8, 58, 136, 30)>	Q_Data<(0, 0, 15, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 9, 110, 253, 253, 253, 176, 195, 149, 45, 12, 55, 0, 34, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7227099850094795, y=-0.6856009848502224, z=0.0726311022853881, w=-0.04864452816928934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.025555555555555557, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.16)>	COMP<142>
[1740780464.3356736]	Q_Header<(2621443, 62405, 257, 173, 250, 8, 58, 137, 23)>	Q_Data<(0, 0, 4, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 90, 242, 253, 253, 253, 191, 170, 101, 100, 159, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7227099850094795, y=-0.6856009848502224, z=0.0726311022853881, w=-0.04864452816928934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.025555555555555557, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.16)>	COMP<142>
[1740780464.3454907]	Q_Header<(2621443, 62406, 257, 173, 250, 8, 58, 138, 31)>	Q_Data<(0, 0, 38, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 31, 123, 94, 253, 253, 253, 253, 130, 138, 223, 173, 68, 20, 0, 23, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7232584444709387, y=-0.6849898331052612, z=0.07318032699752366, w=-0.048278264099283756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02666666666666667, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.1)>	COMP<141>
[1740780464.3554711]	Q_Header<(2621443, 62407, 257, 173, 250, 8, 58, 139, 25)>	Q_Data<(0, 0, 32, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 73, 145, 253, 253, 253, 253, 253, 135, 119, 209, 175, 90, 16, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7232584444709387, y=-0.6849898331052612, z=0.07318032699752366, w=-0.048278264099283756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02666666666666667, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.1)>	COMP<141>
[1740780464.3654835]	Q_Header<(2621443, 62408, 257, 173, 250, 8, 58, 140, 26)>	Q_Data<(0, 0, 33, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 107, 251, 231, 253, 253, 253, 122, 115, 131, 122, 82, 31, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7232584444709387, y=-0.6849898331052612, z=0.07318032699752366, w=-0.048278264099283756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02666666666666667, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.1)>	COMP<141>
[1740780464.3755655]	Q_Header<(2621443, 62409, 257, 173, 250, 8, 58, 141, 33)>	Q_Data<(0, 0, 60, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 84, 177, 245, 253, 253, 253, 187, 221, 108, 149, 91, 66, 36, 50, 55, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7236930226909417, y=-0.6845084970463786, z=0.07354727944189801, w=-0.04803461321226036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.01)>	COMP<141>
[1740780464.3854842]	Q_Header<(2621443, 62410, 257, 173, 250, 8, 58, 142, 28)>	Q_Data<(0, 0, 66, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 91, 199, 253, 253, 253, 253, 151, 197, 123, 187, 81, 43, 0, 71, 94, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7236930226909417, y=-0.6845084970463786, z=0.07354727944189801, w=-0.04803461321226036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.01)>	COMP<141>
[1740780464.395932]	Q_Header<(2621443, 62411, 257, 173, 250, 8, 58, 143, 34)>	Q_Data<(0, 0, 69, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 6, 42, 87, 195, 253, 231, 253, 253, 199, 157, 136, 189, 72, 16, 15, 75, 106, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7236930226909417, y=-0.6845084970463786, z=0.07354727944189801, w=-0.04803461321226036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.01)>	COMP<141>
