[1740780088.0028183]	Q_Header<(2621443, 24768, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 70, 107, 182, 197, 253, 253, 253, 253, 253, 132, 224, 253, 153, 178, 253, 253, 230, 211, 247, 147, 125, 14, 0, 0, 49, 22, 45, 135, 135, 0, 58, 0, 107, 98, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 123, 104, 46, 145, 205, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5503488230521609, y=-0.829948241750392, z=0.08398358439833352, w=-0.0353390227955197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.017777777777777778, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.09)>	COMP<167>
[1740780089.342799]	Q_Header<(2621443, 24902, 257, 173, 250, 8, 58, 134, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 89, 87, 96, 8, 0, 0, 0, 112, 138, 69, 14, 17, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 43, 31, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5084666811713708, y=-0.8560501344508039, z=0.08819281650373674, w=-0.02935691677390822)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.07, z=0.0)>	COMP<162>
[1740780089.3531687]	Q_Header<(2621443, 24903, 257, 173, 250, 8, 58, 135, 34)>	Q_Data<(0, 0, 55, 0, 66, 0, 0, 0, 0, 79, 87, 104, 104, 0, 0, 0, 96, 99, 33, 8, 0, 0, 0, 22, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5084666811713708, y=-0.8560501344508039, z=0.08819281650373674, w=-0.02935691677390822)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.07, z=0.0)>	COMP<162>
[1740780089.3626914]	Q_Header<(2621443, 24904, 257, 173, 250, 8, 58, 136, 23)>	Q_Data<(0, 0, 32, 0, 67, 0, 0, 0, 0, 69, 87, 111, 114, 0, 0, 0, 112, 93, 34, 23, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5084666811713708, y=-0.8560501344508039, z=0.08819281650373674, w=-0.02935691677390822)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.07, z=0.0)>	COMP<162>
[1740780089.3735106]	Q_Header<(2621443, 24905, 257, 173, 250, 8, 58, 137, 25)>	Q_Data<(0, 0, 41, 0, 67, 0, 0, 0, 0, 0, 88, 111, 97, 0, 0, 0, 118, 105, 48, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5073150698464051, y=-0.8567350379492286, z=0.08813317623414448, w=-0.02947944883732118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.006666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=0.08)>	COMP<167>
[1740780089.3826818]	Q_Header<(2621443, 24906, 257, 173, 250, 8, 58, 138, 21)>	Q_Data<(0, 0, 52, 0, 64, 0, 0, 0, 0, 0, 73, 111, 114, 81, 0, 0, 108, 99, 48, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5073150698464051, y=-0.8567350379492286, z=0.08813317623414448, w=-0.02947944883732118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.006666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=0.08)>	COMP<167>
[1740780089.3928442]	Q_Header<(2621443, 24907, 257, 173, 250, 8, 58, 139, 22)>	Q_Data<(0, 0, 26, 0, 64, 0, 0, 0, 0, 76, 36, 101, 122, 129, 0, 0, 76, 70, 42, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5073150698464051, y=-0.8567350379492286, z=0.08813317623414448, w=-0.02947944883732118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.006666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=0.08)>	COMP<167>
[1740780089.4027061]	Q_Header<(2621443, 24908, 257, 173, 250, 8, 58, 140, 21)>	Q_Data<(0, 0, 25, 0, 59, 0, 0, 0, 0, 84, 84, 67, 115, 125, 0, 0, 70, 53, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5073150698464051, y=-0.8567350379492286, z=0.08813317623414448, w=-0.02947944883732118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.006666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=0.08)>	COMP<167>
[1740780089.412706]	Q_Header<(2621443, 24909, 257, 173, 250, 8, 58, 141, 24)>	Q_Data<(0, 0, 57, 0, 53, 0, 0, 0, 0, 40, 47, 112, 111, 88, 0, 0, 77, 59, 0, 5, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5061625039641293, y=-0.8574184077762075, z=0.08807337431812837, w=-0.029601931077125613)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.04)>	COMP<167>
[1740780089.4227085]	Q_Header<(2621443, 24910, 257, 173, 250, 8, 58, 142, 28)>	Q_Data<(0, 0, 65, 0, 52, 0, 0, 0, 0, 74, 99, 94, 0, 134, 0, 0, 71, 49, 0, 11, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5061625039641293, y=-0.8574184077762075, z=0.08807337431812837, w=-0.029601931077125613)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.04)>	COMP<167>
[1740780089.4327717]	Q_Header<(2621443, 24911, 257, 173, 250, 8, 58, 143, 24)>	Q_Data<(0, 0, 68, 0, 53, 0, 0, 0, 0, 57, 89, 81, 87, 122, 0, 0, 50, 36, 19, 7, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5061625039641293, y=-0.8574184077762075, z=0.08807337431812837, w=-0.029601931077125613)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.04)>	COMP<167>
[1740780089.442767]	Q_Header<(2621443, 24912, 257, 173, 250, 8, 58, 144, 24)>	Q_Data<(0, 0, 54, 0, 58, 0, 0, 0, 0, 2, 77, 75, 123, 118, 0, 0, 19, 36, 20, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5045848408162869, y=-0.85834965723956, z=0.08801395191207037, w=-0.029724545479319187)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.0044444444444444444, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=-0.02)>	COMP<167>
[1740780089.4528074]	Q_Header<(2621443, 24913, 257, 173, 250, 8, 58, 145, 32)>	Q_Data<(0, 0, 57, 0, 57, 0, 0, 0, 0, 78, 97, 112, 95, 94, 0, 0, 36, 28, 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5045848408162869, y=-0.85834965723956, z=0.08801395191207037, w=-0.029724545479319187)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.0044444444444444444, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=-0.02)>	COMP<167>
[1740780089.462722]	Q_Header<(2621443, 24914, 257, 173, 250, 8, 58, 146, 36)>	Q_Data<(0, 0, 59, 0, 53, 0, 0, 0, 0, 84, 100, 98, 121, 0, 0, 0, 40, 19, 0, 9, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5045848408162869, y=-0.85834965723956, z=0.08801395191207037, w=-0.029724545479319187)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.0044444444444444444, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=-0.02)>	COMP<167>
[1740780089.4736898]	Q_Header<(2621443, 24915, 257, 173, 250, 8, 58, 147, 31)>	Q_Data<(0, 0, 37, 0, 53, 0, 0, 0, 0, 93, 86, 104, 123, 0, 0, 0, 42, 36, 17, 21, 7, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5034327839530782, y=-0.8590340690295373, z=0.08795424850586636, w=-0.02966395889927207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=0.04)>	COMP<159>
[1740780089.4824865]	Q_Header<(2621443, 24916, 257, 173, 250, 8, 58, 148, 23)>	Q_Data<(0, 0, 20, 0, 52, 0, 0, 0, 0, 10, 100, 0, 102, 0, 0, 0, 40, 35, 0, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5034327839530782, y=-0.8590340690295373, z=0.08795424850586636, w=-0.02966395889927207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=0.04)>	COMP<159>
[1740780089.492652]	Q_Header<(2621443, 24917, 257, 173, 250, 8, 58, 149, 28)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 88, 100, 113, 107, 0, 0, 0, 51, 21, 0, 11, 14, 0, 8, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5034327839530782, y=-0.8590340690295373, z=0.08795424850586636, w=-0.02966395889927207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=0.04)>	COMP<159>
[1740780089.5026615]	Q_Header<(2621443, 24918, 257, 173, 250, 8, 58, 150, 25)>	Q_Data<(0, 0, 25, 0, 51, 0, 0, 0, 0, 49, 100, 88, 26, 0, 0, 0, 46, 21, 0, 5, 8, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5034327839530782, y=-0.8590340690295373, z=0.08795424850586636, w=-0.02966395889927207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=0.04)>	COMP<159>
