[1740780113.003028]	Q_Header<(2621443, 27268, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 198, 253, 253, 253, 253, 150, 253, 232, 76, 40, 68, 68, 212, 250, 124, 22, 63, 141, 179, 215, 253, 253, 190, 253, 227, 71, 0, 36, 0, 26, 0, 82, 67, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 24, 70, 66, 0, 91, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.40203385726285923, y=-0.9108779847868395, z=0.09100235026247505, w=-0.019714124168195468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.025555555555555557, z=0.13777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=0.0)>	COMP<135>
[1740780114.1758475]	Q_Header<(2621443, 27385, 257, 173, 250, 8, 58, 117, 29)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 100, 84, 123, 22, 0, 0, 160, 204, 119, 37, 34, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31970178995212606, y=-0.9423207207084524, z=0.09875477207761357, w=-0.008361807030057516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.027777777777777776, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.07, z=-0.28)>	COMP<125>
[1740780114.184936]	Q_Header<(2621443, 27386, 257, 173, 250, 8, 58, 118, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 99, 93, 121, 64, 23, 0, 105, 129, 87, 45, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31970178995212606, y=-0.9423207207084524, z=0.09875477207761357, w=-0.008361807030057516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.027777777777777776, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.07, z=-0.28)>	COMP<125>
[1740780114.193689]	Q_Header<(2621443, 27387, 257, 173, 250, 8, 58, 119, 25)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 99, 89, 117, 106, 142, 0, 87, 85, 49, 39, 22, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31970178995212606, y=-0.9423207207084524, z=0.09875477207761357, w=-0.008361807030057516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.027777777777777776, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.07, z=-0.28)>	COMP<125>
[1740780114.2027724]	Q_Header<(2621443, 27388, 257, 173, 250, 8, 58, 120, 22)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 99, 89, 109, 122, 131, 0, 105, 81, 22, 27, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31970178995212606, y=-0.9423207207084524, z=0.09875477207761357, w=-0.008361807030057516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.027777777777777776, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.07, z=-0.28)>	COMP<125>
[1740780114.21656]	Q_Header<(2621443, 27389, 257, 173, 250, 8, 58, 121, 22)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 40, 95, 109, 115, 134, 0, 112, 104, 36, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3173776233233466, y=-0.9430998145369908, z=0.09881430233855734, w=-0.008361679691403556)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.016666666666666666, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.06, z=-0.17)>	COMP<122>
[1740780114.224906]	Q_Header<(2621443, 27390, 257, 173, 250, 8, 58, 122, 26)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 60, 112, 110, 0, 56, 0, 90, 108, 34, 31, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3173776233233466, y=-0.9430998145369908, z=0.09881430233855734, w=-0.008361679691403556)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.016666666666666666, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.06, z=-0.17)>	COMP<122>
[1740780114.2352855]	Q_Header<(2621443, 27391, 257, 173, 250, 8, 58, 123, 22)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 71, 108, 123, 58, 0, 0, 42, 63, 27, 37, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3173776233233466, y=-0.9430998145369908, z=0.09881430233855734, w=-0.008361679691403556)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.016666666666666666, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.06, z=-0.17)>	COMP<122>
[1740780114.24585]	Q_Header<(2621443, 27392, 257, 173, 250, 8, 58, 124, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 100, 104, 105, 134, 49, 0, 60, 45, 34, 33, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31512617284323957, y=-0.9438526315800613, z=0.09881643885981112, w=-0.008544966918081258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0, z=0.16555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.08, z=-0.06)>	COMP<121>
[1740780114.2553499]	Q_Header<(2621443, 27393, 257, 173, 250, 8, 58, 125, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 96, 104, 98, 76, 87, 0, 52, 44, 28, 17, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31512617284323957, y=-0.9438526315800613, z=0.09881643885981112, w=-0.008544966918081258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0, z=0.16555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.08, z=-0.06)>	COMP<121>
[1740780114.2635868]	Q_Header<(2621443, 27394, 257, 173, 250, 8, 58, 126, 31)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 91, 98, 0, 0, 0, 0, 88, 71, 22, 24, 0, 9, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31512617284323957, y=-0.9438526315800613, z=0.09881643885981112, w=-0.008544966918081258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0, z=0.16555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.08, z=-0.06)>	COMP<121>
[1740780114.2728503]	Q_Header<(2621443, 27395, 257, 173, 250, 8, 58, 127, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 82, 107, 68, 0, 0, 0, 118, 90, 30, 29, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31512617284323957, y=-0.9438526315800613, z=0.09881643885981112, w=-0.008544966918081258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0, z=0.16555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.08, z=-0.06)>	COMP<121>
[1740780114.2850158]	Q_Header<(2621443, 27396, 257, 173, 250, 8, 58, 128, 25)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 83, 98, 50, 0, 106, 0, 94, 82, 18, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3120659304747206, y=-0.9448645941089673, z=0.09881375737112706, w=-0.009033005615149355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.012222222222222223, z=0.16444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=-0.03)>	COMP<121>
[1740780114.292868]	Q_Header<(2621443, 27397, 257, 173, 250, 8, 58, 129, 29)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 82, 93, 94, 41, 146, 0, 54, 66, 13, 23, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3120659304747206, y=-0.9448645941089673, z=0.09881375737112706, w=-0.009033005615149355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.012222222222222223, z=0.16444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=-0.03)>	COMP<121>
[1740780114.3029027]	Q_Header<(2621443, 27398, 257, 173, 250, 8, 58, 130, 34)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 81, 91, 108, 137, 148, 0, 74, 44, 12, 36, 3, 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3120659304747206, y=-0.9448645941089673, z=0.09881375737112706, w=-0.009033005615149355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.012222222222222223, z=0.16444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=-0.03)>	COMP<121>
[1740780114.3129272]	Q_Header<(2621443, 27399, 257, 173, 250, 8, 58, 131, 26)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 84, 91, 120, 122, 148, 108, 90, 36, 30, 20, 5, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3098823951446722, y=-0.9455777162854563, z=0.09881812049226399, w=-0.00952169660086052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.015555555555555555, z=0.16111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.07, z=0.06)>	COMP<123>
[1740780114.3250468]	Q_Header<(2621443, 27400, 257, 173, 250, 8, 58, 132, 26)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 60, 94, 123, 104, 148, 125, 103, 62, 39, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3098823951446722, y=-0.9455777162854563, z=0.09881812049226399, w=-0.00952169660086052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.015555555555555555, z=0.16111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.07, z=0.06)>	COMP<123>
[1740780114.3332973]	Q_Header<(2621443, 27401, 257, 173, 250, 8, 58, 133, 25)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 122, 123, 125, 89, 88, 69, 29, 10, 0, 0, 0, 10, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3098823951446722, y=-0.9455777162854563, z=0.09881812049226399, w=-0.00952169660086052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.015555555555555555, z=0.16111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.07, z=0.06)>	COMP<123>
