[1740780105.5029426]	Q_Header<(2621443, 26518, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 235, 253, 253, 253, 253, 253, 253, 119, 253, 253, 196, 149, 102, 253, 253, 185, 71, 103, 52, 52, 53, 32, 63, 83, 79, 120, 144, 79, 133, 41, 22, 77, 237, 168, 253, 173, 193, 73, 48, 0, 19, 0, 0, 0, 42, 91, 0, 0, 0, 0, 0, 0, 52, 34, 46, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4702108482033467, y=-0.8779222274866223, z=0.0861198736779494, w=-0.02716041373967929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.04555555555555556, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.15, z=-0.25)>	COMP<145>
[1740780106.7659538]	Q_Header<(2621443, 26644, 257, 173, 250, 8, 58, 126, 39)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 56, 109, 110, 119, 0, 0, 116, 79, 89, 86, 27, 0, 11, 17, 24, 0, 8, 0, 0, 0, 0, 0, 59, 207, 253, 130, 253, 253, 125, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4897487200616778, y=-0.8675583632797468, z=0.08166547699931766, w=-0.028625641788251107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.07333333333333333, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.15, z=-0.13)>	COMP<146>
[1740780106.768571]	Q_Header<(2621443, 26645, 257, 173, 250, 8, 58, 127, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 63, 96, 108, 113, 0, 0, 102, 78, 89, 95, 15, 7, 0, 19, 30, 0, 0, 0, 0, 0, 0, 0, 43, 203, 253, 131, 238, 253, 160, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4897487200616778, y=-0.8675583632797468, z=0.08166547699931766, w=-0.028625641788251107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.07333333333333333, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.15, z=-0.13)>	COMP<146>
[1740780106.7774851]	Q_Header<(2621443, 26646, 257, 173, 250, 8, 58, 128, 32)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 105, 112, 135, 0, 0, 71, 93, 65, 78, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 155, 251, 159, 154, 253, 141, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4904734608239034, y=-0.8671785628902463, z=0.08117592121649969, w=-0.029113469488925077)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.057777777777777775, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.0)>	COMP<150>
[1740780106.7928429]	Q_Header<(2621443, 26647, 257, 173, 250, 8, 58, 129, 38)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 96, 91, 131, 0, 0, 24, 81, 32, 47, 17, 0, 0, 11, 0, 0, 0, 0, 0, 18, 0, 0, 0, 94, 184, 190, 136, 146, 80, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4904734608239034, y=-0.8671785628902463, z=0.08117592121649969, w=-0.029113469488925077)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.057777777777777775, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.0)>	COMP<150>
[1740780106.8047626]	Q_Header<(2621443, 26648, 257, 173, 250, 8, 58, 130, 30)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 4, 107, 0, 113, 0, 0, 45, 50, 76, 34, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 112, 148, 125, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4904734608239034, y=-0.8671785628902463, z=0.08117592121649969, w=-0.029113469488925077)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.057777777777777775, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.13, z=0.0)>	COMP<150>
[1740780106.8130765]	Q_Header<(2621443, 26649, 257, 173, 250, 8, 58, 131, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 74, 94, 91, 119, 94, 0, 72, 102, 85, 29, 24, 21, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 44, 65, 35, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4914023723443734, y=-0.8666528735458648, z=0.08099502522680208, w=-0.029602552550865864)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.12, z=-0.05)>	COMP<150>
[1740780106.8228257]	Q_Header<(2621443, 26650, 257, 173, 250, 8, 58, 132, 30)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 88, 111, 64, 128, 119, 0, 66, 91, 72, 16, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 58, 37, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4914023723443734, y=-0.8666528735458648, z=0.08099502522680208, w=-0.029602552550865864)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.12, z=-0.05)>	COMP<150>
[1740780106.8325944]	Q_Header<(2621443, 26651, 257, 173, 250, 8, 58, 133, 34)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 100, 95, 0, 116, 96, 0, 103, 98, 87, 20, 0, 0, 0, 13, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4914023723443734, y=-0.8666528735458648, z=0.08099502522680208, w=-0.029602552550865864)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.12, z=-0.05)>	COMP<150>
[1740780106.8440754]	Q_Header<(2621443, 26652, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 98, 100, 0, 0, 78, 0, 139, 130, 93, 10, 0, 12, 0, 16, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4921288500025325, y=-0.8662151357107702, z=0.08117715124685206, w=-0.029846336059932827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.02666666666666667, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.19, z=-0.1)>	COMP<149>
[1740780106.8527145]	Q_Header<(2621443, 26653, 257, 173, 250, 8, 58, 135, 27)>	Q_Data<(0, 0, 62, 0, 66, 0, 0, 0, 0, 0, 82, 108, 0, 114, 0, 0, 125, 124, 83, 21, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4921288500025325, y=-0.8662151357107702, z=0.08117715124685206, w=-0.029846336059932827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.02666666666666667, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.19, z=-0.1)>	COMP<149>
[1740780106.8625169]	Q_Header<(2621443, 26654, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 51, 0, 67, 0, 0, 0, 0, 0, 98, 109, 98, 112, 0, 0, 88, 90, 61, 12, 22, 3, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 38, 15, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4921288500025325, y=-0.8662151357107702, z=0.08117715124685206, w=-0.029846336059932827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.02666666666666667, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.19, z=-0.1)>	COMP<149>
[1740780106.8735964]	Q_Header<(2621443, 26655, 257, 173, 250, 8, 58, 137, 27)>	Q_Data<(0, 0, 61, 0, 67, 0, 0, 0, 0, 0, 99, 95, 108, 117, 0, 0, 46, 45, 29, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4928680423994401, y=-0.8657387385007627, z=0.08172759241769044, w=-0.029968818429489175)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0044444444444444444, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.08)>	COMP<147>
[1740780106.8838677]	Q_Header<(2621443, 26656, 257, 173, 250, 8, 58, 138, 24)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 99, 95, 109, 124, 40, 0, 34, 62, 17, 0, 13, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4928680423994401, y=-0.8657387385007627, z=0.08172759241769044, w=-0.029968818429489175)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0044444444444444444, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.08)>	COMP<147>
[1740780106.8924868]	Q_Header<(2621443, 26657, 257, 173, 250, 8, 58, 139, 24)>	Q_Data<(0, 0, 32, 0, 64, 0, 0, 0, 0, 0, 74, 112, 123, 136, 148, 0, 46, 67, 25, 0, 22, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4928680423994401, y=-0.8657387385007627, z=0.08172759241769044, w=-0.029968818429489175)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0044444444444444444, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.08)>	COMP<147>
[1740780106.902955]	Q_Header<(2621443, 26658, 257, 173, 250, 8, 58, 140, 23)>	Q_Data<(0, 0, 31, 0, 60, 0, 0, 0, 0, 0, 100, 75, 109, 94, 125, 0, 83, 58, 38, 21, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4928680423994401, y=-0.8657387385007627, z=0.08172759241769044, w=-0.029968818429489175)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0044444444444444444, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.08)>	COMP<147>
[1740780106.907885]	Q_Header<(2621443, 26659, 257, 173, 250, 8, 58, 141, 28)>	Q_Data<(0, 0, 50, 0, 57, 0, 0, 0, 0, 30, 86, 112, 123, 135, 138, 0, 104, 67, 48, 32, 15, 9, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4928680423994401, y=-0.8657387385007627, z=0.08172759241769044, w=-0.029968818429489175)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0044444444444444444, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.08)>	COMP<147>
[1740780106.9228556]	Q_Header<(2621443, 26660, 257, 173, 250, 8, 58, 142, 23)>	Q_Data<(0, 0, 64, 0, 56, 0, 0, 0, 0, 63, 97, 98, 106, 14, 61, 0, 101, 60, 31, 38, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.493774041573682, y=-0.8651116520723571, z=0.08282464455073998, w=-0.030151344442200113)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.011111111111111112, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.15, z=-0.08)>	COMP<147>
