[1740780048.0025063]	Q_Header<(2621443, 20768, 257, 173, 250, 8, 58, 0, 51)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 253, 253, 253, 253, 253, 250, 220, 112, 170, 141, 147, 142, 188, 160, 136, 93, 26, 80, 151, 154, 188, 179, 191, 253, 253, 253, 253, 171, 197, 143, 41, 0, 96, 253, 253, 191, 64, 25, 0, 0, 0, 0, 0, 0, 36, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.40027638700713436, y=-0.9116999683936514, z=0.0905169078883166, w=-0.019714741232586826)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.028888888888888888, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=-0.09)>	COMP<181>
[1740780049.1724744]	Q_Header<(2621443, 20885, 257, 173, 250, 8, 58, 117, 40)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 100, 110, 0, 110, 93, 90, 187, 73, 39, 0, 32, 26, 0, 12, 9, 20, 0, 0, 0, 0, 0, 0, 20, 54, 81, 59, 13, 36, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38074179244835293, y=-0.9202989333979266, z=0.08813580447185343, w=-0.017822475696524377)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.03333333333333333, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.09, z=0.06)>	COMP<185>
[1740780049.1954541]	Q_Header<(2621443, 20886, 257, 173, 250, 8, 58, 118, 38)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 99, 110, 97, 0, 116, 0, 194, 85, 31, 15, 27, 20, 0, 17, 24, 0, 0, 0, 0, 2, 0, 0, 39, 132, 216, 175, 61, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37987939702420265, y=-0.9205849847872829, z=0.08892742311443819, w=-0.017516932349927083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.03222222222222222, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.07)>	COMP<180>
[1740780049.1998067]	Q_Header<(2621443, 20887, 257, 173, 250, 8, 58, 119, 38)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 100, 108, 108, 28, 0, 0, 138, 91, 46, 0, 22, 7, 0, 19, 13, 0, 0, 0, 0, 5, 0, 0, 73, 181, 253, 253, 97, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37987939702420265, y=-0.9205849847872829, z=0.08892742311443819, w=-0.017516932349927083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.03222222222222222, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.07)>	COMP<180>
[1740780049.2027056]	Q_Header<(2621443, 20888, 257, 173, 250, 8, 58, 120, 35)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 99, 111, 123, 56, 0, 0, 60, 73, 35, 18, 2, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 21, 105, 212, 253, 253, 142, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37987939702420265, y=-0.9205849847872829, z=0.08892742311443819, w=-0.017516932349927083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.03222222222222222, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.07)>	COMP<180>
[1740780049.2125077]	Q_Header<(2621443, 20889, 257, 173, 250, 8, 58, 121, 36)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 84, 82, 111, 30, 0, 0, 0, 117, 26, 25, 0, 7, 14, 0, 16, 0, 0, 0, 0, 0, 0, 0, 14, 98, 197, 253, 219, 142, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3792735340396189, y=-0.9207789724045206, z=0.08953882755650482, w=-0.017334033419255192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.03111111111111111, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.07, z=0.03)>	COMP<180>
[1740780049.222455]	Q_Header<(2621443, 20890, 257, 173, 250, 8, 58, 122, 35)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 86, 80, 111, 105, 0, 0, 0, 99, 0, 14, 0, 26, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 36, 104, 164, 179, 126, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3792735340396189, y=-0.9207789724045206, z=0.08953882755650482, w=-0.017334033419255192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.03111111111111111, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.07, z=0.03)>	COMP<180>
[1740780049.2348213]	Q_Header<(2621443, 20891, 257, 173, 250, 8, 58, 123, 36)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 81, 90, 108, 0, 0, 0, 0, 85, 20, 12, 10, 9, 17, 12, 0, 0, 0, 13, 0, 0, 0, 0, 38, 103, 121, 77, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3792735340396189, y=-0.9207789724045206, z=0.08953882755650482, w=-0.017334033419255192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.03111111111111111, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.07, z=0.03)>	COMP<180>
[1740780049.2435884]	Q_Header<(2621443, 20892, 257, 173, 250, 8, 58, 124, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 69, 100, 86, 0, 0, 0, 0, 54, 22, 19, 18, 0, 23, 11, 0, 0, 0, 0, 0, 0, 0, 0, 23, 56, 53, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37858961172219646, y=-0.920992623067539, z=0.09026826305612261, w=-0.017150359647579754)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.03, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.13)>	COMP<182>
[1740780049.2537708]	Q_Header<(2621443, 20893, 257, 173, 250, 8, 58, 125, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 74, 88, 100, 67, 0, 0, 0, 55, 32, 22, 17, 13, 7, 0, 6, 19, 0, 0, 0, 0, 0, 0, 0, 0, 44, 57, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37858961172219646, y=-0.920992623067539, z=0.09026826305612261, w=-0.017150359647579754)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.03, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.13)>	COMP<182>
[1740780049.262399]	Q_Header<(2621443, 20894, 257, 173, 250, 8, 58, 126, 35)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 94, 84, 74, 76, 0, 0, 0, 55, 53, 31, 6, 27, 8, 0, 4, 0, 0, 0, 0, 0, 0, 11, 0, 0, 48, 61, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37858961172219646, y=-0.920992623067539, z=0.09026826305612261, w=-0.017150359647579754)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.03, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.13)>	COMP<182>
[1740780049.27245]	Q_Header<(2621443, 20895, 257, 173, 250, 8, 58, 127, 33)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 90, 87, 100, 74, 86, 0, 0, 115, 94, 37, 0, 25, 0, 5, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 29, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37858961172219646, y=-0.920992623067539, z=0.09026826305612261, w=-0.017150359647579754)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.03, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.13)>	COMP<182>
[1740780049.2824683]	Q_Header<(2621443, 20896, 257, 173, 250, 8, 58, 128, 25)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 75, 88, 96, 95, 117, 0, 0, 165, 113, 37, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3777458742037539, y=-0.9212629221572889, z=0.09106428248699318, w=-0.017028776684900198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.022222222222222223, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.04, z=0.12)>	COMP<180>
[1740780049.2923684]	Q_Header<(2621443, 20897, 257, 173, 250, 8, 58, 129, 25)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 77, 100, 100, 97, 84, 0, 0, 165, 102, 36, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3777458742037539, y=-0.9212629221572889, z=0.09106428248699318, w=-0.017028776684900198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.022222222222222223, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.04, z=0.12)>	COMP<180>
[1740780049.302401]	Q_Header<(2621443, 20898, 257, 173, 250, 8, 58, 130, 25)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 88, 100, 86, 110, 118, 0, 0, 137, 77, 24, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3777458742037539, y=-0.9212629221572889, z=0.09106428248699318, w=-0.017028776684900198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.022222222222222223, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.04, z=0.12)>	COMP<180>
[1740780049.312466]	Q_Header<(2621443, 20899, 257, 173, 250, 8, 58, 131, 25)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 93, 84, 108, 123, 70, 0, 0, 170, 61, 29, 0, 15, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3771419662750722, y=-0.921461768061946, z=0.0915541267863098, w=-0.017029067582253622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.013333333333333334, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.04, z=0.03)>	COMP<180>
[1740780049.3237827]	Q_Header<(2621443, 20900, 257, 173, 250, 8, 58, 132, 25)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 90, 81, 74, 105, 0, 0, 0, 204, 74, 38, 7, 12, 5, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3771419662750722, y=-0.921461768061946, z=0.0915541267863098, w=-0.017029067582253622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.013333333333333334, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.04, z=0.03)>	COMP<180>
[1740780049.3331046]	Q_Header<(2621443, 20901, 257, 173, 250, 8, 58, 133, 25)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 93, 84, 70, 66, 0, 0, 0, 182, 75, 34, 23, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3771419662750722, y=-0.921461768061946, z=0.0915541267863098, w=-0.017029067582253622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.013333333333333334, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.04, z=0.03)>	COMP<180>
