[1740780612.9665148]	Q_Header<(2621443, 11732, 257, 173, 250, 8, 58, 0, 16)>	Q_Data<(0, 0, 29, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 51, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35015503511041723, y=-0.931752966009348, z=0.09576316020363337, w=-0.007568280347514683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.03777777777777778, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.2, z=-0.02)>	COMP<196>
[1740780614.1965644]	Q_Header<(2621443, 11855, 257, 173, 250, 8, 58, 123, 34)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 13, 0, 0, 0, 0, 26, 149, 253, 253, 253, 215, 253, 198, 114, 136, 128, 86, 56, 0, 48, 78, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31731955853578064, y=-0.9434138134809698, z=0.09631280311010999, w=-0.0015869029663262736)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.01, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.09, z=-0.07)>	COMP<189>
[1740780614.2068396]	Q_Header<(2621443, 11856, 257, 173, 250, 8, 58, 124, 36)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 0, 0, 0, 4, 0, 150, 253, 253, 253, 253, 228, 177, 53, 45, 72, 31, 0, 6, 25, 61, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.316823187885032, y=-0.9435117822220592, z=0.09698170786925753, w=-0.0017699619434917988)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.14, z=0.09)>	COMP<186>
[1740780614.2165725]	Q_Header<(2621443, 11857, 257, 173, 250, 8, 58, 125, 37)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 16, 55, 168, 253, 253, 253, 177, 205, 155, 138, 88, 29, 23, 22, 0, 0, 0, 0, 0, 0, 0, 28, 23, 85, 26, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.316823187885032, y=-0.9435117822220592, z=0.09698170786925753, w=-0.0017699619434917988)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.14, z=0.09)>	COMP<186>
[1740780614.2265713]	Q_Header<(2621443, 11858, 257, 173, 250, 8, 58, 126, 38)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 26, 101, 158, 253, 253, 253, 238, 253, 164, 169, 112, 0, 8, 0, 13, 0, 0, 0, 0, 0, 0, 99, 160, 117, 100, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.316823187885032, y=-0.9435117822220592, z=0.09698170786925753, w=-0.0017699619434917988)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.14, z=0.09)>	COMP<186>
[1740780614.2365873]	Q_Header<(2621443, 11859, 257, 173, 250, 8, 58, 127, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 30, 134, 171, 196, 253, 253, 253, 253, 172, 160, 105, 0, 21, 46, 0, 0, 0, 0, 0, 0, 29, 152, 223, 210, 162, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.316823187885032, y=-0.9435117822220592, z=0.09698170786925753, w=-0.0017699619434917988)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.14, z=0.09)>	COMP<186>
[1740780614.2467024]	Q_Header<(2621443, 11860, 257, 173, 250, 8, 58, 128, 37)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 29, 143, 183, 194, 253, 253, 253, 253, 157, 141, 81, 0, 71, 91, 0, 0, 0, 0, 0, 0, 59, 210, 248, 231, 173, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31623107645862164, y=-0.9436271843370567, z=0.09778077291772089, w=-0.002136284052509507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=0.0033333333333333335, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.16, z=0.13)>	COMP<186>
[1740780614.2566495]	Q_Header<(2621443, 11861, 257, 173, 250, 8, 58, 129, 40)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 28, 125, 157, 213, 253, 253, 253, 253, 142, 126, 42, 0, 81, 96, 13, 0, 4, 0, 0, 0, 39, 198, 242, 221, 98, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31623107645862164, y=-0.9436271843370567, z=0.09778077291772089, w=-0.002136284052509507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=0.0033333333333333335, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.16, z=0.13)>	COMP<186>
[1740780614.2665706]	Q_Header<(2621443, 11862, 257, 173, 250, 8, 58, 130, 37)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 87, 105, 192, 253, 253, 253, 253, 168, 113, 68, 59, 52, 67, 22, 0, 16, 0, 0, 0, 82, 153, 194, 122, 62, 86, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31623107645862164, y=-0.9436271843370567, z=0.09778077291772089, w=-0.002136284052509507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=0.0033333333333333335, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.16, z=0.13)>	COMP<186>
[1740780614.2766728]	Q_Header<(2621443, 11863, 257, 173, 250, 8, 58, 131, 32)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 57, 145, 253, 253, 253, 253, 253, 174, 94, 118, 0, 5, 0, 0, 0, 0, 0, 0, 144, 172, 222, 179, 47, 43, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31584788665317, y=-0.9436985552524279, z=0.09832482036681292, w=-0.0023192695058590258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=0.0, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.15, z=0.11)>	COMP<186>
[1740780614.2865925]	Q_Header<(2621443, 11864, 257, 173, 250, 8, 58, 132, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 102, 250, 253, 253, 253, 253, 253, 33, 168, 25, 0, 31, 0, 0, 0, 0, 25, 143, 253, 253, 253, 85, 66, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31584788665317, y=-0.9436985552524279, z=0.09832482036681292, w=-0.0023192695058590258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=0.0, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.15, z=0.11)>	COMP<186>
[1740780614.2965987]	Q_Header<(2621443, 11865, 257, 173, 250, 8, 58, 133, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 12, 100, 224, 253, 253, 253, 253, 253, 133, 197, 82, 43, 61, 0, 0, 0, 0, 89, 253, 253, 253, 253, 180, 129, 145, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31584788665317, y=-0.9436985552524279, z=0.09832482036681292, w=-0.0023192695058590258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=0.0, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.15, z=0.11)>	COMP<186>
[1740780614.3068871]	Q_Header<(2621443, 11866, 257, 173, 250, 8, 58, 134, 33)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 232, 253, 253, 253, 253, 253, 192, 190, 104, 28, 50, 8, 0, 0, 0, 127, 253, 253, 253, 253, 251, 253, 253, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154316017018195, y=-0.9437923485130099, z=0.09875548211175386, w=-0.0025024565924486454)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0033333333333333335, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.13, z=0.16)>	COMP<192>
[1740780614.3165772]	Q_Header<(2621443, 11867, 257, 173, 250, 8, 58, 135, 30)>	Q_Data<(0, 0, 50, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 248, 180, 253, 253, 253, 253, 202, 128, 112, 14, 48, 0, 0, 0, 0, 122, 253, 253, 253, 253, 253, 253, 253, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154316017018195, y=-0.9437923485130099, z=0.09875548211175386, w=-0.0025024565924486454)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0033333333333333335, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.13, z=0.16)>	COMP<192>
[1740780614.3265421]	Q_Header<(2621443, 11868, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 253, 253, 253, 253, 253, 239, 158, 148, 140, 110, 113, 34, 0, 0, 0, 97, 234, 153, 253, 253, 192, 172, 156, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154316017018195, y=-0.9437923485130099, z=0.09875548211175386, w=-0.0025024565924486454)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0033333333333333335, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.13, z=0.16)>	COMP<192>
[1740780614.336756]	Q_Header<(2621443, 11869, 257, 173, 250, 8, 58, 137, 34)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 253, 253, 253, 253, 129, 149, 91, 182, 183, 182, 181, 75, 0, 0, 0, 102, 143, 243, 243, 253, 253, 182, 155, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154316017018195, y=-0.9437923485130099, z=0.09875548211175386, w=-0.0025024565924486454)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0033333333333333335, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.13, z=0.16)>	COMP<192>
[1740780614.3466444]	Q_Header<(2621443, 11870, 257, 173, 250, 8, 58, 138, 39)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 253, 253, 253, 232, 253, 213, 154, 176, 196, 203, 218, 58, 39, 26, 0, 102, 187, 135, 253, 253, 253, 185, 149, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.314940074621778, y=-0.9439047003925962, z=0.09924274444476958, w=-0.00274657041821318)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.005555555555555556, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.14, z=0.16)>	COMP<192>
[1740780614.3566453]	Q_Header<(2621443, 11871, 257, 173, 250, 8, 58, 139, 48)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 126, 253, 248, 253, 253, 253, 249, 227, 144, 147, 144, 198, 55, 60, 60, 42, 61, 169, 253, 253, 253, 253, 131, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.314940074621778, y=-0.9439047003925962, z=0.09924274444476958, w=-0.00274657041821318)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.005555555555555556, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.14, z=0.16)>	COMP<192>
