[1740779848.030968]	Q_Header<(2621443, 768, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 217, 126, 43, 47, 0, 0, 19, 35, 93, 101, 86, 29, 0, 0, 0, 0, 0, 0, 41, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 70, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2503673814676637, y=-0.9642379064910168, z=0.07977332217899474, w=0.0346070953905815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.016666666666666666, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.2, z=-0.2)>	COMP<181>
[1740779849.2737577]	Q_Header<(2621443, 892, 257, 173, 250, 8, 58, 124, 26)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 118, 131, 157, 186, 220, 253, 237, 226, 129, 128, 71, 0, 7, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.22033238410231631, y=-0.9711714392897666, z=0.08294507202078888, w=0.0374137815664044)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.03, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.06)>	COMP<180>
[1740779849.280947]	Q_Header<(2621443, 893, 257, 173, 250, 8, 58, 125, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 82, 135, 48, 244, 195, 242, 201, 253, 174, 146, 127, 14, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.22033238410231631, y=-0.9711714392897666, z=0.08294507202078888, w=0.0374137815664044)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.03, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.06)>	COMP<180>
[1740779849.2939055]	Q_Header<(2621443, 894, 257, 173, 250, 8, 58, 126, 25)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 117, 141, 37, 239, 205, 171, 235, 253, 201, 150, 166, 51, 26, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.22033238410231631, y=-0.9711714392897666, z=0.08294507202078888, w=0.0374137815664044)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.03, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.06)>	COMP<180>
[1740779849.3009]	Q_Header<(2621443, 895, 257, 173, 250, 8, 58, 127, 31)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 135, 146, 131, 186, 232, 127, 215, 253, 186, 128, 154, 62, 10, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.22033238410231631, y=-0.9711714392897666, z=0.08294507202078888, w=0.0374137815664044)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.03, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.06)>	COMP<180>
[1740779849.3110495]	Q_Header<(2621443, 896, 257, 173, 250, 8, 58, 128, 27)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 112, 127, 148, 241, 253, 148, 167, 142, 148, 95, 98, 54, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21991361716058158, y=-0.9713309196484862, z=0.0824599769036763, w=0.036804860157599414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.035555555555555556, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.02)>	COMP<180>
[1740779849.3209472]	Q_Header<(2621443, 897, 257, 173, 250, 8, 58, 129, 27)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 136, 133, 139, 233, 253, 181, 120, 48, 103, 76, 45, 23, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21991361716058158, y=-0.9713309196484862, z=0.0824599769036763, w=0.036804860157599414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.035555555555555556, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.02)>	COMP<180>
[1740779849.3310945]	Q_Header<(2621443, 898, 257, 173, 250, 8, 58, 130, 25)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 20, 135, 86, 141, 226, 253, 210, 81, 57, 66, 46, 41, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21991361716058158, y=-0.9713309196484862, z=0.0824599769036763, w=0.036804860157599414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.035555555555555556, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.02)>	COMP<180>
[1740779849.3411107]	Q_Header<(2621443, 899, 257, 173, 250, 8, 58, 131, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 74, 135, 37, 156, 181, 227, 214, 76, 50, 46, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2194229161057874, y=-0.9715033534508534, z=0.08203182176527907, w=0.036133064348991974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.04)>	COMP<180>
[1740779849.3516364]	Q_Header<(2621443, 900, 257, 173, 250, 8, 58, 132, 22)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 44, 0, 126, 161, 251, 214, 189, 71, 0, 50, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2194229161057874, y=-0.9715033534508534, z=0.08203182176527907, w=0.036133064348991974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.04)>	COMP<180>
[1740779849.3613365]	Q_Header<(2621443, 901, 257, 173, 250, 8, 58, 133, 29)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 43, 131, 161, 251, 234, 132, 50, 28, 46, 18, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2194229161057874, y=-0.9715033534508534, z=0.08203182176527907, w=0.036133064348991974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.04)>	COMP<180>
[1740779849.370918]	Q_Header<(2621443, 902, 257, 173, 250, 8, 58, 134, 20)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 154, 252, 241, 79, 44, 37, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2194229161057874, y=-0.9715033534508534, z=0.08203182176527907, w=0.036133064348991974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.04)>	COMP<180>
[1740779849.3835917]	Q_Header<(2621443, 903, 257, 173, 250, 8, 58, 135, 27)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 116, 119, 141, 253, 223, 111, 64, 32, 45, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2186880169698733, y=-0.971736510794684, z=0.08160365020617377, w=0.035278167404015286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.04111111111111111, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.03)>	COMP<177>
[1740779849.3908927]	Q_Header<(2621443, 904, 257, 173, 250, 8, 58, 136, 21)>	Q_Data<(0, 0, 48, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 114, 134, 159, 244, 207, 115, 79, 0, 48, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2186880169698733, y=-0.971736510794684, z=0.08160365020617377, w=0.035278167404015286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.04111111111111111, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.03)>	COMP<177>
[1740779849.4009173]	Q_Header<(2621443, 905, 257, 173, 250, 8, 58, 137, 27)>	Q_Data<(0, 0, 36, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 135, 126, 154, 222, 152, 181, 93, 41, 29, 0, 0, 10, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2186880169698733, y=-0.971736510794684, z=0.08160365020617377, w=0.035278167404015286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.04111111111111111, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.03)>	COMP<177>
[1740779849.4109743]	Q_Header<(2621443, 906, 257, 173, 250, 8, 58, 138, 22)>	Q_Data<(0, 0, 50, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 120, 143, 161, 233, 184, 205, 99, 39, 23, 9, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21813551468830883, y=-0.9719054101557442, z=0.08135832151077663, w=0.03460627779190573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.043333333333333335, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.19, z=-0.09)>	COMP<177>
[1740779849.420906]	Q_Header<(2621443, 907, 257, 173, 250, 8, 58, 139, 21)>	Q_Data<(0, 0, 38, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 132, 132, 91, 210, 176, 191, 95, 21, 29, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21813551468830883, y=-0.9719054101557442, z=0.08135832151077663, w=0.03460627779190573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.043333333333333335, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.19, z=-0.09)>	COMP<177>
[1740779849.4308255]	Q_Header<(2621443, 908, 257, 173, 250, 8, 58, 140, 20)>	Q_Data<(0, 0, 31, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 55, 107, 25, 125, 141, 147, 70, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21813551468830883, y=-0.9719054101557442, z=0.08135832151077663, w=0.03460627779190573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.043333333333333335, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.19, z=-0.09)>	COMP<177>
