[1740780028.0028348]	Q_Header<(2621443, 18768, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 118, 253, 253, 168, 242, 253, 250, 253, 253, 249, 253, 161, 190, 149, 201, 139, 37, 17, 0, 0, 0, 0, 27, 24, 58, 168, 228, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 53, 0, 0, 81, 84, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2637384112431295, y=-0.9602251066134955, z=0.09137153474449547, w=-0.00781266295744517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.006666666666666667, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.08, z=-0.07)>	COMP<194>
[1740780029.2343743]	Q_Header<(2621443, 18891, 257, 173, 250, 8, 58, 123, 26)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 16, 97, 102, 0, 135, 0, 0, 171, 93, 3, 0, 6, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24633874177775428, y=-0.964969154486198, z=0.09021027263318157, w=-0.0037231573955507956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.023333333333333334, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=0.0)>	COMP<185>
[1740780029.2434256]	Q_Header<(2621443, 18892, 257, 173, 250, 8, 58, 124, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 67, 99, 88, 86, 134, 49, 0, 207, 148, 36, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2457821343615839, y=-0.9651236381077045, z=0.09008553025023537, w=-0.003478912753566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.015555555555555555, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.11)>	COMP<185>
[1740780029.2522106]	Q_Header<(2621443, 18893, 257, 173, 250, 8, 58, 125, 24)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 71, 81, 112, 111, 115, 63, 0, 194, 146, 43, 16, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2457821343615839, y=-0.9651236381077045, z=0.09008553025023537, w=-0.003478912753566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.015555555555555555, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.11)>	COMP<185>
[1740780029.2622852]	Q_Header<(2621443, 18894, 257, 173, 250, 8, 58, 126, 26)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 29, 97, 111, 123, 0, 0, 0, 151, 110, 27, 15, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2457821343615839, y=-0.9651236381077045, z=0.09008553025023537, w=-0.003478912753566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.015555555555555555, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.11)>	COMP<185>
[1740780029.2722886]	Q_Header<(2621443, 18895, 257, 173, 250, 8, 58, 127, 20)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 99, 111, 120, 81, 0, 0, 80, 44, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2457821343615839, y=-0.9651236381077045, z=0.09008553025023537, w=-0.003478912753566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.015555555555555555, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.11)>	COMP<185>
[1740780029.2823086]	Q_Header<(2621443, 18896, 257, 173, 250, 8, 58, 128, 27)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 40, 91, 111, 47, 78, 0, 0, 82, 66, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24524254999108844, y=-0.9652839542332164, z=0.08984495609429621, w=-0.003295942682807062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.005555555555555556, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.05)>	COMP<187>
[1740780029.2927332]	Q_Header<(2621443, 18897, 257, 173, 250, 8, 58, 129, 23)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 87, 82, 110, 23, 137, 0, 0, 126, 71, 29, 15, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24524254999108844, y=-0.9652839542332164, z=0.08984495609429621, w=-0.003295942682807062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.005555555555555556, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.05)>	COMP<187>
[1740780029.3064313]	Q_Header<(2621443, 18898, 257, 173, 250, 8, 58, 130, 33)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 91, 99, 93, 122, 135, 0, 0, 135, 54, 39, 16, 6, 0, 8, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24524254999108844, y=-0.9652839542332164, z=0.08984495609429621, w=-0.003295942682807062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.005555555555555556, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.05)>	COMP<187>
[1740780029.3140588]	Q_Header<(2621443, 18899, 257, 173, 250, 8, 58, 131, 26)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 75, 98, 29, 85, 97, 0, 0, 117, 45, 27, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24463221575282804, y=-0.9654671628688208, z=0.0895397855562372, w=-0.0032959430266099586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.0033333333333333335, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.08)>	COMP<187>
[1740780029.324703]	Q_Header<(2621443, 18900, 257, 173, 250, 8, 58, 132, 27)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 41, 85, 79, 124, 127, 64, 0, 66, 22, 18, 19, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24463221575282804, y=-0.9654671628688208, z=0.0895397855562372, w=-0.0032959430266099586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.0033333333333333335, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.08)>	COMP<187>
[1740780029.3334742]	Q_Header<(2621443, 18901, 257, 173, 250, 8, 58, 133, 27)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 49, 56, 112, 107, 42, 10, 0, 31, 3, 27, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24463221575282804, y=-0.9654671628688208, z=0.0895397855562372, w=-0.0032959430266099586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.0033333333333333335, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.08)>	COMP<187>
[1740780029.3423183]	Q_Header<(2621443, 18902, 257, 173, 250, 8, 58, 134, 23)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 77, 98, 109, 123, 0, 89, 0, 49, 37, 28, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24463221575282804, y=-0.9654671628688208, z=0.0895397855562372, w=-0.0032959430266099586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.0033333333333333335, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.08)>	COMP<187>
[1740780029.3523061]	Q_Header<(2621443, 18903, 257, 173, 250, 8, 58, 135, 24)>	Q_Data<(0, 0, 60, 0, 66, 0, 0, 0, 0, 82, 83, 94, 96, 0, 71, 0, 52, 43, 20, 5, 19, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24420839328778915, y=-0.9656027947545174, z=0.08923585878199143, w=-0.00323495247294497)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.006666666666666667, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.13)>	COMP<187>
[1740780029.3622878]	Q_Header<(2621443, 18904, 257, 173, 250, 8, 58, 136, 24)>	Q_Data<(0, 0, 32, 0, 66, 0, 0, 0, 0, 81, 99, 72, 33, 91, 0, 0, 64, 43, 11, 11, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24420839328778915, y=-0.9656027947545174, z=0.08923585878199143, w=-0.00323495247294497)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.006666666666666667, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.13)>	COMP<187>
[1740780029.3723528]	Q_Header<(2621443, 18905, 257, 173, 250, 8, 58, 137, 27)>	Q_Data<(0, 0, 36, 0, 67, 0, 0, 0, 0, 78, 84, 111, 0, 101, 18, 0, 77, 35, 26, 22, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24420839328778915, y=-0.9656027947545174, z=0.08923585878199143, w=-0.00323495247294497)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.006666666666666667, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.13)>	COMP<187>
[1740780029.384399]	Q_Header<(2621443, 18906, 257, 173, 250, 8, 58, 138, 29)>	Q_Data<(0, 0, 46, 0, 64, 0, 0, 0, 0, 41, 99, 90, 71, 31, 118, 0, 67, 0, 20, 20, 32, 0, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24389910613988838, y=-0.9657086229592877, z=0.08892917859004439, w=-0.0034180054914498873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.017777777777777778, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.07)>	COMP<189>
[1740780029.3922577]	Q_Header<(2621443, 18907, 257, 173, 250, 8, 58, 139, 25)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 3, 91, 103, 124, 88, 83, 0, 19, 24, 15, 21, 19, 21, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24389910613988838, y=-0.9657086229592877, z=0.08892917859004439, w=-0.0034180054914498873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.017777777777777778, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.07)>	COMP<189>
