[1740780008.0022888]	Q_Header<(2621443, 16768, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 156, 172, 253, 253, 213, 253, 242, 253, 253, 48, 52, 76, 129, 87, 139, 0, 27, 58, 124, 141, 253, 233, 253, 108, 253, 253, 158, 253, 138, 47, 0, 46, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 43, 0, 0, 35, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3378363048416324, y=-0.9360537617075473, z=0.09814648205697288, w=-0.006103636943841597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.0077777777777777776, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.03, z=-0.15)>	COMP<196>
[1740780009.2121658]	Q_Header<(2621443, 16889, 257, 173, 250, 8, 58, 121, 34)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 100, 91, 123, 125, 148, 94, 141, 83, 130, 73, 51, 0, 15, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 15, 54, 94, 126, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3364787227772809, y=-0.9363788436149182, z=0.09972904643897643, w=-0.005554065621754501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.023333333333333334, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.09)>	COMP<200>
[1740780009.222174]	Q_Header<(2621443, 16890, 257, 173, 250, 8, 58, 122, 35)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 96, 91, 123, 119, 128, 136, 84, 119, 144, 81, 20, 25, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 15, 46, 84, 154, 105, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3364787227772809, y=-0.9363788436149182, z=0.09972904643897643, w=-0.005554065621754501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.023333333333333334, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.09)>	COMP<200>
[1740780009.2323084]	Q_Header<(2621443, 16891, 257, 173, 250, 8, 58, 123, 35)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 0, 31, 111, 117, 131, 141, 129, 182, 47, 111, 62, 13, 7, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 32, 82, 57, 111, 83, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3364787227772809, y=-0.9363788436149182, z=0.09972904643897643, w=-0.005554065621754501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.023333333333333334, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.09)>	COMP<200>
[1740780009.242428]	Q_Header<(2621443, 16892, 257, 173, 250, 8, 58, 124, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 68, 107, 79, 135, 132, 121, 193, 128, 57, 24, 18, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 42, 91, 113, 177, 131, 90, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3364153186991232, y=-0.9363722459147221, z=0.10003351004133944, w=-0.0050047271649724424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03888888888888889, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=0.08)>	COMP<195>
[1740780009.263616]	Q_Header<(2621443, 16893, 257, 173, 250, 8, 58, 125, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 82, 110, 12, 135, 126, 161, 125, 149, 60, 23, 15, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 56, 148, 206, 186, 166, 121, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3364153186991232, y=-0.9363722459147221, z=0.10003351004133944, w=-0.0050047271649724424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03888888888888889, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=0.08)>	COMP<195>
[1740780009.2661557]	Q_Header<(2621443, 16894, 257, 173, 250, 8, 58, 126, 40)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 81, 102, 125, 63, 135, 161, 163, 141, 42, 28, 6, 0, 13, 18, 0, 7, 0, 0, 7, 0, 0, 0, 68, 180, 253, 181, 146, 84, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3364153186991232, y=-0.9363722459147221, z=0.10003351004133944, w=-0.0050047271649724424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03888888888888889, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=0.08)>	COMP<195>
[1740780009.2822113]	Q_Header<(2621443, 16895, 257, 173, 250, 8, 58, 127, 39)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 68, 95, 123, 47, 87, 157, 158, 120, 41, 31, 35, 7, 0, 0, 0, 0, 2, 0, 9, 0, 0, 0, 64, 160, 252, 202, 222, 77, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33635589861212495, y=-0.9363767368004393, z=0.10021709045928309, w=-0.004455449210430978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.03888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.01, z=-0.04)>	COMP<195>
[1740780009.2835937]	Q_Header<(2621443, 16896, 257, 173, 250, 8, 58, 128, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 97, 90, 113, 97, 0, 113, 91, 24, 34, 19, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 21, 125, 213, 109, 171, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33635589861212495, y=-0.9363767368004393, z=0.10021709045928309, w=-0.004455449210430978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.03888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.01, z=-0.04)>	COMP<195>
[1740780009.3041658]	Q_Header<(2621443, 16897, 257, 173, 250, 8, 58, 129, 32)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 111, 124, 112, 66, 0, 71, 45, 28, 37, 16, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 178, 124, 55, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33635589861212495, y=-0.9363767368004393, z=0.10021709045928309, w=-0.004455449210430978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.03888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.01, z=-0.04)>	COMP<195>
[1740780009.315065]	Q_Header<(2621443, 16898, 257, 173, 250, 8, 58, 130, 36)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 34, 109, 105, 80, 0, 0, 29, 33, 43, 21, 0, 0, 13, 11, 0, 0, 13, 0, 0, 0, 0, 0, 5, 64, 110, 103, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3362422311085719, y=-0.9364001288196968, z=0.10040269925097127, w=-0.0039062448340803414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.044444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=0.03, z=0.03)>	COMP<199>
[1740780009.3221195]	Q_Header<(2621443, 16899, 257, 173, 250, 8, 58, 131, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 76, 102, 100, 0, 0, 0, 38, 41, 27, 14, 5, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 49, 56, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3362422311085719, y=-0.9364001288196968, z=0.10040269925097127, w=-0.0039062448340803414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.044444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=0.03, z=0.03)>	COMP<199>
[1740780009.334931]	Q_Header<(2621443, 16900, 257, 173, 250, 8, 58, 132, 33)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 69, 108, 104, 0, 0, 0, 96, 121, 52, 5, 0, 12, 18, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 18, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3362422311085719, y=-0.9364001288196968, z=0.10040269925097127, w=-0.0039062448340803414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.044444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=0.03, z=0.03)>	COMP<199>
[1740780009.3493752]	Q_Header<(2621443, 16901, 257, 173, 250, 8, 58, 133, 28)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 100, 110, 104, 0, 0, 0, 155, 195, 96, 31, 14, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33593404475924504, y=-0.9365138050119651, z=0.10040179935119152, w=-0.003112760952529342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.03777777777777778, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=-0.05)>	COMP<195>
[1740780009.3564787]	Q_Header<(2621443, 16902, 257, 173, 250, 8, 58, 134, 20)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 90, 96, 0, 0, 0, 0, 201, 235, 116, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33593404475924504, y=-0.9365138050119651, z=0.10040179935119152, w=-0.003112760952529342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.03777777777777778, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=-0.05)>	COMP<195>
[1740780009.3622804]	Q_Header<(2621443, 16903, 257, 173, 250, 8, 58, 135, 24)>	Q_Data<(0, 0, 62, 0, 66, 0, 0, 0, 0, 0, 56, 78, 81, 0, 0, 0, 199, 227, 114, 51, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33593404475924504, y=-0.9365138050119651, z=0.10040179935119152, w=-0.003112760952529342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.03777777777777778, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=-0.05)>	COMP<195>
[1740780009.372129]	Q_Header<(2621443, 16904, 257, 173, 250, 8, 58, 136, 36)>	Q_Data<(0, 0, 33, 0, 66, 0, 0, 0, 0, 0, 99, 110, 122, 50, 0, 0, 153, 173, 93, 23, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33593404475924504, y=-0.9365138050119651, z=0.10040179935119152, w=-0.003112760952529342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.03777777777777778, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.01, z=-0.05)>	COMP<195>
[1740780009.382163]	Q_Header<(2621443, 16905, 257, 173, 250, 8, 58, 137, 24)>	Q_Data<(0, 0, 37, 0, 64, 0, 0, 0, 0, 0, 99, 93, 0, 116, 13, 0, 102, 115, 71, 19, 7, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3357029271567013, y=-0.9366111667671966, z=0.10028361987608368, w=-0.0025025127297135913)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.03777777777777778, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.0, z=-0.19)>	COMP<195>
