[1740780013.0024195]	Q_Header<(2621443, 17268, 257, 173, 250, 8, 58, 0, 51)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 140, 253, 253, 253, 253, 253, 253, 253, 192, 141, 54, 44, 51, 25, 37, 30, 18, 0, 35, 113, 241, 253, 253, 253, 168, 53, 74, 0, 0, 38, 98, 176, 138, 97, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070736446054798, y=-0.9466120362127582, z=0.0980243039627113, w=-0.004760831699309765)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.015555555555555555, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=0.0)>	COMP<190>
[1740780014.1722686]	Q_Header<(2621443, 17384, 257, 173, 250, 8, 58, 116, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 100, 98, 114, 118, 133, 100, 192, 36, 87, 55, 26, 9, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 51, 88, 85, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3047471160702103, y=-0.9469560396213326, z=0.10198927117030272, w=-0.0012817323127327091)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03666666666666667, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.06, z=-0.18)>	COMP<197>
[1740780014.1824906]	Q_Header<(2621443, 17385, 257, 173, 250, 8, 58, 117, 30)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 93, 111, 123, 122, 148, 159, 199, 83, 121, 60, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 102, 108, 53, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3046918342785704, y=-0.9469739200384655, z=0.1019911969309878, w=-0.0010376124164134008)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.02666666666666667, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.06, z=-0.14)>	COMP<190>
[1740780014.1922913]	Q_Header<(2621443, 17386, 257, 173, 250, 8, 58, 118, 39)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 68, 111, 120, 128, 138, 161, 184, 120, 117, 57, 0, 19, 11, 0, 0, 0, 6, 0, 0, 0, 3, 0, 30, 66, 28, 90, 55, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3046918342785704, y=-0.9469739200384655, z=0.1019911969309878, w=-0.0010376124164134008)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.02666666666666667, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.06, z=-0.14)>	COMP<190>
[1740780014.2022355]	Q_Header<(2621443, 17387, 257, 173, 250, 8, 58, 119, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 64, 111, 119, 117, 135, 150, 161, 134, 76, 53, 0, 25, 5, 0, 0, 15, 0, 0, 0, 0, 0, 0, 76, 53, 122, 115, 83, 68, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3046918342785704, y=-0.9469739200384655, z=0.1019911969309878, w=-0.0010376124164134008)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.02666666666666667, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.06, z=-0.14)>	COMP<190>
[1740780014.214113]	Q_Header<(2621443, 17388, 257, 173, 250, 8, 58, 120, 34)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 20, 73, 25, 43, 148, 102, 120, 88, 20, 35, 27, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 134, 206, 240, 187, 102, 60, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3045691665437211, y=-0.9470331038261276, z=0.10180788973846229, w=-0.001037610387022697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.006666666666666667, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.13)>	COMP<196>
[1740780014.2223542]	Q_Header<(2621443, 17389, 257, 173, 250, 8, 58, 121, 36)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 87, 112, 74, 123, 144, 162, 143, 44, 44, 27, 28, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 32, 157, 253, 253, 253, 138, 66, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3045691665437211, y=-0.9470331038261276, z=0.10180788973846229, w=-0.001037610387022697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.006666666666666667, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.13)>	COMP<196>
[1740780014.2321506]	Q_Header<(2621443, 17390, 257, 173, 250, 8, 58, 122, 36)>	Q_Data<(0, 0, 60, 0, 64, 0, 0, 0, 0, 0, 55, 111, 0, 132, 143, 157, 155, 69, 32, 34, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 21, 138, 253, 253, 253, 183, 91, 18, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3045691665437211, y=-0.9470331038261276, z=0.10180788973846229, w=-0.001037610387022697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.006666666666666667, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.13)>	COMP<196>
[1740780014.2433035]	Q_Header<(2621443, 17391, 257, 173, 250, 8, 58, 123, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 88, 110, 0, 128, 146, 126, 131, 88, 20, 28, 27, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 253, 253, 195, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3043734216951882, y=-0.9471158527904412, z=0.10162056288800649, w=-0.0012817007931820638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.18)>	COMP<196>
[1740780014.2521718]	Q_Header<(2621443, 17392, 257, 173, 250, 8, 58, 124, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 78, 111, 103, 109, 134, 0, 90, 70, 31, 14, 7, 28, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 220, 253, 253, 139, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3043734216951882, y=-0.9471158527904412, z=0.10162056288800649, w=-0.0012817007931820638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.18)>	COMP<196>
[1740780014.262293]	Q_Header<(2621443, 17393, 257, 173, 250, 8, 58, 125, 31)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 27, 90, 118, 0, 0, 0, 61, 36, 30, 6, 13, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 129, 191, 165, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3043734216951882, y=-0.9471158527904412, z=0.10162056288800649, w=-0.0012817007931820638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.18)>	COMP<196>
[1740780014.274382]	Q_Header<(2621443, 17394, 257, 173, 250, 8, 58, 126, 32)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 81, 103, 0, 0, 0, 0, 48, 37, 25, 15, 11, 26, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 35, 72, 56, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3043734216951882, y=-0.9471158527904412, z=0.10162056288800649, w=-0.0012817007931820638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=-0.18)>	COMP<196>
[1740780014.2824774]	Q_Header<(2621443, 17395, 257, 173, 250, 8, 58, 127, 33)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 98, 98, 0, 0, 0, 0, 50, 38, 8, 19, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 47, 67, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3041434890192329, y=-0.9472211130021021, z=0.10132012678545586, w=-0.001770050407697723)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=-0.13)>	COMP<194>
[1740780014.2928984]	Q_Header<(2621443, 17396, 257, 173, 250, 8, 58, 128, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 99, 108, 38, 0, 0, 0, 46, 58, 22, 15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35, 54, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3041434890192329, y=-0.9472211130021021, z=0.10132012678545586, w=-0.001770050407697723)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=-0.13)>	COMP<194>
[1740780014.3028038]	Q_Header<(2621443, 17397, 257, 173, 250, 8, 58, 129, 28)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 99, 111, 93, 31, 0, 0, 111, 103, 35, 8, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3041434890192329, y=-0.9472211130021021, z=0.10132012678545586, w=-0.001770050407697723)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=-0.13)>	COMP<194>
[1740780014.3121767]	Q_Header<(2621443, 17398, 257, 173, 250, 8, 58, 130, 24)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 99, 111, 25, 126, 0, 0, 193, 158, 35, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3039493232674483, y=-0.9473087241835472, z=0.10107230508652497, w=-0.0023192920249323363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.035555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.06, z=-0.08)>	COMP<197>
[1740780014.3221698]	Q_Header<(2621443, 17399, 257, 173, 250, 8, 58, 131, 29)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 37, 100, 84, 0, 102, 0, 0, 236, 204, 49, 17, 0, 11, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3039493232674483, y=-0.9473087241835472, z=0.10107230508652497, w=-0.0023192920249323363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.035555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.06, z=-0.08)>	COMP<197>
[1740780014.3333783]	Q_Header<(2621443, 17400, 257, 173, 250, 8, 58, 132, 26)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 14, 99, 90, 49, 136, 0, 0, 233, 221, 52, 21, 19, 17, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3039493232674483, y=-0.9473087241835472, z=0.10107230508652497, w=-0.0023192920249323363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.035555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.06, z=-0.08)>	COMP<197>
