[1740779515.6386545]	Q_Header<(2621443, 33054, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 0, 0, 0, 0, 0, 0, 20, 22, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 253, 253, 190, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 246, 253, 253, 253, 159, 253, 240, 131, 97, 57, 28, 0, 60, 0, 158, 184, 76, 0, 0, 81, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.692449901949706, y=-0.7147889644542096, z=0.058228048167476384, w=0.07873603997488945)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.017777777777777778, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.14, z=-0.11)>	COMP<59>
[1740779516.9091544]	Q_Header<(2621443, 33181, 257, 173, 250, 8, 58, 127, 75)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 0, 0, 10, 0, 0, 22, 21, 23, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 139, 234, 253, 253, 253, 253, 253, 253, 253, 247, 253, 253, 223, 161, 167, 23, 16, 61, 0, 103, 86, 85, 171, 193, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 48, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 37, 69, 85, 0, 32, 0, 0, 0, 196, 253, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7330313336063173, y=-0.6723014271168681, z=0.053222591415879164, w=0.08856190383536773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.016666666666666666, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.15, z=-0.09)>	COMP<57>
[1740779516.91878]	Q_Header<(2621443, 33182, 257, 173, 250, 8, 58, 128, 74)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 19, 0, 0, 13, 29, 28, 11, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 175, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 178, 85, 13, 81, 49, 64, 94, 97, 181, 211, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 136, 134, 88, 62, 146, 253, 253, 147, 0, 122, 0, 120, 110, 0, 0, 0, 0, 0, 0, 94, 253, 253, 64, 167, 0, 91, 62, 167, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7330313336063173, y=-0.6723014271168681, z=0.053222591415879164, w=0.08856190383536773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.016666666666666666, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.15, z=-0.09)>	COMP<57>
[1740779516.9288316]	Q_Header<(2621443, 33183, 257, 173, 250, 8, 58, 129, 81)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 18, 0, 0, 0, 0, 0, 0, 18, 41, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 154, 191, 174, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 143, 130, 156, 162, 54, 0, 86, 91, 91, 145, 83, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 253, 253, 193, 208, 238, 253, 253, 251, 0, 115, 82, 136, 78, 0, 0, 0, 0, 0, 0, 161, 253, 253, 253, 253, 0, 253, 0, 102, 253, 253, 222, 0, 19, 140, 78, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7330313336063173, y=-0.6723014271168681, z=0.053222591415879164, w=0.08856190383536773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.016666666666666666, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.15, z=-0.09)>	COMP<57>
[1740779516.9394329]	Q_Header<(2621443, 33184, 257, 173, 250, 8, 58, 130, 82)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 16, 33, 13, 0, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 75, 0, 177, 194, 253, 253, 253, 253, 253, 253, 253, 253, 211, 188, 212, 242, 140, 0, 88, 105, 0, 50, 22, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 253, 253, 241, 232, 179, 253, 253, 253, 0, 0, 66, 121, 0, 0, 0, 0, 0, 0, 0, 177, 253, 253, 253, 253, 211, 253, 205, 0, 218, 253, 0, 0, 0, 246, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7330313336063173, y=-0.6723014271168681, z=0.053222591415879164, w=0.08856190383536773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.016666666666666666, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.15, z=-0.09)>	COMP<57>
[1740779516.95125]	Q_Header<(2621443, 33185, 257, 173, 250, 8, 58, 131, 88)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 0, 0, 0, 18, 16, 28, 10, 30, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 115, 253, 253, 253, 253, 253, 253, 253, 253, 206, 253, 239, 253, 253, 160, 176, 173, 94, 27, 0, 0, 0, 30, 0, 78, 95, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 253, 253, 253, 170, 73, 253, 253, 253, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 93, 253, 253, 253, 253, 253, 253, 247, 35, 253, 198, 0, 0, 0, 203, 137, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7338174566207222, y=-0.6714402262567216, z=0.05316102509495542, w=0.08862205331558584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.01, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.11)>	COMP<55>
[1740779516.9663045]	Q_Header<(2621443, 33186, 257, 173, 250, 8, 58, 132, 95)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 9, 17, 0, 31, 0, 15, 25, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 246, 253, 253, 253, 253, 253, 253, 250, 253, 253, 250, 253, 253, 253, 253, 216, 145, 37, 56, 0, 57, 103, 154, 226, 186, 161, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 167, 63, 91, 0, 0, 0, 0, 0, 0, 0, 200, 253, 253, 213, 0, 0, 253, 253, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 253, 214, 253, 253, 253, 253, 93, 253, 253, 0, 0, 0, 132, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7338174566207222, y=-0.6714402262567216, z=0.05316102509495542, w=0.08862205331558584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.01, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.11)>	COMP<55>
[1740779516.9752429]	Q_Header<(2621443, 33187, 257, 173, 250, 8, 58, 133, 99)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 0, 13, 0, 0, 0, 0, 36, 4, 18, 0, 0, 33, 0, 0, 0, 0, 14, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 145, 209, 205, 253, 253, 253, 253, 219, 253, 253, 253, 253, 253, 253, 253, 216, 143, 0, 103, 0, 173, 235, 253, 253, 253, 253, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 238, 138, 164, 0, 0, 0, 0, 0, 0, 0, 97, 236, 252, 145, 0, 0, 90, 75, 61, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 162, 81, 0, 208, 253, 253, 244, 76, 253, 253, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7348660215819595, y=-0.6702905854662026, z=0.0532838901030773, w=0.08856234196971953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.19)>	COMP<55>
[1740779516.9853013]	Q_Header<(2621443, 33188, 257, 173, 250, 8, 58, 134, 96)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 14, 0, 12, 43, 34, 17, 0, 0, 25, 0, 26, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 14, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 89, 37, 153, 253, 253, 253, 239, 253, 253, 253, 253, 253, 253, 253, 204, 135, 147, 59, 120, 194, 253, 253, 253, 253, 253, 170, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 199, 166, 106, 0, 0, 0, 0, 0, 0, 0, 0, 104, 72, 38, 0, 0, 0, 0, 0, 0, 88, 83, 119, 91, 0, 0, 0, 107, 0, 0, 0, 0, 195, 221, 0, 253, 253, 58, 192, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7348660215819595, y=-0.6702905854662026, z=0.0532838901030773, w=0.08856234196971953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.19)>	COMP<55>
[1740779516.9887276]	Q_Header<(2621443, 33189, 257, 173, 250, 8, 58, 135, 83)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 16, 0, 0, 43, 46, 9, 15, 0, 34, 26, 10, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 167, 221, 189, 253, 253, 180, 253, 253, 253, 253, 197, 167, 131, 196, 248, 253, 233, 253, 253, 253, 253, 253, 205, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 195, 253, 185, 38, 114, 227, 0, 0, 0, 56, 253, 253, 177, 229, 253, 176, 171, 159, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7348660215819595, y=-0.6702905854662026, z=0.0532838901030773, w=0.08856234196971953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.19)>	COMP<55>
[1740779516.9991345]	Q_Header<(2621443, 33190, 257, 173, 250, 8, 58, 136, 63)>	Q_Data<(0, 0, 43, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 13, 11, 0, 0, 39, 31, 28, 17, 0, 17, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 84, 111, 67, 253, 253, 253, 253, 253, 253, 253, 253, 253, 167, 196, 253, 253, 253, 253, 253, 253, 253, 253, 166, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 253, 253, 0, 103, 84, 82, 0, 0, 27, 253, 253, 253, 253, 253, 253, 170, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7348660215819595, y=-0.6702905854662026, z=0.0532838901030773, w=0.08856234196971953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.19)>	COMP<55>
[1740779517.0090404]	Q_Header<(2621443, 33191, 257, 173, 250, 8, 58, 137, 70)>	Q_Data<(0, 0, 43, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 24, 0, 0, 0, 24, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 63, 61, 189, 253, 253, 253, 253, 253, 253, 253, 253, 227, 249, 253, 253, 253, 246, 253, 253, 253, 228, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 253, 253, 252, 0, 0, 253, 220, 0, 0, 0, 225, 253, 253, 253, 125, 224, 128, 87, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.735592505206959, y=-0.6694917183550558, z=0.05340552954331971, w=0.08850059181464409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.16, z=-0.04)>	COMP<59>
[1740779517.0214863]	Q_Header<(2621443, 33192, 257, 173, 250, 8, 58, 138, 73)>	Q_Data<(0, 0, 39, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 29, 0, 0, 13, 0, 23, 4, 0, 21, 35, 32, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 102, 227, 194, 252, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 240, 253, 134, 253, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 253, 253, 154, 0, 0, 253, 207, 0, 0, 0, 69, 234, 253, 186, 183, 178, 133, 190, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.735592505206959, y=-0.6694917183550558, z=0.05340552954331971, w=0.08850059181464409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.16, z=-0.04)>	COMP<59>
[1740779517.0287223]	Q_Header<(2621443, 33193, 257, 173, 250, 8, 58, 139, 76)>	Q_Data<(0, 0, 43, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 0, 0, 0, 16, 24, 28, 34, 28, 40, 29, 0, 11, 0, 50, 40, 31, 0, 58, 0, 13, 0, 0, 0, 0, 0, 46, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 107, 122, 253, 253, 253, 253, 253, 253, 253, 253, 253, 200, 253, 253, 164, 185, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 61, 143, 0, 0, 0, 163, 134, 0, 0, 0, 102, 87, 253, 0, 111, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.735592505206959, y=-0.6694917183550558, z=0.05340552954331971, w=0.08850059181464409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.16, z=-0.04)>	COMP<59>
[1740779517.0392568]	Q_Header<(2621443, 33194, 257, 173, 250, 8, 58, 140, 72)>	Q_Data<(0, 0, 32, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 15, 0, 0, 0, 28, 38, 37, 50, 35, 5, 6, 53, 31, 20, 71, 65, 0, 24, 70, 61, 0, 0, 24, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 52, 159, 253, 253, 253, 253, 253, 253, 253, 253, 253, 243, 253, 91, 96, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 253, 253, 253, 253, 66, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.735592505206959, y=-0.6694917183550558, z=0.05340552954331971, w=0.08850059181464409)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.16, z=-0.04)>	COMP<59>
[1740779517.048772]	Q_Header<(2621443, 33195, 257, 173, 250, 8, 58, 141, 84)>	Q_Data<(0, 0, 54, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 6, 0, 0, 0, 18, 9, 39, 33, 64, 55, 0, 48, 82, 61, 67, 61, 58, 22, 76, 84, 94, 102, 24, 64, 40, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 178, 253, 253, 253, 253, 253, 253, 253, 253, 188, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 110, 91, 0, 0, 0, 0, 150, 253, 253, 0, 0, 74, 34, 0, 0, 0, 0, 109, 0, 0, 0, 0, 194, 253, 253, 253, 253, 253, 253, 87, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.736320509078649, y=-0.6686942554265317, z=0.05346624386214328, w=0.08843902666238083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.13, z=-0.06)>	COMP<53>
[1740779517.0589771]	Q_Header<(2621443, 33196, 257, 173, 250, 8, 58, 142, 93)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 21, 28, 24, 0, 0, 32, 90, 98, 76, 85, 62, 85, 110, 44, 91, 96, 152, 200, 181, 177, 36, 97, 85, 85, 58, 51, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 229, 217, 250, 74, 253, 253, 253, 253, 253, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 202, 0, 0, 64, 0, 131, 93, 160, 0, 0, 0, 253, 253, 253, 59, 0, 81, 91, 0, 0, 71, 54, 253, 0, 0, 0, 125, 253, 253, 253, 253, 253, 253, 253, 175, 163, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.736320509078649, y=-0.6686942554265317, z=0.05346624386214328, w=0.08843902666238083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.13, z=-0.06)>	COMP<53>
[1740779517.0689242]	Q_Header<(2621443, 33197, 257, 173, 250, 8, 58, 143, 97)>	Q_Data<(0, 0, 56, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 26, 37, 0, 7, 42, 69, 97, 123, 153, 205, 163, 106, 156, 227, 207, 132, 253, 253, 253, 142, 82, 114, 100, 121, 163, 212, 63, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 105, 161, 225, 253, 253, 238, 253, 253, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 201, 26, 0, 166, 0, 86, 58, 239, 41, 0, 0, 253, 253, 253, 0, 0, 0, 65, 0, 0, 72, 0, 253, 160, 0, 65, 253, 253, 253, 253, 253, 253, 253, 253, 160, 242, 253, 253, 253, 226, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.736320509078649, y=-0.6686942554265317, z=0.05346624386214328, w=0.08843902666238083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.13, z=-0.06)>	COMP<53>
