[1740779748.0404346]	Q_Header<(2621443, 56304, 257, 173, 250, 8, 58, 0, 87)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 245, 165, 81, 143, 124, 190, 253, 253, 212, 188, 253, 253, 253, 253, 253, 245, 253, 201, 198, 253, 253, 62, 64, 15, 0, 18, 159, 253, 206, 62, 106, 97, 253, 253, 253, 111, 93, 122, 120, 55, 35, 253, 253, 253, 12, 43, 0, 46, 28, 197, 253, 253, 153, 173, 57, 39, 0, 40, 134, 207, 132, 123, 253, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 152, 184, 0, 0, 0, 0, 0, 0, 81, 59, 221, 180, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7976025222148025, y=-0.5960046395337883, z=0.03198222540867436, w=0.08709663293545479)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.021111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.1, z=0.0)>	COMP<155>
[1740779749.330364]	Q_Header<(2621443, 56433, 257, 173, 250, 8, 58, 129, 22)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 156, 253, 253, 157, 102, 145, 86, 55, 24, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7972823956215507, y=-0.5956272601141172, z=0.036498114719565745, w=0.09075701770567603)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.014444444444444444, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.01, z=0.0)>	COMP<156>
[1740779749.3404]	Q_Header<(2621443, 56434, 257, 173, 250, 8, 58, 130, 28)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 113, 188, 253, 253, 251, 221, 161, 59, 50, 40, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7972823956215507, y=-0.5956272601141172, z=0.036498114719565745, w=0.09075701770567603)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.014444444444444444, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.01, z=0.0)>	COMP<156>
[1740779749.350239]	Q_Header<(2621443, 56435, 257, 173, 250, 8, 58, 131, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 64, 243, 191, 253, 253, 253, 167, 87, 47, 63, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7973538815547317, y=-0.5955740336964997, z=0.03655962760649758, w=0.09045303524679367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.01888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.01, z=-0.03)>	COMP<156>
[1740779749.3602808]	Q_Header<(2621443, 56436, 257, 173, 250, 8, 58, 132, 25)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 44, 50, 0, 252, 253, 253, 253, 253, 188, 101, 31, 82, 26, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7973538815547317, y=-0.5955740336964997, z=0.03655962760649758, w=0.09045303524679367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.01888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.01, z=-0.03)>	COMP<156>
[1740779749.370257]	Q_Header<(2621443, 56437, 257, 173, 250, 8, 58, 133, 22)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 215, 103, 31, 85, 21, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7973538815547317, y=-0.5955740336964997, z=0.03655962760649758, w=0.09045303524679367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.01888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.01, z=-0.03)>	COMP<156>
[1740779749.380258]	Q_Header<(2621443, 56438, 257, 173, 250, 8, 58, 134, 23)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 253, 253, 253, 253, 215, 157, 102, 42, 39, 27, 21, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7973864024394995, y=-0.5955983247860255, z=0.036500081801808075, w=0.09002946598272059)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.015555555555555555, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.02, z=-0.07)>	COMP<160>
[1740779749.3902025]	Q_Header<(2621443, 56439, 257, 173, 250, 8, 58, 135, 28)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 219, 253, 253, 250, 239, 253, 186, 73, 90, 48, 42, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7973864024394995, y=-0.5955983247860255, z=0.036500081801808075, w=0.09002946598272059)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.015555555555555555, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.02, z=-0.07)>	COMP<160>
[1740779749.4002647]	Q_Header<(2621443, 56440, 257, 173, 250, 8, 58, 136, 26)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 200, 214, 177, 253, 253, 253, 226, 79, 173, 107, 27, 23, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7973864024394995, y=-0.5955983247860255, z=0.036500081801808075, w=0.09002946598272059)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.015555555555555555, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.02, z=-0.07)>	COMP<160>
[1740779749.4102623]	Q_Header<(2621443, 56441, 257, 173, 250, 8, 58, 137, 26)>	Q_Data<(0, 0, 42, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 216, 253, 253, 218, 253, 253, 253, 182, 251, 177, 16, 63, 48, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7974268548277468, y=-0.5956439859367761, z=0.0363770689228731, w=0.08941678854363942)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=-0.015555555555555555, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=0.03)>	COMP<160>
[1740779749.420208]	Q_Header<(2621443, 56442, 257, 173, 250, 8, 58, 138, 24)>	Q_Data<(0, 0, 57, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 188, 242, 244, 253, 253, 253, 253, 253, 253, 209, 78, 91, 79, 59, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7974268548277468, y=-0.5956439859367761, z=0.0363770689228731, w=0.08941678854363942)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=-0.015555555555555555, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=0.03)>	COMP<160>
[1740779749.4301476]	Q_Header<(2621443, 56443, 257, 173, 250, 8, 58, 139, 25)>	Q_Data<(0, 0, 55, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 143, 191, 212, 253, 253, 253, 253, 253, 228, 187, 59, 103, 94, 63, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7974268548277468, y=-0.5956439859367761, z=0.0363770689228731, w=0.08941678854363942)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=-0.015555555555555555, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=0.03)>	COMP<160>
[1740779749.4409974]	Q_Header<(2621443, 56444, 257, 173, 250, 8, 58, 140, 26)>	Q_Data<(0, 0, 37, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 106, 216, 253, 253, 253, 253, 240, 253, 159, 121, 77, 99, 88, 50, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.797496395980496, y=-0.5957113749249687, z=0.03613331290528499, w=0.08844116621580735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.017777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.01)>	COMP<160>
[1740779749.4502516]	Q_Header<(2621443, 56445, 257, 173, 250, 8, 58, 141, 31)>	Q_Data<(0, 0, 47, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 77, 189, 253, 253, 231, 253, 253, 253, 187, 113, 116, 160, 121, 23, 28, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.797496395980496, y=-0.5957113749249687, z=0.03613331290528499, w=0.08844116621580735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.017777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.01)>	COMP<160>
[1740779749.4601338]	Q_Header<(2621443, 56446, 257, 173, 250, 8, 58, 142, 25)>	Q_Data<(0, 0, 60, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52, 137, 253, 253, 229, 196, 253, 253, 253, 178, 194, 253, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.797496395980496, y=-0.5957113749249687, z=0.03613331290528499, w=0.08844116621580735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.017777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.01)>	COMP<160>
[1740779749.4701717]	Q_Header<(2621443, 56447, 257, 173, 250, 8, 58, 143, 30)>	Q_Data<(0, 0, 64, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 33, 84, 140, 129, 253, 253, 253, 221, 253, 253, 253, 253, 253, 25, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.797496395980496, y=-0.5957113749249687, z=0.03613331290528499, w=0.08844116621580735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.017777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.01)>	COMP<160>
[1740779749.4802125]	Q_Header<(2621443, 56448, 257, 173, 250, 8, 58, 144, 23)>	Q_Data<(0, 0, 58, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 40, 98, 210, 217, 253, 253, 253, 253, 253, 253, 253, 253, 28, 24, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.797551557954352, y=-0.595768023049853, z=0.03576683347067041, w=0.08770808822073956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.01, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06, z=-0.08)>	COMP<153>
[1740779749.4901795]	Q_Header<(2621443, 56449, 257, 173, 250, 8, 58, 145, 28)>	Q_Data<(0, 0, 38, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 25, 90, 120, 192, 253, 253, 253, 220, 253, 253, 253, 253, 86, 21, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.797551557954352, y=-0.595768023049853, z=0.03576683347067041, w=0.08770808822073956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.01, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06, z=-0.08)>	COMP<153>
