[1740779303.7372253]	Q_Header<(2621443, 11804, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 253, 253, 253, 253, 253, 191, 178, 235, 117, 56, 163, 253, 253, 126, 176, 85, 74, 77, 84, 159, 253, 253, 253, 149, 0, 0, 0, 21, 39, 0, 0, 0, 0, 0, 0, 12, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8834088108176769, y=0.45800053311979044, z=-0.03424017844885427, w=-0.0930160997434116)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.011111111111111112, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.06, z=-0.08)>	COMP<103>
[1740779304.9767172]	Q_Header<(2621443, 11928, 257, 173, 250, 8, 58, 124, 33)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 240, 253, 247, 253, 253, 253, 253, 253, 253, 146, 230, 253, 160, 253, 253, 253, 196, 105, 0, 22, 47, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8920458730286783, y=0.441231585092324, z=-0.03137267045752588, w=-0.09265313960024178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.015555555555555555, z=0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.16)>	COMP<102>
[1740779304.9780633]	Q_Header<(2621443, 11929, 257, 173, 250, 8, 58, 125, 29)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 139, 172, 186, 253, 253, 253, 253, 253, 237, 134, 253, 253, 253, 253, 253, 253, 234, 116, 43, 37, 30, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8920458730286783, y=0.441231585092324, z=-0.03137267045752588, w=-0.09265313960024178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.015555555555555555, z=0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.16)>	COMP<102>
[1740779304.989992]	Q_Header<(2621443, 11930, 257, 173, 250, 8, 58, 126, 36)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 69, 54, 111, 253, 253, 253, 253, 253, 161, 203, 253, 253, 253, 129, 253, 253, 196, 253, 181, 55, 78, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8920458730286783, y=0.441231585092324, z=-0.03137267045752588, w=-0.09265313960024178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.015555555555555555, z=0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.16)>	COMP<102>
[1740779304.9970524]	Q_Header<(2621443, 11931, 257, 173, 250, 8, 58, 127, 35)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46, 51, 84, 253, 253, 253, 253, 253, 192, 194, 253, 253, 253, 253, 211, 253, 253, 253, 253, 100, 152, 167, 91, 44, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8920458730286783, y=0.441231585092324, z=-0.03137267045752588, w=-0.09265313960024178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.015555555555555555, z=0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.16)>	COMP<102>
[1740779305.0077934]	Q_Header<(2621443, 11932, 257, 173, 250, 8, 58, 128, 35)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51, 133, 158, 253, 253, 253, 252, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 77, 216, 196, 103, 56, 0, 0, 58, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.892975355287354, y=0.4394073535689447, z=-0.031067973741713134, w=-0.09247147390706364)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.021111111111111112, z=0.14222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.02, z=-0.03)>	COMP<102>
[1740779305.0171645]	Q_Header<(2621443, 11933, 257, 173, 250, 8, 58, 129, 49)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9, 0, 44, 103, 243, 253, 253, 251, 253, 253, 235, 253, 222, 253, 253, 253, 253, 196, 194, 231, 175, 41, 25, 8, 30, 34, 48, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 89, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.892975355287354, y=0.4394073535689447, z=-0.031067973741713134, w=-0.09247147390706364)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.021111111111111112, z=0.14222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.02, z=-0.03)>	COMP<102>
[1740779305.0274007]	Q_Header<(2621443, 11934, 257, 173, 250, 8, 58, 130, 49)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 69, 150, 212, 220, 200, 253, 253, 145, 198, 199, 253, 253, 253, 253, 252, 165, 166, 139, 112, 114, 0, 19, 0, 58, 0, 0, 0, 0, 0, 0, 0, 76, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 73, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.892975355287354, y=0.4394073535689447, z=-0.031067973741713134, w=-0.09247147390706364)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.021111111111111112, z=0.14222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.02, z=-0.03)>	COMP<102>
[1740779305.0371423]	Q_Header<(2621443, 11935, 257, 173, 250, 8, 58, 131, 54)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 0, 0, 23, 88, 132, 86, 134, 193, 146, 108, 121, 210, 253, 253, 253, 98, 253, 180, 126, 169, 227, 202, 62, 7, 50, 67, 35, 0, 0, 0, 52, 32, 35, 68, 102, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.892975355287354, y=0.4394073535689447, z=-0.031067973741713134, w=-0.09247147390706364)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.021111111111111112, z=0.14222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.02, z=-0.03)>	COMP<102>
[1740779305.0471237]	Q_Header<(2621443, 11936, 257, 173, 250, 8, 58, 132, 49)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 0, 0, 0, 58, 75, 22, 49, 80, 89, 95, 79, 171, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 79, 54, 125, 120, 78, 56, 0, 39, 52, 81, 88, 143, 211, 156, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8942763738769391, y=0.43682336935826194, z=-0.030639280622865375, w=-0.09228404840990527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.02, z=0.1511111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=0.04, z=-0.09)>	COMP<97>
[1740779305.0583916]	Q_Header<(2621443, 11937, 257, 173, 250, 8, 58, 133, 50)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 44, 39, 0, 56, 60, 46, 24, 95, 233, 253, 253, 253, 253, 253, 253, 253, 253, 243, 73, 99, 227, 183, 129, 88, 0, 110, 171, 170, 189, 245, 253, 253, 93, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 79, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8942763738769391, y=0.43682336935826194, z=-0.030639280622865375, w=-0.09228404840990527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.02, z=0.1511111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=0.04, z=-0.09)>	COMP<97>
[1740779305.0676434]	Q_Header<(2621443, 11938, 257, 173, 250, 8, 58, 134, 59)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 8, 16, 0, 53, 129, 211, 132, 253, 198, 253, 253, 253, 253, 214, 70, 148, 253, 223, 141, 105, 0, 151, 232, 137, 141, 236, 253, 253, 235, 75, 0, 0, 0, 0, 38, 0, 13, 26, 83, 30, 0, 0, 0, 0, 71, 45, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8942763738769391, y=0.43682336935826194, z=-0.030639280622865375, w=-0.09228404840990527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.02, z=0.1511111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=0.04, z=-0.09)>	COMP<97>
[1740779305.0800936]	Q_Header<(2621443, 11939, 257, 173, 250, 8, 58, 135, 63)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 20, 0, 0, 0, 4, 0, 43, 90, 116, 154, 174, 226, 253, 253, 253, 253, 253, 198, 198, 253, 192, 110, 49, 58, 223, 253, 213, 253, 154, 253, 253, 253, 71, 65, 0, 32, 0, 62, 52, 0, 147, 216, 196, 56, 51, 51, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8952511621130734, y=0.4348694116481898, z=-0.030334048784442152, w=-0.09216179811772163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.022222222222222223, z=0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.12)>	COMP<97>
[1740779305.090288]	Q_Header<(2621443, 11940, 257, 173, 250, 8, 58, 136, 57)>	Q_Data<(0, 0, 48, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 70, 216, 253, 253, 75, 189, 253, 253, 253, 253, 219, 253, 167, 97, 0, 121, 239, 244, 253, 253, 253, 253, 253, 253, 187, 103, 31, 28, 0, 72, 132, 0, 242, 253, 253, 253, 188, 166, 147, 113, 202, 173, 101, 99, 0, 51, 54, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8952511621130734, y=0.4348694116481898, z=-0.030334048784442152, w=-0.09216179811772163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.022222222222222223, z=0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.12)>	COMP<97>
[1740779305.0970986]	Q_Header<(2621443, 11941, 257, 173, 250, 8, 58, 137, 58)>	Q_Data<(0, 0, 43, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 203, 253, 253, 138, 99, 253, 253, 219, 247, 191, 253, 213, 178, 39, 152, 215, 231, 253, 253, 253, 253, 253, 253, 198, 163, 33, 0, 0, 147, 216, 112, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 84, 158, 60, 77, 42, 112, 129, 148, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8952511621130734, y=0.4348694116481898, z=-0.030334048784442152, w=-0.09216179811772163)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.022222222222222223, z=0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.0, z=-0.12)>	COMP<97>
[1740779305.107236]	Q_Header<(2621443, 11942, 257, 173, 250, 8, 58, 138, 69)>	Q_Data<(0, 0, 56, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29, 151, 227, 205, 111, 30, 146, 209, 79, 196, 136, 210, 198, 168, 76, 129, 148, 85, 253, 253, 253, 125, 131, 230, 197, 200, 47, 0, 0, 190, 253, 200, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 174, 246, 82, 94, 80, 98, 253, 253, 245, 119, 0, 36, 0, 78, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 189, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8961741614229657, y=0.4329809644578437, z=-0.030090162880986315, w=-0.09216256785048547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.022222222222222223, z=0.14444444444444443)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.02, z=-0.08)>	COMP<93>
[1740779305.1247425]	Q_Header<(2621443, 11943, 257, 173, 250, 8, 58, 139, 73)>	Q_Data<(0, 0, 32, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 13, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 123, 117, 50, 2, 67, 120, 43, 120, 79, 132, 132, 101, 51, 86, 100, 148, 205, 167, 103, 123, 73, 115, 126, 142, 0, 0, 0, 188, 253, 212, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 71, 143, 215, 245, 253, 253, 253, 253, 136, 125, 0, 88, 70, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 229, 253, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8961741614229657, y=0.4329809644578437, z=-0.030090162880986315, w=-0.09216256785048547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.022222222222222223, z=0.14444444444444443)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.02, z=-0.08)>	COMP<93>
[1740779305.1272578]	Q_Header<(2621443, 11944, 257, 173, 250, 8, 58, 140, 83)>	Q_Data<(0, 0, 33, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 47, 0, 0, 0, 55, 19, 53, 0, 63, 59, 0, 0, 37, 35, 58, 81, 0, 0, 0, 0, 0, 33, 31, 0, 0, 0, 135, 203, 140, 208, 253, 253, 253, 208, 253, 253, 253, 253, 234, 246, 246, 230, 143, 253, 253, 253, 253, 253, 253, 209, 253, 121, 183, 89, 47, 62, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 193, 253, 253, 175, 68, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8961741614229657, y=0.4329809644578437, z=-0.030090162880986315, w=-0.09216256785048547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.022222222222222223, z=0.14444444444444443)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.02, z=-0.08)>	COMP<93>
