[1740780090.5028713]	Q_Header<(2621443, 25018, 257, 173, 250, 8, 58, 0, 66)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 211, 215, 253, 253, 253, 253, 253, 253, 253, 233, 160, 198, 139, 84, 124, 202, 0, 75, 64, 53, 59, 49, 49, 88, 86, 168, 158, 111, 147, 163, 42, 0, 175, 253, 253, 253, 216, 169, 54, 59, 0, 0, 0, 0, 34, 81, 88, 48, 0, 0, 0, 0, 0, 30, 21, 0, 70, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45678993331356904, y=-0.8845269526430041, z=0.09149226483659006, w=-0.024170071297724926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04111111111111111, y=0.04777777777777778, z=0.11888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.01, z=-0.11)>	COMP<150>
[1740780091.6969159]	Q_Header<(2621443, 25137, 257, 173, 250, 8, 58, 119, 39)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 80, 97, 120, 125, 0, 0, 45, 68, 73, 31, 0, 17, 0, 9, 0, 10, 6, 9, 0, 0, 7, 0, 82, 161, 198, 253, 253, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39733060421409366, y=-0.9127007458398705, z=0.09387011816916682, w=-0.017150522240270402)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.017777777777777778, z=0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=-0.35)>	COMP<150>
[1740780091.7029648]	Q_Header<(2621443, 25138, 257, 173, 250, 8, 58, 120, 39)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 96, 40, 122, 81, 0, 0, 55, 61, 78, 39, 0, 0, 0, 22, 8, 25, 0, 7, 0, 0, 0, 0, 96, 237, 253, 253, 253, 136, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39733060421409366, y=-0.9127007458398705, z=0.09387011816916682, w=-0.017150522240270402)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.017777777777777778, z=0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=-0.35)>	COMP<150>
[1740780091.7151601]	Q_Header<(2621443, 25139, 257, 173, 250, 8, 58, 121, 39)>	Q_Data<(0, 0, 63, 0, 64, 0, 0, 0, 0, 0, 96, 94, 28, 55, 0, 0, 63, 101, 60, 49, 17, 0, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 77, 216, 253, 205, 220, 115, 14, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39538763859423065, y=-0.9135786005678365, z=0.09356734331042846, w=-0.016967854820808294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.01, z=-0.26)>	COMP<150>
[1740780091.726009]	Q_Header<(2621443, 25140, 257, 173, 250, 8, 58, 122, 31)>	Q_Data<(0, 0, 59, 0, 64, 0, 0, 0, 0, 0, 100, 107, 112, 0, 0, 0, 79, 136, 75, 53, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 139, 206, 171, 123, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39538763859423065, y=-0.9135786005678365, z=0.09356734331042846, w=-0.016967854820808294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.01, z=-0.26)>	COMP<150>
[1740780091.736051]	Q_Header<(2621443, 25141, 257, 173, 250, 8, 58, 123, 35)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 5, 98, 16, 110, 85, 0, 0, 175, 116, 81, 43, 30, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 55, 109, 102, 69, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39538763859423065, y=-0.9135786005678365, z=0.09356734331042846, w=-0.016967854820808294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.01, z=-0.26)>	COMP<150>
[1740780091.7447007]	Q_Header<(2621443, 25142, 257, 173, 250, 8, 58, 124, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 99, 57, 116, 115, 0, 0, 210, 75, 66, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 64, 33, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3939348797656624, y=-0.9142170172187932, z=0.09344814083068316, w=-0.017029412992658786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.005555555555555556, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.02, z=-0.16)>	COMP<144>
[1740780091.755486]	Q_Header<(2621443, 25143, 257, 173, 250, 8, 58, 125, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 44, 85, 98, 105, 128, 0, 0, 194, 116, 62, 29, 24, 14, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 13, 56, 12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3939348797656624, y=-0.9142170172187932, z=0.09344814083068316, w=-0.017029412992658786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.005555555555555556, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.02, z=-0.16)>	COMP<144>
[1740780091.772074]	Q_Header<(2621443, 25144, 257, 173, 250, 8, 58, 126, 32)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 46, 100, 90, 124, 135, 0, 0, 170, 142, 65, 28, 28, 19, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3939348797656624, y=-0.9142170172187932, z=0.09344814083068316, w=-0.017029412992658786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.005555555555555556, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.02, z=-0.16)>	COMP<144>
[1740780091.778457]	Q_Header<(2621443, 25145, 257, 173, 250, 8, 58, 127, 33)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 84, 84, 93, 116, 71, 0, 0, 151, 132, 66, 28, 25, 9, 0, 0, 0, 12, 17, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3925277858361898, y=-0.9148198498076213, z=0.09344737056681801, w=-0.017151346263406832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.005555555555555556, z=0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.04, z=-0.17)>	COMP<145>
[1740780091.7797034]	Q_Header<(2621443, 25146, 257, 173, 250, 8, 58, 128, 32)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 70, 99, 99, 108, 39, 0, 0, 101, 84, 54, 19, 15, 0, 0, 0, 0, 5, 15, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3925277858361898, y=-0.9148198498076213, z=0.09344737056681801, w=-0.017151346263406832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.005555555555555556, z=0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.04, z=-0.17)>	COMP<145>
[1740780091.8013768]	Q_Header<(2621443, 25147, 257, 173, 250, 8, 58, 129, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 77, 97, 102, 105, 119, 0, 0, 32, 12, 36, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3925277858361898, y=-0.9148198498076213, z=0.09344737056681801, w=-0.017151346263406832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.005555555555555556, z=0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.04, z=-0.17)>	COMP<145>
[1740780091.8050091]	Q_Header<(2621443, 25148, 257, 173, 250, 8, 58, 130, 30)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 83, 86, 95, 120, 134, 93, 0, 69, 54, 25, 10, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3925277858361898, y=-0.9148198498076213, z=0.09344737056681801, w=-0.017151346263406832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.005555555555555556, z=0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.04, z=-0.17)>	COMP<145>
[1740780091.8143644]	Q_Header<(2621443, 25149, 257, 173, 250, 8, 58, 131, 26)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 93, 88, 94, 108, 117, 40, 0, 71, 58, 33, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39069452416363554, y=-0.9156082732352283, z=0.09338581814878337, w=-0.017273324533402416)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.005555555555555556, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.07, z=-0.08)>	COMP<145>
[1740780091.824967]	Q_Header<(2621443, 25150, 257, 173, 250, 8, 58, 132, 23)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 86, 100, 111, 16, 114, 78, 0, 93, 51, 15, 23, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39069452416363554, y=-0.9156082732352283, z=0.09338581814878337, w=-0.017273324533402416)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.005555555555555556, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.07, z=-0.08)>	COMP<145>
[1740780091.833638]	Q_Header<(2621443, 25151, 257, 173, 250, 8, 58, 133, 24)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 90, 88, 0, 102, 116, 0, 0, 97, 39, 0, 22, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39069452416363554, y=-0.9156082732352283, z=0.09338581814878337, w=-0.017273324533402416)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.005555555555555556, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.07, z=-0.08)>	COMP<145>
[1740780091.8437395]	Q_Header<(2621443, 25152, 257, 173, 250, 8, 58, 134, 20)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 93, 79, 0, 32, 0, 0, 0, 81, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3892764766893125, y=-0.9161851978023314, z=0.09362654676096038, w=-0.017394762599005027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.012222222222222223, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.12, z=0.02)>	COMP<145>
[1740780091.8536193]	Q_Header<(2621443, 25153, 257, 173, 250, 8, 58, 135, 25)>	Q_Data<(0, 0, 53, 0, 66, 0, 0, 0, 0, 78, 87, 100, 62, 16, 0, 0, 57, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3892764766893125, y=-0.9161851978023314, z=0.09362654676096038, w=-0.017394762599005027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.012222222222222223, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.12, z=0.02)>	COMP<145>
