[1740779575.5989716]	Q_Header<(2621443, 39054, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 10, 0, 13, 0, 0, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 94, 213, 253, 253, 253, 253, 253, 74, 95, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8787447455095916, y=0.4654045068077124, z=-0.06866623870933462, w=0.08056838675228595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.03666666666666667, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.18, z=-0.03)>	COMP<21>
[1740779576.8297298]	Q_Header<(2621443, 39177, 257, 173, 250, 8, 58, 123, 59)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 17, 0, 37, 40, 15, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 45, 62, 154, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 189, 132, 69, 84, 172, 253, 253, 253, 253, 119, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 253, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 89, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8678186715367653, y=0.4859735731309414, z=-0.06945967423047116, w=0.0767840687011711)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0011111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.12, z=-0.12)>	COMP<19>
[1740779576.8407485]	Q_Header<(2621443, 39178, 257, 173, 250, 8, 58, 124, 60)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 28, 0, 3, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 17, 65, 161, 204, 253, 253, 253, 253, 253, 253, 162, 120, 253, 163, 200, 72, 99, 253, 253, 253, 253, 58, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 253, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 225, 128, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8675596899947418, y=0.4864535478583152, z=-0.06933641535345622, w=0.07678275573472527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0011111111111111111, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.12, z=-0.04)>	COMP<13>
[1740779576.8498964]	Q_Header<(2621443, 39179, 257, 173, 250, 8, 58, 125, 60)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7, 0, 26, 27, 34, 0, 0, 5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 62, 253, 253, 133, 253, 253, 253, 253, 253, 253, 137, 253, 117, 128, 212, 208, 189, 74, 146, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 253, 253, 170, 133, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8675596899947418, y=0.4864535478583152, z=-0.06933641535345622, w=0.07678275573472527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0011111111111111111, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.12, z=-0.04)>	COMP<13>
[1740779576.8597605]	Q_Header<(2621443, 39180, 257, 173, 250, 8, 58, 126, 57)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 29, 17, 31, 0, 0, 22, 0, 0, 0, 0, 0, 11, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 154, 159, 168, 202, 253, 230, 253, 253, 253, 253, 240, 253, 216, 253, 253, 253, 234, 146, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 231, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8675596899947418, y=0.4864535478583152, z=-0.06933641535345622, w=0.07678275573472527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0011111111111111111, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.12, z=-0.04)>	COMP<13>
[1740779576.8698728]	Q_Header<(2621443, 39181, 257, 173, 250, 8, 58, 127, 61)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 25, 0, 0, 18, 10, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 95, 118, 72, 167, 209, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 216, 91, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 97, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8675596899947418, y=0.4864535478583152, z=-0.06933641535345622, w=0.07678275573472527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0011111111111111111, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.12, z=-0.04)>	COMP<13>
[1740779576.8800015]	Q_Header<(2621443, 39182, 257, 173, 250, 8, 58, 128, 70)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 14, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 29, 56, 30, 137, 231, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 228, 222, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 16, 160, 110, 117, 0, 0, 0, 73, 253, 211, 102, 0, 185, 90, 0, 0, 73, 253, 253, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8672967807613571, y=0.48693129605306873, z=-0.06927388079972838, w=0.07678109431370775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.006666666666666667, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.13, z=-0.02)>	COMP<22>
[1740779576.889906]	Q_Header<(2621443, 39183, 257, 173, 250, 8, 58, 129, 81)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 14, 12, 0, 30, 34, 0, 17, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 169, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 51, 0, 212, 253, 253, 80, 53, 0, 138, 56, 49, 0, 52, 0, 0, 147, 27, 0, 0, 0, 0, 0, 253, 253, 131, 0, 124, 253, 150, 253, 253, 172, 168, 196, 0, 0, 0, 227, 253, 253, 253, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8672967807613571, y=0.48693129605306873, z=-0.06927388079972838, w=0.07678109431370775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.006666666666666667, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.13, z=-0.02)>	COMP<22>
[1740779576.8998003]	Q_Header<(2621443, 39184, 257, 173, 250, 8, 58, 130, 93)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 24, 0, 0, 0, 24, 11, 6, 36, 44, 0, 0, 0, 0, 20, 20, 10, 28, 16, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 230, 253, 253, 253, 253, 198, 164, 253, 210, 253, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 16, 0, 79, 126, 253, 253, 253, 50, 116, 94, 241, 171, 138, 160, 95, 101, 143, 250, 161, 0, 0, 0, 0, 232, 253, 253, 0, 221, 253, 253, 253, 253, 253, 253, 253, 141, 210, 0, 142, 253, 253, 253, 253, 199, 0, 166, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8672967807613571, y=0.48693129605306873, z=-0.06927388079972838, w=0.07678109431370775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.006666666666666667, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.13, z=-0.02)>	COMP<22>
[1740779576.909789]	Q_Header<(2621443, 39185, 257, 173, 250, 8, 58, 131, 83)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 22, 0, 13, 0, 0, 21, 14, 44, 45, 18, 0, 44, 41, 30, 50, 32, 36, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 120, 253, 253, 253, 253, 184, 189, 253, 253, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 91, 220, 253, 196, 253, 253, 253, 253, 170, 253, 186, 224, 253, 253, 153, 237, 253, 159, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 219, 253, 0, 253, 253, 253, 253, 253, 253, 76, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8669513140279154, y=0.48755330163721405, z=-0.06915346654418672, w=0.07684396679534958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0077777777777777776, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.09)>	COMP<22>
[1740779576.9191885]	Q_Header<(2621443, 39186, 257, 173, 250, 8, 58, 132, 88)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 29, 34, 55, 51, 33, 12, 48, 32, 0, 37, 13, 36, 29, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 126, 133, 186, 175, 133, 166, 252, 253, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 108, 27, 111, 153, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 230, 165, 251, 253, 253, 253, 218, 248, 220, 129, 0, 0, 0, 239, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 253, 253, 253, 253, 149, 239, 0, 108, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8669513140279154, y=0.48755330163721405, z=-0.06915346654418672, w=0.07684396679534958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0077777777777777776, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.09)>	COMP<22>
[1740779576.9293094]	Q_Header<(2621443, 39187, 257, 173, 250, 8, 58, 133, 86)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 54, 36, 26, 14, 42, 60, 59, 49, 46, 114, 104, 51, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 85, 54, 22, 16, 83, 129, 169, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 52, 0, 83, 211, 236, 220, 163, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 231, 137, 253, 253, 253, 253, 99, 218, 245, 188, 72, 0, 0, 99, 253, 253, 253, 253, 253, 253, 253, 0, 253, 253, 253, 253, 253, 184, 253, 253, 253, 253, 68, 233, 194, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8669513140279154, y=0.48755330163721405, z=-0.06915346654418672, w=0.07684396679534958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0077777777777777776, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.09)>	COMP<22>
[1740779576.9394562]	Q_Header<(2621443, 39188, 257, 173, 250, 8, 58, 134, 92)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 21, 19, 0, 0, 12, 0, 30, 0, 0, 73, 139, 162, 157, 163, 132, 164, 151, 95, 62, 0, 13, 8, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 82, 80, 171, 183, 166, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 192, 221, 253, 253, 253, 178, 203, 204, 253, 219, 139, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 0, 253, 253, 253, 185, 253, 184, 168, 212, 141, 32, 114, 240, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8669513140279154, y=0.48755330163721405, z=-0.06915346654418672, w=0.07684396679534958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0077777777777777776, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.09)>	COMP<22>
[1740779576.9492402]	Q_Header<(2621443, 39189, 257, 173, 250, 8, 58, 135, 91)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 25, 24, 0, 14, 19, 12, 16, 0, 58, 131, 241, 253, 232, 253, 223, 209, 158, 137, 119, 33, 34, 41, 22, 0, 21, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 71, 0, 121, 0, 96, 91, 120, 223, 250, 253, 253, 253, 253, 164, 253, 253, 253, 253, 253, 253, 253, 253, 253, 231, 122, 250, 253, 253, 253, 253, 253, 156, 253, 197, 107, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 75, 253, 253, 253, 178, 104, 198, 0, 49, 136, 253, 207, 253, 253, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8666837472042176, y=0.4880283973693608, z=-0.06909056350951932, w=0.07690292404769818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.006666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=-0.05)>	COMP<17>
[1740779576.9593153]	Q_Header<(2621443, 39190, 257, 173, 250, 8, 58, 136, 102)>	Q_Data<(0, 0, 59, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 23, 19, 23, 22, 43, 13, 37, 50, 0, 117, 168, 253, 253, 236, 253, 253, 224, 177, 151, 170, 65, 44, 31, 39, 0, 125, 166, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 134, 141, 134, 0, 152, 0, 179, 253, 253, 106, 253, 253, 250, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 169, 253, 125, 0, 204, 253, 253, 253, 253, 253, 122, 191, 128, 0, 30, 0, 0, 0, 253, 253, 253, 171, 253, 225, 129, 253, 253, 253, 224, 236, 212, 179, 28, 225, 253, 210, 230, 195, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8666837472042176, y=0.4880283973693608, z=-0.06909056350951932, w=0.07690292404769818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.006666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=-0.05)>	COMP<17>
[1740779576.9692674]	Q_Header<(2621443, 39191, 257, 173, 250, 8, 58, 137, 99)>	Q_Data<(0, 0, 53, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 25, 13, 33, 33, 0, 33, 57, 62, 163, 245, 253, 194, 194, 253, 253, 198, 169, 253, 253, 167, 99, 0, 13, 52, 240, 253, 127, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 117, 106, 175, 172, 165, 0, 134, 0, 201, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 151, 136, 226, 0, 57, 211, 213, 253, 253, 192, 0, 55, 0, 0, 41, 55, 0, 0, 121, 236, 135, 0, 157, 0, 51, 147, 253, 253, 187, 141, 91, 141, 111, 189, 253, 111, 73, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8666837472042176, y=0.4880283973693608, z=-0.06909056350951932, w=0.07690292404769818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.006666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=-0.05)>	COMP<17>
[1740779576.9792957]	Q_Header<(2621443, 39192, 257, 173, 250, 8, 58, 138, 84)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 10, 19, 31, 39, 64, 73, 124, 132, 106, 248, 253, 253, 231, 235, 253, 253, 187, 115, 253, 253, 195, 169, 88, 0, 95, 253, 253, 156, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 123, 132, 141, 141, 160, 0, 0, 0, 158, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 149, 157, 243, 0, 0, 0, 50, 161, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 249, 253, 158, 0, 0, 0, 118, 83, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8663789464078283, y=0.48857791236313247, z=-0.06902955888603408, w=0.07690295684916264)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.0077777777777777776, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.11, z=-0.02)>	COMP<21>
[1740779576.9891238]	Q_Header<(2621443, 39193, 257, 173, 250, 8, 58, 139, 77)>	Q_Data<(0, 0, 46, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 12, 33, 25, 57, 123, 131, 182, 216, 185, 253, 253, 253, 253, 239, 253, 250, 194, 110, 253, 253, 253, 251, 104, 130, 137, 253, 253, 150, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 35, 120, 81, 81, 57, 100, 0, 0, 0, 59, 253, 253, 253, 253, 253, 253, 253, 253, 71, 236, 194, 253, 253, 253, 253, 253, 0, 64, 175, 0, 0, 72, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8663789464078283, y=0.48857791236313247, z=-0.06902955888603408, w=0.07690295684916264)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.0077777777777777776, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.11, z=-0.02)>	COMP<21>
