[1740779485.6683793]	Q_Header<(2621443, 30054, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 60, 182, 253, 253, 253, 253, 253, 156, 154, 161, 201, 253, 253, 253, 253, 253, 209, 253, 253, 253, 223, 253, 151, 102, 115, 45, 0, 57, 149, 117, 30, 79, 46, 147, 253, 253, 213, 111, 116, 139, 245, 253, 198, 46, 116, 185, 137, 126, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.18065813208620635, y=-0.978117305680251, z=0.10314602811678673, w=0.0031737239420549764)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06666666666666667, y=0.04888888888888889, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.08, z=0.11)>	COMP<91>
[1740779486.8380365]	Q_Header<(2621443, 30171, 257, 173, 250, 8, 58, 117, 35)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 60, 106, 253, 253, 253, 219, 253, 253, 253, 133, 235, 253, 213, 34, 141, 91, 93, 61, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1721745334768529, y=-0.9798262887052096, z=0.10119297288359522, w=0.007507078205477811)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06444444444444444, y=-0.02, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.04, z=-0.21)>	COMP<96>
[1740779486.8494582]	Q_Header<(2621443, 30172, 257, 173, 250, 8, 58, 118, 38)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 12, 34, 45, 90, 221, 253, 206, 119, 253, 253, 253, 113, 253, 253, 253, 112, 141, 89, 87, 41, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17169343535356854, y=-0.9800502991369535, z=0.09985441174491225, w=0.007202213072065798)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.025555555555555557, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=-0.17)>	COMP<94>
[1740779486.8580406]	Q_Header<(2621443, 30173, 257, 173, 250, 8, 58, 119, 39)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38, 123, 174, 140, 253, 253, 253, 253, 240, 253, 253, 238, 149, 190, 138, 103, 0, 54, 52, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 43, 28, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17169343535356854, y=-0.9800502991369535, z=0.09985441174491225, w=0.007202213072065798)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.025555555555555557, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=-0.17)>	COMP<94>
[1740779486.8681076]	Q_Header<(2621443, 30174, 257, 173, 250, 8, 58, 120, 41)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 16, 0, 0, 61, 60, 148, 251, 251, 253, 253, 253, 253, 253, 253, 253, 253, 207, 126, 46, 75, 115, 114, 46, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 122, 70, 78, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17169343535356854, y=-0.9800502991369535, z=0.09985441174491225, w=0.007202213072065798)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.025555555555555557, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=-0.17)>	COMP<94>
[1740779486.8782]	Q_Header<(2621443, 30175, 257, 173, 250, 8, 58, 121, 45)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 14, 33, 42, 41, 105, 149, 248, 253, 253, 253, 227, 253, 253, 253, 253, 253, 115, 118, 86, 104, 131, 39, 63, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 253, 251, 204, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17138347001179446, y=-0.9802060286287105, z=0.09887507885295835, w=0.006896841919990304)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06222222222222222, y=-0.027777777777777776, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=-0.23)>	COMP<94>
[1740779486.8892908]	Q_Header<(2621443, 30176, 257, 173, 250, 8, 58, 122, 48)>	Q_Data<(0, 0, 61, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 34, 5, 17, 54, 48, 161, 253, 253, 253, 253, 253, 253, 253, 253, 184, 210, 238, 148, 124, 153, 68, 116, 131, 0, 76, 93, 114, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 218, 253, 253, 253, 186, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17138347001179446, y=-0.9802060286287105, z=0.09887507885295835, w=0.006896841919990304)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06222222222222222, y=-0.027777777777777776, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=-0.23)>	COMP<94>
[1740779486.898083]	Q_Header<(2621443, 30177, 257, 173, 250, 8, 58, 123, 46)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 18, 0, 32, 45, 44, 51, 152, 187, 253, 253, 253, 253, 253, 253, 253, 253, 253, 199, 115, 157, 59, 195, 217, 91, 134, 151, 192, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 202, 253, 253, 253, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17138347001179446, y=-0.9802060286287105, z=0.09887507885295835, w=0.006896841919990304)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06222222222222222, y=-0.027777777777777776, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=-0.23)>	COMP<94>
[1740779486.9079049]	Q_Header<(2621443, 30178, 257, 173, 250, 8, 58, 124, 42)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 35, 31, 78, 80, 253, 253, 253, 253, 253, 253, 253, 253, 212, 220, 253, 253, 213, 237, 247, 138, 152, 175, 234, 180, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 179, 253, 253, 220, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126034266679352, y=-0.9803220327562501, z=0.09795896292950948, w=0.0065305975286339656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.03, z=-0.04)>	COMP<96>
[1740779486.9183543]	Q_Header<(2621443, 30179, 257, 173, 250, 8, 58, 125, 45)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 27, 20, 16, 62, 79, 164, 253, 253, 253, 253, 234, 253, 253, 253, 197, 253, 253, 253, 198, 170, 127, 124, 155, 218, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 201, 194, 147, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126034266679352, y=-0.9803220327562501, z=0.09795896292950948, w=0.0065305975286339656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.03, z=-0.04)>	COMP<96>
[1740779486.928382]	Q_Header<(2621443, 30180, 257, 173, 250, 8, 58, 126, 43)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 27, 0, 22, 16, 24, 57, 64, 85, 159, 184, 253, 188, 154, 253, 253, 253, 253, 253, 253, 253, 100, 110, 94, 46, 86, 154, 131, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 62, 75, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126034266679352, y=-0.9803220327562501, z=0.09795896292950948, w=0.0065305975286339656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.03, z=-0.04)>	COMP<96>
[1740779486.9384828]	Q_Header<(2621443, 30181, 257, 173, 250, 8, 58, 127, 39)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 10, 0, 0, 35, 39, 49, 90, 114, 147, 132, 105, 175, 194, 253, 253, 253, 253, 253, 202, 214, 130, 95, 40, 86, 67, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126034266679352, y=-0.9803220327562501, z=0.09795896292950948, w=0.0065305975286339656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.03, z=-0.04)>	COMP<96>
[1740779486.948374]	Q_Header<(2621443, 30182, 257, 173, 250, 8, 58, 128, 36)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 21, 0, 0, 0, 0, 34, 35, 62, 101, 87, 71, 129, 180, 253, 253, 159, 253, 253, 253, 253, 87, 145, 49, 52, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126685918680293, y=-0.9804203703198914, z=0.09698611519879895, w=0.006103594411504024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.028888888888888888, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.02, z=-0.07)>	COMP<94>
[1740779486.9583418]	Q_Header<(2621443, 30183, 257, 173, 250, 8, 58, 129, 38)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 0, 0, 0, 0, 0, 26, 49, 56, 54, 64, 197, 253, 253, 253, 251, 253, 253, 253, 229, 220, 43, 179, 98, 0, 44, 91, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126685918680293, y=-0.9804203703198914, z=0.09698611519879895, w=0.006103594411504024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.028888888888888888, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.02, z=-0.07)>	COMP<94>
[1740779486.968379]	Q_Header<(2621443, 30184, 257, 173, 250, 8, 58, 130, 38)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 7, 9, 0, 0, 0, 0, 0, 0, 19, 34, 19, 177, 253, 249, 253, 253, 253, 253, 235, 253, 253, 229, 198, 101, 88, 98, 144, 82, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126685918680293, y=-0.9804203703198914, z=0.09698611519879895, w=0.006103594411504024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.028888888888888888, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.02, z=-0.07)>	COMP<94>
[1740779486.9784496]	Q_Header<(2621443, 30185, 257, 173, 250, 8, 58, 131, 46)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 21, 0, 0, 0, 17, 14, 0, 0, 0, 19, 0, 57, 134, 190, 226, 253, 253, 253, 222, 253, 253, 253, 253, 207, 253, 160, 132, 175, 124, 20, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126708792289494, y=-0.9804827157496023, z=0.09637588447264829, w=0.005737386409391349)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.027777777777777776, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.06)>	COMP<94>
[1740779486.9883046]	Q_Header<(2621443, 30186, 257, 173, 250, 8, 58, 132, 43)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 23, 16, 0, 0, 0, 30, 0, 0, 0, 20, 19, 48, 87, 122, 154, 188, 85, 154, 251, 253, 253, 253, 253, 253, 253, 237, 138, 171, 189, 130, 40, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126708792289494, y=-0.9804827157496023, z=0.09637588447264829, w=0.005737386409391349)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.027777777777777776, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.06)>	COMP<94>
[1740779486.9983613]	Q_Header<(2621443, 30187, 257, 173, 250, 8, 58, 133, 48)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 19, 0, 7, 11, 0, 0, 0, 15, 0, 0, 14, 26, 29, 27, 43, 70, 98, 132, 81, 125, 253, 253, 253, 253, 253, 253, 253, 253, 80, 180, 253, 145, 156, 46, 65, 54, 44, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17126708792289494, y=-0.9804827157496023, z=0.09637588447264829, w=0.005737386409391349)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.027777777777777776, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.06)>	COMP<94>
