[1740780010.5022264]	Q_Header<(2621443, 17018, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 114, 209, 253, 253, 253, 253, 253, 121, 97, 48, 35, 42, 123, 132, 31, 52, 0, 27, 130, 253, 253, 253, 253, 253, 152, 106, 71, 42, 0, 36, 67, 73, 54, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 72, 23, 0, 79, 119, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32738251540205826, y=-0.9396073498535956, z=0.09972837997146965, w=-0.0036009635363015357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.012222222222222223, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.02, z=0.02)>	COMP<197>
[1740780011.772451]	Q_Header<(2621443, 17145, 257, 173, 250, 8, 58, 127, 38)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 81, 111, 81, 0, 0, 0, 22, 48, 0, 28, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 59, 79, 109, 47, 15, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31634360859079713, y=-0.9432325153698976, z=0.10107370554241946, w=-0.004821752861021218)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.027777777777777776, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.03)>	COMP<198>
[1740780011.7858088]	Q_Header<(2621443, 17146, 257, 173, 250, 8, 58, 128, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 89, 111, 109, 0, 0, 0, 55, 37, 0, 17, 0, 17, 0, 0, 12, 0, 0, 0, 0, 3, 0, 0, 0, 0, 29, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31610868570614153, y=-0.9432600171659995, z=0.10156494555223393, w=-0.004516710319029634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.03, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=-0.03)>	COMP<196>
[1740780011.7925425]	Q_Header<(2621443, 17147, 257, 173, 250, 8, 58, 129, 29)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 60, 23, 97, 0, 0, 0, 71, 73, 28, 23, 3, 22, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31610868570614153, y=-0.9432600171659995, z=0.10156494555223393, w=-0.004516710319029634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.03, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=-0.03)>	COMP<196>
[1740780011.8039093]	Q_Header<(2621443, 17148, 257, 173, 250, 8, 58, 130, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 101, 96, 105, 43, 0, 0, 102, 127, 57, 0, 8, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31610868570614153, y=-0.9432600171659995, z=0.10156494555223393, w=-0.004516710319029634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.03, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=-0.03)>	COMP<196>
[1740780011.814362]	Q_Header<(2621443, 17149, 257, 173, 250, 8, 58, 131, 24)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 99, 94, 104, 0, 0, 0, 126, 156, 80, 23, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3158555204360506, y=-0.9432941194858284, z=0.10205032467035297, w=-0.004150372055971293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.03333333333333333, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=0.07)>	COMP<195>
[1740780011.82618]	Q_Header<(2621443, 17150, 257, 173, 250, 8, 58, 132, 26)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 99, 88, 110, 0, 0, 0, 140, 157, 79, 34, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3158555204360506, y=-0.9432941194858284, z=0.10205032467035297, w=-0.004150372055971293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.03333333333333333, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=0.07)>	COMP<195>
[1740780011.8330204]	Q_Header<(2621443, 17151, 257, 173, 250, 8, 58, 133, 24)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 90, 107, 107, 117, 0, 0, 137, 131, 53, 31, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3158555204360506, y=-0.9432941194858284, z=0.10205032467035297, w=-0.004150372055971293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.03333333333333333, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=0.07)>	COMP<195>
[1740780011.8431745]	Q_Header<(2621443, 17152, 257, 173, 250, 8, 58, 134, 20)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 94, 98, 107, 112, 0, 0, 112, 66, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3155472768184598, y=-0.9433459788212987, z=0.10253760639361943, w=-0.003784125950240717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.027777777777777776, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.07, z=0.05)>	COMP<195>
[1740780011.8530924]	Q_Header<(2621443, 17153, 257, 173, 250, 8, 58, 135, 25)>	Q_Data<(0, 0, 63, 0, 66, 0, 0, 0, 0, 0, 77, 95, 104, 107, 0, 0, 121, 152, 72, 20, 21, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3155472768184598, y=-0.9433459788212987, z=0.10253760639361943, w=-0.003784125950240717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.027777777777777776, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.07, z=0.05)>	COMP<195>
[1740780011.863235]	Q_Header<(2621443, 17154, 257, 173, 250, 8, 58, 136, 25)>	Q_Data<(0, 0, 35, 0, 67, 0, 0, 0, 0, 0, 98, 104, 120, 0, 0, 0, 158, 181, 71, 28, 3, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3155472768184598, y=-0.9433459788212987, z=0.10253760639361943, w=-0.003784125950240717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.027777777777777776, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.07, z=0.05)>	COMP<195>
[1740780011.8730824]	Q_Header<(2621443, 17155, 257, 173, 250, 8, 58, 137, 25)>	Q_Data<(0, 0, 44, 0, 67, 0, 0, 0, 0, 0, 100, 91, 26, 0, 19, 0, 111, 136, 48, 0, 0, 10, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3155472768184598, y=-0.9433459788212987, z=0.10253760639361943, w=-0.003784125950240717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.027777777777777776, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.07, z=0.05)>	COMP<195>
[1740780011.8879142]	Q_Header<(2621443, 17156, 257, 173, 250, 8, 58, 138, 23)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 0, 100, 96, 0, 87, 0, 0, 99, 106, 29, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31537490208973956, y=-0.9433780698082088, z=0.1027852400075714, w=-0.0034180364848123506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.024444444444444446, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.08, z=-0.01)>	COMP<195>
[1740780011.8930442]	Q_Header<(2621443, 17157, 257, 173, 250, 8, 58, 139, 24)>	Q_Data<(0, 0, 53, 0, 64, 0, 0, 0, 0, 0, 100, 99, 0, 109, 0, 0, 172, 162, 57, 16, 9, 25, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31537490208973956, y=-0.9433780698082088, z=0.1027852400075714, w=-0.0034180364848123506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.024444444444444446, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.08, z=-0.01)>	COMP<195>
[1740780011.9031744]	Q_Header<(2621443, 17158, 257, 173, 250, 8, 58, 140, 24)>	Q_Data<(0, 0, 49, 0, 62, 0, 0, 0, 0, 0, 100, 93, 0, 114, 82, 0, 214, 202, 68, 38, 18, 24, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31537490208973956, y=-0.9433780698082088, z=0.1027852400075714, w=-0.0034180364848123506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.024444444444444446, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.08, z=-0.01)>	COMP<195>
[1740780011.9133925]	Q_Header<(2621443, 17159, 257, 173, 250, 8, 58, 141, 24)>	Q_Data<(0, 0, 65, 0, 58, 0, 0, 0, 0, 0, 96, 105, 68, 111, 127, 0, 198, 190, 63, 42, 19, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31506016207777826, y=-0.9434715198369423, z=0.10290419086848782, w=-0.003051725707843648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=0.05)>	COMP<192>
[1740780011.9223316]	Q_Header<(2621443, 17160, 257, 173, 250, 8, 58, 142, 24)>	Q_Data<(0, 0, 66, 0, 55, 0, 0, 0, 0, 0, 96, 79, 108, 0, 125, 88, 149, 139, 47, 29, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31506016207777826, y=-0.9434715198369423, z=0.10290419086848782, w=-0.003051725707843648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=0.05)>	COMP<192>
[1740780011.9333773]	Q_Header<(2621443, 17161, 257, 173, 250, 8, 58, 143, 28)>	Q_Data<(0, 0, 68, 0, 57, 0, 0, 0, 0, 0, 86, 101, 111, 0, 118, 108, 86, 73, 15, 25, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31506016207777826, y=-0.9434715198369423, z=0.10290419086848782, w=-0.003051725707843648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.07, z=0.05)>	COMP<192>
