[1740780058.002571]	Q_Header<(2621443, 21768, 257, 173, 250, 8, 58, 0, 53)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 128, 230, 220, 220, 253, 253, 253, 253, 227, 253, 206, 189, 139, 180, 253, 99, 41, 25, 0, 28, 56, 119, 135, 112, 223, 253, 253, 72, 0, 0, 36, 40, 0, 52, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 61, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29321765427506535, y=-0.951492508845544, z=0.09283598088101049, w=-0.00817884381200224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.014444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.08, z=0.08)>	COMP<165>
[1740780059.352421]	Q_Header<(2621443, 21903, 257, 173, 250, 8, 58, 135, 20)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 94, 81, 106, 105, 0, 0, 0, 37, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30200792672837357, y=-0.9491154528347229, z=0.08862479984025837, w=-0.010803436344163727)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.008888888888888889, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=0.02)>	COMP<165>
[1740780059.363399]	Q_Header<(2621443, 21904, 257, 173, 250, 8, 58, 136, 21)>	Q_Data<(0, 0, 25, 0, 66, 0, 0, 0, 0, 93, 84, 96, 123, 0, 0, 0, 32, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30200792672837357, y=-0.9491154528347229, z=0.08862479984025837, w=-0.010803436344163727)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.008888888888888889, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=0.02)>	COMP<165>
[1740780059.3738315]	Q_Header<(2621443, 21905, 257, 173, 250, 8, 58, 137, 33)>	Q_Data<(0, 0, 36, 0, 65, 0, 0, 0, 0, 93, 85, 94, 123, 0, 0, 0, 18, 10, 34, 16, 0, 9, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 10, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.302363185456853, y=-0.9489589841508176, z=0.0891098608734367, w=-0.010619942323272591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.19)>	COMP<165>
[1740780059.3825831]	Q_Header<(2621443, 21906, 257, 173, 250, 8, 58, 138, 25)>	Q_Data<(0, 0, 52, 0, 64, 0, 0, 0, 0, 74, 76, 110, 0, 0, 0, 0, 13, 5, 25, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.302363185456853, y=-0.9489589841508176, z=0.0891098608734367, w=-0.010619942323272591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.19)>	COMP<165>
[1740780059.392405]	Q_Header<(2621443, 21907, 257, 173, 250, 8, 58, 139, 22)>	Q_Data<(0, 0, 33, 0, 64, 0, 0, 0, 0, 70, 85, 17, 105, 38, 0, 0, 21, 0, 30, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.302363185456853, y=-0.9489589841508176, z=0.0891098608734367, w=-0.010619942323272591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.19)>	COMP<165>
[1740780059.4024673]	Q_Header<(2621443, 21908, 257, 173, 250, 8, 58, 140, 29)>	Q_Data<(0, 0, 28, 0, 62, 0, 0, 0, 0, 87, 83, 96, 111, 72, 35, 0, 5, 9, 32, 34, 12, 18, 7, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.302363185456853, y=-0.9489589841508176, z=0.0891098608734367, w=-0.010619942323272591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.19)>	COMP<165>
[1740780059.4125433]	Q_Header<(2621443, 21909, 257, 173, 250, 8, 58, 141, 26)>	Q_Data<(0, 0, 53, 0, 58, 0, 0, 0, 0, 70, 85, 93, 98, 97, 122, 0, 45, 20, 22, 38, 9, 18, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30280401604125645, y=-0.9487574330468234, z=0.08978526659880835, w=-0.01037627146281266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=0.2)>	COMP<169>
[1740780059.42248]	Q_Header<(2621443, 21910, 257, 173, 250, 8, 58, 142, 27)>	Q_Data<(0, 0, 67, 0, 53, 0, 0, 0, 0, 0, 61, 111, 0, 29, 125, 0, 44, 26, 10, 25, 0, 0, 0, 4, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30280401604125645, y=-0.9487574330468234, z=0.08978526659880835, w=-0.01037627146281266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=0.2)>	COMP<169>
[1740780059.432406]	Q_Header<(2621443, 21911, 257, 173, 250, 8, 58, 143, 20)>	Q_Data<(0, 0, 67, 0, 55, 0, 0, 0, 0, 0, 96, 99, 19, 0, 115, 0, 19, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30280401604125645, y=-0.9487574330468234, z=0.08978526659880835, w=-0.01037627146281266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=0.2)>	COMP<169>
[1740780059.442542]	Q_Header<(2621443, 21912, 257, 173, 250, 8, 58, 144, 24)>	Q_Data<(0, 0, 55, 0, 54, 0, 0, 0, 0, 0, 98, 89, 0, 131, 0, 0, 30, 50, 37, 18, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30310686300880746, y=-0.9486280436735574, z=0.0901507927233203, w=-0.010193082183340887)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.16)>	COMP<169>
[1740780059.4525075]	Q_Header<(2621443, 21913, 257, 173, 250, 8, 58, 145, 25)>	Q_Data<(0, 0, 51, 0, 55, 0, 0, 0, 0, 0, 93, 101, 40, 135, 0, 0, 52, 88, 46, 28, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30310686300880746, y=-0.9486280436735574, z=0.0901507927233203, w=-0.010193082183340887)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.16)>	COMP<169>
[1740780059.4624267]	Q_Header<(2621443, 21914, 257, 173, 250, 8, 58, 146, 22)>	Q_Data<(0, 0, 59, 0, 54, 0, 0, 0, 0, 0, 100, 90, 112, 125, 0, 0, 80, 104, 44, 31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30310686300880746, y=-0.9486280436735574, z=0.0901507927233203, w=-0.010193082183340887)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.16)>	COMP<169>
[1740780059.4724948]	Q_Header<(2621443, 21915, 257, 173, 250, 8, 58, 147, 29)>	Q_Data<(0, 0, 51, 0, 49, 0, 0, 0, 0, 0, 93, 93, 104, 131, 0, 0, 72, 85, 38, 32, 24, 0, 0, 4, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30310686300880746, y=-0.9486280436735574, z=0.0901507927233203, w=-0.010193082183340887)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.16)>	COMP<169>
[1740780059.48256]	Q_Header<(2621443, 21916, 257, 173, 250, 8, 58, 148, 30)>	Q_Data<(0, 0, 38, 0, 51, 0, 0, 0, 0, 0, 16, 111, 110, 95, 0, 0, 56, 41, 18, 33, 22, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3034079448675882, y=-0.94849315293549, z=0.0905768236136594, w=-0.01000983765002705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.014444444444444444, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.02, z=0.25)>	COMP<173>
[1740780059.492488]	Q_Header<(2621443, 21917, 257, 173, 250, 8, 58, 149, 31)>	Q_Data<(0, 0, 6, 0, 51, 0, 0, 0, 0, 0, 6, 86, 75, 115, 9, 0, 70, 10, 34, 10, 24, 0, 0, 0, 6, 23, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3034079448675882, y=-0.94849315293549, z=0.0905768236136594, w=-0.01000983765002705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.014444444444444444, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.02, z=0.25)>	COMP<173>
[1740780059.502503]	Q_Header<(2621443, 21918, 257, 173, 250, 8, 58, 150, 31)>	Q_Data<(0, 0, 31, 0, 52, 0, 0, 0, 0, 0, 60, 112, 115, 119, 22, 0, 75, 43, 33, 0, 24, 0, 7, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3034079448675882, y=-0.94849315293549, z=0.0905768236136594, w=-0.01000983765002705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.014444444444444444, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.02, z=0.25)>	COMP<173>
[1740780059.5125563]	Q_Header<(2621443, 21919, 257, 173, 250, 8, 58, 151, 31)>	Q_Data<(0, 0, 62, 0, 53, 0, 0, 0, 0, 0, 82, 106, 116, 131, 0, 0, 76, 59, 34, 0, 24, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30376450524728105, y=-0.9483409448527734, z=0.09100118089686479, w=-0.009765384938630696)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.01888888888888889, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.03, z=0.21)>	COMP<165>
