[1740780095.5028567]	Q_Header<(2621443, 25518, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 94, 224, 168, 253, 253, 253, 253, 205, 253, 253, 253, 177, 189, 137, 157, 144, 121, 93, 38, 0, 36, 32, 0, 48, 71, 221, 253, 153, 71, 0, 0, 0, 19, 58, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 56, 0, 10, 78, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2722782159498982, y=-0.9570325994383331, z=0.09930433924018928, w=-0.009582533042845554)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.01888888888888889, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.06, z=-0.02)>	COMP<124>
[1740780096.8227499]	Q_Header<(2621443, 25650, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 60, 88, 109, 101, 0, 123, 0, 42, 32, 37, 9, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27465596187327146, y=-0.9565351632173134, z=0.09753338379410839, w=-0.00958244133646747)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.05, z=0.1)>	COMP<127>
[1740780096.8336706]	Q_Header<(2621443, 25651, 257, 173, 250, 8, 58, 133, 24)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 34, 88, 104, 67, 0, 102, 0, 71, 24, 45, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27465596187327146, y=-0.9565351632173134, z=0.09753338379410839, w=-0.00958244133646747)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.05, z=0.1)>	COMP<127>
[1740780096.8436997]	Q_Header<(2621443, 25652, 257, 173, 250, 8, 58, 134, 24)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 100, 101, 114, 29, 20, 0, 98, 33, 28, 19, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27514510370967976, y=-0.9563550643360631, z=0.09796093421784295, w=-0.009155227496994668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.04, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.06)>	COMP<124>
[1740780096.8524861]	Q_Header<(2621443, 25653, 257, 173, 250, 8, 58, 135, 21)>	Q_Data<(0, 0, 64, 0, 66, 0, 0, 0, 0, 0, 96, 106, 116, 120, 123, 0, 95, 43, 11, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27514510370967976, y=-0.9563550643360631, z=0.09796093421784295, w=-0.009155227496994668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.04, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.06)>	COMP<124>
[1740780096.8625026]	Q_Header<(2621443, 25654, 257, 173, 250, 8, 58, 136, 23)>	Q_Data<(0, 0, 30, 0, 67, 0, 0, 0, 0, 0, 59, 69, 106, 119, 129, 0, 66, 37, 27, 29, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27514510370967976, y=-0.9563550643360631, z=0.09796093421784295, w=-0.009155227496994668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.04, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.06)>	COMP<124>
[1740780096.8737197]	Q_Header<(2621443, 25655, 257, 173, 250, 8, 58, 137, 22)>	Q_Data<(0, 0, 21, 0, 67, 0, 0, 0, 0, 0, 85, 112, 115, 124, 120, 0, 91, 58, 21, 26, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27514510370967976, y=-0.9563550643360631, z=0.09796093421784295, w=-0.009155227496994668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.04, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.06)>	COMP<124>
[1740780096.8838384]	Q_Header<(2621443, 25656, 257, 173, 250, 8, 58, 138, 26)>	Q_Data<(0, 0, 45, 0, 66, 0, 0, 0, 0, 0, 85, 107, 57, 132, 88, 0, 120, 97, 32, 20, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27582186816201176, y=-0.9561295783929883, z=0.09832906165279949, w=-0.008361937583136891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.04, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.02)>	COMP<124>
[1740780096.892484]	Q_Header<(2621443, 25657, 257, 173, 250, 8, 58, 139, 26)>	Q_Data<(0, 0, 52, 0, 64, 0, 0, 0, 0, 0, 70, 111, 124, 111, 0, 0, 117, 105, 29, 34, 12, 9, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27582186816201176, y=-0.9561295783929883, z=0.09832906165279949, w=-0.008361937583136891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.04, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.02)>	COMP<124>
[1740780096.9024618]	Q_Header<(2621443, 25658, 257, 173, 250, 8, 58, 140, 24)>	Q_Data<(0, 0, 34, 0, 58, 0, 0, 0, 0, 0, 0, 93, 121, 111, 0, 0, 83, 77, 7, 37, 26, 19, 18, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27582186816201176, y=-0.9561295783929883, z=0.09832906165279949, w=-0.008361937583136891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.04, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=0.02)>	COMP<124>
[1740780096.9096577]	Q_Header<(2621443, 25659, 257, 173, 250, 8, 58, 141, 24)>	Q_Data<(0, 0, 44, 0, 58, 0, 0, 0, 0, 0, 0, 107, 91, 108, 0, 0, 53, 36, 14, 23, 19, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27637403579307745, y=-0.9559563049008788, z=0.09851318325309784, w=-0.007751656922641528)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03888888888888889, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.05, z=0.03)>	COMP<130>
[1740780096.9227357]	Q_Header<(2621443, 25660, 257, 173, 250, 8, 58, 142, 22)>	Q_Data<(0, 0, 66, 0, 54, 0, 0, 0, 0, 0, 32, 107, 66, 136, 24, 0, 55, 15, 23, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27637403579307745, y=-0.9559563049008788, z=0.09851318325309784, w=-0.007751656922641528)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03888888888888889, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.05, z=0.03)>	COMP<130>
[1740780096.9328868]	Q_Header<(2621443, 25661, 257, 173, 250, 8, 58, 143, 27)>	Q_Data<(0, 0, 67, 0, 53, 0, 0, 0, 0, 0, 0, 97, 119, 116, 131, 0, 52, 26, 32, 14, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27637403579307745, y=-0.9559563049008788, z=0.09851318325309784, w=-0.007751656922641528)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03888888888888889, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.05, z=0.03)>	COMP<130>
[1740780096.9427783]	Q_Header<(2621443, 25662, 257, 173, 250, 8, 58, 144, 23)>	Q_Data<(0, 0, 51, 0, 59, 0, 0, 0, 0, 0, 0, 94, 120, 126, 138, 0, 61, 44, 37, 25, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2769130677293774, y=-0.9557986864981376, z=0.09857055419505059, w=-0.007202059068121343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.03333333333333333, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=-0.01)>	COMP<128>
[1740780096.95328]	Q_Header<(2621443, 25663, 257, 173, 250, 8, 58, 145, 25)>	Q_Data<(0, 0, 51, 0, 53, 0, 0, 0, 0, 0, 0, 90, 113, 135, 126, 0, 85, 38, 46, 40, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2769130677293774, y=-0.9557986864981376, z=0.09857055419505059, w=-0.007202059068121343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.03333333333333333, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=-0.01)>	COMP<128>
[1740780096.9628263]	Q_Header<(2621443, 25664, 257, 173, 250, 8, 58, 146, 25)>	Q_Data<(0, 0, 60, 0, 52, 0, 0, 0, 0, 0, 0, 104, 107, 120, 148, 0, 114, 0, 56, 43, 28, 0, 0, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2769130677293774, y=-0.9557986864981376, z=0.09857055419505059, w=-0.007202059068121343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.03333333333333333, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=-0.01)>	COMP<128>
[1740780096.9727886]	Q_Header<(2621443, 25665, 257, 173, 250, 8, 58, 147, 27)>	Q_Data<(0, 0, 44, 0, 51, 0, 0, 0, 0, 0, 0, 101, 119, 111, 111, 0, 108, 45, 50, 39, 4, 0, 13, 22, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2769130677293774, y=-0.9557986864981376, z=0.09857055419505059, w=-0.007202059068121343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.03333333333333333, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=-0.01)>	COMP<128>
[1740780096.982842]	Q_Header<(2621443, 25666, 257, 173, 250, 8, 58, 148, 34)>	Q_Data<(0, 0, 17, 0, 54, 0, 0, 0, 0, 0, 0, 105, 120, 118, 141, 0, 53, 68, 67, 51, 6, 0, 17, 19, 0, 0, 11, 0, 0, 0, 0, 29, 57, 46, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27770029563936777, y=-0.9555941821594683, z=0.09838524759794744, w=-0.006530534424925791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.025555555555555557, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.12)>	COMP<128>
