[1740779438.237958]	Q_Header<(2621443, 25304, 257, 173, 250, 8, 58, 0, 42)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 0, 15, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 14, 80, 112, 137, 209, 253, 247, 253, 253, 253, 253, 171, 253, 241, 253, 184, 79, 102, 0, 126, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8036548975943175, y=-0.585819070943287, z=0.07623338399751671, w=-0.07171675436115464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.006666666666666667, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.09, z=0.12)>	COMP<15>
[1740779439.5087888]	Q_Header<(2621443, 25431, 257, 173, 250, 8, 58, 127, 83)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 45, 184, 253, 250, 253, 243, 127, 193, 102, 44, 5, 0, 0, 16, 41, 30, 31, 75, 72, 0, 22, 56, 30, 58, 244, 253, 253, 129, 159, 203, 33, 146, 253, 253, 101, 100, 52, 0, 60, 60, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50, 146, 188, 221, 153, 253, 253, 244, 178, 253, 253, 253, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 108, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 13, 77, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040567354221066, y=-0.5851902215900379, z=0.07659717648054834, w=-0.07195862236698526)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.13)>	COMP<15>
[1740779439.518164]	Q_Header<(2621443, 25432, 257, 173, 250, 8, 58, 128, 83)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 82, 155, 253, 214, 211, 162, 186, 211, 103, 69, 10, 0, 17, 0, 0, 44, 66, 152, 171, 62, 126, 163, 158, 148, 253, 253, 253, 185, 176, 217, 76, 151, 253, 253, 87, 63, 12, 69, 127, 145, 146, 129, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 61, 94, 116, 73, 120, 131, 203, 112, 253, 253, 253, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 131, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 171, 60, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040567354221066, y=-0.5851902215900379, z=0.07659717648054834, w=-0.07195862236698526)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.13)>	COMP<15>
[1740779439.5303965]	Q_Header<(2621443, 25433, 257, 173, 250, 8, 58, 129, 79)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 196, 120, 253, 121, 141, 91, 197, 190, 91, 44, 0, 0, 0, 0, 42, 65, 80, 192, 206, 132, 206, 253, 243, 181, 253, 253, 253, 199, 141, 180, 121, 90, 253, 253, 91, 6, 0, 156, 235, 251, 216, 216, 148, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 165, 39, 253, 253, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 184, 70, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040567354221066, y=-0.5851902215900379, z=0.07659717648054834, w=-0.07195862236698526)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.13)>	COMP<15>
[1740779439.538545]	Q_Header<(2621443, 25434, 257, 173, 250, 8, 58, 130, 69)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 174, 253, 154, 90, 145, 162, 131, 60, 58, 49, 34, 42, 48, 74, 74, 114, 188, 166, 156, 212, 253, 253, 183, 251, 253, 253, 150, 73, 111, 135, 112, 163, 208, 72, 23, 8, 226, 253, 253, 220, 253, 172, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 80, 186, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 33, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040567354221066, y=-0.5851902215900379, z=0.07659717648054834, w=-0.07195862236698526)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.13)>	COMP<15>
[1740779439.5490856]	Q_Header<(2621443, 25435, 257, 173, 250, 8, 58, 131, 67)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 207, 253, 226, 204, 253, 167, 126, 104, 50, 26, 54, 82, 96, 98, 89, 103, 91, 150, 187, 160, 127, 88, 253, 253, 179, 219, 253, 174, 253, 210, 102, 116, 140, 211, 250, 88, 22, 79, 253, 253, 253, 252, 253, 232, 82, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040816925293739, y=-0.5851473498010556, z=0.0766605894805597, w=-0.07196085588979291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.008888888888888889, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.0)>	COMP<15>
[1740779439.558609]	Q_Header<(2621443, 25436, 257, 173, 250, 8, 58, 132, 59)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 150, 253, 187, 219, 202, 253, 251, 63, 55, 51, 30, 61, 121, 162, 154, 110, 106, 99, 167, 210, 233, 150, 253, 153, 205, 173, 232, 249, 253, 253, 253, 122, 43, 111, 204, 249, 85, 0, 110, 253, 253, 253, 253, 253, 253, 142, 101, 104, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040816925293739, y=-0.5851473498010556, z=0.0766605894805597, w=-0.07196085588979291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.008888888888888889, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.0)>	COMP<15>
[1740779439.5680842]	Q_Header<(2621443, 25437, 257, 173, 250, 8, 58, 133, 61)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 151, 253, 154, 136, 253, 253, 253, 74, 36, 33, 27, 63, 144, 212, 183, 173, 119, 53, 154, 205, 253, 253, 253, 154, 253, 149, 211, 91, 253, 253, 253, 147, 26, 47, 152, 199, 63, 0, 109, 253, 253, 253, 253, 253, 253, 204, 144, 252, 80, 160, 42, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040816925293739, y=-0.5851473498010556, z=0.0766605894805597, w=-0.07196085588979291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.008888888888888889, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.0)>	COMP<15>
[1740779439.5781074]	Q_Header<(2621443, 25438, 257, 173, 250, 8, 58, 134, 60)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 149, 253, 217, 212, 253, 253, 219, 98, 21, 19, 52, 100, 132, 219, 160, 253, 209, 169, 120, 183, 242, 253, 253, 232, 253, 253, 209, 237, 253, 253, 181, 124, 35, 0, 83, 126, 0, 0, 80, 253, 253, 253, 253, 253, 253, 229, 235, 253, 97, 220, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8042109733254222, y=-0.5849694875797546, z=0.07666127675293946, w=-0.071961501028436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0011111111111111111, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.04, z=-0.1)>	COMP<14>
[1740779439.5880294]	Q_Header<(2621443, 25439, 257, 173, 250, 8, 58, 135, 57)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 144, 227, 136, 253, 253, 253, 137, 86, 34, 0, 109, 178, 164, 168, 230, 253, 253, 242, 145, 146, 178, 253, 253, 253, 253, 253, 253, 253, 253, 253, 150, 48, 0, 0, 19, 43, 12, 0, 45, 208, 240, 231, 253, 253, 253, 228, 253, 253, 57, 220, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8042109733254222, y=-0.5849694875797546, z=0.07666127675293946, w=-0.071961501028436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0011111111111111111, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.04, z=-0.1)>	COMP<14>
[1740779439.5980148]	Q_Header<(2621443, 25440, 257, 173, 250, 8, 58, 136, 56)>	Q_Data<(0, 0, 50, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 146, 209, 222, 253, 206, 194, 44, 42, 23, 46, 144, 219, 186, 217, 253, 253, 172, 253, 196, 101, 118, 253, 253, 253, 253, 253, 253, 253, 157, 104, 156, 57, 23, 0, 0, 0, 0, 0, 0, 90, 116, 158, 209, 159, 212, 198, 238, 253, 0, 163, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8042109733254222, y=-0.5849694875797546, z=0.07666127675293946, w=-0.071961501028436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0011111111111111111, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.04, z=-0.1)>	COMP<14>
[1740779439.6086235]	Q_Header<(2621443, 25441, 257, 173, 250, 8, 58, 137, 54)>	Q_Data<(0, 0, 52, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 151, 253, 253, 253, 183, 116, 49, 61, 60, 76, 183, 231, 253, 253, 253, 249, 253, 253, 203, 77, 174, 253, 253, 253, 253, 253, 253, 253, 140, 133, 75, 62, 10, 0, 0, 0, 0, 0, 0, 0, 30, 81, 119, 94, 79, 113, 144, 131, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8043579992670397, y=-0.5847601480368394, z=0.07671887131638734, w=-0.07195827309627739)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.11)>	COMP<20>
[1740779439.6180592]	Q_Header<(2621443, 25442, 257, 173, 250, 8, 58, 138, 55)>	Q_Data<(0, 0, 52, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 138, 253, 253, 253, 209, 47, 70, 73, 51, 110, 203, 236, 253, 253, 253, 239, 253, 253, 177, 69, 166, 253, 253, 253, 253, 253, 252, 204, 165, 104, 45, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 51, 43, 0, 24, 34, 33, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8043579992670397, y=-0.5847601480368394, z=0.07671887131638734, w=-0.07195827309627739)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.11)>	COMP<20>
[1740779439.6280558]	Q_Header<(2621443, 25443, 257, 173, 250, 8, 58, 139, 53)>	Q_Data<(0, 0, 40, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 253, 253, 243, 218, 55, 66, 54, 51, 134, 205, 236, 253, 253, 170, 253, 253, 253, 131, 53, 166, 240, 253, 253, 253, 253, 95, 138, 125, 35, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8043579992670397, y=-0.5847601480368394, z=0.07671887131638734, w=-0.07195827309627739)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.11)>	COMP<20>
[1740779439.6379633]	Q_Header<(2621443, 25444, 257, 173, 250, 8, 58, 140, 46)>	Q_Data<(0, 0, 36, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 138, 252, 253, 193, 198, 54, 50, 19, 26, 131, 182, 228, 253, 253, 253, 245, 253, 204, 82, 61, 181, 219, 253, 253, 253, 253, 121, 139, 89, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8043579992670397, y=-0.5847601480368394, z=0.07671887131638734, w=-0.07195827309627739)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.11)>	COMP<20>
[1740779439.6504643]	Q_Header<(2621443, 25445, 257, 173, 250, 8, 58, 141, 40)>	Q_Data<(0, 0, 53, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 148, 241, 208, 173, 176, 51, 54, 94, 97, 133, 185, 253, 253, 253, 253, 190, 160, 104, 0, 59, 175, 226, 253, 253, 253, 253, 146, 107, 91, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8045696603248318, y=-0.5844757295759816, z=0.07672159482842615, w=-0.07189979213037868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.0033333333333333335, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.02, z=0.06)>	COMP<20>
[1740779439.658035]	Q_Header<(2621443, 25446, 257, 173, 250, 8, 58, 142, 42)>	Q_Data<(0, 0, 53, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 149, 232, 174, 171, 165, 68, 59, 138, 168, 136, 201, 253, 253, 253, 253, 157, 44, 40, 46, 37, 131, 203, 253, 253, 211, 166, 141, 112, 62, 63, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8045696603248318, y=-0.5844757295759816, z=0.07672159482842615, w=-0.07189979213037868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.0033333333333333335, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.02, z=0.06)>	COMP<20>
[1740779439.6680717]	Q_Header<(2621443, 25447, 257, 173, 250, 8, 58, 143, 42)>	Q_Data<(0, 0, 57, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 87, 137, 148, 226, 185, 145, 147, 87, 62, 145, 187, 112, 199, 253, 253, 253, 253, 142, 34, 0, 85, 97, 67, 101, 177, 218, 70, 43, 94, 74, 67, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8045696603248318, y=-0.5844757295759816, z=0.07672159482842615, w=-0.07189979213037868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.0033333333333333335, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.02, z=0.06)>	COMP<20>
