[1740780457.965485]	Q_Header<(2621443, 61768, 257, 173, 250, 8, 58, 0, 20)>	Q_Data<(0, 0, 0, 79, 0, 50, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 43, 37, 26, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5686642679696496, y=-0.8176875816238486, z=0.08178706870015355, w=-0.036315899907904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.005555555555555556, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.24, z=-0.21)>	COMP<122>
[1740780459.325469]	Q_Header<(2621443, 61904, 257, 173, 250, 8, 58, 136, 34)>	Q_Data<(0, 0, 16, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 208, 240, 218, 253, 253, 253, 192, 142, 175, 62, 43, 43, 53, 16, 0, 0, 0, 0, 0, 0, 72, 238, 253, 104, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6201772037970937, y=-0.7792345596769508, z=0.0812986945633037, w=-0.03955071627403964)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.02666666666666667, z=-0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=-0.03)>	COMP<128>
[1740780459.3356485]	Q_Header<(2621443, 61905, 257, 173, 250, 8, 58, 137, 35)>	Q_Data<(0, 0, 27, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 253, 253, 192, 253, 253, 253, 253, 73, 164, 21, 52, 58, 64, 17, 0, 4, 0, 0, 0, 0, 115, 253, 253, 160, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6201772037970937, y=-0.7792345596769508, z=0.0812986945633037, w=-0.03955071627403964)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.02666666666666667, z=-0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=-0.03)>	COMP<128>
[1740780459.345449]	Q_Header<(2621443, 61906, 257, 173, 250, 8, 58, 138, 32)>	Q_Data<(0, 0, 49, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 245, 253, 107, 253, 253, 253, 253, 152, 129, 91, 50, 39, 55, 0, 0, 0, 0, 0, 0, 0, 129, 253, 253, 217, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6215833858649319, y=-0.7781389028271816, z=0.08099382885337437, w=-0.039672938021622715)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.023333333333333334, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.02, z=-0.09)>	COMP<128>
[1740780459.355443]	Q_Header<(2621443, 61907, 257, 173, 250, 8, 58, 139, 32)>	Q_Data<(0, 0, 31, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 193, 200, 253, 253, 253, 253, 253, 163, 90, 65, 43, 19, 30, 0, 0, 0, 0, 0, 0, 29, 99, 243, 253, 214, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6215833858649319, y=-0.7781389028271816, z=0.08099382885337437, w=-0.039672938021622715)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.023333333333333334, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.02, z=-0.09)>	COMP<128>
[1740780459.3654294]	Q_Header<(2621443, 61908, 257, 173, 250, 8, 58, 140, 31)>	Q_Data<(0, 0, 9, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 119, 88, 253, 253, 253, 253, 253, 143, 77, 57, 35, 0, 4, 0, 0, 0, 0, 0, 0, 0, 87, 170, 188, 152, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6215833858649319, y=-0.7781389028271816, z=0.08099382885337437, w=-0.039672938021622715)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.023333333333333334, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.02, z=-0.09)>	COMP<128>
[1740780459.375985]	Q_Header<(2621443, 61909, 257, 173, 250, 8, 58, 141, 30)>	Q_Data<(0, 0, 43, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 65, 253, 253, 253, 253, 253, 113, 69, 106, 77, 0, 28, 0, 0, 0, 0, 0, 0, 123, 199, 201, 85, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6226216827795261, y=-0.7773463142711543, z=0.0806887427344901, w=-0.03955091171857004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.017777777777777778, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.2)>	COMP<127>
[1740780459.3854578]	Q_Header<(2621443, 61910, 257, 173, 250, 8, 58, 142, 33)>	Q_Data<(0, 0, 65, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 59, 251, 253, 253, 253, 217, 127, 43, 174, 117, 45, 22, 0, 0, 0, 0, 0, 29, 120, 245, 253, 102, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6226216827795261, y=-0.7773463142711543, z=0.0806887427344901, w=-0.03955091171857004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.017777777777777778, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.2)>	COMP<127>
[1740780459.3954663]	Q_Header<(2621443, 61911, 257, 173, 250, 8, 58, 143, 36)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 26, 198, 253, 253, 253, 253, 232, 83, 248, 176, 57, 19, 15, 0, 0, 0, 0, 59, 171, 228, 200, 229, 189, 74, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6226216827795261, y=-0.7773463142711543, z=0.0806887427344901, w=-0.03955091171857004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.017777777777777778, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.2)>	COMP<127>
[1740780459.4055204]	Q_Header<(2621443, 61912, 257, 173, 250, 8, 58, 144, 34)>	Q_Data<(0, 0, 10, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 185, 253, 253, 253, 253, 253, 160, 253, 235, 50, 47, 17, 0, 0, 0, 0, 0, 158, 253, 253, 160, 210, 109, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6226216827795261, y=-0.7773463142711543, z=0.0806887427344901, w=-0.03955091171857004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.017777777777777778, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.05, z=-0.2)>	COMP<127>
[1740780459.4155328]	Q_Header<(2621443, 61913, 257, 173, 250, 8, 58, 145, 37)>	Q_Data<(0, 0, 27, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 163, 253, 253, 253, 236, 253, 164, 253, 252, 47, 55, 26, 0, 0, 0, 0, 59, 125, 253, 253, 253, 143, 218, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.62365885055849, y=-0.7765523150964639, z=0.08038351009840786, w=-0.039428813609393674)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.016666666666666666, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.09, z=-0.09)>	COMP<129>
[1740780459.425396]	Q_Header<(2621443, 61914, 257, 173, 250, 8, 58, 146, 36)>	Q_Data<(0, 0, 45, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 121, 253, 253, 253, 196, 247, 190, 220, 204, 27, 35, 0, 0, 0, 0, 0, 49, 113, 102, 253, 253, 182, 232, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.62365885055849, y=-0.7765523150964639, z=0.08038351009840786, w=-0.039428813609393674)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.016666666666666666, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.09, z=-0.09)>	COMP<129>
[1740780459.4354463]	Q_Header<(2621443, 61915, 257, 173, 250, 8, 58, 147, 37)>	Q_Data<(0, 0, 18, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 155, 245, 253, 253, 172, 253, 206, 129, 81, 61, 67, 44, 0, 0, 0, 0, 111, 248, 205, 253, 237, 253, 198, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.62365885055849, y=-0.7765523150964639, z=0.08038351009840786, w=-0.039428813609393674)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.016666666666666666, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.09, z=-0.09)>	COMP<129>
[1740780459.4455082]	Q_Header<(2621443, 61916, 257, 173, 250, 8, 58, 148, 37)>	Q_Data<(0, 0, 13, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 194, 253, 253, 253, 253, 253, 253, 164, 162, 96, 125, 103, 35, 24, 0, 0, 164, 253, 172, 245, 191, 189, 237, 200, 56, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6250705590772002, y=-0.7754634755469025, z=0.08001830904698853, w=-0.03924620344562443)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.022222222222222223, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.13)>	COMP<129>
[1740780459.4555185]	Q_Header<(2621443, 61917, 257, 173, 250, 8, 58, 149, 45)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 191, 253, 253, 253, 253, 253, 253, 229, 155, 165, 202, 131, 48, 30, 0, 0, 149, 149, 253, 253, 226, 129, 198, 157, 48, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6250705590772002, y=-0.7754634755469025, z=0.08001830904698853, w=-0.03924620344562443)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.022222222222222223, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.13)>	COMP<129>
[1740780459.465476]	Q_Header<(2621443, 61918, 257, 173, 250, 8, 58, 150, 40)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 253, 253, 253, 253, 253, 253, 131, 253, 253, 157, 73, 44, 18, 58, 189, 253, 253, 253, 253, 172, 147, 96, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6250705590772002, y=-0.7754634755469025, z=0.08001830904698853, w=-0.03924620344562443)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.022222222222222223, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.13)>	COMP<129>
[1740780459.4761336]	Q_Header<(2621443, 61919, 257, 173, 250, 8, 58, 151, 44)>	Q_Data<(0, 0, 61, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 224, 253, 253, 253, 144, 253, 253, 162, 253, 253, 169, 100, 96, 51, 95, 206, 253, 253, 253, 166, 90, 70, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6261050598373534, y=-0.7746661551428826, z=0.07971273232087966, w=-0.03912393676698612)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.01888888888888889, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=-0.1)>	COMP<124>
[1740780459.4854577]	Q_Header<(2621443, 61920, 257, 173, 250, 8, 58, 152, 33)>	Q_Data<(0, 0, 62, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 127, 253, 253, 253, 253, 253, 253, 233, 235, 253, 169, 101, 117, 52, 104, 178, 116, 198, 166, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6261050598373534, y=-0.7746661551428826, z=0.07971273232087966, w=-0.03912393676698612)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.01888888888888889, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=-0.1)>	COMP<124>
