[1740779713.070078]	Q_Header<(2621443, 52804, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 146, 181, 253, 253, 253, 253, 194, 158, 110, 125, 44, 76, 152, 156, 150, 212, 172, 28, 59, 74, 46, 0, 0, 0, 0, 0, 16, 98, 128, 150, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7234312923881856, y=-0.6847359882985788, z=0.040526312169556676, w=0.07836714582185357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=0.022222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.12, z=-0.17)>	COMP<194>
[1740779714.2299287]	Q_Header<(2621443, 52920, 257, 173, 250, 8, 58, 116, 25)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 100, 123, 120, 100, 0, 33, 61, 70, 59, 51, 41, 0, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7109347270905686, y=-0.6975680800067058, z=0.04254133797923475, w=0.0784909047938248)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=-0.01888888888888889, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.11, z=0.1)>	COMP<193>
[1740779714.2407618]	Q_Header<(2621443, 52921, 257, 173, 250, 8, 58, 117, 35)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 111, 123, 91, 0, 0, 67, 57, 70, 73, 65, 48, 10, 38, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 21, 9, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7105514460260439, y=-0.6979175215004133, z=0.04321168388476542, w=0.0784890190336276)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.03111111111111111, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.11, z=0.11)>	COMP<190>
[1740779714.2497416]	Q_Header<(2621443, 52922, 257, 173, 250, 8, 58, 118, 28)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 111, 116, 55, 0, 0, 110, 68, 66, 73, 66, 49, 31, 22, 13, 0, 33, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7105514460260439, y=-0.6979175215004133, z=0.04321168388476542, w=0.0784890190336276)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.03111111111111111, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.11, z=0.11)>	COMP<190>
[1740779714.2599165]	Q_Header<(2621443, 52923, 257, 173, 250, 8, 58, 119, 28)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 108, 87, 0, 78, 0, 152, 94, 21, 62, 55, 26, 32, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7105514460260439, y=-0.6979175215004133, z=0.04321168388476542, w=0.0784890190336276)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.03111111111111111, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.11, z=0.11)>	COMP<190>
[1740779714.2699318]	Q_Header<(2621443, 52924, 257, 173, 250, 8, 58, 120, 27)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 81, 126, 102, 0, 172, 103, 57, 67, 48, 35, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7105514460260439, y=-0.6979175215004133, z=0.04321168388476542, w=0.0784890190336276)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.03111111111111111, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.11, z=0.11)>	COMP<190>
[1740779714.2813563]	Q_Header<(2621443, 52925, 257, 173, 250, 8, 58, 121, 33)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 59, 114, 126, 107, 0, 196, 127, 64, 76, 55, 21, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7102887186895471, y=-0.6981423360291347, z=0.04388567403435459, w=0.07849370905171071)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.035555555555555556, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.03)>	COMP<190>
[1740779714.289952]	Q_Header<(2621443, 52926, 257, 173, 250, 8, 58, 122, 26)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 112, 123, 114, 145, 91, 233, 157, 85, 72, 56, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7102887186895471, y=-0.6981423360291347, z=0.04388567403435459, w=0.07849370905171071)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.035555555555555556, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.03)>	COMP<190>
[1740779714.2999535]	Q_Header<(2621443, 52927, 257, 173, 250, 8, 58, 123, 26)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 67, 99, 123, 117, 128, 148, 250, 179, 123, 61, 35, 14, 0, 27, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7102887186895471, y=-0.6981423360291347, z=0.04388567403435459, w=0.07849370905171071)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.035555555555555556, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.03)>	COMP<190>
[1740779714.3100028]	Q_Header<(2621443, 52928, 257, 173, 250, 8, 58, 124, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 37, 106, 109, 121, 147, 161, 241, 215, 144, 88, 89, 0, 17, 19, 26, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7100250858864122, y=-0.6983673199271322, z=0.04467793027326173, w=0.07843051967369033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.044444444444444446, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.15, z=0.13)>	COMP<192>
[1740779714.319972]	Q_Header<(2621443, 52929, 257, 173, 250, 8, 58, 125, 30)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 109, 117, 130, 145, 137, 253, 204, 126, 180, 163, 19, 35, 3, 16, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7100250858864122, y=-0.6983673199271322, z=0.04467793027326173, w=0.07843051967369033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.044444444444444446, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.15, z=0.13)>	COMP<192>
[1740779714.3300743]	Q_Header<(2621443, 52930, 257, 173, 250, 8, 58, 126, 28)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 91, 103, 115, 131, 133, 253, 211, 97, 248, 217, 69, 85, 33, 19, 21, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7100250858864122, y=-0.6983673199271322, z=0.04467793027326173, w=0.07843051967369033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.044444444444444446, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.15, z=0.13)>	COMP<192>
[1740779714.3414664]	Q_Header<(2621443, 52931, 257, 173, 250, 8, 58, 127, 25)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 58, 107, 132, 133, 142, 250, 196, 183, 253, 237, 112, 119, 48, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7096562349368201, y=-0.6986698994858329, z=0.04589846810634632, w=0.07836919288370835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.05333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=0.1)>	COMP<192>
[1740779714.3510692]	Q_Header<(2621443, 52932, 257, 173, 250, 8, 58, 128, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 114, 128, 0, 159, 192, 182, 221, 218, 209, 129, 130, 55, 9, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7096562349368201, y=-0.6986698994858329, z=0.04589846810634632, w=0.07836919288370835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.05333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=0.1)>	COMP<192>
[1740779714.362121]	Q_Header<(2621443, 52933, 257, 173, 250, 8, 58, 129, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 123, 115, 104, 51, 205, 241, 201, 147, 150, 123, 117, 53, 14, 2, 0, 16, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7096562349368201, y=-0.6986698994858329, z=0.04589846810634632, w=0.07836919288370835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.05333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=0.1)>	COMP<192>
[1740779714.3701458]	Q_Header<(2621443, 52934, 257, 173, 250, 8, 58, 130, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 111, 124, 138, 0, 243, 253, 121, 89, 102, 85, 72, 49, 34, 0, 19, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7096562349368201, y=-0.6986698994858329, z=0.04589846810634632, w=0.07836919288370835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.05333333333333334, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=0.1)>	COMP<192>
[1740779714.38009]	Q_Header<(2621443, 52935, 257, 173, 250, 8, 58, 131, 29)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 105, 120, 140, 86, 253, 219, 47, 97, 76, 10, 33, 52, 18, 0, 10, 9, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7093582798087302, y=-0.6989211548864025, z=0.04687550842308594, w=0.07824791900832835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04111111111111111, y=-0.051111111111111114, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.18, z=0.03)>	COMP<192>
[1740779714.3913162]	Q_Header<(2621443, 52936, 257, 173, 250, 8, 58, 132, 32)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 14, 112, 143, 163, 253, 210, 76, 128, 100, 56, 40, 43, 0, 0, 39, 29, 18, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7093582798087302, y=-0.6989211548864025, z=0.04687550842308594, w=0.07824791900832835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04111111111111111, y=-0.051111111111111114, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.18, z=0.03)>	COMP<192>
