[1740779460.6981664]	Q_Header<(2621443, 27554, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 10, 0, 0, 0, 0, 11, 0, 0, 28, 38, 29, 23, 19, 46, 43, 0, 0, 0, 0, 0, 7, 0, 27, 40, 141, 240, 253, 253, 253, 253, 253, 250, 253, 217, 253, 253, 200, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 124, 97, 0, 122, 177, 118, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.612134248520664, y=-0.7853556063132301, z=0.08203294745356192, w=-0.0421761656922703)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.01888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=0.0)>	COMP<205>
[1740779462.0039585]	Q_Header<(2621443, 27683, 257, 173, 250, 8, 58, 129, 49)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 0, 0, 5, 0, 0, 0, 0, 22, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 45, 115, 88, 189, 253, 253, 253, 253, 253, 253, 253, 253, 143, 253, 251, 17, 0, 15, 49, 0, 0, 0, 0, 0, 0, 71, 253, 253, 253, 142, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6053936838613534, y=-0.7902648874520419, z=0.08563033959647937, w=-0.040587438226413954)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.05, z=-0.12)>	COMP<203>
[1740779462.0053575]	Q_Header<(2621443, 27684, 257, 173, 250, 8, 58, 130, 51)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 0, 0, 0, 0, 0, 0, 0, 0, 20, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 95, 105, 162, 253, 253, 253, 253, 253, 253, 253, 94, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 183, 253, 231, 243, 234, 188, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6053936838613534, y=-0.7902648874520419, z=0.08563033959647937, w=-0.040587438226413954)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.05, z=-0.12)>	COMP<203>
[1740779462.0091853]	Q_Header<(2621443, 27685, 257, 173, 250, 8, 58, 131, 51)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 23, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 54, 97, 253, 253, 253, 253, 253, 253, 253, 253, 253, 150, 46, 71, 56, 69, 0, 0, 0, 0, 0, 0, 46, 140, 253, 144, 253, 253, 253, 106, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6049755951223714, y=-0.7905820100504517, z=0.08557059971363648, w=-0.04077115592632608)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.008888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.05)>	COMP<203>
[1740779462.0182416]	Q_Header<(2621443, 27686, 257, 173, 250, 8, 58, 132, 53)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27, 20, 0, 0, 0, 10, 11, 9, 0, 0, 25, 27, 23, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 42, 160, 219, 253, 253, 253, 253, 253, 253, 253, 253, 182, 145, 132, 0, 90, 76, 0, 0, 0, 0, 0, 98, 238, 175, 253, 253, 140, 91, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6049755951223714, y=-0.7905820100504517, z=0.08557059971363648, w=-0.04077115592632608)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.008888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.05)>	COMP<203>
[1740779462.0282593]	Q_Header<(2621443, 27687, 257, 173, 250, 8, 58, 133, 72)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 21, 0, 0, 0, 38, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 71, 69, 153, 253, 253, 150, 253, 253, 253, 253, 253, 230, 234, 0, 78, 60, 47, 0, 0, 33, 0, 73, 91, 95, 237, 253, 0, 151, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 123, 159, 43, 10, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6049755951223714, y=-0.7905820100504517, z=0.08557059971363648, w=-0.04077115592632608)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.008888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.05)>	COMP<203>
[1740779462.0383317]	Q_Header<(2621443, 27688, 257, 173, 250, 8, 58, 134, 81)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 5, 13, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 173, 253, 253, 253, 253, 253, 253, 253, 253, 253, 74, 0, 84, 140, 0, 0, 60, 35, 0, 0, 80, 178, 88, 227, 148, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 253, 253, 93, 0, 231, 136, 0, 51, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 50, 253, 253, 253, 253, 103, 97, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6049755951223714, y=-0.7905820100504517, z=0.08557059971363648, w=-0.04077115592632608)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.008888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.05)>	COMP<203>
[1740779462.0484352]	Q_Header<(2621443, 27689, 257, 173, 250, 8, 58, 135, 91)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 15, 0, 0, 0, 0, 3, 0, 18, 6, 0, 0, 0, 5, 0, 10, 0, 0, 0, 29, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 136, 169, 233, 253, 253, 253, 253, 247, 253, 253, 116, 214, 182, 253, 67, 114, 49, 123, 0, 0, 108, 145, 218, 239, 82, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 253, 253, 233, 207, 253, 248, 0, 156, 172, 0, 0, 0, 0, 0, 0, 0, 137, 202, 139, 0, 0, 0, 181, 253, 209, 253, 253, 253, 186, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6047366333821211, y=-0.7907718835384298, z=0.08538822669575974, w=-0.041015645703753066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.016666666666666666, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.0, z=-0.02)>	COMP<199>
[1740779462.0603461]	Q_Header<(2621443, 27690, 257, 173, 250, 8, 58, 136, 82)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 3, 20, 0, 19, 32, 7, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 100, 101, 176, 253, 253, 253, 253, 253, 253, 241, 253, 253, 253, 37, 253, 253, 241, 116, 42, 80, 116, 226, 160, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 253, 253, 253, 129, 253, 162, 0, 144, 139, 0, 0, 0, 0, 0, 0, 0, 178, 253, 201, 162, 198, 61, 114, 253, 205, 253, 253, 247, 170, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6047366333821211, y=-0.7907718835384298, z=0.08538822669575974, w=-0.041015645703753066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.016666666666666666, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.0, z=-0.02)>	COMP<199>
[1740779462.0683985]	Q_Header<(2621443, 27691, 257, 173, 250, 8, 58, 137, 74)>	Q_Data<(0, 0, 63, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 0, 0, 0, 0, 0, 0, 0, 33, 14, 27, 7, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 38, 10, 0, 174, 205, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 245, 0, 125, 188, 124, 174, 130, 31, 0, 0, 71, 97, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 253, 253, 215, 152, 44, 115, 0, 227, 12, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 237, 130, 61, 253, 253, 0, 228, 182, 136, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6047366333821211, y=-0.7907718835384298, z=0.08538822669575974, w=-0.041015645703753066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.016666666666666666, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.0, z=-0.02)>	COMP<199>
[1740779462.0831993]	Q_Header<(2621443, 27692, 257, 173, 250, 8, 58, 138, 74)>	Q_Data<(0, 0, 68, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 17, 6, 0, 0, 17, 10, 0, 0, 0, 0, 0, 16, 15, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 241, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 135, 253, 253, 253, 199, 83, 42, 0, 73, 55, 195, 211, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 0, 0, 0, 86, 139, 104, 0, 0, 0, 0, 0, 0, 0, 0, 196, 253, 253, 187, 135, 134, 253, 253, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6045362850513053, y=-0.7909324298818642, z=0.08520269095725615, w=-0.04125860966125011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.022222222222222223, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.01, z=0.0)>	COMP<206>
[1740779462.088519]	Q_Header<(2621443, 27693, 257, 173, 250, 8, 58, 139, 78)>	Q_Data<(0, 0, 60, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 23, 0, 0, 0, 0, 0, 13, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 172, 235, 158, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 195, 253, 253, 253, 200, 105, 0, 95, 253, 253, 235, 253, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 161, 247, 0, 0, 0, 0, 174, 97, 0, 0, 0, 0, 0, 0, 0, 0, 139, 128, 199, 0, 173, 0, 253, 253, 216, 0, 0, 0, 0, 0, 0, 21, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6045362850513053, y=-0.7909324298818642, z=0.08520269095725615, w=-0.04125860966125011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.022222222222222223, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.01, z=0.0)>	COMP<206>
[1740779462.098277]	Q_Header<(2621443, 27694, 257, 173, 250, 8, 58, 140, 76)>	Q_Data<(0, 0, 55, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 10, 0, 0, 24, 0, 20, 0, 0, 0, 0, 39, 13, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 144, 37, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 252, 253, 32, 0, 234, 253, 253, 253, 253, 228, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 85, 96, 75, 72, 0, 253, 253, 253, 99, 0, 0, 0, 0, 0, 49, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6045362850513053, y=-0.7909324298818642, z=0.08520269095725615, w=-0.04125860966125011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.022222222222222223, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.01, z=0.0)>	COMP<206>
[1740779462.1093447]	Q_Header<(2621443, 27695, 257, 173, 250, 8, 58, 141, 74)>	Q_Data<(0, 0, 56, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 13, 0, 0, 0, 15, 8, 0, 0, 0, 0, 0, 18, 36, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 144, 184, 136, 253, 251, 253, 253, 253, 253, 253, 253, 253, 253, 150, 253, 44, 122, 247, 253, 253, 253, 253, 53, 37, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 95, 231, 193, 0, 0, 0, 0, 0, 0, 0, 0, 213, 253, 141, 178, 225, 253, 253, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6043294893098932, y=-0.7911033745021235, z=0.08490276937986682, w=-0.04162738225526181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.1)>	COMP<206>
[1740779462.1183922]	Q_Header<(2621443, 27696, 257, 173, 250, 8, 58, 142, 87)>	Q_Data<(0, 0, 59, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 28, 49, 19, 24, 19, 34, 0, 0, 56, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 127, 187, 220, 253, 253, 253, 253, 253, 253, 253, 253, 253, 156, 218, 185, 253, 253, 208, 253, 218, 148, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 197, 253, 253, 253, 0, 0, 0, 31, 0, 0, 0, 124, 253, 253, 238, 253, 253, 240, 144, 246, 214, 0, 0, 0, 65, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6043294893098932, y=-0.7911033745021235, z=0.08490276937986682, w=-0.04162738225526181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.1)>	COMP<206>
[1740779462.128383]	Q_Header<(2621443, 27697, 257, 173, 250, 8, 58, 143, 79)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 3, 0, 0, 17, 0, 19, 23, 66, 53, 60, 32, 21, 65, 0, 33, 81, 106, 42, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 93, 178, 253, 253, 253, 253, 253, 253, 253, 253, 253, 76, 253, 118, 253, 253, 253, 253, 253, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 253, 253, 253, 0, 53, 166, 221, 0, 0, 0, 133, 253, 253, 73, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6043294893098932, y=-0.7911033745021235, z=0.08490276937986682, w=-0.04162738225526181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.1)>	COMP<206>
[1740779462.1385021]	Q_Header<(2621443, 27698, 257, 173, 250, 8, 58, 144, 81)>	Q_Data<(0, 0, 52, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 0, 0, 0, 7, 0, 18, 27, 0, 0, 8, 0, 0, 0, 25, 0, 17, 17, 46, 54, 27, 39, 0, 25, 0, 0, 61, 79, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 253, 253, 253, 253, 253, 253, 242, 253, 253, 253, 253, 132, 253, 253, 253, 253, 239, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 159, 253, 253, 253, 0, 0, 147, 253, 0, 0, 0, 124, 253, 211, 0, 253, 253, 253, 253, 253, 213, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6043294893098932, y=-0.7911033745021235, z=0.08490276937986682, w=-0.04162738225526181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.1)>	COMP<206>
[1740779462.1484015]	Q_Header<(2621443, 27699, 257, 173, 250, 8, 58, 145, 87)>	Q_Data<(0, 0, 46, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 17, 0, 0, 0, 11, 0, 27, 9, 14, 0, 18, 42, 30, 11, 13, 78, 71, 102, 89, 66, 42, 54, 87, 45, 61, 139, 132, 41, 81, 0, 60, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 149, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 207, 253, 253, 253, 253, 143, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 117, 0, 123, 177, 182, 0, 0, 61, 137, 74, 0, 0, 0, 253, 226, 29, 253, 77, 253, 80, 140, 106, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6043035339593035, y=-0.7911304319947977, z=0.08471601910266774, w=-0.04186973278417152)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.01888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.0, z=0.0)>	COMP<203>
