[1740779573.0989096]	Q_Header<(2621443, 38804, 257, 173, 250, 8, 58, 0, 34)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 76, 245, 253, 253, 94, 67, 107, 190, 253, 253, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.9020142243882541, y=0.4184457353275505, z=-0.06432931812065902, w=0.08447037597627333)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.005555555555555556, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.17, z=-0.04)>	COMP<25>
[1740779574.3191044]	Q_Header<(2621443, 38926, 257, 173, 250, 8, 58, 122, 67)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 11, 14, 14, 5, 0, 24, 15, 0, 0, 23, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 53, 128, 89, 253, 253, 253, 253, 253, 251, 253, 253, 253, 253, 174, 253, 253, 253, 157, 85, 0, 0, 100, 253, 253, 253, 253, 196, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 207, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.890220034935151, y=0.4433094352920125, z=-0.06591961863078252, w=0.08148397302971729)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.11, z=-0.14)>	COMP<24>
[1740779574.329151]	Q_Header<(2621443, 38927, 257, 173, 250, 8, 58, 123, 67)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 13, 11, 5, 0, 15, 28, 22, 37, 28, 18, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 69, 56, 214, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 121, 128, 33, 21, 219, 253, 253, 253, 253, 253, 168, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 55, 0, 0, 0, 0, 0, 0, 0, 76, 125, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 236, 125, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.890220034935151, y=0.4433094352920125, z=-0.06591961863078252, w=0.08148397302971729)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.11, z=-0.14)>	COMP<24>
[1740779574.339203]	Q_Header<(2621443, 38928, 257, 173, 250, 8, 58, 124, 56)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 13, 25, 45, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 77, 124, 195, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 100, 128, 0, 28, 253, 253, 253, 253, 253, 253, 240, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 153, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 39, 84, 0, 0, 0, 120, 232, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.890220034935151, y=0.4433094352920125, z=-0.06591961863078252, w=0.08148397302971729)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.11, z=-0.14)>	COMP<24>
[1740779574.3491194]	Q_Header<(2621443, 38929, 257, 173, 250, 8, 58, 125, 64)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 21, 23, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 41, 107, 189, 253, 253, 253, 253, 253, 253, 253, 253, 253, 248, 202, 85, 0, 0, 33, 228, 253, 253, 253, 253, 253, 238, 135, 16, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 248, 207, 138, 11, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8898906603411127, y=0.4439687697751203, z=-0.06585679166721951, w=0.08154279301891129)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0033333333333333335, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.11, z=-0.18)>	COMP<24>
[1740779574.3590543]	Q_Header<(2621443, 38930, 257, 173, 250, 8, 58, 126, 62)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 9, 16, 0, 0, 0, 30, 28, 33, 10, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 87, 140, 164, 253, 253, 253, 253, 253, 253, 253, 253, 253, 248, 95, 60, 109, 181, 253, 253, 253, 253, 253, 136, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 71, 199, 196, 95, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 154, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8898906603411127, y=0.4439687697751203, z=-0.06585679166721951, w=0.08154279301891129)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0033333333333333335, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.11, z=-0.18)>	COMP<24>
[1740779574.3692775]	Q_Header<(2621443, 38931, 257, 173, 250, 8, 58, 127, 64)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 7, 0, 0, 0, 6, 0, 0, 0, 38, 37, 0, 0, 0, 22, 0, 24, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 62, 41, 116, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 117, 139, 253, 253, 253, 253, 253, 253, 249, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 65, 139, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8898906603411127, y=0.4439687697751203, z=-0.06585679166721951, w=0.08154279301891129)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0033333333333333335, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.11, z=-0.18)>	COMP<24>
[1740779574.3791258]	Q_Header<(2621443, 38932, 257, 173, 250, 8, 58, 128, 57)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 21, 32, 39, 0, 0, 0, 0, 0, 11, 0, 0, 11, 15, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 66, 150, 135, 253, 253, 253, 253, 253, 253, 210, 253, 253, 135, 253, 253, 253, 253, 253, 253, 84, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 204, 100, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8896135209019479, y=0.44453209418380013, z=-0.06579783022520068, w=0.08154536287650102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.04)>	COMP<22>
[1740779574.3889935]	Q_Header<(2621443, 38933, 257, 173, 250, 8, 58, 129, 47)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 0, 0, 0, 0, 11, 14, 17, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 102, 202, 154, 253, 253, 253, 253, 253, 253, 253, 134, 253, 253, 253, 253, 251, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 252, 139, 49, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8896135209019479, y=0.44453209418380013, z=-0.06579783022520068, w=0.08154536287650102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.04)>	COMP<22>
[1740779574.3989956]	Q_Header<(2621443, 38934, 257, 173, 250, 8, 58, 130, 49)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 15, 4, 25, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 48, 100, 62, 233, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 71, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 181, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8896135209019479, y=0.44453209418380013, z=-0.06579783022520068, w=0.08154536287650102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.04)>	COMP<22>
[1740779574.4103246]	Q_Header<(2621443, 38935, 257, 173, 250, 8, 58, 131, 85)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 0, 0, 30, 0, 9, 14, 21, 0, 19, 0, 12, 0, 0, 0, 16, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 131, 165, 253, 253, 253, 253, 253, 253, 253, 253, 148, 253, 253, 243, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 217, 253, 127, 0, 0, 59, 29, 0, 0, 0, 0, 0, 48, 89, 0, 0, 0, 0, 0, 97, 174, 0, 0, 0, 0, 0, 100, 0, 0, 253, 253, 252, 16, 0, 0, 196, 253, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8893443434354094, y=0.44506890071587435, z=-0.06573494323518879, w=0.08160410316197532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.07)>	COMP<22>
[1740779574.419233]	Q_Header<(2621443, 38936, 257, 173, 250, 8, 58, 132, 84)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 6, 0, 0, 32, 22, 0, 0, 31, 37, 6, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 26, 148, 253, 201, 253, 253, 253, 253, 253, 253, 253, 253, 228, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 76, 45, 185, 253, 253, 128, 0, 45, 185, 179, 0, 0, 0, 0, 90, 209, 207, 31, 0, 0, 0, 87, 253, 253, 173, 0, 225, 150, 253, 253, 120, 0, 253, 253, 253, 114, 253, 253, 253, 253, 253, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8893443434354094, y=0.44506890071587435, z=-0.06573494323518879, w=0.08160410316197532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.07)>	COMP<22>
[1740779574.429078]	Q_Header<(2621443, 38937, 257, 173, 250, 8, 58, 133, 84)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 0, 0, 9, 14, 3, 17, 23, 20, 0, 41, 48, 0, 20, 23, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 144, 109, 253, 253, 253, 253, 253, 253, 253, 236, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 90, 0, 134, 253, 253, 253, 77, 88, 164, 253, 251, 0, 165, 0, 29, 147, 253, 253, 183, 78, 0, 0, 116, 253, 253, 251, 210, 253, 253, 253, 253, 253, 170, 253, 253, 253, 253, 253, 253, 253, 253, 253, 239, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8893443434354094, y=0.44506890071587435, z=-0.06573494323518879, w=0.08160410316197532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.07)>	COMP<22>
[1740779574.4390836]	Q_Header<(2621443, 38938, 257, 173, 250, 8, 58, 134, 72)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 11, 21, 20, 31, 22, 31, 28, 7, 43, 40, 0, 33, 0, 0, 29, 21, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 73, 209, 253, 253, 253, 253, 253, 253, 192, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 253, 172, 192, 253, 253, 253, 95, 97, 253, 253, 237, 0, 248, 187, 196, 151, 253, 253, 85, 0, 0, 0, 134, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8893443434354094, y=0.44506890071587435, z=-0.06573494323518879, w=0.08160410316197532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.07)>	COMP<22>
[1740779574.4499016]	Q_Header<(2621443, 38939, 257, 173, 250, 8, 58, 135, 78)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 14, 25, 18, 39, 21, 25, 27, 21, 33, 37, 36, 25, 12, 37, 0, 32, 44, 30, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 100, 218, 253, 247, 220, 213, 253, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 221, 191, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 177, 0, 253, 249, 253, 114, 253, 253, 119, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 229, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 197, 215, 253, 149, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8889270744861323, y=0.4459283992169516, z=-0.0655525733313723, w=0.0816050191285333)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0022222222222222222, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.14, z=-0.08)>	COMP<27>
[1740779574.459191]	Q_Header<(2621443, 38940, 257, 173, 250, 8, 58, 136, 89)>	Q_Data<(0, 0, 51, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 17, 27, 0, 30, 24, 18, 23, 19, 14, 41, 80, 68, 72, 108, 62, 51, 74, 91, 87, 53, 0, 0, 6, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 73, 107, 115, 103, 106, 122, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 64, 0, 101, 176, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 45, 0, 240, 247, 234, 0, 206, 253, 206, 0, 0, 0, 0, 131, 228, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 156, 197, 253, 241, 68, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8889270744861323, y=0.4459283992169516, z=-0.0655525733313723, w=0.0816050191285333)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0022222222222222222, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.14, z=-0.08)>	COMP<27>
[1740779574.469189]	Q_Header<(2621443, 38941, 257, 173, 250, 8, 58, 137, 85)>	Q_Data<(0, 0, 45, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 22, 31, 32, 44, 37, 14, 42, 27, 18, 61, 135, 162, 118, 199, 132, 170, 57, 117, 96, 71, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 43, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 119, 65, 94, 245, 124, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 33, 0, 253, 253, 253, 67, 197, 253, 192, 27, 0, 0, 0, 174, 246, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 233, 134, 224, 125, 0, 0, 0, 192, 253, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8889270744861323, y=0.4459283992169516, z=-0.0655525733313723, w=0.0816050191285333)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0022222222222222222, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.14, z=-0.08)>	COMP<27>
[1740779574.4793448]	Q_Header<(2621443, 38942, 257, 173, 250, 8, 58, 138, 93)>	Q_Data<(0, 0, 55, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 17, 20, 34, 40, 55, 54, 0, 56, 83, 71, 125, 198, 219, 133, 243, 165, 236, 179, 111, 93, 12, 23, 45, 68, 50, 32, 72, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 153, 100, 56, 65, 0, 87, 113, 253, 226, 142, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 186, 0, 53, 253, 253, 253, 212, 203, 253, 159, 0, 0, 0, 0, 90, 79, 253, 253, 253, 253, 173, 198, 200, 253, 253, 246, 229, 253, 245, 232, 0, 155, 88, 99, 202, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8886002271051854, y=0.4465889045764573, z=-0.06548994049617858, w=0.08160302930418524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.0044444444444444444, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.14, z=0.04)>	COMP<20>
