[1740779403.297673]	Q_Header<(2621443, 21804, 257, 173, 250, 8, 58, 0, 27)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 15, 90, 253, 253, 253, 253, 200, 84, 134, 156, 102, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9794824323309858, y=-0.1649763842591385, z=0.056945233634397414, w=-0.10076803936804944)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.043333333333333335, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.65, y=0.13, z=-0.67)>	COMP<246>
[1740779404.6298208]	Q_Header<(2621443, 21937, 257, 173, 250, 8, 58, 133, 47)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 83, 77, 77, 216, 253, 186, 253, 248, 84, 144, 139, 155, 81, 43, 101, 130, 76, 99, 253, 253, 253, 223, 193, 204, 187, 137, 117, 253, 253, 253, 253, 253, 77, 151, 75, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776310106310226, y=-0.18010919667699762, z=0.045897023348391124, w=-0.0984466737512698)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.03, z=-0.05)>	COMP<262>
[1740779404.650259]	Q_Header<(2621443, 21938, 257, 173, 250, 8, 58, 134, 51)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 117, 127, 159, 185, 241, 253, 224, 175, 140, 161, 90, 106, 61, 22, 91, 149, 115, 165, 253, 253, 253, 151, 143, 253, 253, 253, 220, 253, 253, 253, 226, 193, 80, 169, 91, 14, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776390152626465, y=-0.1800496375967541, z=0.04595843291876469, w=-0.09844747981137775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0011111111111111111, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.05)>	COMP<262>
[1740779404.652343]	Q_Header<(2621443, 21939, 257, 173, 250, 8, 58, 135, 48)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40, 78, 89, 253, 253, 253, 253, 225, 134, 159, 135, 54, 73, 71, 24, 129, 216, 160, 173, 226, 253, 224, 164, 245, 253, 253, 253, 230, 253, 253, 253, 250, 218, 27, 91, 53, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776390152626465, y=-0.1800496375967541, z=0.04595843291876469, w=-0.09844747981137775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0011111111111111111, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.05)>	COMP<262>
[1740779404.657834]	Q_Header<(2621443, 21940, 257, 173, 250, 8, 58, 136, 50)>	Q_Data<(0, 0, 57, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 172, 143, 253, 253, 253, 253, 207, 89, 131, 71, 36, 37, 67, 39, 156, 242, 225, 119, 113, 184, 180, 253, 253, 253, 253, 253, 169, 253, 253, 253, 253, 253, 252, 177, 87, 0, 15, 0, 0, 0, 0, 19, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776390152626465, y=-0.1800496375967541, z=0.04595843291876469, w=-0.09844747981137775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0011111111111111111, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.05)>	COMP<262>
[1740779404.667782]	Q_Header<(2621443, 21941, 257, 173, 250, 8, 58, 137, 48)>	Q_Data<(0, 0, 58, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 239, 230, 253, 253, 253, 253, 191, 91, 96, 36, 25, 42, 53, 58, 129, 190, 224, 107, 67, 76, 137, 253, 241, 185, 253, 253, 113, 211, 253, 253, 253, 253, 253, 253, 253, 156, 97, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776390152626465, y=-0.1800496375967541, z=0.04595843291876469, w=-0.09844747981137775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0011111111111111111, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.05)>	COMP<262>
[1740779404.6778896]	Q_Header<(2621443, 21942, 257, 173, 250, 8, 58, 138, 59)>	Q_Data<(0, 0, 58, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 229, 253, 237, 253, 253, 171, 189, 143, 89, 39, 0, 52, 95, 104, 115, 137, 146, 107, 67, 90, 176, 143, 190, 34, 200, 221, 115, 106, 253, 253, 253, 154, 253, 253, 253, 253, 253, 42, 12, 10, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776145706663352, y=-0.1801174126263567, z=0.046204297308760425, w=-0.09845116454297301)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=-0.12)>	COMP<244>
[1740779404.6877966]	Q_Header<(2621443, 21943, 257, 173, 250, 8, 58, 139, 58)>	Q_Data<(0, 0, 44, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 182, 253, 182, 253, 147, 150, 172, 156, 91, 45, 0, 32, 107, 148, 130, 176, 77, 68, 65, 141, 251, 253, 240, 161, 105, 139, 91, 53, 223, 253, 253, 253, 253, 253, 253, 253, 253, 56, 32, 0, 0, 0, 86, 99, 0, 0, 0, 0, 0, 0, 0, 0, 29, 105, 182, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776145706663352, y=-0.1801174126263567, z=0.046204297308760425, w=-0.09845116454297301)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=-0.12)>	COMP<244>
[1740779404.697833]	Q_Header<(2621443, 21944, 257, 173, 250, 8, 58, 140, 67)>	Q_Data<(0, 0, 20, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 68, 154, 253, 239, 253, 253, 147, 128, 115, 73, 39, 0, 45, 122, 192, 114, 143, 74, 60, 43, 184, 253, 253, 253, 229, 61, 118, 72, 73, 130, 253, 179, 253, 253, 253, 253, 253, 253, 0, 20, 0, 0, 0, 139, 163, 60, 0, 0, 0, 0, 0, 0, 0, 63, 204, 253, 253, 38, 0, 43, 22, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9776145706663352, y=-0.1801174126263567, z=0.046204297308760425, w=-0.09845116454297301)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=-0.12)>	COMP<244>
[1740779404.7089756]	Q_Header<(2621443, 21945, 257, 173, 250, 8, 58, 141, 68)>	Q_Data<(0, 0, 55, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 206, 253, 253, 253, 227, 111, 94, 78, 42, 0, 21, 75, 166, 216, 163, 140, 99, 121, 186, 176, 247, 253, 253, 253, 95, 128, 77, 0, 60, 153, 29, 228, 253, 253, 253, 253, 253, 57, 115, 98, 0, 55, 157, 197, 71, 0, 0, 0, 0, 0, 0, 0, 100, 244, 253, 253, 74, 0, 60, 104, 134, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775979635425607, y=-0.1801143529009238, z=0.04656972255621988, w=-0.098449492114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.53, y=0.29, z=-0.16)>	COMP<241>
[1740779404.720105]	Q_Header<(2621443, 21946, 257, 173, 250, 8, 58, 142, 70)>	Q_Data<(0, 0, 56, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 31, 244, 253, 253, 253, 150, 73, 72, 74, 0, 0, 0, 70, 183, 205, 209, 197, 102, 111, 242, 204, 253, 253, 253, 253, 109, 140, 94, 79, 134, 178, 41, 145, 141, 148, 201, 60, 162, 178, 232, 151, 0, 0, 142, 177, 22, 0, 0, 0, 0, 0, 0, 0, 78, 190, 253, 253, 52, 0, 28, 112, 125, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775979635425607, y=-0.1801143529009238, z=0.04656972255621988, w=-0.098449492114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.53, y=0.29, z=-0.16)>	COMP<241>
[1740779404.7280025]	Q_Header<(2621443, 21947, 257, 173, 250, 8, 58, 143, 65)>	Q_Data<(0, 0, 56, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 137, 232, 253, 253, 207, 178, 50, 15, 43, 0, 0, 40, 52, 163, 168, 220, 205, 66, 193, 253, 253, 253, 253, 253, 253, 132, 82, 170, 156, 175, 193, 135, 169, 60, 71, 83, 72, 88, 246, 253, 184, 0, 0, 90, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 164, 165, 0, 0, 23, 55, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775979635425607, y=-0.1801143529009238, z=0.04656972255621988, w=-0.098449492114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.53, y=0.29, z=-0.16)>	COMP<241>
[1740779404.7379873]	Q_Header<(2621443, 21948, 257, 173, 250, 8, 58, 144, 66)>	Q_Data<(0, 0, 36, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 237, 153, 253, 238, 140, 188, 0, 0, 28, 0, 9, 71, 85, 122, 120, 200, 199, 58, 231, 253, 253, 253, 253, 242, 253, 143, 112, 239, 207, 132, 147, 253, 253, 115, 180, 65, 0, 128, 246, 253, 172, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 25, 0, 0, 0, 0, 97, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775979635425607, y=-0.1801143529009238, z=0.04656972255621988, w=-0.098449492114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.53, y=0.29, z=-0.16)>	COMP<241>
[1740779404.7478423]	Q_Header<(2621443, 21949, 257, 173, 250, 8, 58, 145, 60)>	Q_Data<(0, 0, 35, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 253, 253, 241, 138, 91, 171, 50, 0, 0, 0, 20, 96, 145, 145, 155, 185, 194, 31, 200, 253, 253, 253, 217, 253, 253, 128, 147, 250, 211, 192, 253, 253, 253, 253, 253, 115, 58, 108, 191, 201, 122, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 253, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775841158150719, y=-0.1801728357299177, z=0.04650802873516169, w=-0.09850913173038184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.01, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.72, y=0.13, z=-0.45)>	COMP<241>
[1740779404.760849]	Q_Header<(2621443, 21950, 257, 173, 250, 8, 58, 146, 61)>	Q_Data<(0, 0, 52, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 253, 253, 134, 122, 83, 116, 45, 0, 0, 39, 65, 103, 170, 168, 165, 210, 186, 44, 136, 253, 253, 253, 150, 237, 253, 99, 122, 203, 161, 242, 253, 253, 253, 253, 253, 181, 56, 76, 98, 115, 75, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 253, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775841158150719, y=-0.1801728357299177, z=0.04650802873516169, w=-0.09850913173038184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.01, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.72, y=0.13, z=-0.45)>	COMP<241>
[1740779404.7676365]	Q_Header<(2621443, 21951, 257, 173, 250, 8, 58, 147, 58)>	Q_Data<(0, 0, 38, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 222, 231, 169, 123, 70, 43, 21, 27, 49, 93, 89, 56, 150, 141, 209, 244, 175, 61, 51, 89, 105, 84, 65, 134, 148, 44, 67, 109, 87, 178, 232, 211, 253, 253, 253, 205, 86, 0, 30, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 253, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775841158150719, y=-0.1801728357299177, z=0.04650802873516169, w=-0.09850913173038184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.01, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.72, y=0.13, z=-0.45)>	COMP<241>
[1740779404.7772455]	Q_Header<(2621443, 21952, 257, 173, 250, 8, 58, 148, 71)>	Q_Data<(0, 0, 8, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 82, 128, 169, 113, 60, 33, 38, 0, 78, 135, 89, 182, 89, 177, 232, 242, 151, 63, 29, 62, 188, 215, 66, 63, 85, 23, 70, 47, 49, 103, 125, 84, 156, 253, 253, 145, 70, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37, 0, 0, 0, 0, 0, 0, 0, 0, 89, 179, 24, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775400002176716, y=-0.18054216537486717, z=0.04638676324709231, w=-0.09832773104087594)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.012222222222222223, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.52, y=0.48, z=-0.26)>	COMP<250>
[1740779404.7878664]	Q_Header<(2621443, 21953, 257, 173, 250, 8, 58, 149, 67)>	Q_Data<(0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 157, 169, 194, 171, 135, 73, 41, 36, 87, 149, 80, 212, 160, 253, 225, 196, 123, 34, 0, 91, 225, 231, 126, 100, 91, 117, 141, 123, 0, 58, 63, 39, 60, 193, 183, 74, 0, 0, 48, 116, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 44, 0, 0, 0, 0, 0, 0, 0, 0, 18, 50, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9775400002176716, y=-0.18054216537486717, z=0.04638676324709231, w=-0.09832773104087594)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.012222222222222223, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.52, y=0.48, z=-0.26)>	COMP<250>
