[1740780332.9746637]	Q_Header<(2621443, 49268, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 55, 84, 94, 100, 72, 0, 0, 0, 108, 181, 124, 59, 46, 64, 156, 135, 175, 150, 93, 90, 71, 29, 14, 22, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3206811993626132, y=-0.9430004815668773, z=0.0880744139094501, w=-0.012512304124350154)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05, y=-0.023333333333333334, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.12, z=0.26)>	COMP<92>
[1740780334.2045288]	Q_Header<(2621443, 49391, 257, 173, 250, 8, 58, 123, 35)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 252, 183, 253, 253, 253, 253, 142, 174, 162, 100, 54, 65, 35, 12, 0, 2, 0, 0, 0, 81, 145, 145, 234, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3339235755746808, y=-0.9382330842138537, z=0.08947760222856553, w=-0.01440430704361628)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=-0.028888888888888888, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=-0.09)>	COMP<97>
[1740780334.2147799]	Q_Header<(2621443, 49392, 257, 173, 250, 8, 58, 124, 34)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 253, 247, 253, 253, 223, 253, 215, 164, 95, 93, 60, 66, 45, 16, 0, 0, 0, 0, 0, 37, 83, 214, 234, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33397988543541596, y=-0.9382808440787006, z=0.08874392423667668, w=-0.014526171917695358)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.027777777777777776, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=-0.03)>	COMP<95>
[1740780334.2245193]	Q_Header<(2621443, 49393, 257, 173, 250, 8, 58, 125, 39)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 138, 253, 243, 253, 253, 228, 253, 189, 174, 107, 89, 74, 97, 81, 52, 0, 0, 0, 0, 13, 81, 219, 253, 186, 91, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33397988543541596, y=-0.9382808440787006, z=0.08874392423667668, w=-0.014526171917695358)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.027777777777777776, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=-0.03)>	COMP<95>
[1740780334.2345269]	Q_Header<(2621443, 49394, 257, 173, 250, 8, 58, 126, 36)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 108, 210, 192, 204, 253, 253, 253, 188, 175, 112, 78, 64, 97, 86, 30, 0, 0, 0, 0, 0, 91, 232, 253, 155, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33397988543541596, y=-0.9382808440787006, z=0.08874392423667668, w=-0.014526171917695358)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.027777777777777776, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=-0.03)>	COMP<95>
[1740780334.2446358]	Q_Header<(2621443, 49395, 257, 173, 250, 8, 58, 127, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 93, 164, 168, 171, 253, 253, 253, 253, 156, 97, 72, 46, 64, 61, 0, 0, 0, 0, 0, 18, 159, 239, 218, 130, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33403570786643627, y=-0.938327237847358, z=0.08801013899934242, w=-0.014709045422220197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.021111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.14, z=-0.01)>	COMP<95>
[1740780334.2549036]	Q_Header<(2621443, 49396, 257, 173, 250, 8, 58, 128, 35)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 61, 107, 140, 179, 253, 253, 253, 253, 180, 105, 82, 0, 17, 5, 19, 0, 0, 0, 0, 83, 253, 253, 187, 29, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33403570786643627, y=-0.938327237847358, z=0.08801013899934242, w=-0.014709045422220197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.021111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.14, z=-0.01)>	COMP<95>
[1740780334.2644715]	Q_Header<(2621443, 49397, 257, 173, 250, 8, 58, 129, 32)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 68, 106, 155, 253, 253, 253, 253, 205, 99, 58, 50, 0, 0, 0, 0, 0, 0, 0, 131, 253, 253, 253, 122, 157, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33403570786643627, y=-0.938327237847358, z=0.08801013899934242, w=-0.014709045422220197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.021111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.14, z=-0.01)>	COMP<95>
[1740780334.275384]	Q_Header<(2621443, 49398, 257, 173, 250, 8, 58, 130, 36)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 0, 25, 53, 70, 253, 253, 253, 253, 203, 100, 81, 85, 47, 36, 0, 0, 0, 0, 0, 154, 253, 253, 253, 253, 253, 180, 75, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3340461512085188, y=-0.9383565738497658, z=0.08764667881151708, w=-0.014770540579656778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.016666666666666666, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.02)>	COMP<90>
[1740780334.2845488]	Q_Header<(2621443, 49399, 257, 173, 250, 8, 58, 131, 36)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 90, 253, 253, 253, 253, 230, 163, 112, 91, 64, 46, 0, 0, 0, 0, 0, 154, 253, 253, 253, 253, 253, 161, 161, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3340461512085188, y=-0.9383565738497658, z=0.08764667881151708, w=-0.014770540579656778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.016666666666666666, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.02)>	COMP<90>
[1740780334.294577]	Q_Header<(2621443, 49400, 257, 173, 250, 8, 58, 132, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 6, 13, 7, 100, 207, 253, 253, 253, 253, 216, 106, 62, 17, 30, 0, 0, 0, 0, 0, 133, 253, 253, 253, 253, 253, 224, 229, 55, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3340461512085188, y=-0.9383565738497658, z=0.08764667881151708, w=-0.014770540579656778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.016666666666666666, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.02)>	COMP<90>
[1740780334.304661]	Q_Header<(2621443, 49401, 257, 173, 250, 8, 58, 133, 39)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 8, 0, 0, 96, 253, 253, 253, 253, 246, 217, 90, 37, 42, 32, 0, 0, 0, 0, 0, 85, 217, 253, 253, 215, 253, 253, 209, 77, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3340461512085188, y=-0.9383565738497658, z=0.08764667881151708, w=-0.014770540579656778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.016666666666666666, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.02)>	COMP<90>
[1740780334.314853]	Q_Header<(2621443, 49402, 257, 173, 250, 8, 58, 134, 38)>	Q_Data<(0, 0, 65, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 17, 158, 253, 253, 253, 253, 205, 162, 95, 35, 87, 70, 0, 19, 0, 0, 0, 0, 114, 211, 242, 95, 216, 245, 126, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33428812426988286, y=-0.9382894530584096, z=0.08746300567440975, w=-0.014648374990829266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.0044444444444444444, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.1, z=0.14)>	COMP<95>
[1740780334.3247063]	Q_Header<(2621443, 49403, 257, 173, 250, 8, 58, 135, 39)>	Q_Data<(0, 0, 51, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 8, 184, 253, 253, 253, 253, 229, 178, 68, 96, 142, 87, 47, 32, 0, 0, 0, 68, 190, 253, 253, 222, 50, 103, 49, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33428812426988286, y=-0.9382894530584096, z=0.08746300567440975, w=-0.014648374990829266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.0044444444444444444, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.1, z=0.14)>	COMP<95>
[1740780334.3445418]	Q_Header<(2621443, 49404, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 37, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 157, 253, 253, 253, 253, 253, 253, 118, 131, 174, 122, 87, 64, 0, 0, 15, 103, 253, 253, 253, 253, 91, 74, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.334651070523441, y=-0.9381582354579265, z=0.08752318714765901, w=-0.014404094955960619)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0077777777777777776, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.05, z=0.07)>	COMP<95>
[1740780334.3456285]	Q_Header<(2621443, 49405, 257, 173, 250, 8, 58, 137, 34)>	Q_Data<(0, 0, 38, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 205, 253, 253, 217, 253, 253, 197, 110, 178, 168, 123, 79, 28, 10, 26, 94, 253, 253, 253, 253, 155, 71, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.334651070523441, y=-0.9381582354579265, z=0.08752318714765901, w=-0.014404094955960619)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0077777777777777776, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.05, z=0.07)>	COMP<95>
[1740780334.3645015]	Q_Header<(2621443, 49406, 257, 173, 250, 8, 58, 138, 38)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 140, 253, 253, 207, 246, 253, 253, 109, 216, 193, 135, 47, 44, 10, 42, 54, 240, 253, 253, 253, 114, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.334651070523441, y=-0.9381582354579265, z=0.08752318714765901, w=-0.014404094955960619)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0077777777777777776, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.05, z=0.07)>	COMP<95>
[1740780334.375231]	Q_Header<(2621443, 49407, 257, 173, 250, 8, 58, 139, 37)>	Q_Data<(0, 0, 42, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 31, 190, 253, 253, 253, 168, 223, 253, 253, 253, 178, 134, 36, 23, 36, 43, 17, 152, 224, 97, 166, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33503039796329787, y=-0.9380118702678013, z=0.08770972524562926, w=-0.013977402283402296)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.017777777777777778, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.02, z=0.12)>	COMP<96>
