[1740780098.0028605]	Q_Header<(2621443, 25768, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77, 183, 220, 253, 253, 253, 253, 253, 253, 253, 118, 253, 250, 178, 136, 142, 69, 15, 0, 0, 0, 20, 57, 98, 244, 231, 253, 179, 63, 0, 0, 0, 0, 17, 31, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 105, 49, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29571420066839776, y=-0.9508630613442661, z=0.09081996503500019, w=-0.012817333775100833)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.07111111111111111, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.04, z=0.0)>	COMP<130>
[1740780099.232749]	Q_Header<(2621443, 25891, 257, 173, 250, 8, 58, 123, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 70, 100, 93, 65, 112, 121, 0, 60, 26, 42, 26, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3273865356235873, y=-0.9404123305160763, z=0.09087967031012706, w=-0.013549554606345337)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=-0.03, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.07, z=-0.13)>	COMP<130>
[1740780099.243571]	Q_Header<(2621443, 25892, 257, 173, 250, 8, 58, 124, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 98, 0, 47, 77, 39, 0, 97, 60, 27, 27, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32793953488419647, y=-0.940300851372777, z=0.09002620769666662, w=-0.013610741909394344)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.034444444444444444, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.09, z=-0.2)>	COMP<132>
[1740780099.252802]	Q_Header<(2621443, 25893, 257, 173, 250, 8, 58, 125, 30)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 87, 100, 13, 61, 0, 0, 120, 70, 26, 21, 16, 9, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32793953488419647, y=-0.940300851372777, z=0.09002620769666662, w=-0.013610741909394344)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.034444444444444444, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.09, z=-0.2)>	COMP<132>
[1740780099.264783]	Q_Header<(2621443, 25894, 257, 173, 250, 8, 58, 126, 27)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 75, 85, 110, 83, 114, 0, 0, 124, 64, 28, 19, 24, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32793953488419647, y=-0.940300851372777, z=0.09002620769666662, w=-0.013610741909394344)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.034444444444444444, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.09, z=-0.2)>	COMP<132>
[1740780099.2754817]	Q_Header<(2621443, 25895, 257, 173, 250, 8, 58, 127, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 74, 100, 89, 110, 106, 78, 0, 116, 37, 26, 23, 29, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.328679203124535, y=-0.9401384894572355, z=0.0889905809016847, w=-0.013794150400398313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.03333333333333333, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.13)>	COMP<132>
[1740780099.2827733]	Q_Header<(2621443, 25896, 257, 173, 250, 8, 58, 128, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 97, 112, 105, 114, 93, 0, 87, 36, 27, 15, 21, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.328679203124535, y=-0.9401384894572355, z=0.0889905809016847, w=-0.013794150400398313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.03333333333333333, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.13)>	COMP<132>
[1740780099.2927551]	Q_Header<(2621443, 25897, 257, 173, 250, 8, 58, 129, 27)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 42, 111, 25, 122, 120, 0, 56, 39, 18, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.328679203124535, y=-0.9401384894572355, z=0.0889905809016847, w=-0.013794150400398313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.03333333333333333, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.13)>	COMP<132>
[1740780099.3027756]	Q_Header<(2621443, 25898, 257, 173, 250, 8, 58, 130, 24)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 5, 93, 0, 107, 95, 0, 52, 37, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.328679203124535, y=-0.9401384894572355, z=0.0889905809016847, w=-0.013794150400398313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.03333333333333333, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.13)>	COMP<132>
[1740780099.312862]	Q_Header<(2621443, 25899, 257, 173, 250, 8, 58, 131, 31)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 86, 107, 109, 128, 31, 0, 22, 41, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3292784991634601, y=-0.9399848314395641, z=0.08837725056324193, w=-0.013915754922941408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.028888888888888888, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.1, z=-0.05)>	COMP<130>
[1740780099.3227818]	Q_Header<(2621443, 25900, 257, 173, 250, 8, 58, 132, 23)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 64, 98, 108, 104, 0, 0, 48, 51, 29, 18, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3292784991634601, y=-0.9399848314395641, z=0.08837725056324193, w=-0.013915754922941408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.028888888888888888, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.1, z=-0.05)>	COMP<130>
[1740780099.333112]	Q_Header<(2621443, 25901, 257, 173, 250, 8, 58, 133, 25)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 36, 103, 119, 128, 0, 0, 48, 49, 32, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3292784991634601, y=-0.9399848314395641, z=0.08837725056324193, w=-0.013915754922941408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.028888888888888888, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.1, z=-0.05)>	COMP<130>
[1740780099.342843]	Q_Header<(2621443, 25902, 257, 173, 250, 8, 58, 134, 19)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 85, 111, 101, 134, 93, 0, 47, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3292784991634601, y=-0.9399848314395641, z=0.08837725056324193, w=-0.013915754922941408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.028888888888888888, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.1, z=-0.05)>	COMP<130>
[1740780099.3527634]	Q_Header<(2621443, 25903, 257, 173, 250, 8, 58, 135, 24)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 9, 100, 91, 122, 85, 142, 0, 63, 31, 13, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32988934375037465, y=-0.9398031665251192, z=0.08801118107086776, w=-0.01403784441490956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.02666666666666667, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.12, z=0.0)>	COMP<130>
[1740780099.3627813]	Q_Header<(2621443, 25904, 257, 173, 250, 8, 58, 136, 23)>	Q_Data<(0, 0, 38, 0, 67, 0, 0, 0, 0, 0, 89, 108, 0, 116, 97, 0, 63, 32, 20, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32988934375037465, y=-0.9398031665251192, z=0.08801118107086776, w=-0.01403784441490956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.02666666666666667, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.12, z=0.0)>	COMP<130>
[1740780099.3727713]	Q_Header<(2621443, 25905, 257, 173, 250, 8, 58, 137, 26)>	Q_Data<(0, 0, 40, 0, 66, 0, 0, 0, 0, 32, 87, 107, 0, 79, 41, 0, 84, 11, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32988934375037465, y=-0.9398031665251192, z=0.08801118107086776, w=-0.01403784441490956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.02666666666666667, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.12, z=0.0)>	COMP<130>
[1740780099.3828638]	Q_Header<(2621443, 25906, 257, 173, 250, 8, 58, 138, 28)>	Q_Data<(0, 0, 45, 0, 65, 0, 0, 0, 0, 35, 86, 109, 87, 130, 0, 0, 99, 44, 30, 8, 24, 0, 0, 0, 0, 0, 21, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3308751110005921, y=-0.9394631449033597, z=0.08789156241299623, w=-0.014343414699343134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.024444444444444446, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=0.0)>	COMP<130>
[1740780099.3927395]	Q_Header<(2621443, 25907, 257, 173, 250, 8, 58, 139, 23)>	Q_Data<(0, 0, 36, 0, 64, 0, 0, 0, 0, 0, 98, 109, 54, 128, 56, 0, 94, 61, 0, 21, 22, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3308751110005921, y=-0.9394631449033597, z=0.08789156241299623, w=-0.014343414699343134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.024444444444444446, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=0.0)>	COMP<130>
