[1740779380.8619592]	Q_Header<(2621443, 19554, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 6, 19, 34, 0, 27, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 79, 184, 253, 253, 253, 253, 253, 253, 253, 253, 177, 253, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9842266813484688, y=-0.1489828431831584, z=0.02325377437639629, w=-0.0925268292772094)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.013333333333333334, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.08, z=-0.02)>	COMP<337>
[1740779382.087671]	Q_Header<(2621443, 19677, 257, 173, 250, 8, 58, 123, 58)>	Q_Data<(0, 0, 63, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 23, 0, 16, 33, 0, 40, 141, 211, 226, 253, 253, 253, 162, 172, 200, 91, 65, 192, 185, 183, 128, 119, 253, 219, 253, 253, 253, 185, 47, 93, 244, 253, 253, 253, 253, 253, 253, 142, 49, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 61, 15, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852745904487633, y=-0.1428809896698603, z=0.02117885664905661, w=-0.09149021935716385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.024444444444444446, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.04, z=-0.07)>	COMP<341>
[1740779382.1047444]	Q_Header<(2621443, 19678, 257, 173, 250, 8, 58, 124, 53)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 15, 0, 25, 53, 31, 76, 110, 232, 148, 253, 108, 253, 156, 158, 188, 78, 62, 186, 154, 189, 189, 89, 94, 162, 253, 253, 248, 135, 66, 88, 253, 253, 253, 253, 253, 253, 214, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852745904487633, y=-0.1428809896698603, z=0.02117885664905661, w=-0.09149021935716385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.024444444444444446, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.04, z=-0.07)>	COMP<341>
[1740779382.1076336]	Q_Header<(2621443, 19679, 257, 173, 250, 8, 58, 125, 50)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 0, 0, 8, 61, 107, 72, 79, 83, 213, 229, 71, 165, 233, 103, 127, 141, 65, 37, 97, 149, 245, 226, 166, 197, 232, 236, 253, 250, 185, 126, 77, 253, 253, 253, 253, 253, 253, 186, 107, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852745904487633, y=-0.1428809896698603, z=0.02117885664905661, w=-0.09149021935716385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.024444444444444446, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.04, z=-0.07)>	COMP<341>
[1740779382.1179008]	Q_Header<(2621443, 19680, 257, 173, 250, 8, 58, 126, 57)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 0, 0, 16, 81, 141, 47, 156, 140, 141, 248, 89, 133, 93, 69, 72, 84, 47, 35, 194, 253, 253, 229, 199, 216, 232, 113, 197, 253, 217, 120, 91, 253, 253, 253, 253, 214, 88, 118, 117, 73, 46, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852814815377272, y=-0.1428209543949874, z=0.020995900987981053, w=-0.09155189384294064)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=0.0, z=-0.12)>	COMP<341>
[1740779382.1276913]	Q_Header<(2621443, 19681, 257, 173, 250, 8, 58, 127, 57)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 10, 18, 0, 75, 139, 80, 234, 229, 125, 229, 87, 163, 102, 63, 19, 46, 45, 88, 253, 253, 253, 194, 166, 179, 207, 253, 136, 253, 253, 165, 79, 253, 253, 253, 253, 240, 166, 74, 21, 70, 0, 0, 0, 0, 55, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852814815377272, y=-0.1428209543949874, z=0.020995900987981053, w=-0.09155189384294064)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=0.0, z=-0.12)>	COMP<341>
[1740779382.1378694]	Q_Header<(2621443, 19682, 257, 173, 250, 8, 58, 128, 57)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 19, 15, 26, 19, 98, 155, 185, 236, 253, 223, 204, 186, 213, 100, 39, 0, 9, 68, 79, 253, 253, 253, 123, 79, 98, 252, 253, 191, 253, 253, 253, 110, 253, 253, 253, 253, 253, 234, 253, 221, 108, 35, 16, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852814815377272, y=-0.1428209543949874, z=0.020995900987981053, w=-0.09155189384294064)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=0.0, z=-0.12)>	COMP<341>
[1740779382.1477041]	Q_Header<(2621443, 19683, 257, 173, 250, 8, 58, 129, 57)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 6, 0, 53, 134, 211, 253, 249, 253, 249, 171, 220, 217, 69, 36, 29, 39, 73, 113, 253, 253, 176, 61, 31, 132, 253, 253, 253, 253, 253, 253, 134, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 65, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852827423198502, y=-0.14282113715099112, z=0.020934893180679467, w=-0.09155201099422508)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.03, z=0.0)>	COMP<335>
[1740779382.1576416]	Q_Header<(2621443, 19684, 257, 173, 250, 8, 58, 130, 59)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 15, 32, 56, 171, 253, 253, 253, 196, 181, 116, 203, 179, 44, 0, 14, 30, 118, 195, 236, 253, 192, 85, 78, 151, 253, 253, 253, 253, 253, 253, 83, 244, 253, 253, 253, 253, 253, 253, 253, 253, 253, 218, 69, 0, 0, 29, 82, 42, 0, 0, 0, 0, 0, 0, 0, 0, 93, 178, 187, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852827423198502, y=-0.14282113715099112, z=0.020934893180679467, w=-0.09155201099422508)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.03, z=0.0)>	COMP<335>
[1740779382.167691]	Q_Header<(2621443, 19685, 257, 173, 250, 8, 58, 131, 69)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 8, 26, 53, 57, 213, 253, 253, 253, 61, 76, 63, 145, 123, 35, 0, 35, 30, 186, 244, 251, 253, 253, 73, 134, 161, 223, 253, 253, 253, 230, 253, 67, 160, 253, 106, 253, 62, 253, 253, 253, 253, 253, 253, 122, 0, 0, 133, 154, 113, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 253, 91, 0, 70, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852827423198502, y=-0.14282113715099112, z=0.020934893180679467, w=-0.09155201099422508)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.03, z=0.0)>	COMP<335>
[1740779382.1777875]	Q_Header<(2621443, 19686, 257, 173, 250, 8, 58, 132, 71)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 35, 58, 127, 253, 253, 253, 166, 121, 49, 65, 69, 74, 15, 0, 0, 66, 230, 253, 253, 253, 241, 236, 253, 189, 253, 253, 253, 253, 230, 253, 139, 78, 183, 185, 253, 121, 253, 253, 253, 253, 253, 236, 187, 0, 0, 156, 198, 122, 89, 0, 0, 0, 0, 0, 0, 0, 168, 253, 253, 137, 19, 81, 45, 89, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852913293475027, y=-0.14276134667309726, z=0.0209350756344046, w=-0.09155280889681311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.013333333333333334, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=-0.03)>	COMP<338>
[1740779382.187782]	Q_Header<(2621443, 19687, 257, 173, 250, 8, 58, 133, 67)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 55, 96, 223, 253, 253, 253, 145, 45, 97, 62, 47, 24, 0, 0, 58, 118, 250, 253, 253, 253, 146, 253, 253, 253, 253, 253, 253, 253, 253, 253, 193, 88, 190, 215, 129, 138, 189, 214, 253, 253, 253, 253, 215, 0, 0, 149, 172, 108, 66, 0, 0, 0, 0, 0, 0, 0, 143, 253, 247, 49, 0, 128, 44, 148, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852913293475027, y=-0.14276134667309726, z=0.0209350756344046, w=-0.09155280889681311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.013333333333333334, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=-0.03)>	COMP<338>
[1740779382.2020905]	Q_Header<(2621443, 19688, 257, 173, 250, 8, 58, 134, 78)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 73, 181, 253, 253, 253, 253, 155, 103, 130, 69, 38, 13, 0, 59, 101, 132, 239, 253, 253, 186, 61, 253, 253, 253, 238, 253, 253, 253, 253, 253, 239, 91, 217, 253, 162, 113, 113, 61, 113, 213, 206, 253, 210, 83, 0, 102, 127, 108, 20, 0, 0, 0, 0, 0, 0, 0, 34, 154, 150, 0, 0, 55, 56, 124, 71, 0, 0, 0, 0, 0, 0, 0, 0, 33, 95, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852913293475027, y=-0.14276134667309726, z=0.0209350756344046, w=-0.09155280889681311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.013333333333333334, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=-0.03)>	COMP<338>
[1740779382.2076323]	Q_Header<(2621443, 19689, 257, 173, 250, 8, 58, 135, 74)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 23, 90, 253, 253, 253, 253, 253, 135, 108, 121, 58, 0, 36, 37, 64, 118, 85, 208, 253, 253, 137, 111, 253, 253, 253, 192, 230, 253, 253, 253, 253, 253, 145, 253, 253, 225, 130, 239, 209, 19, 106, 163, 232, 150, 123, 44, 0, 60, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 32, 42, 188, 128, 0, 0, 0, 0, 0, 0, 0, 0, 22, 196, 99, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852913293475027, y=-0.14276134667309726, z=0.0209350756344046, w=-0.09155280889681311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.013333333333333334, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=-0.03)>	COMP<338>
[1740779382.2177575]	Q_Header<(2621443, 19690, 257, 173, 250, 8, 58, 136, 71)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 55, 166, 253, 253, 253, 253, 208, 87, 78, 74, 10, 32, 98, 114, 62, 128, 95, 253, 253, 253, 107, 90, 224, 253, 253, 129, 100, 253, 253, 163, 218, 226, 171, 253, 253, 253, 135, 253, 253, 101, 0, 120, 166, 105, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 253, 243, 58, 45, 50, 0, 0, 0, 0, 0, 111, 194, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852845610111773, y=-0.14276036599177006, z=0.020995966610161988, w=-0.09161321477282891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.07)>	COMP<338>
[1740779382.2277203]	Q_Header<(2621443, 19691, 257, 173, 250, 8, 58, 137, 71)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 81, 242, 253, 253, 253, 253, 191, 128, 33, 20, 0, 48, 154, 186, 138, 227, 236, 253, 253, 253, 52, 34, 132, 192, 132, 32, 125, 245, 199, 67, 132, 158, 157, 253, 253, 253, 241, 253, 253, 119, 0, 0, 110, 96, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 253, 241, 74, 0, 62, 0, 0, 0, 0, 0, 53, 167, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852845610111773, y=-0.14276036599177006, z=0.020995966610161988, w=-0.09161321477282891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.07)>	COMP<338>
[1740779382.2377133]	Q_Header<(2621443, 19692, 257, 173, 250, 8, 58, 138, 66)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 116, 253, 253, 253, 251, 241, 239, 245, 56, 32, 15, 43, 170, 222, 237, 253, 253, 253, 253, 253, 62, 31, 48, 119, 182, 103, 67, 127, 66, 81, 52, 65, 118, 236, 252, 250, 253, 253, 253, 93, 6, 0, 70, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 242, 126, 65, 0, 0, 0, 0, 0, 0, 0, 0, 46, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852845610111773, y=-0.14276036599177006, z=0.020995966610161988, w=-0.09161321477282891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.07)>	COMP<338>
[1740779382.2477455]	Q_Header<(2621443, 19693, 257, 173, 250, 8, 58, 139, 65)>	Q_Data<(0, 0, 55, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 201, 253, 253, 243, 81, 212, 253, 253, 58, 107, 44, 44, 150, 212, 253, 253, 253, 253, 233, 219, 72, 47, 46, 183, 251, 117, 51, 43, 42, 69, 78, 64, 44, 135, 132, 112, 236, 253, 236, 63, 0, 0, 82, 118, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9852906117651055, y=-0.1427002075392936, z=0.02111816587193994, w=-0.09161377738087241)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.05, z=0.0)>	COMP<341>
