[1740780093.0028908]	Q_Header<(2621443, 25268, 257, 173, 250, 8, 58, 0, 56)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 129, 173, 77, 253, 253, 253, 158, 248, 138, 110, 100, 98, 59, 111, 145, 91, 32, 0, 0, 34, 123, 253, 253, 149, 65, 186, 248, 148, 0, 0, 96, 164, 111, 45, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 160, 46, 58, 36, 108, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33714788859828665, y=-0.9361285871326068, z=0.09917909467274, w=-0.012572857540051963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.03222222222222222, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.04, z=-0.15)>	COMP<136>
[1740780094.2527194]	Q_Header<(2621443, 25393, 257, 173, 250, 8, 58, 125, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 44, 98, 80, 0, 86, 15, 0, 76, 26, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29547502967760175, y=-0.9501466199114287, z=0.09912238136674761, w=-0.009521608062323047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.013333333333333334, z=0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.03)>	COMP<129>
[1740780094.2626774]	Q_Header<(2621443, 25394, 257, 173, 250, 8, 58, 126, 27)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 60, 93, 0, 105, 38, 0, 71, 35, 32, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29547502967760175, y=-0.9501466199114287, z=0.09912238136674761, w=-0.009521608062323047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.013333333333333334, z=0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.03)>	COMP<129>
[1740780094.2727385]	Q_Header<(2621443, 25395, 257, 173, 250, 8, 58, 127, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 33, 99, 71, 116, 27, 0, 55, 10, 33, 0, 0, 6, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 15, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29547502967760175, y=-0.9501466199114287, z=0.09912238136674761, w=-0.009521608062323047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.013333333333333334, z=0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.05, z=0.03)>	COMP<129>
[1740780094.282856]	Q_Header<(2621443, 25396, 257, 173, 250, 8, 58, 128, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 57, 98, 109, 0, 131, 58, 0, 80, 28, 29, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29473665043826985, y=-0.9503715850019259, z=0.09918141581325088, w=-0.009338311765801468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=0.09)>	COMP<130>
[1740780094.2927196]	Q_Header<(2621443, 25397, 257, 173, 250, 8, 58, 129, 26)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 85, 100, 111, 47, 106, 106, 0, 94, 42, 23, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29473665043826985, y=-0.9503715850019259, z=0.09918141581325088, w=-0.009338311765801468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=0.09)>	COMP<130>
[1740780094.3027449]	Q_Header<(2621443, 25398, 257, 173, 250, 8, 58, 130, 30)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 75, 100, 99, 25, 136, 97, 0, 87, 43, 17, 16, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29473665043826985, y=-0.9503715850019259, z=0.09918141581325088, w=-0.009338311765801468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=0.09)>	COMP<130>
[1740780094.3127728]	Q_Header<(2621443, 25399, 257, 173, 250, 8, 58, 131, 26)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 75, 98, 0, 91, 113, 0, 0, 63, 33, 28, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29370240769374156, y=-0.9506875939812383, z=0.09924358165212464, w=-0.009094276547457916)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.016666666666666666, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.1, z=0.02)>	COMP<130>
[1740780094.3227687]	Q_Header<(2621443, 25400, 257, 173, 250, 8, 58, 132, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 83, 100, 49, 103, 71, 0, 0, 53, 34, 24, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29370240769374156, y=-0.9506875939812383, z=0.09924358165212464, w=-0.009094276547457916)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.016666666666666666, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.1, z=0.02)>	COMP<130>
[1740780094.3336694]	Q_Header<(2621443, 25401, 257, 173, 250, 8, 58, 133, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 88, 82, 113, 0, 124, 93, 0, 61, 38, 18, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29370240769374156, y=-0.9506875939812383, z=0.09924358165212464, w=-0.009094276547457916)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.016666666666666666, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.1, z=0.02)>	COMP<130>
[1740780094.342727]	Q_Header<(2621443, 25402, 257, 173, 250, 8, 58, 134, 21)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 77, 93, 100, 24, 117, 74, 0, 44, 41, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29303465063229456, y=-0.9508824874402243, z=0.0993668842385702, w=-0.008911280773237868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.12)>	COMP<127>
[1740780094.3527489]	Q_Header<(2621443, 25403, 257, 173, 250, 8, 58, 135, 22)>	Q_Data<(0, 0, 58, 0, 66, 0, 0, 0, 0, 66, 95, 98, 123, 21, 68, 0, 54, 41, 27, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29303465063229456, y=-0.9508824874402243, z=0.0993668842385702, w=-0.008911280773237868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.12)>	COMP<127>
[1740780094.362731]	Q_Header<(2621443, 25404, 257, 173, 250, 8, 58, 136, 22)>	Q_Data<(0, 0, 36, 0, 67, 0, 0, 0, 0, 68, 90, 110, 104, 0, 0, 0, 83, 35, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29303465063229456, y=-0.9508824874402243, z=0.0993668842385702, w=-0.008911280773237868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.12)>	COMP<127>
[1740780094.3727868]	Q_Header<(2621443, 25405, 257, 173, 250, 8, 58, 137, 25)>	Q_Data<(0, 0, 40, 0, 65, 0, 0, 0, 0, 0, 93, 91, 87, 85, 0, 0, 86, 39, 26, 13, 0, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29303465063229456, y=-0.9508824874402243, z=0.0993668842385702, w=-0.008911280773237868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.12)>	COMP<127>
[1740780094.3845255]	Q_Header<(2621443, 25406, 257, 173, 250, 8, 58, 138, 28)>	Q_Data<(0, 0, 44, 0, 66, 0, 0, 0, 0, 0, 87, 96, 124, 122, 0, 0, 89, 75, 28, 0, 2, 18, 0, 0, 0, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29229586116558165, y=-0.951105952086711, z=0.09942575857981469, w=-0.008666947647841428)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.03)>	COMP<128>
[1740780094.3933513]	Q_Header<(2621443, 25407, 257, 173, 250, 8, 58, 139, 28)>	Q_Data<(0, 0, 23, 0, 65, 0, 0, 0, 0, 0, 63, 97, 99, 85, 0, 0, 109, 109, 41, 20, 10, 11, 0, 0, 0, 8, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29229586116558165, y=-0.951105952086711, z=0.09942575857981469, w=-0.008666947647841428)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.03)>	COMP<128>
[1740780094.402705]	Q_Header<(2621443, 25408, 257, 173, 250, 8, 58, 140, 23)>	Q_Data<(0, 0, 23, 0, 59, 0, 0, 0, 0, 0, 87, 97, 115, 0, 0, 0, 114, 117, 46, 32, 9, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29229586116558165, y=-0.951105952086711, z=0.09942575857981469, w=-0.008666947647841428)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.12, z=0.03)>	COMP<128>
[1740780094.4131622]	Q_Header<(2621443, 25409, 257, 173, 250, 8, 58, 141, 23)>	Q_Data<(0, 0, 49, 0, 55, 0, 0, 0, 0, 0, 81, 104, 91, 0, 0, 0, 95, 93, 40, 33, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2915015096173173, y=-0.9513471587950428, z=0.0994864867412536, w=-0.008239678349735727)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.022222222222222223, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.1, z=-0.01)>	COMP<128>
