[1740780405.4649935]	Q_Header<(2621443, 56518, 257, 173, 250, 8, 58, 0, 24)>	Q_Data<(0, 0, 0, 76, 63, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 0, 0, 14, 10, 14, 36, 24, 0, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4651565408228, y=-0.8803855064726502, z=0.08868553389522746, w=-0.026184510695837975)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=0.04666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.05, z=-0.19)>	COMP<115>
[1740780406.6949878]	Q_Header<(2621443, 56641, 257, 173, 250, 8, 58, 123, 29)>	Q_Data<(0, 0, 53, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 148, 253, 253, 216, 246, 253, 253, 126, 199, 203, 82, 39, 0, 37, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.49042319800088074, y=-0.8663431079557562, z=0.0903330843859743, w=-0.02783235572973262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.0011111111111111111, z=-0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.0, z=0.02)>	COMP<120>
[1740780406.7049575]	Q_Header<(2621443, 56642, 257, 173, 250, 8, 58, 124, 24)>	Q_Data<(0, 0, 62, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 28, 153, 253, 253, 253, 253, 253, 189, 95, 140, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.49042319800088074, y=-0.8663431079557562, z=0.0903330843859743, w=-0.02783235572973262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.0011111111111111111, z=-0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.0, z=0.02)>	COMP<120>
[1740780406.7150736]	Q_Header<(2621443, 56643, 257, 173, 250, 8, 58, 125, 27)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 27, 71, 165, 253, 253, 253, 253, 180, 131, 116, 97, 93, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.491696474852919, y=-0.8655957555069634, z=0.09057566642027455, w=-0.027831875935070888)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.0044444444444444444, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.01, z=-0.11)>	COMP<116>
[1740780406.725017]	Q_Header<(2621443, 56644, 257, 173, 250, 8, 58, 126, 31)>	Q_Data<(0, 0, 53, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 103, 183, 253, 253, 239, 253, 168, 176, 173, 76, 55, 42, 23, 0, 0, 0, 0, 0, 0, 0, 0, 43, 89, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.491696474852919, y=-0.8655957555069634, z=0.09057566642027455, w=-0.027831875935070888)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.0044444444444444444, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.01, z=-0.11)>	COMP<116>
[1740780406.7352092]	Q_Header<(2621443, 56645, 257, 173, 250, 8, 58, 127, 32)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 111, 231, 253, 253, 253, 253, 181, 183, 202, 129, 66, 34, 39, 15, 0, 0, 0, 0, 0, 0, 31, 109, 176, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.491696474852919, y=-0.8655957555069634, z=0.09057566642027455, w=-0.027831875935070888)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.0044444444444444444, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.01, z=-0.11)>	COMP<116>
[1740780406.7450414]	Q_Header<(2621443, 56646, 257, 173, 250, 8, 58, 128, 30)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 137, 253, 253, 253, 253, 253, 206, 162, 243, 221, 79, 44, 40, 0, 0, 0, 0, 0, 0, 0, 49, 155, 232, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4927434815603577, y=-0.8650019349279561, z=0.09057739708108148, w=-0.027771371746558002)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.01, z=-0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.02, z=-0.14)>	COMP<122>
[1740780406.755114]	Q_Header<(2621443, 56647, 257, 173, 250, 8, 58, 129, 38)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 112, 165, 207, 253, 253, 253, 233, 253, 204, 253, 253, 76, 44, 23, 0, 0, 16, 0, 0, 0, 0, 0, 165, 220, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4927434815603577, y=-0.8650019349279561, z=0.09057739708108148, w=-0.027771371746558002)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.01, z=-0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.02, z=-0.14)>	COMP<122>
[1740780406.768045]	Q_Header<(2621443, 56648, 257, 173, 250, 8, 58, 130, 42)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 9, 98, 148, 124, 253, 253, 253, 207, 199, 187, 244, 228, 78, 0, 20, 0, 0, 25, 0, 0, 0, 59, 88, 139, 157, 26, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4927434815603577, y=-0.8650019349279561, z=0.09057739708108148, w=-0.027771371746558002)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.01, z=-0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.02, z=-0.14)>	COMP<122>
[1740780406.7756646]	Q_Header<(2621443, 56649, 257, 173, 250, 8, 58, 131, 34)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 96, 111, 253, 253, 253, 253, 57, 130, 161, 160, 73, 0, 25, 0, 0, 6, 0, 8, 0, 88, 90, 63, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4938243710361185, y=-0.8644215260146516, z=0.09026897104961305, w=-0.027648305534465664)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.011111111111111112, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.0, z=-0.1)>	COMP<122>
[1740780406.788501]	Q_Header<(2621443, 56650, 257, 173, 250, 8, 58, 132, 34)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 46, 96, 253, 253, 253, 253, 91, 142, 161, 172, 63, 0, 0, 20, 0, 0, 0, 0, 65, 212, 224, 68, 72, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4938243710361185, y=-0.8644215260146516, z=0.09026897104961305, w=-0.027648305534465664)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.011111111111111112, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.0, z=-0.1)>	COMP<122>
[1740780406.7950282]	Q_Header<(2621443, 56651, 257, 173, 250, 8, 58, 133, 33)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 64, 253, 253, 253, 253, 193, 160, 130, 150, 63, 0, 25, 0, 0, 0, 0, 0, 74, 217, 172, 100, 183, 85, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4938243710361185, y=-0.8644215260146516, z=0.09026897104961305, w=-0.027648305534465664)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.011111111111111112, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.0, z=-0.1)>	COMP<122>
[1740780406.8068545]	Q_Header<(2621443, 56652, 257, 173, 250, 8, 58, 134, 35)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35, 253, 253, 253, 253, 202, 177, 115, 191, 132, 26, 31, 0, 0, 0, 0, 0, 75, 232, 253, 253, 223, 37, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4938243710361185, y=-0.8644215260146516, z=0.09026897104961305, w=-0.027648305534465664)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.011111111111111112, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.0, z=-0.1)>	COMP<122>
[1740780406.816594]	Q_Header<(2621443, 56653, 257, 173, 250, 8, 58, 135, 33)>	Q_Data<(0, 0, 41, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 253, 253, 253, 253, 253, 240, 184, 239, 177, 43, 12, 0, 0, 0, 0, 17, 157, 253, 253, 253, 176, 168, 67, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4953004488829319, y=-0.8636477328026477, z=0.08966067275527134, w=-0.027404793782925006)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.013333333333333334, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.07, z=-0.13)>	COMP<117>
[1740780406.8250406]	Q_Header<(2621443, 56654, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 13, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 253, 253, 253, 253, 253, 253, 178, 230, 182, 51, 19, 0, 9, 0, 0, 21, 194, 253, 253, 253, 253, 253, 195, 122, 48, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4953004488829319, y=-0.8636477328026477, z=0.08966067275527134, w=-0.027404793782925006)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.013333333333333334, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.07, z=-0.13)>	COMP<117>
[1740780406.8360343]	Q_Header<(2621443, 56655, 257, 173, 250, 8, 58, 137, 35)>	Q_Data<(0, 0, 18, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 204, 253, 253, 253, 253, 247, 108, 180, 152, 44, 55, 0, 0, 0, 0, 0, 188, 253, 253, 253, 253, 253, 253, 155, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4953004488829319, y=-0.8636477328026477, z=0.08966067275527134, w=-0.027404793782925006)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.013333333333333334, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.07, z=-0.13)>	COMP<117>
[1740780406.8462353]	Q_Header<(2621443, 56656, 257, 173, 250, 8, 58, 138, 39)>	Q_Data<(0, 0, 32, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 253, 253, 253, 216, 99, 150, 123, 110, 97, 44, 0, 0, 0, 8, 88, 253, 253, 253, 230, 122, 253, 154, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4963395464152291, y=-0.8631010238388779, z=0.08923369612138035, w=-0.027221770499408778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.01888888888888889, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.1, z=-0.12)>	COMP<117>
[1740780406.8563058]	Q_Header<(2621443, 56657, 257, 173, 250, 8, 58, 139, 33)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 253, 253, 253, 253, 253, 253, 205, 126, 146, 125, 109, 68, 23, 0, 0, 36, 170, 176, 253, 243, 129, 253, 253, 140, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4963395464152291, y=-0.8631010238388779, z=0.08923369612138035, w=-0.027221770499408778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.01888888888888889, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.1, z=-0.12)>	COMP<117>
