[1740780003.0024607]	Q_Header<(2621443, 16268, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 115, 245, 253, 253, 253, 249, 204, 52, 94, 71, 5, 40, 105, 176, 121, 39, 29, 42, 166, 209, 188, 253, 253, 172, 179, 151, 192, 81, 50, 0, 39, 51, 100, 81, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 84, 0, 67, 0, 81, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31377579678865175, y=-0.9445621923947043, z=0.09649475485758771, w=-0.005981332053158505)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.012222222222222223, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.02, z=0.14)>	COMP<172>
[1740780004.2221007]	Q_Header<(2621443, 16390, 257, 173, 250, 8, 58, 122, 34)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 100, 91, 105, 121, 137, 151, 140, 62, 67, 46, 17, 27, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 84, 57, 63, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31940373476832895, y=-0.9426469099488003, z=0.09686484369909001, w=-0.00390633270116053)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.021111111111111112, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.17)>	COMP<174>
[1740780004.2320635]	Q_Header<(2621443, 16391, 257, 173, 250, 8, 58, 123, 35)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 99, 103, 111, 15, 87, 125, 143, 49, 49, 27, 29, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 70, 0, 53, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31940373476832895, y=-0.9426469099488003, z=0.09686484369909001, w=-0.00390633270116053)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.021111111111111112, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.17)>	COMP<174>
[1740780004.2435005]	Q_Header<(2621443, 16392, 257, 173, 250, 8, 58, 124, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 99, 111, 116, 112, 133, 78, 106, 64, 40, 14, 42, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 95, 35, 0, 36, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3198204908054941, y=-0.9425549312040543, z=0.09637338835531968, w=-0.004150342247094198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.03, z=-0.06)>	COMP<173>
[1740780004.2521114]	Q_Header<(2621443, 16393, 257, 173, 250, 8, 58, 125, 34)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 76, 111, 89, 116, 128, 118, 134, 134, 51, 47, 37, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 141, 179, 126, 108, 64, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3198204908054941, y=-0.9425549312040543, z=0.09637338835531968, w=-0.004150342247094198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.03, z=-0.06)>	COMP<173>
[1740780004.2620726]	Q_Header<(2621443, 16394, 257, 173, 250, 8, 58, 126, 34)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 90, 94, 111, 125, 130, 130, 234, 165, 42, 25, 21, 13, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 151, 204, 187, 175, 113, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3198204908054941, y=-0.9425549312040543, z=0.09637338835531968, w=-0.004150342247094198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.03, z=-0.06)>	COMP<173>
[1740780004.27215]	Q_Header<(2621443, 16395, 257, 173, 250, 8, 58, 127, 36)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 97, 105, 123, 120, 107, 116, 234, 164, 6, 15, 14, 12, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 37, 114, 120, 193, 191, 117, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3198204908054941, y=-0.9425549312040543, z=0.09637338835531968, w=-0.004150342247094198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.03, z=-0.06)>	COMP<173>
[1740780004.282497]	Q_Header<(2621443, 16396, 257, 173, 250, 8, 58, 128, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 55, 111, 103, 96, 0, 131, 203, 131, 45, 0, 0, 0, 0, 13, 10, 0, 0, 0, 0, 0, 0, 0, 27, 108, 112, 203, 171, 80, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32013842330169023, y=-0.9424704278744325, z=0.09613308230698991, w=-0.004394655191176681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.01888888888888889, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.02, z=-0.02)>	COMP<175>
[1740780004.2921522]	Q_Header<(2621443, 16397, 257, 173, 250, 8, 58, 129, 41)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 61, 111, 96, 118, 0, 36, 118, 82, 40, 0, 0, 6, 0, 12, 11, 0, 0, 0, 0, 0, 21, 0, 16, 89, 131, 186, 118, 33, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32013842330169023, y=-0.9424704278744325, z=0.09613308230698991, w=-0.004394655191176681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.01888888888888889, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.02, z=-0.02)>	COMP<175>
[1740780004.3021092]	Q_Header<(2621443, 16398, 257, 173, 250, 8, 58, 130, 38)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 80, 111, 103, 31, 0, 0, 71, 42, 11, 0, 0, 21, 13, 0, 0, 0, 0, 12, 0, 0, 7, 0, 0, 36, 69, 107, 39, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32013842330169023, y=-0.9424704278744325, z=0.09613308230698991, w=-0.004394655191176681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.01888888888888889, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.02, z=-0.02)>	COMP<175>
[1740780004.3122706]	Q_Header<(2621443, 16399, 257, 173, 250, 8, 58, 131, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 85, 111, 102, 0, 0, 0, 72, 22, 20, 0, 6, 0, 0, 19, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3204340319498367, y=-0.9423812292010436, z=0.09600813947754155, w=-0.004699699135264272)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01888888888888889, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=-0.02)>	COMP<175>
[1740780004.3221166]	Q_Header<(2621443, 16400, 257, 173, 250, 8, 58, 132, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 91, 91, 124, 0, 0, 0, 58, 24, 34, 0, 4, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 30, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3204340319498367, y=-0.9423812292010436, z=0.09600813947754155, w=-0.004699699135264272)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01888888888888889, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=-0.02)>	COMP<175>
[1740780004.3331177]	Q_Header<(2621443, 16401, 257, 173, 250, 8, 58, 133, 30)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 91, 96, 75, 0, 0, 0, 83, 106, 63, 0, 0, 0, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3204340319498367, y=-0.9423812292010436, z=0.09600813947754155, w=-0.004699699135264272)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01888888888888889, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=-0.02)>	COMP<175>
[1740780004.3431058]	Q_Header<(2621443, 16402, 257, 173, 250, 8, 58, 134, 25)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 84, 94, 110, 120, 0, 0, 139, 180, 90, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32080078304261406, y=-0.9422607474527922, z=0.09594726616114713, w=-0.005065917997058023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.016666666666666666, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.03, z=0.07)>	COMP<171>
[1740780004.3523288]	Q_Header<(2621443, 16403, 257, 173, 250, 8, 58, 135, 29)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 81, 0, 123, 107, 0, 0, 186, 235, 103, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32080078304261406, y=-0.9422607474527922, z=0.09594726616114713, w=-0.005065917997058023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.016666666666666666, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.03, z=0.07)>	COMP<171>
[1740780004.362346]	Q_Header<(2621443, 16404, 257, 173, 250, 8, 58, 136, 25)>	Q_Data<(0, 0, 47, 0, 65, 0, 0, 0, 0, 0, 80, 29, 123, 120, 87, 0, 214, 242, 105, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32080078304261406, y=-0.9422607474527922, z=0.09594726616114713, w=-0.005065917997058023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.016666666666666666, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.03, z=0.07)>	COMP<171>
[1740780004.3838649]	Q_Header<(2621443, 16405, 257, 173, 250, 8, 58, 137, 24)>	Q_Data<(0, 0, 50, 0, 64, 0, 0, 0, 0, 0, 0, 93, 123, 121, 87, 0, 213, 239, 101, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32105064242669773, y=-0.9421554594103624, z=0.09613208399658725, w=-0.005310153211240057)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.008888888888888889, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.03, z=0.13)>	COMP<174>
[1740780004.3852997]	Q_Header<(2621443, 16406, 257, 173, 250, 8, 58, 138, 30)>	Q_Data<(0, 0, 58, 0, 64, 0, 0, 0, 0, 0, 47, 110, 123, 0, 65, 0, 193, 224, 93, 33, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32105064242669773, y=-0.9421554594103624, z=0.09613208399658725, w=-0.005310153211240057)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.008888888888888889, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.03, z=0.13)>	COMP<174>
