[1740780415.46509]	Q_Header<(2621443, 57518, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 62, 49, 62, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 6, 0, 8, 3, 42, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5756105301770095, y=-0.8126661233492611, z=0.08331124734297721, w=-0.03613205745570879)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.01, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=-0.11)>	COMP<125>
[1740780416.6650505]	Q_Header<(2621443, 57638, 257, 173, 250, 8, 58, 120, 26)>	Q_Data<(0, 0, 54, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 161, 216, 253, 253, 232, 191, 32, 12, 54, 0, 21, 38, 89, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5523179198042568, y=-0.8285073978807583, z=0.0862443607783639, w=-0.03289859197419543)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.012222222222222223, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.06, z=0.05)>	COMP<123>
[1740780416.6751735]	Q_Header<(2621443, 57639, 257, 173, 250, 8, 58, 121, 25)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 226, 231, 253, 253, 171, 134, 35, 25, 105, 53, 0, 27, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5517011817557805, y=-0.8288640389692997, z=0.0866706137950225, w=-0.033142354430068466)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.06, z=0.17)>	COMP<127>
[1740780416.6850517]	Q_Header<(2621443, 57640, 257, 173, 250, 8, 58, 122, 24)>	Q_Data<(0, 0, 61, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 249, 253, 253, 157, 122, 87, 136, 215, 126, 29, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5517011817557805, y=-0.8288640389692997, z=0.0866706137950225, w=-0.033142354430068466)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.06, z=0.17)>	COMP<127>
[1740780416.6950648]	Q_Header<(2621443, 57641, 257, 173, 250, 8, 58, 123, 26)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 38, 110, 237, 196, 253, 253, 196, 190, 98, 206, 253, 177, 30, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5517011817557805, y=-0.8288640389692997, z=0.0866706137950225, w=-0.033142354430068466)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.06, z=0.17)>	COMP<127>
[1740780416.7050498]	Q_Header<(2621443, 57642, 257, 173, 250, 8, 58, 124, 25)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 88, 164, 237, 253, 253, 253, 123, 199, 142, 253, 253, 190, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5517011817557805, y=-0.8288640389692997, z=0.0866706137950225, w=-0.033142354430068466)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.06, z=0.17)>	COMP<127>
[1740780416.7152388]	Q_Header<(2621443, 57643, 257, 173, 250, 8, 58, 125, 26)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 134, 252, 253, 253, 253, 253, 179, 172, 182, 216, 238, 166, 16, 30, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5510887764319582, y=-0.8292271698532047, z=0.08697546864719687, w=-0.03344740829379921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0011111111111111111, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.07, z=0.16)>	COMP<120>
[1740780416.7250683]	Q_Header<(2621443, 57644, 257, 173, 250, 8, 58, 126, 25)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 145, 253, 253, 253, 253, 253, 191, 125, 212, 192, 163, 85, 39, 63, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5510887764319582, y=-0.8292271698532047, z=0.08697546864719687, w=-0.03344740829379921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0011111111111111111, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.07, z=0.16)>	COMP<120>
[1740780416.7352974]	Q_Header<(2621443, 57645, 257, 173, 250, 8, 58, 127, 30)>	Q_Data<(0, 0, 65, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 106, 217, 253, 253, 253, 243, 120, 110, 205, 140, 110, 0, 40, 88, 120, 60, 25, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5510887764319582, y=-0.8292271698532047, z=0.08697546864719687, w=-0.03344740829379921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0011111111111111111, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.07, z=0.16)>	COMP<120>
[1740780416.74514]	Q_Header<(2621443, 57646, 257, 173, 250, 8, 58, 128, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 39, 150, 253, 253, 253, 253, 253, 159, 104, 169, 128, 61, 32, 0, 84, 126, 68, 36, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5501825658510061, y=-0.8297905461220798, z=0.0872210879300075, w=-0.03375315719054874)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.0011111111111111111, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.04, z=0.21)>	COMP<120>
[1740780416.7551117]	Q_Header<(2621443, 57647, 257, 173, 250, 8, 58, 129, 27)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 46, 185, 253, 253, 253, 253, 253, 133, 70, 112, 86, 35, 18, 24, 55, 99, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5501825658510061, y=-0.8297905461220798, z=0.0872210879300075, w=-0.03375315719054874)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.0011111111111111111, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.04, z=0.21)>	COMP<120>
[1740780416.7682269]	Q_Header<(2621443, 57648, 257, 173, 250, 8, 58, 130, 32)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 22, 85, 180, 253, 253, 206, 253, 102, 134, 153, 22, 45, 0, 0, 25, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5501825658510061, y=-0.8297905461220798, z=0.0872210879300075, w=-0.03375315719054874)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.0011111111111111111, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.04, z=0.21)>	COMP<120>
[1740780416.774803]	Q_Header<(2621443, 57649, 257, 173, 250, 8, 58, 131, 22)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 195, 232, 253, 253, 253, 253, 116, 209, 253, 127, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5495565659967356, y=-0.8301941815512659, z=0.0872796412011697, w=-0.03387426634031411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=0.34)>	COMP<121>
[1740780416.788621]	Q_Header<(2621443, 57650, 257, 173, 250, 8, 58, 132, 31)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 253, 253, 167, 253, 253, 253, 110, 246, 253, 187, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 93, 111, 78, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5495565659967356, y=-0.8301941815512659, z=0.0872796412011697, w=-0.03387426634031411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=0.34)>	COMP<121>
[1740780416.7950737]	Q_Header<(2621443, 57651, 257, 173, 250, 8, 58, 133, 28)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 253, 253, 253, 253, 253, 253, 117, 225, 253, 196, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 179, 216, 146, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5495565659967356, y=-0.8301941815512659, z=0.0872796412011697, w=-0.03387426634031411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=0.34)>	COMP<121>
[1740780416.8067663]	Q_Header<(2621443, 57652, 257, 173, 250, 8, 58, 134, 31)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 143, 253, 253, 253, 253, 253, 253, 213, 157, 225, 167, 73, 26, 0, 0, 0, 0, 0, 0, 0, 14, 83, 198, 253, 169, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5495565659967356, y=-0.8301941815512659, z=0.0872796412011697, w=-0.03387426634031411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.02, z=0.34)>	COMP<121>
[1740780416.815418]	Q_Header<(2621443, 57653, 257, 173, 250, 8, 58, 135, 36)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 109, 217, 253, 253, 253, 253, 253, 229, 91, 154, 127, 61, 10, 16, 0, 0, 0, 0, 5, 0, 81, 145, 183, 231, 132, 45, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5488917059144326, y=-0.8306312938718462, z=0.08728067824503931, w=-0.0339357042687006)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.02, z=0.27)>	COMP<120>
[1740780416.8251677]	Q_Header<(2621443, 57654, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 47, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 65, 115, 135, 253, 253, 253, 253, 197, 130, 87, 98, 35, 25, 0, 0, 0, 0, 0, 0, 14, 82, 110, 132, 163, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5488917059144326, y=-0.8306312938718462, z=0.08728067824503931, w=-0.0339357042687006)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.02, z=0.27)>	COMP<120>
