[1740779388.3376856]	Q_Header<(2621443, 20304, 257, 173, 250, 8, 58, 0, 33)>	Q_Data<(0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 55, 63, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 153, 253, 253, 253, 245, 77, 94, 0, 96, 127, 94, 10, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9923680010350819, y=-0.0686033355780449, z=0.030639568025069876, w=-0.09777806369753375)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.012222222222222223, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.3, y=0.36, z=0.17)>	COMP<353>
[1740779389.657642]	Q_Header<(2621443, 20436, 257, 173, 250, 8, 58, 132, 51)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 14, 64, 64, 73, 191, 253, 253, 204, 209, 153, 153, 80, 142, 98, 21, 191, 253, 229, 253, 231, 253, 253, 253, 139, 189, 187, 223, 75, 184, 253, 253, 253, 253, 246, 182, 129, 103, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9939524504637907, y=-0.05969207838830748, z=0.011657655390763527, w=-0.09143019777677362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.013333333333333334, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.11, z=0.05)>	COMP<354>
[1740779389.667694]	Q_Header<(2621443, 20437, 257, 173, 250, 8, 58, 133, 54)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31, 118, 131, 86, 158, 245, 166, 116, 148, 98, 139, 50, 106, 71, 22, 175, 253, 253, 253, 245, 253, 253, 253, 170, 253, 253, 253, 157, 204, 253, 253, 253, 95, 199, 162, 49, 72, 47, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9939524504637907, y=-0.05969207838830748, z=0.011657655390763527, w=-0.09143019777677362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.013333333333333334, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.11, z=0.05)>	COMP<354>
[1740779389.6777546]	Q_Header<(2621443, 20438, 257, 173, 250, 8, 58, 134, 54)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 57, 170, 200, 135, 249, 253, 252, 137, 116, 77, 95, 14, 64, 58, 71, 169, 253, 233, 253, 236, 203, 252, 198, 178, 253, 253, 253, 253, 221, 253, 253, 253, 253, 122, 69, 0, 0, 38, 43, 0, 0, 53, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9939093139693154, y=-0.05951004551216424, z=0.01239029665535317, w=-0.0919201318372506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.03777777777777778, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.54, y=-0.44, z=0.49)>	COMP<356>
[1740779389.687662]	Q_Header<(2621443, 20439, 257, 173, 250, 8, 58, 135, 55)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 26, 57, 195, 253, 248, 253, 253, 253, 104, 63, 61, 35, 9, 28, 69, 128, 166, 253, 213, 188, 198, 115, 214, 224, 210, 253, 253, 253, 253, 216, 253, 253, 253, 253, 203, 112, 150, 23, 25, 0, 0, 0, 51, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9939093139693154, y=-0.05951004551216424, z=0.01239029665535317, w=-0.0919201318372506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.03777777777777778, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.54, y=-0.44, z=0.49)>	COMP<356>
[1740779389.6976354]	Q_Header<(2621443, 20440, 257, 173, 250, 8, 58, 136, 54)>	Q_Data<(0, 0, 54, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 22, 43, 172, 253, 253, 253, 253, 253, 10, 56, 93, 0, 0, 0, 67, 148, 138, 253, 253, 102, 141, 0, 232, 253, 253, 253, 253, 253, 253, 188, 253, 253, 253, 253, 253, 158, 253, 208, 118, 33, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9939093139693154, y=-0.05951004551216424, z=0.01239029665535317, w=-0.0919201318372506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.03777777777777778, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.54, y=-0.44, z=0.49)>	COMP<356>
[1740779389.7077594]	Q_Header<(2621443, 20441, 257, 173, 250, 8, 58, 137, 58)>	Q_Data<(0, 0, 59, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 38, 128, 253, 253, 253, 253, 179, 61, 93, 81, 0, 23, 13, 121, 189, 159, 253, 253, 132, 68, 109, 253, 253, 253, 253, 253, 253, 224, 153, 253, 253, 253, 253, 253, 123, 253, 253, 179, 86, 0, 0, 0, 0, 58, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 168, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9938296977059248, y=-0.05963100255841605, z=0.013183517454061277, w=-0.09258979619356925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.05555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.25, y=-1.03, z=0.62)>	COMP<347>
[1740779389.717768]	Q_Header<(2621443, 20442, 257, 173, 250, 8, 58, 138, 70)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 20, 101, 152, 253, 253, 253, 217, 117, 81, 99, 49, 0, 0, 58, 196, 253, 229, 253, 253, 103, 123, 206, 253, 253, 253, 197, 235, 180, 165, 78, 253, 253, 253, 167, 242, 229, 239, 253, 145, 91, 54, 46, 0, 36, 167, 171, 53, 0, 0, 0, 0, 0, 0, 0, 0, 163, 253, 167, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9938296977059248, y=-0.05963100255841605, z=0.013183517454061277, w=-0.09258979619356925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.05555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.25, y=-1.03, z=0.62)>	COMP<347>
[1740779389.7277985]	Q_Header<(2621443, 20443, 257, 173, 250, 8, 58, 139, 73)>	Q_Data<(0, 0, 52, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 36, 52, 162, 240, 237, 238, 253, 166, 108, 95, 86, 26, 0, 0, 38, 206, 253, 238, 253, 253, 80, 239, 253, 203, 253, 253, 194, 243, 228, 170, 49, 173, 253, 195, 178, 231, 227, 200, 213, 128, 116, 135, 47, 0, 65, 206, 236, 82, 0, 0, 0, 0, 0, 0, 0, 59, 158, 253, 227, 0, 0, 0, 117, 147, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9938296977059248, y=-0.05963100255841605, z=0.013183517454061277, w=-0.09258979619356925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.05555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.25, y=-1.03, z=0.62)>	COMP<347>
[1740779389.7380407]	Q_Header<(2621443, 20444, 257, 173, 250, 8, 58, 140, 73)>	Q_Data<(0, 0, 48, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 49, 88, 190, 253, 230, 240, 179, 134, 119, 105, 60, 9, 9, 28, 29, 154, 253, 222, 120, 190, 111, 253, 253, 238, 218, 253, 155, 253, 253, 175, 85, 100, 178, 153, 79, 142, 149, 149, 97, 151, 185, 215, 109, 0, 65, 201, 218, 102, 0, 0, 0, 0, 0, 0, 0, 47, 99, 242, 199, 25, 0, 0, 109, 200, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9938296977059248, y=-0.05963100255841605, z=0.013183517454061277, w=-0.09258979619356925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.05555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.25, y=-1.03, z=0.62)>	COMP<347>
[1740779389.7477765]	Q_Header<(2621443, 20445, 257, 173, 250, 8, 58, 141, 71)>	Q_Data<(0, 0, 55, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 50, 93, 170, 253, 253, 192, 118, 100, 100, 89, 35, 0, 19, 74, 69, 130, 128, 218, 247, 64, 141, 253, 241, 253, 186, 253, 104, 253, 253, 154, 133, 253, 253, 253, 162, 49, 90, 108, 88, 127, 231, 253, 166, 16, 0, 142, 158, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 124, 0, 15, 45, 124, 171, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936620347942886, y=-0.06042539400776079, z=0.01477065186856375, w=-0.09362884283626773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.08666666666666667, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.46, y=-0.18, z=-0.43)>	COMP<347>
[1740779389.7610946]	Q_Header<(2621443, 20446, 257, 173, 250, 8, 58, 142, 64)>	Q_Data<(0, 0, 53, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 74, 135, 201, 253, 253, 110, 120, 113, 32, 60, 0, 0, 36, 80, 59, 182, 251, 144, 211, 90, 159, 253, 253, 253, 197, 113, 156, 239, 245, 154, 175, 253, 253, 253, 253, 102, 187, 91, 46, 98, 223, 253, 194, 51, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 234, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936620347942886, y=-0.06042539400776079, z=0.01477065186856375, w=-0.09362884283626773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.08666666666666667, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.46, y=-0.18, z=-0.43)>	COMP<347>
[1740779389.7676635]	Q_Header<(2621443, 20447, 257, 173, 250, 8, 58, 143, 63)>	Q_Data<(0, 0, 55, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 157, 191, 219, 202, 253, 136, 116, 109, 46, 6, 22, 52, 53, 89, 24, 163, 253, 112, 151, 82, 141, 228, 253, 253, 177, 184, 149, 124, 140, 164, 160, 253, 253, 253, 253, 253, 253, 159, 40, 41, 159, 205, 134, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936620347942886, y=-0.06042539400776079, z=0.01477065186856375, w=-0.09362884283626773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.08666666666666667, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.46, y=-0.18, z=-0.43)>	COMP<347>
[1740779389.777601]	Q_Header<(2621443, 20448, 257, 173, 250, 8, 58, 144, 58)>	Q_Data<(0, 0, 40, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 247, 253, 184, 156, 186, 163, 101, 80, 25, 0, 94, 136, 36, 62, 75, 122, 224, 179, 178, 0, 88, 156, 243, 243, 133, 187, 132, 0, 68, 133, 54, 253, 253, 253, 253, 253, 253, 176, 0, 0, 86, 135, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 229, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935387085539426, y=-0.061218781464529075, z=0.016235489401360652, w=-0.09417804566278003)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=0.10777777777777778, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.4, y=-0.29, z=0.28)>	COMP<358>
[1740779389.7878602]	Q_Header<(2621443, 20449, 257, 173, 250, 8, 58, 145, 69)>	Q_Data<(0, 0, 50, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 253, 253, 119, 238, 170, 197, 113, 62, 26, 27, 137, 215, 124, 139, 131, 156, 199, 154, 158, 29, 55, 58, 89, 116, 29, 118, 84, 0, 24, 79, 14, 234, 253, 160, 253, 253, 253, 125, 15, 27, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 181, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935387085539426, y=-0.061218781464529075, z=0.016235489401360652, w=-0.09417804566278003)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=0.10777777777777778, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.4, y=-0.29, z=0.28)>	COMP<358>
[1740779389.7991805]	Q_Header<(2621443, 20450, 257, 173, 250, 8, 58, 146, 65)>	Q_Data<(0, 0, 53, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 253, 253, 164, 253, 212, 240, 141, 41, 58, 38, 145, 241, 176, 247, 253, 253, 253, 148, 100, 31, 0, 49, 158, 158, 70, 59, 0, 43, 114, 82, 0, 71, 121, 101, 235, 253, 253, 52, 27, 0, 0, 9, 41, 0, 0, 0, 0, 0, 0, 0, 0, 37, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935387085539426, y=-0.061218781464529075, z=0.016235489401360652, w=-0.09417804566278003)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=0.10777777777777778, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.4, y=-0.29, z=0.28)>	COMP<358>
[1740779389.8077898]	Q_Header<(2621443, 20451, 257, 173, 250, 8, 58, 147, 66)>	Q_Data<(0, 0, 50, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 125, 144, 200, 249, 226, 253, 159, 46, 66, 39, 124, 202, 183, 253, 253, 253, 253, 253, 85, 33, 17, 132, 253, 220, 112, 51, 27, 101, 141, 129, 0, 0, 28, 31, 159, 248, 183, 0, 0, 24, 61, 30, 0, 29, 0, 0, 0, 0, 0, 0, 9, 82, 56, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.993401799066841, y=-0.06237752756489994, z=0.01733387263055928, w=-0.09466491707745578)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.043333333333333335, y=0.07888888888888888, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.44, y=-0.21, z=0.08)>	COMP<357>
[1740779389.8178334]	Q_Header<(2621443, 20452, 257, 173, 250, 8, 58, 148, 64)>	Q_Data<(0, 0, 43, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 189, 86, 169, 203, 189, 227, 146, 94, 145, 136, 93, 114, 99, 253, 253, 253, 253, 253, 83, 58, 18, 169, 253, 253, 147, 90, 9, 108, 140, 128, 0, 0, 69, 64, 78, 108, 57, 83, 0, 35, 95, 135, 0, 24, 0, 0, 0, 0, 0, 0, 0, 76, 43, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.993401799066841, y=-0.06237752756489994, z=0.01733387263055928, w=-0.09466491707745578)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.043333333333333335, y=0.07888888888888888, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.44, y=-0.21, z=0.08)>	COMP<357>
