[1740780108.003056]	Q_Header<(2621443, 26768, 257, 173, 250, 8, 58, 0, 62)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 196, 253, 223, 253, 253, 251, 191, 253, 253, 253, 253, 253, 204, 113, 109, 70, 183, 220, 143, 143, 127, 253, 225, 164, 32, 48, 0, 0, 0, 0, 0, 67, 106, 80, 135, 79, 113, 126, 191, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 188, 170, 63, 131, 0, 74, 96, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5142222277615427, y=-0.852540780697119, z=0.08941668411521186, w=-0.02746587566678863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03666666666666667, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.05, z=-0.1)>	COMP<152>
[1740780109.3351111]	Q_Header<(2621443, 26901, 257, 173, 250, 8, 58, 133, 40)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 86, 112, 121, 111, 66, 0, 107, 145, 97, 23, 18, 0, 4, 10, 19, 15, 8, 0, 0, 4, 0, 0, 11, 0, 76, 70, 102, 118, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5224563121351238, y=-0.8478928841333107, z=0.08441087379472853, w=-0.031493861806276155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.01, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.12)>	COMP<152>
[1740780109.3437424]	Q_Header<(2621443, 26902, 257, 173, 250, 8, 58, 134, 35)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 98, 98, 74, 124, 134, 0, 127, 169, 110, 42, 20, 0, 0, 0, 19, 29, 18, 0, 0, 0, 0, 0, 0, 0, 0, 39, 54, 65, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223903414597306, y=-0.8478848724802638, z=0.08489834851857522, w=-0.031493564224000584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.04)>	COMP<150>
[1740780109.3528092]	Q_Header<(2621443, 26903, 257, 173, 250, 8, 58, 135, 34)>	Q_Data<(0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 83, 102, 112, 121, 123, 0, 177, 205, 104, 49, 13, 0, 0, 0, 14, 15, 0, 0, 0, 0, 0, 0, 0, 0, 39, 44, 37, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223903414597306, y=-0.8478848724802638, z=0.08489834851857522, w=-0.031493564224000584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.04)>	COMP<150>
[1740780109.362843]	Q_Header<(2621443, 26904, 257, 173, 250, 8, 58, 136, 26)>	Q_Data<(0, 0, 46, 0, 67, 0, 0, 0, 0, 0, 91, 109, 27, 0, 0, 0, 193, 213, 102, 62, 23, 0, 0, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223903414597306, y=-0.8478848724802638, z=0.08489834851857522, w=-0.031493564224000584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.04)>	COMP<150>
[1740780109.3728378]	Q_Header<(2621443, 26905, 257, 173, 250, 8, 58, 137, 26)>	Q_Data<(0, 0, 45, 0, 66, 0, 0, 0, 0, 0, 81, 91, 0, 114, 0, 0, 163, 160, 100, 55, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223903414597306, y=-0.8478848724802638, z=0.08489834851857522, w=-0.031493564224000584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.016666666666666666, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.04)>	COMP<150>
[1740780109.382897]	Q_Header<(2621443, 26906, 257, 173, 250, 8, 58, 138, 22)>	Q_Data<(0, 0, 52, 0, 64, 0, 0, 0, 0, 0, 81, 91, 0, 118, 0, 0, 103, 91, 71, 33, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223939367030964, y=-0.8478296734130988, z=0.0854482429471124, w=-0.03143274651268777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.02, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.06)>	COMP<154>
[1740780109.3928223]	Q_Header<(2621443, 26907, 257, 173, 250, 8, 58, 139, 25)>	Q_Data<(0, 0, 25, 0, 63, 0, 0, 0, 0, 0, 97, 43, 94, 98, 0, 0, 70, 54, 39, 12, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223939367030964, y=-0.8478296734130988, z=0.0854482429471124, w=-0.03143274651268777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.02, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.06)>	COMP<154>
[1740780109.402825]	Q_Header<(2621443, 26908, 257, 173, 250, 8, 58, 140, 24)>	Q_Data<(0, 0, 25, 0, 58, 0, 0, 0, 0, 0, 70, 83, 97, 77, 52, 0, 104, 52, 21, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223939367030964, y=-0.8478296734130988, z=0.0854482429471124, w=-0.03143274651268777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.02, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.06)>	COMP<154>
[1740780109.4136252]	Q_Header<(2621443, 26909, 257, 173, 250, 8, 58, 141, 28)>	Q_Data<(0, 0, 51, 0, 55, 0, 0, 0, 0, 0, 85, 93, 0, 110, 138, 0, 130, 52, 10, 17, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223204739074948, y=-0.8478095002394263, z=0.08611757287724645, w=-0.03137096559808978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01888888888888889, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.09)>	COMP<154>
[1740780109.422847]	Q_Header<(2621443, 26910, 257, 173, 250, 8, 58, 142, 32)>	Q_Data<(0, 0, 68, 0, 54, 0, 0, 0, 0, 0, 83, 105, 7, 41, 127, 14, 125, 47, 0, 28, 0, 13, 18, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223204739074948, y=-0.8478095002394263, z=0.08611757287724645, w=-0.03137096559808978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01888888888888889, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.09)>	COMP<154>
[1740780109.4328122]	Q_Header<(2621443, 26911, 257, 173, 250, 8, 58, 143, 32)>	Q_Data<(0, 0, 68, 0, 56, 0, 0, 0, 0, 0, 94, 105, 117, 0, 0, 0, 77, 40, 36, 0, 0, 25, 0, 5, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5223204739074948, y=-0.8478095002394263, z=0.08611757287724645, w=-0.03137096559808978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01888888888888889, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.09)>	COMP<154>
[1740780109.4429524]	Q_Header<(2621443, 26912, 257, 173, 250, 8, 58, 144, 30)>	Q_Data<(0, 0, 64, 0, 56, 0, 0, 0, 0, 7, 89, 94, 105, 0, 0, 0, 63, 47, 48, 4, 13, 25, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5222858472654869, y=-0.8477913309007377, z=0.08654917978525889, w=-0.03125047958395808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.024444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.05)>	COMP<152>
[1740780109.4528573]	Q_Header<(2621443, 26913, 257, 173, 250, 8, 58, 145, 32)>	Q_Data<(0, 0, 56, 0, 56, 0, 0, 0, 0, 0, 99, 83, 102, 0, 0, 0, 64, 53, 41, 0, 0, 17, 13, 0, 8, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5222858472654869, y=-0.8477913309007377, z=0.08654917978525889, w=-0.03125047958395808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.024444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.05)>	COMP<152>
[1740780109.463413]	Q_Header<(2621443, 26914, 257, 173, 250, 8, 58, 146, 32)>	Q_Data<(0, 0, 62, 0, 55, 0, 0, 0, 0, 57, 82, 95, 123, 134, 0, 0, 94, 68, 23, 12, 0, 0, 7, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5222858472654869, y=-0.8477913309007377, z=0.08654917978525889, w=-0.03125047958395808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.024444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.05)>	COMP<152>
[1740780109.4728613]	Q_Header<(2621443, 26915, 257, 173, 250, 8, 58, 147, 33)>	Q_Data<(0, 0, 57, 0, 54, 0, 0, 0, 0, 30, 89, 104, 108, 135, 0, 0, 124, 85, 17, 0, 0, 0, 8, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5222858472654869, y=-0.8477913309007377, z=0.08654917978525889, w=-0.03125047958395808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.024444444444444446, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.05)>	COMP<152>
[1740780109.482981]	Q_Header<(2621443, 26916, 257, 173, 250, 8, 58, 148, 35)>	Q_Data<(0, 0, 41, 0, 54, 0, 0, 0, 0, 0, 94, 98, 26, 98, 0, 0, 116, 82, 28, 11, 0, 14, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221100554233457, y=-0.8478642482915237, z=0.08691661432345618, w=-0.031189880561296422)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.013333333333333334, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.11)>	COMP<149>
[1740780109.4928193]	Q_Header<(2621443, 26917, 257, 173, 250, 8, 58, 149, 28)>	Q_Data<(0, 0, 25, 0, 52, 0, 0, 0, 0, 0, 100, 91, 96, 117, 0, 0, 78, 58, 27, 17, 0, 19, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221100554233457, y=-0.8478642482915237, z=0.08691661432345618, w=-0.031189880561296422)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.013333333333333334, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.11)>	COMP<149>
