[1740779318.6371622]	Q_Header<(2621443, 13304, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 33, 38, 52, 73, 234, 184, 253, 253, 253, 253, 247, 238, 167, 253, 253, 152, 125, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9543826990673312, y=-0.2826466892230486, z=0.03924461696618878, w=-0.08788841124620815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.04777777777777778, z=-0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.03, z=-0.13)>	COMP<7>
[1740779319.9719071]	Q_Header<(2621443, 13438, 257, 173, 250, 8, 58, 134, 71)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 244, 253, 253, 253, 233, 253, 253, 243, 197, 219, 109, 253, 238, 53, 97, 183, 253, 253, 253, 253, 253, 225, 84, 49, 27, 231, 253, 184, 121, 192, 253, 174, 253, 164, 65, 0, 0, 97, 124, 222, 105, 39, 0, 37, 39, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 128, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9730270988909162, y=-0.21093850544266757, z=0.029663227327875127, w=-0.0885624338533885)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.016666666666666666, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.05, z=0.0)>	COMP<11>
[1740779319.997165]	Q_Header<(2621443, 13439, 257, 173, 250, 8, 58, 135, 71)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 61, 155, 199, 253, 193, 253, 253, 253, 253, 253, 245, 190, 106, 242, 203, 55, 71, 249, 253, 253, 253, 253, 227, 182, 66, 43, 52, 137, 175, 122, 96, 200, 253, 193, 253, 143, 40, 0, 9, 48, 61, 120, 95, 0, 0, 0, 22, 61, 0, 0, 0, 0, 0, 0, 0, 0, 17, 40, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9732597055531967, y=-0.2098373803895579, z=0.02966287576187468, w=-0.08862241894288483)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.012222222222222223, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.02)>	COMP<11>
[1740779319.9988146]	Q_Header<(2621443, 13440, 257, 173, 250, 8, 58, 136, 58)>	Q_Data<(0, 0, 57, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 83, 213, 253, 253, 127, 253, 253, 221, 253, 241, 215, 143, 84, 167, 142, 14, 79, 253, 253, 253, 253, 180, 151, 110, 16, 32, 83, 29, 51, 74, 66, 165, 253, 175, 198, 91, 65, 0, 53, 72, 52, 19, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9732597055531967, y=-0.2098373803895579, z=0.02966287576187468, w=-0.08862241894288483)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.012222222222222223, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.02)>	COMP<11>
[1740779320.0001602]	Q_Header<(2621443, 13441, 257, 173, 250, 8, 58, 137, 54)>	Q_Data<(0, 0, 48, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 232, 253, 253, 253, 245, 194, 194, 247, 253, 150, 91, 37, 90, 84, 0, 79, 253, 253, 253, 253, 176, 98, 73, 78, 39, 15, 0, 0, 0, 0, 95, 185, 149, 60, 18, 95, 91, 40, 126, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9732597055531967, y=-0.2098373803895579, z=0.02966287576187468, w=-0.08862241894288483)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.012222222222222223, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.02)>	COMP<11>
[1740779320.015377]	Q_Header<(2621443, 13442, 257, 173, 250, 8, 58, 138, 62)>	Q_Data<(0, 0, 49, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 96, 253, 253, 253, 253, 156, 126, 153, 253, 253, 156, 60, 0, 42, 57, 17, 53, 214, 253, 253, 253, 181, 50, 20, 66, 104, 123, 75, 0, 0, 0, 0, 37, 157, 100, 7, 80, 134, 114, 189, 148, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9734275795982008, y=-0.2090406583562504, z=0.02960137789862232, w=-0.08868206615814068)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.017777777777777778, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.07, z=0.0)>	COMP<21>
[1740779320.027702]	Q_Header<(2621443, 13443, 257, 173, 250, 8, 58, 139, 58)>	Q_Data<(0, 0, 36, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 100, 253, 253, 253, 253, 165, 240, 206, 253, 253, 150, 46, 7, 43, 55, 0, 41, 213, 253, 253, 253, 127, 69, 98, 70, 102, 134, 96, 0, 0, 0, 0, 107, 194, 127, 53, 124, 214, 208, 216, 185, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9734275795982008, y=-0.2090406583562504, z=0.02960137789862232, w=-0.08868206615814068)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.017777777777777778, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.07, z=0.0)>	COMP<21>
[1740779320.029141]	Q_Header<(2621443, 13444, 257, 173, 250, 8, 58, 140, 59)>	Q_Data<(0, 0, 46, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 117, 253, 253, 253, 160, 161, 253, 253, 145, 180, 140, 19, 0, 26, 41, 0, 13, 167, 253, 200, 142, 51, 68, 167, 163, 78, 125, 118, 0, 0, 0, 0, 115, 171, 157, 75, 177, 253, 253, 208, 169, 0, 64, 52, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9734275795982008, y=-0.2090406583562504, z=0.02960137789862232, w=-0.08868206615814068)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.017777777777777778, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.07, z=0.0)>	COMP<21>
[1740779320.049403]	Q_Header<(2621443, 13445, 257, 173, 250, 8, 58, 141, 58)>	Q_Data<(0, 0, 59, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 188, 253, 253, 203, 102, 124, 235, 253, 231, 184, 134, 3, 0, 0, 0, 0, 0, 72, 148, 96, 67, 41, 84, 195, 201, 166, 157, 126, 52, 24, 7, 0, 91, 193, 253, 174, 0, 99, 164, 162, 110, 0, 70, 49, 0, 0, 10, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9736124399160623, y=-0.20818656171976482, z=0.029540397499960767, w=-0.08868222637901445)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.01)>	COMP<20>
[1740779320.0506985]	Q_Header<(2621443, 13446, 257, 173, 250, 8, 58, 142, 57)>	Q_Data<(0, 0, 55, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 164, 177, 140, 210, 224, 228, 204, 127, 0, 66, 97, 20, 0, 9, 62, 109, 83, 37, 0, 86, 172, 195, 192, 180, 127, 58, 0, 0, 0, 100, 249, 253, 211, 15, 37, 89, 99, 0, 0, 0, 0, 0, 0, 35, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9736124399160623, y=-0.20818656171976482, z=0.029540397499960767, w=-0.08868222637901445)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.01)>	COMP<20>
[1740779320.0578394]	Q_Header<(2621443, 13447, 257, 173, 250, 8, 58, 143, 55)>	Q_Data<(0, 0, 56, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 166, 253, 253, 253, 211, 155, 173, 176, 141, 120, 167, 108, 53, 95, 128, 47, 19, 75, 76, 52, 37, 0, 13, 119, 150, 105, 165, 162, 118, 25, 0, 0, 0, 82, 230, 253, 194, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9736124399160623, y=-0.20818656171976482, z=0.029540397499960767, w=-0.08868222637901445)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.01)>	COMP<20>
[1740779320.0889866]	Q_Header<(2621443, 13448, 257, 173, 250, 8, 58, 144, 60)>	Q_Data<(0, 0, 53, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 181, 253, 253, 253, 253, 156, 154, 107, 104, 139, 144, 79, 96, 104, 116, 45, 7, 115, 129, 58, 35, 0, 43, 204, 253, 133, 113, 45, 97, 55, 60, 0, 30, 13, 164, 218, 139, 29, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9738299848625015, y=-0.2071563126683378, z=0.02941937027287532, w=-0.0887463991219102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.016666666666666666, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.05)>	COMP<20>
[1740779320.0934181]	Q_Header<(2621443, 13449, 257, 173, 250, 8, 58, 145, 63)>	Q_Data<(0, 0, 46, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 163, 253, 253, 203, 253, 253, 209, 95, 137, 170, 118, 51, 87, 105, 65, 33, 0, 113, 140, 70, 6, 35, 49, 239, 253, 163, 139, 225, 118, 145, 154, 64, 91, 24, 80, 128, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 157, 91, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9738299848625015, y=-0.2071563126683378, z=0.02941937027287532, w=-0.0887463991219102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.016666666666666666, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.05)>	COMP<20>
[1740779320.0943177]	Q_Header<(2621443, 13450, 257, 173, 250, 8, 58, 146, 66)>	Q_Data<(0, 0, 52, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109, 253, 253, 253, 178, 253, 253, 137, 72, 110, 58, 54, 66, 56, 43, 21, 0, 78, 106, 30, 0, 44, 34, 211, 253, 49, 190, 253, 143, 209, 220, 97, 95, 69, 0, 74, 0, 0, 32, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 136, 197, 128, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9738299848625015, y=-0.2071563126683378, z=0.02941937027287532, w=-0.0887463991219102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.016666666666666666, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.05)>	COMP<20>
[1740779320.0983121]	Q_Header<(2621443, 13451, 257, 173, 250, 8, 58, 147, 68)>	Q_Data<(0, 0, 44, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 79, 226, 253, 253, 253, 253, 253, 193, 137, 119, 54, 62, 156, 146, 66, 24, 0, 33, 55, 0, 0, 29, 49, 132, 229, 151, 177, 253, 171, 226, 222, 108, 39, 0, 38, 50, 0, 0, 112, 136, 142, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 138, 194, 95, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9738299848625015, y=-0.2071563126683378, z=0.02941937027287532, w=-0.0887463991219102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.016666666666666666, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.05)>	COMP<20>
[1740779320.1073353]	Q_Header<(2621443, 13452, 257, 173, 250, 8, 58, 148, 71)>	Q_Data<(0, 0, 36, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 150, 253, 253, 253, 253, 253, 253, 252, 156, 189, 109, 87, 196, 205, 73, 27, 0, 0, 0, 51, 33, 27, 101, 97, 156, 156, 201, 253, 164, 184, 167, 60, 87, 139, 83, 33, 0, 7, 172, 244, 253, 226, 54, 42, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 100, 141, 9, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9739851322938202, y=-0.20641795446908762, z=0.029296457168882926, w=-0.08880488579317637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<17>
[1740779320.120343]	Q_Header<(2621443, 13453, 257, 173, 250, 8, 58, 149, 66)>	Q_Data<(0, 0, 5, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 236, 253, 253, 253, 119, 253, 253, 253, 220, 213, 135, 91, 177, 211, 112, 29, 0, 0, 35, 73, 58, 74, 182, 153, 139, 123, 237, 253, 143, 107, 74, 43, 205, 241, 160, 36, 0, 0, 196, 253, 253, 253, 59, 91, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 59, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9739851322938202, y=-0.20641795446908762, z=0.029296457168882926, w=-0.08880488579317637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<17>
[1740779320.127513]	Q_Header<(2621443, 13454, 257, 173, 250, 8, 58, 150, 57)>	Q_Data<(0, 0, 30, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 253, 253, 253, 253, 253, 253, 253, 253, 253, 250, 167, 126, 187, 196, 113, 0, 0, 0, 55, 75, 72, 99, 247, 253, 109, 97, 253, 253, 176, 55, 49, 118, 253, 253, 202, 28, 0, 24, 170, 253, 253, 250, 69, 140, 130, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9739851322938202, y=-0.20641795446908762, z=0.029296457168882926, w=-0.08880488579317637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<17>
