[1740779585.5991354]	Q_Header<(2621443, 40054, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 0, 0, 17, 22, 2, 0, 27, 23, 30, 0, 31, 64, 40, 153, 219, 109, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 134, 161, 33, 0, 0, 0, 22, 0, 30, 0, 29, 118, 170, 253, 239, 253, 253, 253, 253, 253, 253, 253, 180, 91, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8156763486734653, y=0.5713518632095411, z=-0.05834978968361514, w=0.06945822244765067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.07, z=-0.05)>	COMP<240>
[1740779586.8899307]	Q_Header<(2621443, 40183, 257, 173, 250, 8, 58, 129, 90)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 32, 27, 87, 71, 95, 126, 199, 246, 163, 253, 253, 232, 199, 179, 226, 74, 41, 83, 102, 103, 75, 142, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 89, 139, 161, 84, 161, 127, 253, 172, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 69, 0, 47, 60, 0, 186, 253, 253, 213, 0, 0, 0, 207, 253, 0, 0, 80, 149, 208, 173, 230, 0, 0, 24, 253, 253, 253, 215, 149, 253, 253, 78, 0, 61, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8046127802565319, y=0.5864158076844996, z=-0.06390272175745952, w=0.06805304179519328)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0011111111111111111, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.03)>	COMP<250>
[1740779586.8990147]	Q_Header<(2621443, 40184, 257, 173, 250, 8, 58, 130, 88)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 41, 67, 191, 179, 143, 219, 253, 252, 231, 253, 253, 170, 154, 172, 223, 147, 97, 67, 69, 81, 127, 223, 150, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 36, 167, 253, 232, 100, 193, 0, 209, 108, 235, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 214, 253, 253, 253, 253, 253, 253, 253, 40, 0, 0, 96, 0, 64, 198, 196, 100, 0, 0, 0, 161, 253, 0, 0, 15, 26, 93, 0, 0, 0, 0, 24, 154, 253, 189, 152, 39, 133, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8046127802565319, y=0.5864158076844996, z=-0.06390272175745952, w=0.06805304179519328)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0011111111111111111, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=-0.03)>	COMP<250>
[1740779586.9081028]	Q_Header<(2621443, 40185, 257, 173, 250, 8, 58, 131, 92)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 0, 12, 15, 33, 52, 114, 253, 253, 204, 253, 253, 253, 237, 253, 253, 139, 175, 210, 149, 193, 188, 157, 171, 110, 140, 253, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 80, 53, 0, 115, 72, 176, 253, 253, 67, 149, 54, 108, 0, 116, 253, 253, 253, 253, 253, 253, 253, 253, 253, 202, 0, 253, 253, 253, 163, 253, 253, 253, 0, 0, 0, 122, 0, 0, 0, 0, 22, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 15, 113, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043797007453457, y=0.586729043422491, z=-0.06402567008740175, w=0.06799294230444762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.03)>	COMP<244>
[1740779586.919276]	Q_Header<(2621443, 40186, 257, 173, 250, 8, 58, 132, 84)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 28, 0, 20, 0, 91, 109, 156, 253, 253, 246, 205, 253, 253, 238, 253, 252, 122, 187, 236, 205, 225, 253, 253, 253, 173, 96, 230, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 100, 44, 0, 0, 76, 124, 253, 228, 0, 78, 0, 40, 0, 26, 154, 253, 253, 253, 253, 245, 253, 253, 183, 0, 80, 253, 253, 253, 0, 240, 225, 190, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043797007453457, y=0.586729043422491, z=-0.06402567008740175, w=0.06799294230444762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.03)>	COMP<244>
[1740779586.9292626]	Q_Header<(2621443, 40187, 257, 173, 250, 8, 58, 133, 65)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 28, 46, 49, 44, 135, 169, 185, 253, 253, 253, 108, 253, 249, 253, 253, 146, 71, 173, 253, 253, 253, 253, 253, 253, 219, 79, 147, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 172, 131, 0, 0, 0, 0, 0, 0, 0, 148, 227, 197, 253, 253, 253, 181, 60, 0, 0, 243, 253, 253, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043797007453457, y=0.586729043422491, z=-0.06402567008740175, w=0.06799294230444762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.03)>	COMP<244>
[1740779586.9393108]	Q_Header<(2621443, 40188, 257, 173, 250, 8, 58, 134, 69)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 57, 54, 84, 176, 167, 207, 253, 253, 253, 253, 253, 211, 226, 212, 37, 77, 173, 253, 253, 253, 253, 253, 253, 187, 162, 73, 43, 62, 25, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 61, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 112, 248, 253, 239, 0, 27, 0, 0, 108, 248, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 134, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043797007453457, y=0.586729043422491, z=-0.06402567008740175, w=0.06799294230444762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.07, z=-0.03)>	COMP<244>
[1740779586.9492455]	Q_Header<(2621443, 40189, 257, 173, 250, 8, 58, 135, 69)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43, 87, 108, 91, 198, 190, 246, 253, 253, 253, 253, 253, 246, 139, 88, 76, 129, 201, 253, 253, 253, 252, 246, 240, 100, 155, 119, 0, 70, 0, 40, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 131, 166, 145, 0, 46, 0, 0, 0, 150, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8040641291572024, y=0.5871486961053808, z=-0.0642079447300271, w=0.06793102897768076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.012222222222222223, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=-0.08)>	COMP<244>
[1740779586.959158]	Q_Header<(2621443, 40190, 257, 173, 250, 8, 58, 136, 53)>	Q_Data<(0, 0, 50, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 60, 141, 171, 114, 134, 253, 253, 203, 253, 253, 253, 253, 253, 164, 151, 75, 129, 243, 253, 253, 253, 161, 253, 244, 112, 159, 206, 67, 58, 118, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8040641291572024, y=0.5871486961053808, z=-0.0642079447300271, w=0.06793102897768076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.012222222222222223, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=-0.08)>	COMP<244>
[1740779586.9692538]	Q_Header<(2621443, 40191, 257, 173, 250, 8, 58, 137, 45)>	Q_Data<(0, 0, 52, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 85, 217, 220, 211, 253, 253, 253, 253, 253, 253, 253, 253, 221, 217, 188, 83, 102, 243, 253, 253, 253, 115, 253, 188, 181, 182, 243, 145, 104, 218, 252, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 243, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8040641291572024, y=0.5871486961053808, z=-0.0642079447300271, w=0.06793102897768076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.012222222222222223, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=-0.08)>	COMP<244>
[1740779586.9791481]	Q_Header<(2621443, 40192, 257, 173, 250, 8, 58, 138, 52)>	Q_Data<(0, 0, 57, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 100, 243, 219, 253, 253, 253, 209, 253, 253, 253, 253, 171, 164, 210, 201, 86, 75, 171, 231, 228, 253, 246, 140, 253, 253, 253, 253, 253, 239, 240, 253, 167, 67, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8037741420237412, y=0.587525999781345, z=-0.06451433427891977, w=0.06781024161199609)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.05, z=-0.04)>	COMP<249>
[1740779586.9890747]	Q_Header<(2621443, 40193, 257, 173, 250, 8, 58, 139, 47)>	Q_Data<(0, 0, 55, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 113, 213, 145, 253, 253, 253, 253, 253, 188, 253, 253, 96, 128, 158, 172, 72, 30, 94, 120, 186, 226, 206, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 87, 31, 48, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8037741420237412, y=0.587525999781345, z=-0.06451433427891977, w=0.06781024161199609)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.05, z=-0.04)>	COMP<249>
[1740779587.0001714]	Q_Header<(2621443, 40194, 257, 173, 250, 8, 58, 140, 57)>	Q_Data<(0, 0, 54, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 188, 131, 113, 253, 253, 253, 253, 131, 253, 253, 253, 63, 73, 86, 102, 35, 0, 47, 115, 147, 137, 96, 253, 253, 253, 253, 253, 253, 222, 253, 253, 158, 58, 10, 38, 0, 0, 23, 54, 37, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 91, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8037741420237412, y=0.587525999781345, z=-0.06451433427891977, w=0.06781024161199609)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.05, z=-0.04)>	COMP<249>
[1740779587.0092132]	Q_Header<(2621443, 40195, 257, 173, 250, 8, 58, 141, 60)>	Q_Data<(0, 0, 57, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 243, 173, 194, 253, 253, 253, 224, 253, 253, 253, 240, 0, 49, 27, 0, 0, 0, 34, 72, 91, 55, 87, 192, 98, 76, 168, 118, 221, 109, 146, 196, 77, 0, 46, 98, 39, 11, 0, 0, 113, 129, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8035088232814319, y=0.5878767174969048, z=-0.06481780253132402, w=0.06762535330010076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<245>
[1740779587.0191867]	Q_Header<(2621443, 40196, 257, 173, 250, 8, 58, 142, 60)>	Q_Data<(0, 0, 57, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 250, 157, 137, 253, 253, 253, 185, 253, 253, 253, 160, 42, 66, 0, 40, 14, 0, 0, 47, 67, 68, 73, 86, 0, 23, 103, 114, 145, 0, 0, 91, 0, 0, 91, 128, 53, 0, 0, 0, 135, 141, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 207, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8035088232814319, y=0.5878767174969048, z=-0.06481780253132402, w=0.06762535330010076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<245>
[1740779587.0291355]	Q_Header<(2621443, 40197, 257, 173, 250, 8, 58, 143, 57)>	Q_Data<(0, 0, 61, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 236, 127, 183, 253, 253, 253, 169, 253, 253, 253, 253, 48, 78, 17, 44, 28, 0, 13, 50, 40, 15, 17, 0, 0, 2, 69, 77, 69, 3, 76, 0, 0, 0, 96, 106, 0, 0, 39, 37, 76, 108, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8035088232814319, y=0.5878767174969048, z=-0.06481780253132402, w=0.06762535330010076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<245>
[1740779587.0391161]	Q_Header<(2621443, 40198, 257, 173, 250, 8, 58, 144, 54)>	Q_Data<(0, 0, 58, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 247, 209, 237, 253, 253, 243, 114, 253, 253, 253, 253, 15, 104, 3, 38, 34, 36, 31, 37, 27, 49, 21, 30, 10, 0, 0, 41, 0, 70, 120, 63, 0, 0, 60, 32, 42, 67, 168, 166, 75, 91, 24, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8035088232814319, y=0.5878767174969048, z=-0.06481780253132402, w=0.06762535330010076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=0.0)>	COMP<245>
[1740779587.0491846]	Q_Header<(2621443, 40199, 257, 173, 250, 8, 58, 145, 53)>	Q_Data<(0, 0, 34, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 249, 253, 224, 253, 253, 115, 70, 253, 253, 253, 253, 89, 106, 0, 24, 0, 52, 55, 22, 34, 65, 60, 57, 20, 0, 0, 0, 0, 104, 144, 72, 0, 0, 0, 4, 72, 91, 228, 237, 137, 101, 85, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8031680195840131, y=0.5883225580036707, z=-0.06524710182653014, w=0.06738334931383468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.021111111111111112, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.05, z=-0.03)>	COMP<245>
