[1740779690.5697346]	Q_Header<(2621443, 50554, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 253, 192, 253, 253, 230, 147, 210, 73, 38, 57, 9, 89, 253, 253, 142, 108, 138, 134, 145, 56, 0, 22, 0, 11, 65, 107, 137, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7513476884769513, y=-0.6533245863084718, z=0.044433884420082906, w=0.08166557328855897)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=0.09)>	COMP<169>
[1740779691.8528988]	Q_Header<(2621443, 50682, 257, 173, 250, 8, 58, 128, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 15, 109, 0, 161, 176, 60, 76, 60, 49, 48, 25, 25, 0, 32, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7586574890843405, y=-0.6452555892678719, z=0.04003856096857018, w=0.08050436267918303)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=0.08)>	COMP<172>
[1740779691.8595412]	Q_Header<(2621443, 50683, 257, 173, 250, 8, 58, 129, 27)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 102, 114, 0, 161, 65, 219, 218, 119, 85, 111, 101, 55, 0, 26, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7586574890843405, y=-0.6452555892678719, z=0.04003856096857018, w=0.08050436267918303)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=0.08)>	COMP<172>
[1740779691.8706565]	Q_Header<(2621443, 50684, 257, 173, 250, 8, 58, 130, 31)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 109, 122, 0, 135, 178, 238, 253, 159, 114, 156, 156, 98, 26, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7586574890843405, y=-0.6452555892678719, z=0.04003856096857018, w=0.08050436267918303)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=0.08)>	COMP<172>
[1740779691.8808084]	Q_Header<(2621443, 50685, 257, 173, 250, 8, 58, 131, 27)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 76, 119, 0, 11, 214, 253, 253, 157, 112, 156, 168, 125, 35, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7587877424300928, y=-0.6450794441556991, z=0.040161062943935094, w=0.08062730113820404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.006666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.14)>	COMP<171>
[1740779691.8907351]	Q_Header<(2621443, 50686, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 24, 110, 0, 253, 253, 220, 186, 134, 148, 119, 115, 36, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7587877424300928, y=-0.6450794441556991, z=0.040161062943935094, w=0.08062730113820404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.006666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.14)>	COMP<171>
[1740779691.899533]	Q_Header<(2621443, 50687, 257, 173, 250, 8, 58, 133, 23)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 100, 149, 128, 253, 253, 205, 203, 154, 157, 45, 73, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7587877424300928, y=-0.6450794441556991, z=0.040161062943935094, w=0.08062730113820404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.006666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.14)>	COMP<171>
[1740779691.9080272]	Q_Header<(2621443, 50688, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 115, 145, 141, 147, 253, 240, 182, 121, 124, 54, 37, 20, 0, 11, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7587877424300928, y=-0.6450794441556991, z=0.040161062943935094, w=0.08062730113820404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.006666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.14)>	COMP<171>
[1740779691.9198194]	Q_Header<(2621443, 50689, 257, 173, 250, 8, 58, 135, 27)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 48, 145, 162, 222, 253, 224, 143, 69, 72, 53, 60, 42, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7588490813744736, y=-0.6449576323400678, z=0.040344184250665736, w=0.08093250879936878)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.012222222222222223, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.16, z=0.05)>	COMP<171>
[1740779691.92991]	Q_Header<(2621443, 50690, 257, 173, 250, 8, 58, 136, 29)>	Q_Data<(0, 0, 58, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 109, 144, 155, 244, 246, 144, 130, 131, 126, 122, 105, 49, 0, 0, 0, 8, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7588490813744736, y=-0.6449576323400678, z=0.040344184250665736, w=0.08093250879936878)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.012222222222222223, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.16, z=0.05)>	COMP<171>
[1740779691.9402428]	Q_Header<(2621443, 50691, 257, 173, 250, 8, 58, 137, 23)>	Q_Data<(0, 0, 55, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 100, 129, 149, 204, 243, 151, 171, 170, 127, 155, 137, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7588490813744736, y=-0.6449576323400678, z=0.040344184250665736, w=0.08093250879936878)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.012222222222222223, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.16, z=0.05)>	COMP<171>
[1740779691.9498413]	Q_Header<(2621443, 50692, 257, 173, 250, 8, 58, 138, 25)>	Q_Data<(0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 139, 226, 251, 250, 153, 210, 140, 162, 146, 88, 10, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7590365892214441, y=-0.644656196152854, z=0.040527524545114095, w=0.08148229708995078)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.012222222222222223, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=0.13)>	COMP<173>
[1740779691.9604733]	Q_Header<(2621443, 50693, 257, 173, 250, 8, 58, 139, 27)>	Q_Data<(0, 0, 56, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 141, 143, 253, 253, 149, 230, 165, 152, 156, 117, 0, 16, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7590365892214441, y=-0.644656196152854, z=0.040527524545114095, w=0.08148229708995078)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.012222222222222223, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=0.13)>	COMP<173>
[1740779691.971297]	Q_Header<(2621443, 50694, 257, 173, 250, 8, 58, 140, 40)>	Q_Data<(0, 0, 48, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 139, 91, 253, 253, 253, 188, 137, 136, 186, 161, 18, 22, 8, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 8, 0, 20, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7590365892214441, y=-0.644656196152854, z=0.040527524545114095, w=0.08148229708995078)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.012222222222222223, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=0.13)>	COMP<173>
[1740779691.9798656]	Q_Header<(2621443, 50695, 257, 173, 250, 8, 58, 141, 32)>	Q_Data<(0, 0, 58, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 134, 180, 253, 253, 253, 156, 75, 148, 203, 188, 22, 40, 27, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7591514470826112, y=-0.6444669665336301, z=0.04064920917808482, w=0.08184773199371134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.015555555555555555, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.1)>	COMP<171>
[1740779691.9897838]	Q_Header<(2621443, 50696, 257, 173, 250, 8, 58, 142, 29)>	Q_Data<(0, 0, 59, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 253, 253, 253, 253, 105, 141, 198, 192, 101, 83, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 35, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7591514470826112, y=-0.6444669665336301, z=0.04064920917808482, w=0.08184773199371134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.015555555555555555, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.1)>	COMP<171>
[1740779691.9997735]	Q_Header<(2621443, 50697, 257, 173, 250, 8, 58, 143, 29)>	Q_Data<(0, 0, 62, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 253, 253, 160, 118, 170, 184, 138, 117, 88, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 90, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7591514470826112, y=-0.6444669665336301, z=0.04064920917808482, w=0.08184773199371134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.015555555555555555, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.1)>	COMP<171>
[1740779692.0099816]	Q_Header<(2621443, 50698, 257, 173, 250, 8, 58, 144, 33)>	Q_Data<(0, 0, 56, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 253, 253, 253, 253, 93, 181, 156, 217, 131, 75, 173, 106, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 131, 121, 187, 72, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.759292198203442, y=-0.6442386778165056, z=0.040772282025715374, w=0.08227700025548551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.017777777777777778, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=0.0)>	COMP<171>
