[1740780450.4652903]	Q_Header<(2621443, 61018, 257, 173, 250, 8, 58, 0, 20)>	Q_Data<(0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 23, 6, 34, 52, 76, 158, 129, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6779371974344055, y=-0.7287809613187001, z=0.0834985222013385, w=-0.04803606503834313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.03666666666666667, z=0.19111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.04, z=0.03)>	COMP<152>
[1740780451.7053158]	Q_Header<(2621443, 61142, 257, 173, 250, 8, 58, 124, 27)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 58, 90, 230, 253, 253, 253, 253, 65, 95, 110, 129, 66, 24, 16, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5939968513243018, y=-0.798038309809417, z=0.09332317978574368, w=-0.039917174349167014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05555555555555555, y=0.06444444444444444, z=0.17222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=-0.09)>	COMP<133>
[1740780451.7154107]	Q_Header<(2621443, 61143, 257, 173, 250, 8, 58, 125, 27)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 133, 155, 253, 253, 253, 253, 253, 78, 101, 152, 174, 57, 43, 21, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5919252552209264, y=-0.7994469986475247, z=0.0944223932591022, w=-0.03991741770617507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.06444444444444444, z=0.17)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.16, z=-0.15)>	COMP<133>
[1740780451.7253077]	Q_Header<(2621443, 61144, 257, 173, 250, 8, 58, 126, 26)>	Q_Data<(0, 0, 61, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 48, 200, 250, 253, 253, 253, 253, 253, 108, 171, 211, 185, 46, 49, 21, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5919252552209264, y=-0.7994469986475247, z=0.0944223932591022, w=-0.03991741770617507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.06444444444444444, z=0.17)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.16, z=-0.15)>	COMP<133>
[1740780451.7355113]	Q_Header<(2621443, 61145, 257, 173, 250, 8, 58, 127, 27)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 60, 220, 253, 253, 253, 253, 253, 253, 114, 245, 253, 148, 25, 42, 48, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5919252552209264, y=-0.7994469986475247, z=0.0944223932591022, w=-0.03991741770617507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06111111111111111, y=0.06444444444444444, z=0.17)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.16, z=-0.15)>	COMP<133>
[1740780451.7454247]	Q_Header<(2621443, 61146, 257, 173, 250, 8, 58, 128, 35)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33, 19, 0, 41, 164, 163, 253, 253, 253, 253, 178, 81, 243, 243, 96, 0, 0, 79, 91, 19, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5897791478650605, y=-0.8008984764861145, z=0.09551944183057225, w=-0.03997778555848232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.056666666666666664, y=0.05444444444444444, z=0.1711111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.04)>	COMP<132>
[1740780451.755372]	Q_Header<(2621443, 61147, 257, 173, 250, 8, 58, 129, 31)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 48, 20, 0, 0, 51, 208, 253, 253, 253, 253, 105, 20, 172, 171, 30, 8, 0, 78, 86, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5897791478650605, y=-0.8008984764861145, z=0.09551944183057225, w=-0.03997778555848232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.056666666666666664, y=0.05444444444444444, z=0.1711111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.04)>	COMP<132>
[1740780451.7683852]	Q_Header<(2621443, 61148, 257, 173, 250, 8, 58, 130, 31)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 9, 0, 0, 108, 223, 253, 253, 253, 253, 131, 96, 102, 93, 36, 20, 30, 57, 58, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5897791478650605, y=-0.8008984764861145, z=0.09551944183057225, w=-0.03997778555848232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.056666666666666664, y=0.05444444444444444, z=0.1711111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.04)>	COMP<132>
[1740780451.7730868]	Q_Header<(2621443, 61149, 257, 173, 250, 8, 58, 131, 35)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 0, 34, 90, 173, 253, 253, 198, 193, 113, 153, 108, 50, 36, 11, 19, 16, 11, 0, 0, 0, 0, 0, 37, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5897791478650605, y=-0.8008984764861145, z=0.09551944183057225, w=-0.03997778555848232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.056666666666666664, y=0.05444444444444444, z=0.1711111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.04)>	COMP<132>
[1740780451.788791]	Q_Header<(2621443, 61150, 257, 173, 250, 8, 58, 132, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 110, 110, 181, 188, 253, 171, 113, 153, 188, 119, 0, 0, 52, 26, 0, 0, 0, 0, 0, 0, 44, 137, 182, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5869823716914582, y=-0.8028053587249401, z=0.09668088559418422, w=-0.04010059459304232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.042222222222222223, z=0.17222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.19, z=0.14)>	COMP<134>
[1740780451.79535]	Q_Header<(2621443, 61151, 257, 173, 250, 8, 58, 133, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 166, 195, 253, 171, 253, 253, 230, 169, 196, 151, 28, 17, 68, 44, 0, 0, 0, 0, 0, 0, 83, 198, 253, 133, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5869823716914582, y=-0.8028053587249401, z=0.09668088559418422, w=-0.04010059459304232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.042222222222222223, z=0.17222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.19, z=0.14)>	COMP<134>
[1740780451.8081994]	Q_Header<(2621443, 61152, 257, 173, 250, 8, 58, 134, 34)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41, 169, 202, 217, 253, 253, 253, 253, 152, 218, 190, 17, 53, 78, 43, 0, 0, 0, 0, 0, 0, 85, 167, 253, 153, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5849156031979094, y=-0.8042208064004648, z=0.09741472427255174, w=-0.040162210884297646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.04111111111111111, z=0.17333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.25, z=0.18)>	COMP<134>
[1740780451.8156867]	Q_Header<(2621443, 61153, 257, 173, 250, 8, 58, 135, 35)>	Q_Data<(0, 0, 52, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 111, 142, 173, 253, 253, 225, 253, 115, 202, 169, 31, 50, 63, 5, 0, 0, 0, 0, 0, 50, 47, 85, 181, 176, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5849156031979094, y=-0.8042208064004648, z=0.09741472427255174, w=-0.040162210884297646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.04111111111111111, z=0.17333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.25, z=0.18)>	COMP<134>
[1740780451.825381]	Q_Header<(2621443, 61154, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 27, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 59, 100, 182, 253, 253, 253, 253, 101, 133, 66, 40, 21, 32, 0, 0, 0, 0, 0, 7, 124, 135, 82, 89, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5849156031979094, y=-0.8042208064004648, z=0.09741472427255174, w=-0.040162210884297646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.04111111111111111, z=0.17333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.25, z=0.18)>	COMP<134>
[1740780451.8363886]	Q_Header<(2621443, 61155, 257, 173, 250, 8, 58, 137, 32)>	Q_Data<(0, 0, 47, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 70, 204, 226, 253, 253, 253, 61, 142, 174, 65, 0, 0, 0, 0, 0, 0, 0, 46, 190, 252, 219, 117, 26, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5849156031979094, y=-0.8042208064004648, z=0.09741472427255174, w=-0.040162210884297646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.04111111111111111, z=0.17333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.25, z=0.18)>	COMP<134>
[1740780451.8465567]	Q_Header<(2621443, 61156, 257, 173, 250, 8, 58, 138, 32)>	Q_Data<(0, 0, 60, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 48, 219, 253, 253, 253, 253, 166, 209, 202, 102, 13, 0, 0, 0, 0, 0, 0, 57, 214, 253, 253, 179, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5828315192631573, y=-0.8056734793458663, z=0.09790153491445223, w=-0.040161602227998486)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03333333333333333, z=0.17)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.21, z=0.27)>	COMP<131>
[1740780451.8551354]	Q_Header<(2621443, 61157, 257, 173, 250, 8, 58, 139, 31)>	Q_Data<(0, 0, 48, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 220, 253, 253, 236, 253, 174, 186, 189, 163, 45, 0, 0, 0, 0, 0, 0, 88, 253, 253, 253, 251, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5828315192631573, y=-0.8056734793458663, z=0.09790153491445223, w=-0.040161602227998486)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03333333333333333, z=0.17)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.21, z=0.27)>	COMP<131>
[1740780451.8662415]	Q_Header<(2621443, 61158, 257, 173, 250, 8, 58, 140, 32)>	Q_Data<(0, 0, 28, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 217, 253, 253, 253, 253, 209, 197, 233, 197, 57, 0, 0, 0, 13, 0, 0, 108, 253, 253, 253, 253, 253, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5828315192631573, y=-0.8056734793458663, z=0.09790153491445223, w=-0.040161602227998486)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03333333333333333, z=0.17)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.21, z=0.27)>	COMP<131>
