[1740780427.9651985]	Q_Header<(2621443, 58768, 257, 173, 250, 8, 58, 0, 34)>	Q_Data<(0, 0, 63, 65, 83, 61, 70, 7, 0, 0, 0, 0, 0, 0, 0, 0, 99, 129, 199, 41, 67, 39, 14, 29, 0, 0, 0, 5, 0, 0, 0, 0, 0, 22, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3961696218263918, y=-0.9133079989231438, z=0.09295429580058462, w=-0.016662194848036507)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.07555555555555556, y=-0.044444444444444446, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.05, z=-0.38)>	COMP<90>
[1740780429.2952576]	Q_Header<(2621443, 58901, 257, 173, 250, 8, 58, 133, 36)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 176, 253, 253, 253, 253, 250, 233, 97, 154, 195, 144, 106, 15, 0, 34, 80, 205, 253, 253, 253, 114, 235, 213, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4303043814681388, y=-0.8979628454126607, z=0.08966200515981503, w=-0.021484701032168065)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.04, z=-0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.11)>	COMP<197>
[1740780429.3053281]	Q_Header<(2621443, 58902, 257, 173, 250, 8, 58, 134, 43)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 253, 253, 253, 253, 253, 243, 233, 180, 204, 180, 135, 68, 66, 86, 162, 129, 253, 253, 253, 242, 84, 131, 17, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 56, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4303043814681388, y=-0.8979628454126607, z=0.08966200515981503, w=-0.021484701032168065)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.04, z=-0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.11)>	COMP<197>
[1740780429.3155186]	Q_Header<(2621443, 58903, 257, 173, 250, 8, 58, 135, 40)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 74, 253, 253, 253, 253, 253, 253, 253, 187, 163, 177, 143, 86, 84, 118, 213, 234, 253, 253, 253, 240, 98, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 84, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4312148214562139, y=-0.8975249751611643, z=0.08953887375460239, w=-0.022033765116163232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=0.07)>	COMP<193>
[1740780429.3252342]	Q_Header<(2621443, 58904, 257, 173, 250, 8, 58, 136, 36)>	Q_Data<(0, 0, 19, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 244, 253, 253, 253, 253, 253, 253, 239, 102, 143, 146, 93, 72, 118, 214, 228, 253, 253, 253, 145, 75, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4312148214562139, y=-0.8975249751611643, z=0.08953887375460239, w=-0.022033765116163232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=0.07)>	COMP<193>
[1740780429.3361838]	Q_Header<(2621443, 58905, 257, 173, 250, 8, 58, 137, 35)>	Q_Data<(0, 0, 25, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 171, 253, 243, 253, 253, 253, 253, 253, 222, 171, 122, 135, 42, 94, 161, 154, 253, 253, 197, 65, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4312148214562139, y=-0.8975249751611643, z=0.08953887375460239, w=-0.022033765116163232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=0.07)>	COMP<193>
[1740780429.3452597]	Q_Header<(2621443, 58906, 257, 173, 250, 8, 58, 138, 31)>	Q_Data<(0, 0, 50, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 253, 253, 253, 253, 253, 253, 253, 253, 253, 252, 205, 47, 61, 94, 60, 131, 175, 111, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.43219556455622876, y=-0.8970453625593693, z=0.08941766728920705, w=-0.022827445437654224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.044444444444444446, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.0)>	COMP<193>
[1740780429.3552456]	Q_Header<(2621443, 58907, 257, 173, 250, 8, 58, 139, 28)>	Q_Data<(0, 0, 43, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 55, 27, 41, 0, 37, 73, 44, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.43219556455622876, y=-0.8970453625593693, z=0.08941766728920705, w=-0.022827445437654224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.044444444444444446, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.0)>	COMP<193>
[1740780429.3652403]	Q_Header<(2621443, 58908, 257, 173, 250, 8, 58, 140, 31)>	Q_Data<(0, 0, 45, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 213, 253, 253, 253, 253, 253, 225, 253, 253, 253, 246, 77, 41, 31, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.43219556455622876, y=-0.8970453625593693, z=0.08941766728920705, w=-0.022827445437654224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.044444444444444446, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.0)>	COMP<193>
[1740780429.3753803]	Q_Header<(2621443, 58909, 257, 173, 250, 8, 58, 141, 39)>	Q_Data<(0, 0, 59, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 253, 253, 253, 253, 171, 253, 231, 253, 253, 213, 79, 63, 39, 13, 0, 0, 0, 0, 9, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4328099816452327, y=-0.8967485898084556, z=0.08929643254082294, w=-0.02331595162720052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03666666666666667, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=0.01)>	COMP<192>
[1740780429.3851986]	Q_Header<(2621443, 58910, 257, 173, 250, 8, 58, 142, 42)>	Q_Data<(0, 0, 67, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 200, 157, 63, 45, 0, 6, 0, 0, 46, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 41, 64, 0, 98, 159, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4328099816452327, y=-0.8967485898084556, z=0.08929643254082294, w=-0.02331595162720052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03666666666666667, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=0.01)>	COMP<192>
[1740780429.3952837]	Q_Header<(2621443, 58911, 257, 173, 250, 8, 58, 143, 52)>	Q_Data<(0, 0, 69, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 235, 253, 253, 173, 253, 253, 150, 253, 253, 253, 252, 176, 43, 23, 0, 0, 41, 0, 32, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 94, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 130, 178, 0, 25, 253, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4328099816452327, y=-0.8967485898084556, z=0.08929643254082294, w=-0.02331595162720052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03666666666666667, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=0.01)>	COMP<192>
[1740780429.4053557]	Q_Header<(2621443, 58912, 257, 173, 250, 8, 58, 144, 54)>	Q_Data<(0, 0, 61, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 198, 253, 253, 237, 253, 253, 253, 253, 253, 253, 190, 111, 0, 0, 0, 0, 49, 30, 48, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 131, 215, 0, 0, 35, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 113, 188, 0, 169, 73, 162, 91, 132, 227, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4328099816452327, y=-0.8967485898084556, z=0.08929643254082294, w=-0.02331595162720052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03666666666666667, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=0.01)>	COMP<192>
[1740780429.4153914]	Q_Header<(2621443, 58913, 257, 173, 250, 8, 58, 145, 55)>	Q_Data<(0, 0, 67, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 170, 253, 253, 247, 253, 253, 253, 253, 253, 253, 204, 57, 37, 0, 0, 39, 46, 125, 146, 77, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 127, 243, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 240, 210, 0, 239, 74, 85, 0, 18, 112, 109, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.43335033502853915, y=-0.8964858761829836, z=0.08923354786080623, w=-0.02362064502197812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.027777777777777776, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.16, z=0.03)>	COMP<195>
[1740780429.425353]	Q_Header<(2621443, 58914, 257, 173, 250, 8, 58, 146, 48)>	Q_Data<(0, 0, 71, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 124, 253, 253, 116, 253, 253, 253, 253, 253, 253, 123, 82, 31, 0, 0, 0, 88, 187, 228, 132, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 97, 231, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 187, 253, 253, 253, 253, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.43335033502853915, y=-0.8964858761829836, z=0.08923354786080623, w=-0.02362064502197812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.027777777777777776, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.16, z=0.03)>	COMP<195>
[1740780429.4353464]	Q_Header<(2621443, 58915, 257, 173, 250, 8, 58, 147, 50)>	Q_Data<(0, 0, 36, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73, 193, 253, 253, 253, 253, 253, 253, 253, 148, 146, 91, 34, 0, 0, 101, 160, 175, 253, 253, 186, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 17, 0, 0, 0, 131, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 204, 207, 250, 253, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.43335033502853915, y=-0.8964858761829836, z=0.08923354786080623, w=-0.02362064502197812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.027777777777777776, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.16, z=0.03)>	COMP<195>
[1740780429.44682]	Q_Header<(2621443, 58916, 257, 173, 250, 8, 58, 148, 47)>	Q_Data<(0, 0, 27, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 46, 135, 253, 253, 253, 253, 253, 253, 233, 60, 141, 49, 40, 0, 44, 223, 253, 153, 253, 253, 253, 97, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 147, 107, 150, 129, 181, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4340186387395234, y=-0.8961743316850544, z=0.08904980929840595, w=-0.02386461647407589)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=0.02)>	COMP<195>
[1740780429.4552245]	Q_Header<(2621443, 58917, 257, 173, 250, 8, 58, 149, 39)>	Q_Data<(0, 0, 28, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 42, 167, 253, 253, 253, 253, 253, 188, 235, 69, 183, 149, 91, 40, 112, 253, 253, 253, 253, 253, 253, 128, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4340186387395234, y=-0.8961743316850544, z=0.08904980929840595, w=-0.02386461647407589)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=0.02)>	COMP<195>
