[1740779850.5312393]	Q_Header<(2621443, 1018, 257, 173, 250, 8, 58, 0, 45)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 225, 253, 253, 253, 253, 253, 253, 232, 129, 19, 77, 87, 38, 42, 45, 0, 24, 69, 200, 253, 253, 253, 112, 103, 197, 189, 185, 82, 36, 17, 35, 0, 0, 18, 42, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19708608595402743, y=-0.976580171961734, z=0.08117822679431913, w=0.029297405158852017)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.0022222222222222222, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.17, z=-0.16)>	COMP<181>
[1740779851.802779]	Q_Header<(2621443, 1145, 257, 173, 250, 8, 58, 127, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 94, 80, 0, 0, 116, 213, 185, 110, 245, 213, 145, 79, 77, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19018421952094183, y=-0.9773491358115667, z=0.0834344762789241, w=0.040710165090009055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.04777777777777778, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.05, z=-0.16)>	COMP<183>
[1740779851.8111303]	Q_Header<(2621443, 1146, 257, 173, 250, 8, 58, 128, 24)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 91, 0, 101, 162, 208, 137, 163, 206, 194, 168, 97, 108, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19091136572538792, y=-0.9773221545270578, z=0.08276080943849937, w=0.03930528117875634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06111111111111111, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.08, z=-0.18)>	COMP<183>
[1740779851.821096]	Q_Header<(2621443, 1147, 257, 173, 250, 8, 58, 129, 27)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 91, 112, 76, 142, 253, 205, 166, 156, 154, 123, 124, 114, 20, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19091136572538792, y=-0.9773221545270578, z=0.08276080943849937, w=0.03930528117875634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06111111111111111, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.08, z=-0.18)>	COMP<183>
[1740779851.8319147]	Q_Header<(2621443, 1148, 257, 173, 250, 8, 58, 130, 26)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 106, 106, 0, 137, 252, 253, 200, 74, 76, 45, 95, 86, 30, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19091136572538792, y=-0.9773221545270578, z=0.08276080943849937, w=0.03930528117875634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06111111111111111, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.08, z=-0.18)>	COMP<183>
[1740779851.8420362]	Q_Header<(2621443, 1149, 257, 173, 250, 8, 58, 131, 24)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 114, 0, 133, 0, 253, 253, 253, 90, 50, 10, 44, 30, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19133964692091449, y=-0.9773275171115163, z=0.08233402988718139, w=0.0379627624831926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.08666666666666667, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.1, z=0.01)>	COMP<182>
[1740779851.8527184]	Q_Header<(2621443, 1150, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 101, 54, 128, 131, 249, 253, 253, 116, 73, 23, 35, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19133964692091449, y=-0.9773275171115163, z=0.08233402988718139, w=0.0379627624831926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.08666666666666667, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.1, z=0.01)>	COMP<182>
[1740779851.8644755]	Q_Header<(2621443, 1151, 257, 173, 250, 8, 58, 133, 23)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 57, 115, 132, 146, 222, 251, 245, 96, 57, 26, 15, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19133964692091449, y=-0.9773275171115163, z=0.08233402988718139, w=0.0379627624831926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.08666666666666667, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.1, z=0.01)>	COMP<182>
[1740779851.8719444]	Q_Header<(2621443, 1152, 257, 173, 250, 8, 58, 134, 22)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 133, 142, 140, 204, 141, 191, 58, 42, 11, 12, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19133964692091449, y=-0.9773275171115163, z=0.08233402988718139, w=0.0379627624831926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.08666666666666667, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.1, z=0.01)>	COMP<182>
[1740779851.88196]	Q_Header<(2621443, 1153, 257, 173, 250, 8, 58, 135, 22)>	Q_Data<(0, 0, 50, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 102, 134, 141, 219, 198, 140, 58, 41, 26, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1916479125410179, y=-0.9773433195921399, z=0.08209122368397104, w=0.03649855149666519)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.1, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.05)>	COMP<182>
[1740779851.8928418]	Q_Header<(2621443, 1154, 257, 173, 250, 8, 58, 136, 22)>	Q_Data<(0, 0, 43, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 110, 131, 15, 238, 170, 152, 59, 38, 27, 31, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1916479125410179, y=-0.9773433195921399, z=0.08209122368397104, w=0.03649855149666519)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.1, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.05)>	COMP<182>
[1740779851.9032485]	Q_Header<(2621443, 1155, 257, 173, 250, 8, 58, 137, 30)>	Q_Data<(0, 0, 49, 0, 65, 0, 0, 0, 0, 0, 0, 0, 39, 118, 131, 146, 253, 248, 217, 48, 38, 0, 40, 44, 0, 0, 0, 19, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1916479125410179, y=-0.9773433195921399, z=0.08209122368397104, w=0.03649855149666519)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.1, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.05)>	COMP<182>
[1740779851.9110365]	Q_Header<(2621443, 1156, 257, 173, 250, 8, 58, 138, 28)>	Q_Data<(0, 0, 53, 0, 64, 0, 0, 0, 0, 0, 0, 0, 17, 134, 144, 152, 253, 228, 231, 65, 26, 7, 35, 55, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1919555706967914, y=-0.9773559788768587, z=0.08209228699115562, w=0.03448486405204679)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.10555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.03)>	COMP<185>
[1740779851.920979]	Q_Header<(2621443, 1157, 257, 173, 250, 8, 58, 139, 24)>	Q_Data<(0, 0, 43, 0, 62, 0, 0, 0, 0, 0, 0, 0, 81, 117, 128, 86, 241, 210, 248, 62, 0, 28, 25, 48, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1919555706967914, y=-0.9773559788768587, z=0.08209228699115562, w=0.03448486405204679)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.10555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.03)>	COMP<185>
[1740779851.9311523]	Q_Header<(2621443, 1158, 257, 173, 250, 8, 58, 140, 23)>	Q_Data<(0, 0, 45, 0, 56, 0, 0, 0, 0, 0, 0, 0, 32, 128, 142, 39, 229, 168, 187, 35, 37, 26, 29, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1919555706967914, y=-0.9773559788768587, z=0.08209228699115562, w=0.03448486405204679)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.10555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.03)>	COMP<185>
[1740779851.9411712]	Q_Header<(2621443, 1159, 257, 173, 250, 8, 58, 141, 21)>	Q_Data<(0, 0, 62, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 134, 131, 143, 222, 183, 115, 53, 36, 32, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1920205727712547, y=-0.9773761703070888, z=0.08227709221095084, w=0.033081738856331866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.09555555555555556, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.09)>	COMP<180>
[1740779851.9509413]	Q_Header<(2621443, 1160, 257, 173, 250, 8, 58, 142, 22)>	Q_Data<(0, 0, 59, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 133, 129, 153, 244, 208, 65, 98, 67, 38, 14, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1920205727712547, y=-0.9773761703070888, z=0.08227709221095084, w=0.033081738856331866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.09555555555555556, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.09)>	COMP<180>
[1740779851.9609368]	Q_Header<(2621443, 1161, 257, 173, 250, 8, 58, 143, 22)>	Q_Data<(0, 0, 65, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 116, 132, 142, 251, 191, 73, 116, 95, 45, 27, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1920205727712547, y=-0.9773761703070888, z=0.08227709221095084, w=0.033081738856331866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.09555555555555556, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.09)>	COMP<180>
