[1740779488.1685197]	Q_Header<(2621443, 30304, 257, 173, 250, 8, 58, 0, 60)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 100, 227, 253, 253, 253, 195, 237, 199, 122, 77, 94, 253, 253, 253, 253, 169, 224, 253, 253, 130, 0, 59, 0, 80, 77, 78, 144, 159, 118, 87, 0, 84, 28, 0, 0, 0, 29, 0, 0, 0, 0, 46, 0, 17, 0, 0, 105, 163, 137, 162, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17565947350550282, y=-0.9791886495652472, z=0.10131852884612046, w=0.008239759876039917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.04888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=0.04)>	COMP<98>
[1740779489.5385044]	Q_Header<(2621443, 30441, 257, 173, 250, 8, 58, 137, 40)>	Q_Data<(0, 0, 60, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 28, 16, 0, 23, 20, 13, 5, 0, 0, 0, 0, 102, 139, 66, 169, 191, 253, 253, 253, 253, 253, 253, 253, 253, 253, 228, 166, 190, 122, 0, 0, 32, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17865385634566114, y=-0.9790866107416297, z=0.09717011933798857, w=0.00549328564096669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.013333333333333334, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.04, z=-0.03)>	COMP<103>
[1740779489.5491748]	Q_Header<(2621443, 30442, 257, 173, 250, 8, 58, 138, 40)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 0, 10, 0, 0, 0, 5, 56, 64, 48, 48, 152, 182, 253, 253, 219, 253, 253, 253, 253, 253, 253, 148, 229, 186, 86, 28, 0, 56, 19, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1787115120451257, y=-0.9790680890423024, z=0.09722931649176408, w=0.005859393837545105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=-0.06)>	COMP<103>
[1740779489.5687122]	Q_Header<(2621443, 30443, 257, 173, 250, 8, 58, 139, 42)>	Q_Data<(0, 0, 54, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 0, 22, 0, 0, 15, 0, 0, 0, 0, 14, 0, 44, 117, 124, 253, 223, 253, 151, 253, 253, 253, 253, 253, 170, 244, 252, 80, 144, 100, 107, 42, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1787115120451257, y=-0.9790680890423024, z=0.09722931649176408, w=0.005859393837545105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=-0.06)>	COMP<103>
[1740779489.570185]	Q_Header<(2621443, 30444, 257, 173, 250, 8, 58, 140, 45)>	Q_Data<(0, 0, 46, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 10, 0, 0, 10, 18, 0, 9, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 72, 152, 101, 189, 140, 253, 253, 253, 253, 253, 247, 176, 253, 101, 201, 233, 170, 40, 27, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1787115120451257, y=-0.9790680890423024, z=0.09722931649176408, w=0.005859393837545105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=-0.06)>	COMP<103>
[1740779489.5804985]	Q_Header<(2621443, 30445, 257, 173, 250, 8, 58, 141, 46)>	Q_Data<(0, 0, 57, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 12, 0, 0, 0, 9, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 73, 36, 38, 100, 253, 253, 253, 253, 253, 253, 213, 154, 235, 164, 253, 232, 87, 0, 73, 95, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17882829060247282, y=-0.9790391158888281, z=0.09728747277144767, w=0.0061643881743514515)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.023333333333333334, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.02, z=0.01)>	COMP<104>
[1740779489.5929744]	Q_Header<(2621443, 30446, 257, 173, 250, 8, 58, 142, 34)>	Q_Data<(0, 0, 55, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 63, 82, 235, 253, 253, 253, 253, 253, 253, 253, 253, 154, 253, 253, 159, 101, 149, 206, 114, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17882829060247282, y=-0.9790391158888281, z=0.09728747277144767, w=0.0061643881743514515)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.023333333333333334, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.02, z=0.01)>	COMP<104>
[1740779489.6017072]	Q_Header<(2621443, 30447, 257, 173, 250, 8, 58, 143, 32)>	Q_Data<(0, 0, 60, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 135, 229, 253, 253, 253, 253, 253, 253, 253, 249, 253, 221, 245, 214, 159, 253, 211, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17882829060247282, y=-0.9790391158888281, z=0.09728747277144767, w=0.0061643881743514515)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.023333333333333334, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.02, z=0.01)>	COMP<104>
[1740779489.6141815]	Q_Header<(2621443, 30448, 257, 173, 250, 8, 58, 144, 51)>	Q_Data<(0, 0, 45, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 23, 79, 130, 242, 253, 67, 253, 234, 253, 178, 253, 253, 231, 253, 253, 117, 253, 242, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1790148148664067, y=-0.9789968054746551, z=0.09735036812544107, w=0.006469679637176648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.017777777777777778, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.01, z=0.04)>	COMP<106>
[1740779489.6234617]	Q_Header<(2621443, 30449, 257, 173, 250, 8, 58, 145, 46)>	Q_Data<(0, 0, 38, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 13, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 122, 181, 115, 253, 253, 253, 253, 253, 253, 253, 169, 198, 242, 187, 212, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 253, 253, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1790148148664067, y=-0.9789968054746551, z=0.09735036812544107, w=0.006469679637176648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.017777777777777778, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.01, z=0.04)>	COMP<106>
[1740779489.629879]	Q_Header<(2621443, 30450, 257, 173, 250, 8, 58, 146, 49)>	Q_Data<(0, 0, 48, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 25, 0, 0, 0, 0, 0, 0, 21, 20, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 95, 136, 253, 253, 253, 253, 253, 253, 253, 253, 184, 250, 178, 96, 59, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 253, 253, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1790148148664067, y=-0.9789968054746551, z=0.09735036812544107, w=0.006469679637176648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.017777777777777778, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.01, z=0.04)>	COMP<106>
[1740779489.642306]	Q_Header<(2621443, 30451, 257, 173, 250, 8, 58, 147, 44)>	Q_Data<(0, 0, 33, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 22, 18, 0, 0, 0, 0, 0, 29, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 190, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 185, 144, 80, 0, 61, 0, 0, 0, 0, 0, 0, 53, 157, 235, 253, 78, 138, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17919583727438243, y=-0.9789243985162873, z=0.09771544123851711, w=0.006896842510900958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.024444444444444446, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.03)>	COMP<106>
[1740779489.648404]	Q_Header<(2621443, 30452, 257, 173, 250, 8, 58, 148, 54)>	Q_Data<(0, 0, 23, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 9, 0, 16, 0, 0, 0, 0, 0, 32, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 16, 0, 0, 67, 93, 196, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 99, 60, 33, 47, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 250, 207, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17919583727438243, y=-0.9789243985162873, z=0.09771544123851711, w=0.006896842510900958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.024444444444444446, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.03)>	COMP<106>
[1740779489.6584158]	Q_Header<(2621443, 30453, 257, 173, 250, 8, 58, 149, 52)>	Q_Data<(0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 27, 0, 0, 6, 14, 0, 0, 0, 28, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 41, 93, 214, 253, 253, 253, 253, 253, 253, 253, 253, 253, 204, 159, 154, 0, 0, 0, 0, 0, 0, 0, 0, 94, 75, 253, 253, 253, 253, 253, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17919583727438243, y=-0.9789243985162873, z=0.09771544123851711, w=0.006896842510900958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.024444444444444446, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.03)>	COMP<106>
[1740779489.668401]	Q_Header<(2621443, 30454, 257, 173, 250, 8, 58, 150, 48)>	Q_Data<(0, 0, 21, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 20, 0, 0, 0, 2, 0, 15, 10, 21, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 110, 182, 225, 253, 253, 253, 253, 253, 253, 253, 253, 250, 238, 31, 0, 0, 0, 0, 0, 0, 0, 96, 219, 222, 186, 253, 253, 253, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17919583727438243, y=-0.9789243985162873, z=0.09771544123851711, w=0.006896842510900958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.024444444444444446, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.03)>	COMP<106>
[1740779489.6785297]	Q_Header<(2621443, 30455, 257, 173, 250, 8, 58, 151, 58)>	Q_Data<(0, 0, 58, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 72, 120, 110, 208, 253, 253, 253, 253, 253, 253, 253, 253, 253, 130, 0, 0, 62, 37, 0, 0, 0, 0, 116, 138, 138, 232, 253, 253, 78, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1793780245107947, y=-0.9788583726111348, z=0.09802011138630021, w=0.007201975805469131)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01888888888888889, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.0)>	COMP<105>
[1740779489.6884644]	Q_Header<(2621443, 30456, 257, 173, 250, 8, 58, 152, 66)>	Q_Data<(0, 0, 62, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 0, 14, 14, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 51, 64, 142, 253, 253, 253, 253, 253, 253, 253, 253, 253, 231, 0, 0, 173, 154, 53, 0, 0, 0, 0, 53, 77, 131, 247, 124, 136, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 67, 0, 0, 210, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 253, 253, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1793780245107947, y=-0.9788583726111348, z=0.09802011138630021, w=0.007201975805469131)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01888888888888889, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.0)>	COMP<105>
[1740779489.7030265]	Q_Header<(2621443, 30457, 257, 173, 250, 8, 58, 153, 77)>	Q_Data<(0, 0, 52, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 8, 11, 0, 0, 0, 27, 30, 3, 7, 0, 0, 14, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 202, 253, 253, 253, 253, 253, 253, 253, 253, 253, 55, 40, 236, 218, 107, 56, 0, 0, 0, 15, 82, 249, 253, 253, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 253, 253, 0, 77, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 189, 239, 253, 151, 156, 0, 185, 253, 253, 253, 253, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1793780245107947, y=-0.9788583726111348, z=0.09802011138630021, w=0.007201975805469131)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.01888888888888889, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.0)>	COMP<105>
