[1740780392.9648924]	Q_Header<(2621443, 55268, 257, 173, 250, 8, 58, 0, 26)>	Q_Data<(0, 0, 0, 79, 66, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 143, 118, 100, 47, 40, 0, 37, 33, 0, 0, 0, 0, 0, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39178040188595703, y=-0.9153953057307344, z=0.09057518560504133, w=-0.01885965791910901)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.07333333333333333, y=-0.03111111111111111, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.15)>	COMP<107>
[1740780394.144963]	Q_Header<(2621443, 55386, 257, 173, 250, 8, 58, 118, 32)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 163, 129, 253, 253, 253, 253, 197, 253, 253, 212, 70, 32, 8, 34, 0, 0, 0, 0, 0, 0, 8, 37, 71, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38470940813843074, y=-0.9173088521200183, z=0.10186895163938456, w=-0.012878579266572883)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.025555555555555557, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=-0.04, z=-0.05)>	COMP<103>
[1740780394.1549873]	Q_Header<(2621443, 55387, 257, 173, 250, 8, 58, 119, 33)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 197, 175, 253, 253, 253, 253, 233, 253, 253, 226, 84, 37, 38, 42, 0, 0, 0, 0, 0, 0, 90, 133, 114, 101, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38470940813843074, y=-0.9173088521200183, z=0.10186895163938456, w=-0.012878579266572883)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.025555555555555557, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=-0.04, z=-0.05)>	COMP<103>
[1740780394.164925]	Q_Header<(2621443, 55388, 257, 173, 250, 8, 58, 120, 33)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 193, 174, 253, 253, 253, 253, 253, 212, 253, 209, 70, 35, 16, 38, 0, 0, 0, 0, 0, 32, 121, 165, 43, 88, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38470940813843074, y=-0.9173088521200183, z=0.10186895163938456, w=-0.012878579266572883)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.025555555555555557, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=-0.04, z=-0.05)>	COMP<103>
[1740780394.1750484]	Q_Header<(2621443, 55389, 257, 173, 250, 8, 58, 121, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 143, 108, 253, 253, 253, 253, 253, 141, 232, 164, 0, 12, 0, 20, 0, 0, 0, 0, 0, 0, 81, 114, 95, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38470940813843074, y=-0.9173088521200183, z=0.10186895163938456, w=-0.012878579266572883)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.025555555555555557, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=-0.04, z=-0.05)>	COMP<103>
[1740780394.1850123]	Q_Header<(2621443, 55390, 257, 173, 250, 8, 58, 122, 30)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 84, 94, 253, 253, 253, 253, 253, 159, 158, 73, 52, 0, 0, 0, 0, 0, 0, 0, 41, 137, 185, 149, 105, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3837192262255328, y=-0.9177035606055529, z=0.10204844063131714, w=-0.012878122591631529)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.012222222222222223, z=0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.21, z=-0.06)>	COMP<103>
[1740780394.1949735]	Q_Header<(2621443, 55391, 257, 173, 250, 8, 58, 123, 32)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 55, 133, 253, 253, 223, 253, 253, 171, 134, 142, 59, 0, 0, 0, 0, 0, 0, 0, 67, 238, 253, 253, 157, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3837192262255328, y=-0.9177035606055529, z=0.10204844063131714, w=-0.012878122591631529)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.012222222222222223, z=0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.21, z=-0.06)>	COMP<103>
[1740780394.205029]	Q_Header<(2621443, 55392, 257, 173, 250, 8, 58, 124, 31)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 135, 253, 253, 253, 253, 253, 137, 181, 209, 86, 9, 0, 0, 0, 0, 0, 0, 49, 253, 253, 253, 205, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3837192262255328, y=-0.9177035606055529, z=0.10204844063131714, w=-0.012878122591631529)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.012222222222222223, z=0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.21, z=-0.06)>	COMP<103>
[1740780394.2150362]	Q_Header<(2621443, 55393, 257, 173, 250, 8, 58, 125, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 253, 159, 253, 253, 253, 129, 219, 225, 113, 37, 0, 6, 0, 0, 0, 0, 100, 193, 253, 253, 253, 155, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38293499399630776, y=-0.918030800876389, z=0.10205089416031664, w=-0.012878432217599767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.23, z=-0.22)>	COMP<107>
[1740780394.2250288]	Q_Header<(2621443, 55394, 257, 173, 250, 8, 58, 126, 33)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 211, 253, 253, 253, 253, 147, 226, 214, 157, 54, 27, 0, 0, 0, 0, 26, 186, 253, 209, 253, 253, 197, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38293499399630776, y=-0.918030800876389, z=0.10205089416031664, w=-0.012878432217599767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.23, z=-0.22)>	COMP<107>
[1740780394.2355213]	Q_Header<(2621443, 55395, 257, 173, 250, 8, 58, 127, 34)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 196, 253, 253, 253, 253, 173, 198, 195, 155, 28, 31, 0, 0, 0, 0, 36, 206, 253, 253, 253, 253, 248, 188, 64, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38293499399630776, y=-0.918030800876389, z=0.10205089416031664, w=-0.012878432217599767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.23, z=-0.22)>	COMP<107>
[1740780394.2450519]	Q_Header<(2621443, 55396, 257, 173, 250, 8, 58, 128, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69, 228, 253, 253, 253, 253, 139, 117, 137, 107, 91, 56, 0, 0, 0, 0, 26, 221, 253, 253, 253, 253, 253, 212, 80, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38196311471903, y=-0.918469311328214, z=0.10174696584158245, w=-0.012878590157512837)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.34)>	COMP<105>
[1740780394.25596]	Q_Header<(2621443, 55397, 257, 173, 250, 8, 58, 129, 35)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 252, 253, 253, 253, 253, 188, 206, 138, 136, 152, 110, 0, 0, 0, 0, 44, 253, 253, 253, 239, 217, 232, 188, 61, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38196311471903, y=-0.918469311328214, z=0.10174696584158245, w=-0.012878590157512837)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.34)>	COMP<105>
[1740780394.2652586]	Q_Header<(2621443, 55398, 257, 173, 250, 8, 58, 130, 32)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 253, 253, 253, 253, 253, 253, 253, 124, 143, 184, 138, 55, 0, 0, 0, 51, 253, 253, 253, 253, 185, 137, 138, 15, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38196311471903, y=-0.918469311328214, z=0.10174696584158245, w=-0.012878590157512837)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.34)>	COMP<105>
[1740780394.2750866]	Q_Header<(2621443, 55399, 257, 173, 250, 8, 58, 131, 36)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 232, 253, 253, 253, 253, 253, 253, 90, 125, 189, 145, 86, 31, 0, 41, 20, 253, 253, 253, 253, 185, 131, 87, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38196311471903, y=-0.918469311328214, z=0.10174696584158245, w=-0.012878590157512837)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.005555555555555556, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.0, z=-0.34)>	COMP<105>
[1740780394.28502]	Q_Header<(2621443, 55400, 257, 173, 250, 8, 58, 132, 43)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 173, 248, 253, 199, 253, 253, 253, 224, 117, 176, 161, 76, 62, 67, 78, 48, 207, 253, 248, 253, 195, 146, 54, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 27, 70, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38121989399966383, y=-0.9188095235784405, z=0.10143891511806616, w=-0.013061328420737761)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.006666666666666667, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.02, z=-0.35)>	COMP<105>
[1740780394.2949736]	Q_Header<(2621443, 55401, 257, 173, 250, 8, 58, 133, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 173, 253, 253, 253, 253, 253, 253, 198, 195, 174, 77, 85, 94, 96, 108, 148, 253, 253, 253, 192, 115, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 28, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38121989399966383, y=-0.9188095235784405, z=0.10143891511806616, w=-0.013061328420737761)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.006666666666666667, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.02, z=-0.35)>	COMP<105>
[1740780394.30494]	Q_Header<(2621443, 55402, 257, 173, 250, 8, 58, 134, 33)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 213, 253, 193, 253, 253, 253, 253, 243, 194, 130, 133, 73, 89, 90, 115, 174, 253, 253, 253, 151, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38121989399966383, y=-0.9188095235784405, z=0.10143891511806616, w=-0.013061328420737761)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.006666666666666667, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.02, z=-0.35)>	COMP<105>
