[1740779298.7711885]	Q_Header<(2621443, 11304, 257, 173, 250, 8, 58, 0, 44)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 225, 206, 253, 253, 253, 253, 253, 253, 200, 35, 253, 253, 253, 121, 129, 7, 40, 8, 10, 16, 56, 121, 143, 126, 106, 0, 20, 100, 193, 133, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8442492937973982, y=0.5268623412419854, z=-0.039001973592867084, w=-0.09021113766863466)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.015555555555555555, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.04, z=0.06)>	COMP<109>
[1740779300.0791]	Q_Header<(2621443, 11435, 257, 173, 250, 8, 58, 131, 31)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 121, 149, 217, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 243, 186, 192, 175, 253, 198, 82, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8472914089440134, y=0.5223397116944869, z=-0.037475646527274475, w=-0.08862319015896179)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.008888888888888889, z=0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.01, z=0.03)>	COMP<113>
[1740779300.0888817]	Q_Header<(2621443, 11436, 257, 173, 250, 8, 58, 132, 37)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 64, 78, 122, 253, 253, 253, 253, 253, 156, 253, 253, 253, 253, 253, 253, 253, 192, 219, 253, 253, 253, 110, 0, 0, 0, 0, 52, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8472914089440134, y=0.5223397116944869, z=-0.037475646527274475, w=-0.08862319015896179)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.008888888888888889, z=0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.01, z=0.03)>	COMP<113>
[1740779300.0972295]	Q_Header<(2621443, 11437, 257, 173, 250, 8, 58, 133, 41)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 23, 44, 44, 184, 219, 253, 253, 253, 253, 104, 253, 253, 253, 253, 253, 253, 108, 253, 253, 253, 250, 91, 0, 24, 0, 0, 46, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8472914089440134, y=0.5223397116944869, z=-0.037475646527274475, w=-0.08862319015896179)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.008888888888888889, z=0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.01, z=0.03)>	COMP<113>
[1740779300.112035]	Q_Header<(2621443, 11438, 257, 173, 250, 8, 58, 134, 50)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 75, 234, 253, 253, 253, 142, 95, 220, 247, 253, 253, 253, 253, 253, 217, 253, 172, 91, 60, 0, 9, 0, 12, 45, 0, 0, 0, 0, 28, 69, 46, 65, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 63, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8477114429296352, y=0.5216638852847284, z=-0.03753636240202503, w=-0.08856140137453385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=-0.05)>	COMP<113>
[1740779300.1183724]	Q_Header<(2621443, 11439, 257, 173, 250, 8, 58, 135, 45)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 52, 160, 253, 253, 253, 135, 167, 87, 139, 253, 253, 253, 253, 253, 213, 253, 179, 148, 98, 83, 22, 50, 3, 50, 49, 0, 0, 0, 38, 103, 102, 83, 73, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8477114429296352, y=0.5216638852847284, z=-0.03753636240202503, w=-0.08856140137453385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=-0.05)>	COMP<113>
[1740779300.1274586]	Q_Header<(2621443, 11440, 257, 173, 250, 8, 58, 136, 43)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 85, 173, 213, 189, 138, 129, 74, 251, 253, 253, 253, 253, 253, 253, 253, 240, 211, 82, 133, 35, 119, 96, 128, 91, 0, 41, 0, 75, 88, 50, 117, 78, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8477114429296352, y=0.5216638852847284, z=-0.03753636240202503, w=-0.08856140137453385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=-0.05)>	COMP<113>
[1740779300.141999]	Q_Header<(2621443, 11441, 257, 173, 250, 8, 58, 137, 51)>	Q_Data<(0, 0, 60, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 41, 100, 119, 111, 100, 71, 64, 183, 253, 253, 253, 253, 253, 253, 253, 253, 253, 125, 139, 49, 200, 105, 218, 177, 83, 0, 91, 120, 48, 150, 237, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 55, 38, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8481092112717034, y=0.5210118911417964, z=-0.03759879626796468, w=-0.08856469705327395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.006666666666666667, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=0.1)>	COMP<107>
[1740779300.1469796]	Q_Header<(2621443, 11442, 257, 173, 250, 8, 58, 138, 49)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 67, 71, 53, 26, 21, 79, 221, 253, 253, 253, 253, 253, 253, 253, 253, 242, 144, 46, 228, 111, 253, 253, 129, 66, 155, 198, 238, 253, 253, 172, 165, 150, 22, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 80, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8481092112717034, y=0.5210118911417964, z=-0.03759879626796468, w=-0.08856469705327395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.006666666666666667, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=0.1)>	COMP<107>
[1740779300.1580725]	Q_Header<(2621443, 11443, 257, 173, 250, 8, 58, 139, 53)>	Q_Data<(0, 0, 49, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 41, 17, 19, 0, 0, 106, 180, 130, 206, 253, 253, 253, 253, 253, 253, 253, 117, 232, 123, 253, 253, 140, 70, 199, 253, 253, 253, 253, 253, 253, 253, 178, 82, 48, 0, 0, 0, 0, 134, 122, 6, 41, 0, 0, 0, 53, 122, 13, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8481092112717034, y=0.5210118911417964, z=-0.03759879626796468, w=-0.08856469705327395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.006666666666666667, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=0.1)>	COMP<107>
[1740779300.172052]	Q_Header<(2621443, 11444, 257, 173, 250, 8, 58, 140, 63)>	Q_Data<(0, 0, 50, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 14, 0, 0, 50, 123, 207, 238, 253, 253, 253, 231, 253, 253, 253, 179, 253, 56, 253, 253, 96, 149, 253, 253, 253, 253, 253, 253, 253, 253, 235, 97, 58, 28, 0, 58, 152, 253, 253, 219, 53, 33, 37, 69, 107, 115, 36, 0, 0, 0, 0, 0, 61, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8481092112717034, y=0.5210118911417964, z=-0.03759879626796468, w=-0.08856469705327395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.006666666666666667, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=0.04, z=0.1)>	COMP<107>
[1740779300.1783166]	Q_Header<(2621443, 11445, 257, 173, 250, 8, 58, 141, 60)>	Q_Data<(0, 0, 56, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 0, 0, 0, 0, 87, 190, 253, 253, 125, 171, 170, 253, 253, 253, 253, 253, 209, 207, 191, 0, 197, 253, 253, 253, 253, 253, 253, 253, 253, 209, 23, 0, 11, 0, 127, 188, 253, 253, 253, 171, 77, 151, 253, 253, 253, 253, 135, 120, 0, 0, 22, 0, 104, 134, 108, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8485545510385596, y=0.520253110339688, z=-0.037779994756014415, w=-0.08868228171322931)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.0, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.01, z=0.04)>	COMP<111>
[1740779300.1878235]	Q_Header<(2621443, 11446, 257, 173, 250, 8, 58, 142, 68)>	Q_Data<(0, 0, 53, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 40, 85, 253, 253, 164, 47, 36, 181, 253, 244, 253, 253, 217, 181, 106, 61, 103, 253, 253, 253, 253, 253, 201, 204, 178, 84, 0, 0, 0, 31, 186, 117, 253, 253, 253, 223, 74, 110, 253, 253, 253, 253, 253, 253, 91, 0, 90, 157, 226, 253, 152, 59, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8485545510385596, y=0.520253110339688, z=-0.037779994756014415, w=-0.08868228171322931)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.0, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.01, z=0.04)>	COMP<111>
[1740779300.1979756]	Q_Header<(2621443, 11447, 257, 173, 250, 8, 58, 143, 68)>	Q_Data<(0, 0, 54, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 253, 253, 155, 60, 18, 69, 107, 56, 229, 222, 160, 119, 39, 69, 125, 253, 253, 253, 253, 253, 189, 84, 60, 104, 0, 0, 0, 89, 215, 82, 253, 253, 253, 253, 104, 140, 253, 253, 253, 253, 253, 253, 238, 98, 208, 253, 253, 253, 253, 219, 0, 83, 37, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8485545510385596, y=0.520253110339688, z=-0.037779994756014415, w=-0.08868228171322931)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.0, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.01, z=0.04)>	COMP<111>
[1740779300.2090144]	Q_Header<(2621443, 11448, 257, 173, 250, 8, 58, 144, 74)>	Q_Data<(0, 0, 54, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 178, 177, 79, 0, 11, 28, 0, 58, 131, 115, 84, 0, 0, 46, 84, 159, 223, 0, 89, 109, 109, 0, 59, 88, 0, 0, 0, 97, 186, 119, 253, 253, 253, 253, 106, 141, 253, 253, 253, 253, 253, 253, 253, 188, 249, 253, 253, 253, 253, 253, 159, 0, 154, 203, 147, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 231, 167, 253, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8488829900450642, y=0.5196570159076558, z=-0.03802517276373849, w=-0.08892885508309308)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.03, z=-0.11)>	COMP<111>
[1740779300.2183607]	Q_Header<(2621443, 11449, 257, 173, 250, 8, 58, 145, 75)>	Q_Data<(0, 0, 49, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 73, 0, 0, 0, 0, 0, 44, 39, 30, 0, 0, 0, 0, 0, 72, 137, 67, 73, 76, 0, 0, 0, 0, 0, 0, 0, 57, 128, 80, 154, 253, 253, 148, 55, 109, 253, 253, 253, 253, 253, 253, 253, 226, 175, 253, 253, 253, 253, 253, 253, 253, 144, 253, 253, 200, 86, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 253, 232, 253, 253, 172, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8488829900450642, y=0.5196570159076558, z=-0.03802517276373849, w=-0.08892885508309308)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.03, z=-0.11)>	COMP<111>
[1740779300.2283907]	Q_Header<(2621443, 11450, 257, 173, 250, 8, 58, 146, 56)>	Q_Data<(0, 0, 53, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 57, 0, 58, 0, 0, 0, 0, 0, 66, 0, 0, 40, 0, 65, 149, 147, 0, 0, 40, 125, 253, 253, 253, 253, 253, 253, 253, 246, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 253, 253, 253, 253, 224, 191, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8488829900450642, y=0.5196570159076558, z=-0.03802517276373849, w=-0.08892885508309308)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.03, z=-0.11)>	COMP<111>
[1740779300.237024]	Q_Header<(2621443, 11451, 257, 173, 250, 8, 58, 147, 53)>	Q_Data<(0, 0, 52, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 81, 4, 0, 0, 0, 0, 68, 85, 0, 0, 0, 56, 76, 133, 143, 208, 177, 253, 251, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 118, 44, 44, 0, 0, 0, 0, 0, 12, 0, 134, 253, 222, 253, 253, 206, 169, 237, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8488829900450642, y=0.5196570159076558, z=-0.03802517276373849, w=-0.08892885508309308)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.03, z=-0.11)>	COMP<111>
