[1740780075.5027883]	Q_Header<(2621443, 23518, 257, 173, 250, 8, 58, 0, 44)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 226, 253, 253, 253, 253, 253, 163, 253, 253, 112, 253, 253, 253, 178, 253, 78, 119, 99, 47, 0, 0, 0, 0, 61, 56, 0, 69, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 110, 97, 60, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23894746901642164, y=-0.9664707974138025, z=0.09393107402714505, w=-0.0039061655215966756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.012222222222222223, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.04, z=-0.16)>	COMP<159>
[1740780076.682531]	Q_Header<(2621443, 23636, 257, 173, 250, 8, 58, 118, 21)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 87, 81, 91, 82, 65, 25, 0, 0, 75, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2346228124877366, y=-0.9677275473447096, z=0.0916762394267899, w=-0.007141225041900411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=-0.05)>	COMP<162>
[1740780076.6925688]	Q_Header<(2621443, 23637, 257, 173, 250, 8, 58, 119, 22)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 40, 91, 98, 107, 96, 108, 0, 0, 90, 35, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2346228124877366, y=-0.9677275473447096, z=0.0916762394267899, w=-0.007141225041900411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=-0.05)>	COMP<162>
[1740780076.7025836]	Q_Header<(2621443, 23638, 257, 173, 250, 8, 58, 120, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 28, 78, 63, 91, 76, 108, 0, 0, 83, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2346228124877366, y=-0.9677275473447096, z=0.0916762394267899, w=-0.007141225041900411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=-0.05)>	COMP<162>
[1740780076.7126381]	Q_Header<(2621443, 23639, 257, 173, 250, 8, 58, 121, 23)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 83, 0, 109, 0, 80, 0, 0, 58, 38, 15, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2346174515910701, y=-0.9677054357378814, z=0.09191828358380633, w=-0.007202096588903816)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=-0.09)>	COMP<162>
[1740780076.722611]	Q_Header<(2621443, 23640, 257, 173, 250, 8, 58, 122, 24)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 61, 90, 23, 107, 60, 6, 0, 0, 54, 28, 30, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2346174515910701, y=-0.9677054357378814, z=0.09191828358380633, w=-0.007202096588903816)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=-0.09)>	COMP<162>
[1740780076.7339044]	Q_Header<(2621443, 23641, 257, 173, 250, 8, 58, 123, 28)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 74, 93, 99, 111, 75, 104, 0, 0, 53, 25, 25, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2346174515910701, y=-0.9677054357378814, z=0.09191828358380633, w=-0.007202096588903816)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=-0.09)>	COMP<162>
[1740780076.7426631]	Q_Header<(2621443, 23642, 257, 173, 250, 8, 58, 124, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 79, 85, 100, 103, 106, 131, 0, 0, 54, 38, 16, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23461207620478594, y=-0.9676832643670347, z=0.09216031089209854, w=-0.007262964898119024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.03)>	COMP<159>
[1740780076.7525408]	Q_Header<(2621443, 23643, 257, 173, 250, 8, 58, 125, 21)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 66, 78, 100, 63, 109, 111, 0, 0, 37, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23461207620478594, y=-0.9676832643670347, z=0.09216031089209854, w=-0.007262964898119024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.03)>	COMP<159>
[1740780076.7657754]	Q_Header<(2621443, 23644, 257, 173, 250, 8, 58, 126, 22)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 78, 88, 93, 111, 134, 0, 0, 43, 26, 6, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23461207620478594, y=-0.9676832643670347, z=0.09216031089209854, w=-0.007262964898119024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.03)>	COMP<159>
[1740780076.7735906]	Q_Header<(2621443, 23645, 257, 173, 250, 8, 58, 127, 25)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 94, 64, 83, 10, 98, 0, 0, 52, 25, 27, 21, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23462186544356067, y=-0.9676626052919384, z=0.09234726389596964, w=-0.007324303811973799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.005555555555555556, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.09, z=-0.04)>	COMP<153>
[1740780076.7824345]	Q_Header<(2621443, 23646, 257, 173, 250, 8, 58, 128, 22)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 93, 88, 58, 120, 122, 0, 0, 40, 35, 33, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23462186544356067, y=-0.9676626052919384, z=0.09234726389596964, w=-0.007324303811973799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.005555555555555556, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.09, z=-0.04)>	COMP<153>
[1740780076.7925582]	Q_Header<(2621443, 23647, 257, 173, 250, 8, 58, 129, 28)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 79, 73, 87, 55, 105, 0, 0, 24, 28, 25, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23462186544356067, y=-0.9676626052919384, z=0.09234726389596964, w=-0.007324303811973799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.005555555555555556, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.09, z=-0.04)>	COMP<153>
[1740780076.8041074]	Q_Header<(2621443, 23648, 257, 173, 250, 8, 58, 130, 24)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 10, 94, 66, 116, 56, 0, 0, 43, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23462186544356067, y=-0.9676626052919384, z=0.09234726389596964, w=-0.007324303811973799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.005555555555555556, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.09, z=-0.04)>	COMP<153>
[1740780076.8128836]	Q_Header<(2621443, 23649, 257, 173, 250, 8, 58, 131, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 88, 83, 0, 71, 13, 0, 0, 51, 15, 0, 0, 9, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23461932329631469, y=-0.9676521205878702, z=0.09246833371329781, w=-0.007263189248767286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.008888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.11)>	COMP<153>
[1740780076.822553]	Q_Header<(2621443, 23650, 257, 173, 250, 8, 58, 132, 20)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 79, 100, 0, 41, 81, 16, 0, 38, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23461932329631469, y=-0.9676521205878702, z=0.09246833371329781, w=-0.007263189248767286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.008888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.11)>	COMP<153>
[1740780076.8337028]	Q_Header<(2621443, 23651, 257, 173, 250, 8, 58, 133, 34)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 93, 82, 7, 43, 84, 117, 0, 32, 36, 17, 19, 0, 12, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 17, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23461932329631469, y=-0.9676521205878702, z=0.09246833371329781, w=-0.007263189248767286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.008888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.11)>	COMP<153>
[1740780076.8436043]	Q_Header<(2621443, 23652, 257, 173, 250, 8, 58, 134, 22)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 89, 86, 96, 0, 107, 71, 0, 46, 30, 22, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23456042587120768, y=-0.9676609398288125, z=0.09253021223542826, w=-0.007202219685871066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.005555555555555556, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.08)>	COMP<156>
