[1740780118.004233]	Q_Header<(2621443, 27768, 257, 173, 250, 8, 58, 0, 74)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 27, 61, 113, 161, 147, 253, 253, 253, 253, 253, 253, 253, 253, 253, 203, 253, 197, 109, 185, 127, 104, 138, 159, 177, 253, 253, 244, 68, 194, 253, 253, 253, 111, 22, 0, 59, 119, 216, 49, 57, 23, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 183, 198, 95, 125, 63, 0, 0, 89, 175, 43, 0, 0, 57, 76, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12615938715580874, y=-0.9865090346392534, z=0.10418677981372304, w=0.005371081794732061)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.01, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.16, z=0.04)>	COMP<93>
[1740780119.1928415]	Q_Header<(2621443, 27887, 257, 173, 250, 8, 58, 119, 22)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 59, 94, 109, 113, 142, 0, 137, 91, 47, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1207310683672909, y=-0.9876997716478774, z=0.09930710224144706, w=0.003357031729120829)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.04777777777777778, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=0.15, z=0.03)>	COMP<97>
[1740780119.2028847]	Q_Header<(2621443, 27888, 257, 173, 250, 8, 58, 120, 22)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 86, 98, 112, 16, 113, 0, 78, 75, 43, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1207310683672909, y=-0.9876997716478774, z=0.09930710224144706, w=0.003357031729120829)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.04777777777777778, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=0.15, z=0.03)>	COMP<97>
[1740780119.2130003]	Q_Header<(2621443, 27889, 257, 173, 250, 8, 58, 121, 29)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 83, 91, 123, 136, 0, 0, 47, 30, 49, 0, 27, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12102984124967499, y=-0.9877084825736209, z=0.09887460555949242, w=0.0027465168210970116)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.042222222222222223, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=0.09, z=0.01)>	COMP<93>
[1740780119.2228973]	Q_Header<(2621443, 27890, 257, 173, 250, 8, 58, 122, 25)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 45, 96, 31, 114, 0, 0, 56, 45, 49, 22, 26, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12102984124967499, y=-0.9877084825736209, z=0.09887460555949242, w=0.0027465168210970116)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.042222222222222223, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=0.09, z=0.01)>	COMP<93>
[1740780119.232875]	Q_Header<(2621443, 27891, 257, 173, 250, 8, 58, 123, 22)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 50, 103, 105, 118, 39, 0, 52, 37, 27, 30, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12102984124967499, y=-0.9877084825736209, z=0.09887460555949242, w=0.0027465168210970116)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.042222222222222223, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=0.09, z=0.01)>	COMP<93>
[1740780119.2430131]	Q_Header<(2621443, 27892, 257, 173, 250, 8, 58, 124, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 62, 99, 107, 125, 0, 0, 39, 26, 26, 24, 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1215227811330752, y=-0.9876854064768573, z=0.09851218922590828, w=0.0022583339537537834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=0.07, z=-0.07)>	COMP<93>
[1740780119.2529604]	Q_Header<(2621443, 27893, 257, 173, 250, 8, 58, 125, 32)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 99, 113, 136, 0, 0, 42, 47, 34, 19, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1215227811330752, y=-0.9876854064768573, z=0.09851218922590828, w=0.0022583339537537834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=0.07, z=-0.07)>	COMP<93>
[1740780119.2629144]	Q_Header<(2621443, 27894, 257, 173, 250, 8, 58, 126, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 79, 110, 121, 62, 0, 63, 45, 25, 28, 0, 0, 0, 12, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1215227811330752, y=-0.9876854064768573, z=0.09851218922590828, w=0.0022583339537537834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=0.07, z=-0.07)>	COMP<93>
[1740780119.273681]	Q_Header<(2621443, 27895, 257, 173, 250, 8, 58, 127, 24)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 113, 135, 121, 0, 108, 69, 62, 30, 0, 0, 8, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12194515652210967, y=-0.9876459073277171, z=0.09838618233915955, w=0.0022582436392983274)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.011111111111111112, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=0.05, z=0.0)>	COMP<93>
[1740780119.28292]	Q_Header<(2621443, 27896, 257, 173, 250, 8, 58, 128, 25)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 121, 115, 135, 0, 131, 73, 76, 40, 0, 0, 10, 0, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12194515652210967, y=-0.9876459073277171, z=0.09838618233915955, w=0.0022582436392983274)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.011111111111111112, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=0.05, z=0.0)>	COMP<93>
[1740780119.2929966]	Q_Header<(2621443, 27897, 257, 173, 250, 8, 58, 129, 30)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 32, 123, 93, 123, 73, 172, 75, 72, 25, 0, 0, 8, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12194515652210967, y=-0.9876459073277171, z=0.09838618233915955, w=0.0022582436392983274)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.011111111111111112, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=0.05, z=0.0)>	COMP<93>
[1740780119.3028917]	Q_Header<(2621443, 27898, 257, 173, 250, 8, 58, 130, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 58, 123, 0, 66, 94, 205, 99, 71, 19, 16, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12194515652210967, y=-0.9876459073277171, z=0.09838618233915955, w=0.0022582436392983274)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.011111111111111112, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=0.05, z=0.0)>	COMP<93>
[1740780119.3129578]	Q_Header<(2621443, 27899, 257, 173, 250, 8, 58, 131, 28)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 93, 101, 0, 19, 0, 198, 117, 62, 22, 21, 22, 0, 22, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12237408144680928, y=-0.9875985096712324, z=0.09832650633955599, w=0.0023803437288905547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.05, z=0.0)>	COMP<89>
[1740780119.3229406]	Q_Header<(2621443, 27900, 257, 173, 250, 8, 58, 132, 30)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 103, 120, 40, 128, 49, 146, 85, 63, 60, 32, 21, 0, 10, 0, 9, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12237408144680928, y=-0.9875985096712324, z=0.09832650633955599, w=0.0023803437288905547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.05, z=0.0)>	COMP<89>
[1740780119.3356314]	Q_Header<(2621443, 27901, 257, 173, 250, 8, 58, 133, 27)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 49, 123, 113, 134, 137, 70, 95, 57, 67, 9, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12237408144680928, y=-0.9875985096712324, z=0.09832650633955599, w=0.0023803437288905547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.05, z=0.0)>	COMP<89>
[1740780119.3447282]	Q_Header<(2621443, 27902, 257, 173, 250, 8, 58, 134, 32)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 123, 117, 134, 161, 186, 83, 78, 22, 0, 21, 11, 19, 0, 0, 0, 0, 8, 0, 0, 19, 35, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12298251489722495, y=-0.9875221295469477, z=0.09832497841162749, w=0.002746507776861103)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.013333333333333334, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.01, z=-0.02)>	COMP<89>
[1740780119.3529382]	Q_Header<(2621443, 27903, 257, 173, 250, 8, 58, 135, 30)>	Q_Data<(0, 0, 63, 0, 66, 0, 0, 0, 0, 0, 0, 0, 123, 121, 133, 161, 230, 110, 142, 89, 19, 31, 0, 0, 0, 0, 0, 0, 6, 0, 0, 49, 49, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12298251489722495, y=-0.9875221295469477, z=0.09832497841162749, w=0.002746507776861103)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.013333333333333334, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.01, z=-0.02)>	COMP<89>
