[1740780407.9649992]	Q_Header<(2621443, 56768, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 0, 79, 82, 83, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 29, 38, 23, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5228178475259885, y=-0.8478242727041216, z=0.0831894380315109, w=-0.030578069298449712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0022222222222222222, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.15, z=-0.11)>	COMP<118>
[1740780409.2950842]	Q_Header<(2621443, 56901, 257, 173, 250, 8, 58, 133, 33)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 253, 253, 240, 253, 253, 253, 215, 173, 178, 136, 46, 36, 0, 26, 0, 0, 0, 0, 0, 0, 73, 138, 237, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.551149950440318, y=-0.8297766972575995, z=0.08087194732374545, w=-0.03411880645582921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.01, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.04)>	COMP<124>
[1740780409.3050702]	Q_Header<(2621443, 56902, 257, 173, 250, 8, 58, 134, 29)>	Q_Data<(0, 0, 65, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 253, 253, 253, 253, 253, 253, 253, 183, 160, 171, 8, 20, 20, 12, 0, 0, 0, 0, 0, 0, 128, 206, 253, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.551149950440318, y=-0.8297766972575995, z=0.08087194732374545, w=-0.03411880645582921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.01, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.04)>	COMP<124>
[1740780409.315146]	Q_Header<(2621443, 56903, 257, 173, 250, 8, 58, 135, 39)>	Q_Data<(0, 0, 42, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 118, 253, 253, 253, 253, 241, 224, 253, 147, 201, 189, 59, 50, 44, 0, 0, 0, 8, 0, 0, 15, 144, 203, 253, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.551632372013008, y=-0.8294627058704114, z=0.08093212273614168, w=-0.033813269981766585)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.14, z=-0.09)>	COMP<125>
[1740780409.3250535]	Q_Header<(2621443, 56904, 257, 173, 250, 8, 58, 136, 35)>	Q_Data<(0, 0, 30, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 62, 178, 253, 253, 253, 253, 253, 210, 77, 186, 153, 45, 51, 34, 0, 0, 0, 0, 0, 0, 16, 137, 166, 213, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.551632372013008, y=-0.8294627058704114, z=0.08093212273614168, w=-0.033813269981766585)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.14, z=-0.09)>	COMP<125>
[1740780409.3352382]	Q_Header<(2621443, 56905, 257, 173, 250, 8, 58, 137, 34)>	Q_Data<(0, 0, 43, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 24, 91, 160, 253, 253, 253, 253, 253, 151, 135, 156, 53, 36, 0, 0, 0, 0, 0, 0, 23, 114, 142, 91, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.551632372013008, y=-0.8294627058704114, z=0.08093212273614168, w=-0.033813269981766585)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.013333333333333334, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.14, z=-0.09)>	COMP<125>
[1740780409.345093]	Q_Header<(2621443, 56906, 257, 173, 250, 8, 58, 138, 33)>	Q_Data<(0, 0, 52, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 61, 127, 253, 253, 253, 253, 253, 221, 152, 203, 104, 25, 0, 5, 0, 0, 0, 0, 73, 186, 186, 177, 106, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5521315536178719, y=-0.8291128702570386, z=0.08123890093581555, w=-0.03350875778644834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.012222222222222223, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.09)>	COMP<123>
[1740780409.355106]	Q_Header<(2621443, 56907, 257, 173, 250, 8, 58, 139, 36)>	Q_Data<(0, 0, 33, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 22, 104, 253, 253, 213, 253, 253, 253, 171, 219, 111, 41, 20, 0, 0, 0, 0, 0, 125, 253, 253, 253, 125, 80, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5521315536178719, y=-0.8291128702570386, z=0.08123890093581555, w=-0.03350875778644834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.012222222222222223, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.09)>	COMP<123>
[1740780409.3650403]	Q_Header<(2621443, 56908, 257, 173, 250, 8, 58, 140, 31)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 253, 253, 206, 253, 253, 231, 180, 208, 111, 45, 0, 0, 0, 0, 0, 0, 160, 253, 253, 253, 215, 130, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5521315536178719, y=-0.8291128702570386, z=0.08123890093581555, w=-0.03350875778644834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.012222222222222223, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.09)>	COMP<123>
[1740780409.3765643]	Q_Header<(2621443, 56909, 257, 173, 250, 8, 58, 141, 34)>	Q_Data<(0, 0, 7, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 67, 238, 253, 253, 253, 253, 160, 177, 179, 121, 0, 0, 0, 0, 0, 0, 0, 176, 253, 253, 253, 253, 206, 68, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5525342698755268, y=-0.8288319214525189, z=0.08141839346227248, w=-0.03338520331623917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.15, z=-0.21)>	COMP<123>
[1740780409.3850691]	Q_Header<(2621443, 56910, 257, 173, 250, 8, 58, 142, 37)>	Q_Data<(0, 0, 39, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 8, 51, 219, 253, 253, 253, 253, 185, 150, 138, 124, 63, 9, 0, 0, 0, 0, 0, 146, 253, 253, 253, 253, 242, 241, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5525342698755268, y=-0.8288319214525189, z=0.08141839346227248, w=-0.03338520331623917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.15, z=-0.21)>	COMP<123>
[1740780409.3951073]	Q_Header<(2621443, 56911, 257, 173, 250, 8, 58, 143, 40)>	Q_Data<(0, 0, 51, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 40, 179, 216, 198, 253, 253, 238, 111, 141, 169, 105, 50, 0, 0, 0, 0, 0, 123, 188, 253, 253, 237, 253, 253, 155, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5525342698755268, y=-0.8288319214525189, z=0.08141839346227248, w=-0.03338520331623917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.15, z=-0.21)>	COMP<123>
[1740780409.4050968]	Q_Header<(2621443, 56912, 257, 173, 250, 8, 58, 144, 41)>	Q_Data<(0, 0, 19, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 13, 46, 172, 253, 253, 253, 253, 247, 164, 198, 232, 171, 109, 17, 13, 0, 0, 56, 204, 253, 253, 253, 163, 253, 253, 153, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5525342698755268, y=-0.8288319214525189, z=0.08141839346227248, w=-0.03338520331623917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.15, z=-0.21)>	COMP<123>
[1740780409.415171]	Q_Header<(2621443, 56913, 257, 173, 250, 8, 58, 145, 45)>	Q_Data<(0, 0, 18, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 25, 57, 238, 253, 253, 253, 245, 222, 253, 216, 243, 209, 150, 68, 28, 0, 0, 64, 208, 253, 253, 253, 130, 163, 222, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5529212550508169, y=-0.8285579023418523, z=0.08160456098939643, w=-0.03332542281242367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.13)>	COMP<123>
[1740780409.4251306]	Q_Header<(2621443, 56914, 257, 173, 250, 8, 58, 146, 50)>	Q_Data<(0, 0, 56, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 25, 47, 224, 253, 253, 213, 81, 253, 253, 213, 209, 211, 168, 107, 0, 25, 0, 19, 164, 253, 253, 253, 189, 115, 168, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 7, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5529212550508169, y=-0.8285579023418523, z=0.08160456098939643, w=-0.03332542281242367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.13)>	COMP<123>
[1740780409.435158]	Q_Header<(2621443, 56915, 257, 173, 250, 8, 58, 147, 48)>	Q_Data<(0, 0, 27, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12, 29, 164, 253, 253, 253, 250, 253, 253, 253, 134, 219, 193, 121, 41, 65, 44, 0, 233, 253, 253, 253, 84, 156, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5529212550508169, y=-0.8285579023418523, z=0.08160456098939643, w=-0.03332542281242367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.13)>	COMP<123>
[1740780409.4451427]	Q_Header<(2621443, 56916, 257, 173, 250, 8, 58, 148, 35)>	Q_Data<(0, 0, 14, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 253, 253, 253, 253, 253, 253, 147, 225, 202, 112, 69, 87, 89, 52, 228, 253, 253, 253, 117, 114, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.553422429453608, y=-0.8282109788525429, z=0.08172853568306838, w=-0.033326199016396815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0011111111111111111, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.07)>	COMP<124>
[1740780409.4551244]	Q_Header<(2621443, 56917, 257, 173, 250, 8, 58, 149, 40)>	Q_Data<(0, 0, 17, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 253, 253, 253, 253, 253, 253, 222, 167, 200, 163, 43, 78, 76, 96, 91, 129, 253, 253, 231, 35, 76, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.553422429453608, y=-0.8282109788525429, z=0.08172853568306838, w=-0.033326199016396815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0011111111111111111, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.07)>	COMP<124>
