[1740779828.040874]	Q_Header<(2621443, 64304, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 192, 115, 185, 253, 253, 253, 253, 253, 215, 83, 121, 181, 202, 253, 253, 253, 253, 215, 103, 36, 28, 0, 0, 0, 0, 73, 228, 253, 180, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.49402329829024033, y=-0.86475439710602, z=0.0662237804107871, w=0.06127988528334585)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.0, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=0.0)>	COMP<190>
[1740779829.3108094]	Q_Header<(2621443, 64431, 257, 173, 250, 8, 58, 127, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 124, 138, 104, 186, 168, 217, 143, 69, 42, 23, 19, 30, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.15)>	COMP<195>
[1740779829.3121598]	Q_Header<(2621443, 64432, 257, 173, 250, 8, 58, 128, 28)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 109, 148, 160, 168, 206, 63, 93, 68, 53, 0, 17, 24, 0, 16, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.15)>	COMP<195>
[1740779829.3308334]	Q_Header<(2621443, 64433, 257, 173, 250, 8, 58, 129, 28)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 65, 126, 160, 237, 203, 147, 47, 80, 49, 0, 25, 0, 0, 5, 21, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.15)>	COMP<195>
[1740779829.3337696]	Q_Header<(2621443, 64434, 257, 173, 250, 8, 58, 130, 22)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 141, 253, 253, 217, 93, 113, 68, 0, 31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.15)>	COMP<195>
[1740779829.350793]	Q_Header<(2621443, 64435, 257, 173, 250, 8, 58, 131, 22)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 149, 253, 253, 253, 184, 156, 83, 58, 8, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0022222222222222222, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.12, z=-0.16)>	COMP<195>
[1740779829.352122]	Q_Header<(2621443, 64436, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 145, 218, 253, 138, 212, 194, 87, 111, 37, 28, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0022222222222222222, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.12, z=-0.16)>	COMP<195>
[1740779829.3716362]	Q_Header<(2621443, 64437, 257, 173, 250, 8, 58, 133, 24)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 161, 181, 253, 253, 201, 238, 156, 142, 84, 27, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0022222222222222222, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.12, z=-0.16)>	COMP<195>
[1740779829.3729692]	Q_Header<(2621443, 64438, 257, 173, 250, 8, 58, 134, 25)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 161, 253, 247, 242, 253, 253, 240, 132, 117, 36, 28, 20, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967158999226671, y=-0.8631796825640647, z=0.06628575415532274, w=0.06164697209657088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0022222222222222222, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.12, z=-0.16)>	COMP<195>
[1740779829.3908372]	Q_Header<(2621443, 64439, 257, 173, 250, 8, 58, 135, 27)>	Q_Data<(0, 0, 60, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 161, 253, 253, 253, 252, 253, 253, 55, 123, 33, 50, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.49680784605234063, y=-0.8631273413847913, z=0.06628173474359238, w=0.06164323396963932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.06)>	COMP<192>
[1740779829.4008236]	Q_Header<(2621443, 64440, 257, 173, 250, 8, 58, 136, 27)>	Q_Data<(0, 0, 31, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 161, 253, 253, 253, 243, 253, 253, 86, 98, 27, 53, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.49680784605234063, y=-0.8631273413847913, z=0.06628173474359238, w=0.06164323396963932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=-0.06)>	COMP<192>
[1740779829.4108994]	Q_Header<(2621443, 64441, 257, 173, 250, 8, 58, 137, 27)>	Q_Data<(0, 0, 42, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 161, 253, 253, 253, 211, 253, 184, 74, 79, 43, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967634508358844, y=-0.8631562503650421, z=0.06640602463563611, w=0.061462193757431574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.017777777777777778, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.12, z=-0.06)>	COMP<190>
[1740779829.4207644]	Q_Header<(2621443, 64442, 257, 173, 250, 8, 58, 138, 22)>	Q_Data<(0, 0, 49, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 246, 243, 253, 170, 163, 118, 81, 99, 67, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967634508358844, y=-0.8631562503650421, z=0.06640602463563611, w=0.061462193757431574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.017777777777777778, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.12, z=-0.06)>	COMP<190>
[1740779829.430763]	Q_Header<(2621443, 64443, 257, 173, 250, 8, 58, 139, 23)>	Q_Data<(0, 0, 39, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 253, 180, 253, 237, 175, 145, 64, 137, 100, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967634508358844, y=-0.8631562503650421, z=0.06640602463563611, w=0.061462193757431574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.017777777777777778, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.12, z=-0.06)>	COMP<190>
[1740779829.440765]	Q_Header<(2621443, 64444, 257, 173, 250, 8, 58, 140, 24)>	Q_Data<(0, 0, 21, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 253, 253, 187, 207, 156, 71, 116, 180, 147, 46, 35, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4967634508358844, y=-0.8631562503650421, z=0.06640602463563611, w=0.061462193757431574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.017777777777777778, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.12, z=-0.06)>	COMP<190>
[1740779829.4531329]	Q_Header<(2621443, 64445, 257, 173, 250, 8, 58, 141, 33)>	Q_Data<(0, 0, 53, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 215, 253, 253, 253, 191, 143, 162, 185, 163, 70, 38, 0, 19, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.49676484154921513, y=-0.8631586668127534, z=0.06658931590246882, w=0.06121822534388288)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.023333333333333334, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.12, z=-0.15)>	COMP<190>
[1740779829.4607785]	Q_Header<(2621443, 64446, 257, 173, 250, 8, 58, 142, 29)>	Q_Data<(0, 0, 62, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 253, 253, 253, 234, 206, 175, 100, 146, 81, 33, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.49676484154921513, y=-0.8631586668127534, z=0.06658931590246882, w=0.06121822534388288)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.023333333333333334, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.12, z=-0.15)>	COMP<190>
[1740779829.4707735]	Q_Header<(2621443, 64447, 257, 173, 250, 8, 58, 143, 23)>	Q_Data<(0, 0, 63, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 253, 253, 253, 189, 206, 218, 169, 93, 84, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.49676484154921513, y=-0.8631586668127534, z=0.06658931590246882, w=0.06121822534388288)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.023333333333333334, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.12, z=-0.15)>	COMP<190>
