[1740779698.0711517]	Q_Header<(2621443, 51304, 257, 173, 250, 8, 58, 0, 40)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 172, 253, 246, 253, 203, 249, 253, 98, 0, 38, 28, 110, 184, 253, 253, 126, 126, 232, 136, 25, 0, 0, 114, 175, 181, 180, 210, 231, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7579991958970584, y=-0.6463653663378572, z=0.03625505454246338, w=0.07959022074641792)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.016666666666666666, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=0.12)>	COMP<169>
[1740779699.4302425]	Q_Header<(2621443, 51440, 257, 173, 250, 8, 58, 136, 23)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 162, 250, 253, 127, 117, 119, 130, 147, 112, 56, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7529980581235631, y=-0.65149560447523, z=0.0448002411171837, w=0.08087236986412588)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.021111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.09, z=-0.12)>	COMP<167>
[1740779699.439845]	Q_Header<(2621443, 51441, 257, 173, 250, 8, 58, 137, 29)>	Q_Data<(0, 0, 46, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 141, 253, 253, 249, 147, 223, 126, 118, 78, 69, 27, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7529980581235631, y=-0.65149560447523, z=0.0448002411171837, w=0.08087236986412588)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.021111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.09, z=-0.12)>	COMP<167>
[1740779699.4499195]	Q_Header<(2621443, 51442, 257, 173, 250, 8, 58, 138, 29)>	Q_Data<(0, 0, 57, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 148, 241, 253, 253, 156, 250, 97, 107, 28, 111, 33, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7530282978804448, y=-0.6515299951267424, z=0.04467634252297662, w=0.08038079658847024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.08)>	COMP<168>
[1740779699.4598615]	Q_Header<(2621443, 51443, 257, 173, 250, 8, 58, 139, 26)>	Q_Data<(0, 0, 54, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 183, 186, 221, 120, 118, 160, 30, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7530282978804448, y=-0.6515299951267424, z=0.04467634252297662, w=0.08038079658847024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.08)>	COMP<168>
[1740779699.4699202]	Q_Header<(2621443, 51444, 257, 173, 250, 8, 58, 140, 35)>	Q_Data<(0, 0, 49, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 253, 253, 253, 253, 253, 247, 125, 173, 167, 52, 54, 44, 0, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 20, 58, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7530282978804448, y=-0.6515299951267424, z=0.04467634252297662, w=0.08038079658847024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.015555555555555555, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.08)>	COMP<168>
[1740779699.4799411]	Q_Header<(2621443, 51445, 257, 173, 250, 8, 58, 141, 31)>	Q_Data<(0, 0, 60, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 249, 253, 253, 253, 253, 190, 147, 179, 155, 81, 55, 28, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 80, 64, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7529212084859711, y=-0.6517260590315499, z=0.04449412783611162, w=0.07989411980448574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.09)>	COMP<168>
[1740779699.4898763]	Q_Header<(2621443, 51446, 257, 173, 250, 8, 58, 142, 34)>	Q_Data<(0, 0, 56, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 253, 253, 253, 253, 199, 215, 206, 222, 53, 99, 50, 30, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 42, 127, 105, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7529212084859711, y=-0.6517260590315499, z=0.04449412783611162, w=0.07989411980448574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.09)>	COMP<168>
[1740779699.499839]	Q_Header<(2621443, 51447, 257, 173, 250, 8, 58, 143, 33)>	Q_Data<(0, 0, 60, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 253, 253, 253, 229, 218, 190, 223, 225, 141, 173, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 103, 168, 165, 231, 139, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7529212084859711, y=-0.6517260590315499, z=0.04449412783611162, w=0.07989411980448574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.09)>	COMP<168>
[1740779699.5099607]	Q_Header<(2621443, 51448, 257, 173, 250, 8, 58, 144, 33)>	Q_Data<(0, 0, 62, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 253, 237, 185, 74, 151, 174, 197, 128, 219, 206, 141, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 253, 253, 253, 204, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7528012918823194, y=-0.6519110263170952, z=0.04425011647597547, w=0.07965020965675586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=0.05)>	COMP<168>
[1740779699.5198476]	Q_Header<(2621443, 51449, 257, 173, 250, 8, 58, 145, 36)>	Q_Data<(0, 0, 45, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 186, 253, 253, 211, 253, 222, 129, 147, 253, 217, 199, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 155, 253, 253, 253, 208, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7528012918823194, y=-0.6519110263170952, z=0.04425011647597547, w=0.07965020965675586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=0.05)>	COMP<168>
[1740779699.5316548]	Q_Header<(2621443, 51450, 257, 173, 250, 8, 58, 146, 34)>	Q_Data<(0, 0, 54, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 253, 253, 253, 242, 230, 244, 253, 199, 236, 195, 193, 104, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 213, 240, 253, 189, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7528012918823194, y=-0.6519110263170952, z=0.04425011647597547, w=0.07965020965675586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=0.05)>	COMP<168>
[1740779699.5399396]	Q_Header<(2621443, 51451, 257, 173, 250, 8, 58, 147, 33)>	Q_Data<(0, 0, 49, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 247, 253, 253, 178, 253, 253, 253, 187, 162, 139, 134, 86, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 91, 153, 101, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7528012918823194, y=-0.6519110263170952, z=0.04425011647597547, w=0.07965020965675586)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=0.05)>	COMP<168>
[1740779699.5499215]	Q_Header<(2621443, 51452, 257, 173, 250, 8, 58, 148, 34)>	Q_Data<(0, 0, 29, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 179, 253, 118, 253, 253, 253, 253, 122, 62, 73, 63, 38, 34, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 56, 33, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7526248313458599, y=-0.6521609214930267, z=0.044006366345013787, w=0.07940677200397078)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.1)>	COMP<167>
[1740779699.559923]	Q_Header<(2621443, 51453, 257, 173, 250, 8, 58, 149, 31)>	Q_Data<(0, 0, 24, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 168, 253, 253, 253, 253, 253, 253, 121, 72, 0, 38, 0, 28, 34, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 37, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7526248313458599, y=-0.6521609214930267, z=0.044006366345013787, w=0.07940677200397078)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.1)>	COMP<167>
[1740779699.5699196]	Q_Header<(2621443, 51454, 257, 173, 250, 8, 58, 150, 33)>	Q_Data<(0, 0, 34, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 192, 253, 253, 253, 253, 191, 253, 180, 108, 54, 34, 0, 0, 24, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7526248313458599, y=-0.6521609214930267, z=0.044006366345013787, w=0.07940677200397078)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.1)>	COMP<167>
[1740779699.579908]	Q_Header<(2621443, 51455, 257, 173, 250, 8, 58, 151, 25)>	Q_Data<(0, 0, 63, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 141, 253, 253, 253, 253, 244, 253, 176, 108, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7525143809026987, y=-0.652293064215033, z=0.0438239375041072, w=0.07946903430410526)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.016666666666666666, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.08, z=0.04)>	COMP<167>
[1740779699.5898263]	Q_Header<(2621443, 51456, 257, 173, 250, 8, 58, 152, 29)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 61, 253, 253, 253, 238, 253, 94, 176, 93, 84, 0, 40, 22, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7525143809026987, y=-0.652293064215033, z=0.0438239375041072, w=0.07946903430410526)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.016666666666666666, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.08, z=0.04)>	COMP<167>
