[1740780125.5030851]	Q_Header<(2621443, 28518, 257, 173, 250, 8, 58, 0, 59)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 107, 177, 116, 165, 253, 253, 253, 175, 253, 103, 90, 253, 253, 253, 253, 217, 253, 253, 253, 158, 113, 70, 184, 241, 157, 253, 188, 88, 7, 0, 0, 19, 47, 0, 0, 0, 0, 15, 89, 87, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19573512102214843, y=-0.9764173576901561, z=0.0910623013922811, w=-0.002136179992446272)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.025555555555555557, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.11, z=-0.03)>	COMP<100>
[1740780126.6929045]	Q_Header<(2621443, 28637, 257, 173, 250, 8, 58, 119, 23)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 98, 110, 0, 72, 0, 79, 49, 31, 8, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19305599216678512, y=-0.9771819268385171, z=0.08856283421878129, w=-0.0012207144620093905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.024444444444444446, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.1)>	COMP<194>
[1740780126.7029543]	Q_Header<(2621443, 28638, 257, 173, 250, 8, 58, 120, 25)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 68, 123, 0, 0, 0, 66, 54, 22, 24, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19305599216678512, y=-0.9771819268385171, z=0.08856283421878129, w=-0.0012207144620093905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.024444444444444446, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.1)>	COMP<194>
[1740780126.7130537]	Q_Header<(2621443, 28639, 257, 173, 250, 8, 58, 121, 29)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 91, 78, 105, 0, 0, 43, 33, 38, 11, 0, 16, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19311571458317248, y=-0.9771752814401363, z=0.08850119663261696, w=-0.0015258827005623615)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.02, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=-0.09)>	COMP<194>
[1740780126.7230065]	Q_Header<(2621443, 28640, 257, 173, 250, 8, 58, 122, 26)>	Q_Data<(0, 0, 61, 0, 64, 0, 0, 0, 0, 0, 0, 107, 89, 133, 10, 0, 22, 58, 48, 0, 20, 16, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19311571458317248, y=-0.9771752814401363, z=0.08850119663261696, w=-0.0015258827005623615)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.02, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=-0.09)>	COMP<194>
[1740780126.7334454]	Q_Header<(2621443, 28641, 257, 173, 250, 8, 58, 123, 21)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 90, 114, 102, 138, 0, 35, 96, 32, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19311571458317248, y=-0.9771752814401363, z=0.08850119663261696, w=-0.0015258827005623615)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.02, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=-0.09)>	COMP<194>
[1740780126.7430134]	Q_Header<(2621443, 28642, 257, 173, 250, 8, 58, 124, 27)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 91, 97, 14, 130, 0, 73, 126, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19336323206779565, y=-0.977131307504211, z=0.08844170557646334, w=-0.0017700548390044424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.014444444444444444, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.03)>	COMP<198>
[1740780126.7529454]	Q_Header<(2621443, 28643, 257, 173, 250, 8, 58, 125, 31)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 19, 105, 124, 0, 87, 0, 87, 125, 51, 9, 18, 15, 0, 0, 16, 0, 4, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19336323206779565, y=-0.977131307504211, z=0.08844170557646334, w=-0.0017700548390044424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.014444444444444444, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.03)>	COMP<198>
[1740780126.7659647]	Q_Header<(2621443, 28644, 257, 173, 250, 8, 58, 126, 31)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 78, 102, 101, 74, 67, 0, 48, 94, 23, 13, 0, 11, 0, 0, 26, 13, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19336323206779565, y=-0.977131307504211, z=0.08844170557646334, w=-0.0017700548390044424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.014444444444444444, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.03)>	COMP<198>
[1740780126.7685266]	Q_Header<(2621443, 28645, 257, 173, 250, 8, 58, 127, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 66, 111, 119, 125, 23, 0, 50, 55, 0, 31, 0, 0, 12, 0, 28, 28, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19336323206779565, y=-0.977131307504211, z=0.08844170557646334, w=-0.0017700548390044424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.014444444444444444, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.03)>	COMP<198>
[1740780126.7780485]	Q_Header<(2621443, 28646, 257, 173, 250, 8, 58, 128, 25)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 68, 93, 123, 114, 130, 0, 48, 45, 32, 14, 26, 9, 23, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19372722923298127, y=-0.977059069175036, z=0.08844069160636102, w=-0.0018921058935798423)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.01, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.12, z=-0.09)>	COMP<198>
[1740780126.7946002]	Q_Header<(2621443, 28647, 257, 173, 250, 8, 58, 129, 28)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 30, 111, 103, 119, 137, 0, 80, 60, 30, 0, 17, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19372722923298127, y=-0.977059069175036, z=0.08844069160636102, w=-0.0018921058935798423)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.01, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.12, z=-0.09)>	COMP<198>
[1740780126.804875]	Q_Header<(2621443, 28648, 257, 173, 250, 8, 58, 130, 26)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 88, 111, 136, 145, 82, 155, 75, 13, 26, 0, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19372722923298127, y=-0.977059069175036, z=0.08844069160636102, w=-0.0018921058935798423)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.01, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.12, z=-0.09)>	COMP<198>
[1740780126.8131368]	Q_Header<(2621443, 28649, 257, 173, 250, 8, 58, 131, 23)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 79, 97, 85, 139, 220, 105, 0, 43, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19402935259472823, y=-0.9769826508285041, z=0.08862240326125995, w=-0.0018920761026853018)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.005555555555555556, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.05)>	COMP<197>
[1740780126.8229682]	Q_Header<(2621443, 28650, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 95, 110, 68, 149, 137, 253, 129, 26, 46, 0, 14, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19402935259472823, y=-0.9769826508285041, z=0.08862240326125995, w=-0.0018920761026853018)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.005555555555555556, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.05)>	COMP<197>
[1740780126.832946]	Q_Header<(2621443, 28651, 257, 173, 250, 8, 58, 133, 35)>	Q_Data<(0, 0, 64, 0, 65, 0, 0, 0, 0, 0, 0, 109, 118, 135, 84, 106, 251, 142, 56, 28, 21, 9, 0, 4, 10, 0, 8, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19402935259472823, y=-0.9769826508285041, z=0.08862240326125995, w=-0.0018920761026853018)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.005555555555555556, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.05)>	COMP<197>
[1740780126.8441515]	Q_Header<(2621443, 28652, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 64, 0, 66, 0, 0, 0, 0, 0, 0, 106, 122, 131, 82, 42, 213, 128, 51, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19427058109365863, y=-0.9769069811451775, z=0.08892624462879693, w=-0.00195308155670659)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=0.1)>	COMP<200>
[1740780126.8543558]	Q_Header<(2621443, 28653, 257, 173, 250, 8, 58, 135, 32)>	Q_Data<(0, 0, 50, 0, 66, 0, 0, 0, 0, 0, 0, 71, 118, 118, 119, 0, 107, 63, 61, 61, 17, 0, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19427058109365863, y=-0.9769069811451775, z=0.08892624462879693, w=-0.00195308155670659)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=0.1)>	COMP<200>
