[1740780437.9652815]	Q_Header<(2621443, 59768, 257, 173, 250, 8, 58, 0, 25)>	Q_Data<(0, 0, 46, 0, 66, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 15, 22, 9, 0, 0, 22, 24, 51, 85, 64, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.712952735819205, y=-0.6959239015333084, z=0.07073985282205793, w=-0.048828198669237564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.006666666666666667, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.04, z=0.0)>	COMP<169>
[1740780439.2252705]	Q_Header<(2621443, 59894, 257, 173, 250, 8, 58, 126, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 157, 253, 253, 253, 253, 93, 135, 134, 212, 161, 42, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 253, 253, 253, 253, 253, 253, 90, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7454062882420647, y=-0.6607523521254887, z=0.06970064531011527, w=-0.054014948423338024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.02, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.14, z=-0.05)>	COMP<168>
[1740780439.235317]	Q_Header<(2621443, 59895, 257, 173, 250, 8, 58, 127, 38)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 132, 253, 253, 253, 200, 173, 226, 253, 253, 155, 33, 8, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 143, 253, 253, 253, 253, 253, 253, 127, 59, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7454062882420647, y=-0.6607523521254887, z=0.06970064531011527, w=-0.054014948423338024)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.02, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.14, z=-0.05)>	COMP<168>
[1740780439.2453687]	Q_Header<(2621443, 59896, 257, 173, 250, 8, 58, 128, 33)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 253, 253, 253, 253, 253, 212, 253, 253, 253, 113, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 179, 173, 253, 247, 224, 236, 88, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7462043202538594, y=-0.6598409051418677, z=0.06970107424586189, w=-0.05413734926101532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.02, z=-0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=0.02)>	COMP<173>
[1740780439.2553444]	Q_Header<(2621443, 59897, 257, 173, 250, 8, 58, 129, 37)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 195, 253, 253, 253, 253, 253, 245, 253, 253, 253, 89, 39, 13, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 110, 172, 188, 120, 175, 138, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7462043202538594, y=-0.6598409051418677, z=0.06970107424586189, w=-0.05413734926101532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.02, z=-0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=0.02)>	COMP<173>
[1740780439.2652948]	Q_Header<(2621443, 59898, 257, 173, 250, 8, 58, 130, 34)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 245, 253, 253, 253, 238, 253, 239, 253, 253, 196, 75, 26, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 103, 53, 43, 125, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7462043202538594, y=-0.6598409051418677, z=0.06970107424586189, w=-0.05413734926101532)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.02, z=-0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=0.02)>	COMP<173>
[1740780439.2771986]	Q_Header<(2621443, 59899, 257, 173, 250, 8, 58, 131, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 253, 253, 253, 253, 253, 253, 196, 234, 250, 90, 40, 6, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 55, 74, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7473099473211786, y=-0.6585653652070824, z=0.06982379775689548, w=-0.05425992675339168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.12, z=0.0)>	COMP<173>
[1740780439.2852721]	Q_Header<(2621443, 59900, 257, 173, 250, 8, 58, 132, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 36, 253, 253, 253, 253, 253, 253, 173, 205, 117, 65, 0, 0, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7473099473211786, y=-0.6585653652070824, z=0.06982379775689548, w=-0.05425992675339168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.12, z=0.0)>	COMP<173>
[1740780439.2952616]	Q_Header<(2621443, 59901, 257, 173, 250, 8, 58, 133, 24)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 189, 253, 253, 253, 253, 253, 168, 148, 42, 67, 0, 21, 13, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7473099473211786, y=-0.6585653652070824, z=0.06982379775689548, w=-0.05425992675339168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.12, z=0.0)>	COMP<173>
[1740780439.3053465]	Q_Header<(2621443, 59902, 257, 173, 250, 8, 58, 134, 20)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 196, 253, 253, 253, 253, 253, 140, 98, 79, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7473099473211786, y=-0.6585653652070824, z=0.06982379775689548, w=-0.05425992675339168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.12, z=0.0)>	COMP<173>
[1740780439.3152847]	Q_Header<(2621443, 59903, 257, 173, 250, 8, 58, 135, 20)>	Q_Data<(0, 0, 52, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 253, 253, 253, 253, 253, 253, 139, 86, 105, 32, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.748275331679615, y=-0.6574569227449276, z=0.06988378913321037, w=-0.054320150505290155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=-0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=0.0)>	COMP<169>
[1740780439.3252645]	Q_Header<(2621443, 59904, 257, 173, 250, 8, 58, 136, 24)>	Q_Data<(0, 0, 20, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 230, 253, 253, 253, 253, 253, 158, 169, 77, 32, 41, 38, 66, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.748275331679615, y=-0.6574569227449276, z=0.06988378913321037, w=-0.054320150505290155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=-0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=0.0)>	COMP<169>
[1740780439.3354437]	Q_Header<(2621443, 59905, 257, 173, 250, 8, 58, 137, 28)>	Q_Data<(0, 0, 24, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 97, 253, 253, 253, 253, 253, 162, 201, 61, 55, 29, 87, 136, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.748275331679615, y=-0.6574569227449276, z=0.06988378913321037, w=-0.054320150505290155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=-0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=0.0)>	COMP<169>
[1740780439.3453631]	Q_Header<(2621443, 59906, 257, 173, 250, 8, 58, 138, 27)>	Q_Data<(0, 0, 20, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 45, 253, 253, 253, 253, 253, 253, 147, 186, 61, 71, 29, 119, 176, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.749212289728302, y=-0.6563771049888522, z=0.06994682558278079, w=-0.054382741356245795)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=-0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.0)>	COMP<170>
[1740780439.3553302]	Q_Header<(2621443, 59907, 257, 173, 250, 8, 58, 139, 32)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 96, 253, 253, 253, 253, 253, 223, 113, 135, 59, 63, 26, 120, 171, 97, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.749212289728302, y=-0.6563771049888522, z=0.06994682558278079, w=-0.054382741356245795)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=-0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.0)>	COMP<170>
[1740780439.3652961]	Q_Header<(2621443, 59908, 257, 173, 250, 8, 58, 140, 28)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 138, 253, 253, 253, 253, 218, 127, 85, 71, 41, 13, 18, 87, 129, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.749212289728302, y=-0.6563771049888522, z=0.06994682558278079, w=-0.054382741356245795)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=-0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.0)>	COMP<170>
[1740780439.3753903]	Q_Header<(2621443, 59909, 257, 173, 250, 8, 58, 141, 27)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 158, 253, 253, 253, 253, 253, 143, 51, 61, 54, 17, 0, 23, 66, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.750550877984991, y=-0.6548475538668755, z=0.06988539930819018, w=-0.05444347264882589)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.015555555555555555, z=-0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.09)>	COMP<170>
[1740780439.385282]	Q_Header<(2621443, 59910, 257, 173, 250, 8, 58, 142, 29)>	Q_Data<(0, 0, 32, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 5, 0, 0, 0, 2, 149, 253, 253, 253, 253, 253, 196, 76, 147, 173, 102, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.750550877984991, y=-0.6548475538668755, z=0.06988539930819018, w=-0.05444347264882589)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.015555555555555555, z=-0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.09)>	COMP<170>
