[1740779583.099068]	Q_Header<(2621443, 39804, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 18, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 19, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 198, 193, 153, 100, 253, 253, 234, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8334780014172091, y=0.5441166068127138, z=-0.065306199583803, w=0.07061614291444866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.008888888888888889, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.0, z=-0.12)>	COMP<232>
[1740779584.3692527]	Q_Header<(2621443, 39931, 257, 173, 250, 8, 58, 127, 80)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 24, 19, 14, 21, 33, 16, 0, 15, 47, 0, 12, 0, 0, 21, 23, 17, 24, 27, 2, 0, 25, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 141, 253, 253, 253, 253, 253, 253, 253, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 253, 246, 148, 253, 253, 253, 253, 253, 210, 151, 154, 170, 132, 239, 209, 20, 101, 184, 0, 0, 0, 0, 87, 253, 253, 253, 253, 253, 253, 253, 253, 253, 229, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8283673847446503, y=0.5525500982974741, z=-0.05981432633729423, w=0.07012924587913374)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.0033333333333333335, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.09, z=0.02)>	COMP<235>
[1740779584.3794067]	Q_Header<(2621443, 39932, 257, 173, 250, 8, 58, 128, 91)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 9, 18, 21, 24, 20, 0, 49, 76, 11, 12, 23, 0, 31, 0, 38, 47, 0, 0, 0, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 164, 151, 207, 162, 204, 235, 222, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 78, 0, 130, 89, 0, 37, 103, 137, 253, 253, 253, 253, 253, 253, 253, 253, 188, 96, 202, 205, 229, 253, 253, 0, 0, 187, 144, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 0, 253, 234, 253, 253, 253, 253, 253, 168, 176, 253, 253, 198, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8281117841505439, y=0.5529696907726951, z=-0.05969143019599291, w=0.06994517280634753)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.0077777777777777776, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.11, z=-0.09)>	COMP<235>
[1740779584.389232]	Q_Header<(2621443, 39933, 257, 173, 250, 8, 58, 129, 91)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 15, 18, 0, 0, 46, 77, 20, 51, 69, 35, 34, 35, 39, 98, 68, 59, 53, 0, 20, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 44, 104, 0, 91, 93, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 84, 27, 207, 253, 187, 138, 145, 184, 253, 253, 253, 253, 253, 253, 253, 253, 57, 106, 220, 138, 253, 253, 253, 89, 0, 222, 253, 0, 0, 0, 0, 253, 253, 253, 253, 253, 208, 253, 253, 243, 253, 214, 154, 253, 253, 253, 253, 93, 120, 238, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8281117841505439, y=0.5529696907726951, z=-0.05969143019599291, w=0.06994517280634753)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.0077777777777777776, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.11, z=-0.09)>	COMP<235>
[1740779584.3993177]	Q_Header<(2621443, 39934, 257, 173, 250, 8, 58, 130, 99)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 20, 0, 0, 30, 70, 54, 89, 98, 83, 116, 125, 95, 151, 116, 100, 36, 0, 47, 36, 30, 33, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 22, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 96, 141, 242, 253, 217, 253, 253, 253, 218, 0, 173, 253, 253, 253, 253, 253, 253, 253, 253, 146, 165, 235, 214, 253, 253, 253, 225, 239, 253, 253, 0, 21, 0, 0, 164, 253, 253, 253, 107, 253, 253, 253, 253, 253, 199, 124, 253, 134, 234, 188, 0, 179, 108, 42, 161, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8281117841505439, y=0.5529696907726951, z=-0.05969143019599291, w=0.06994517280634753)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.0077777777777777776, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.11, z=-0.09)>	COMP<235>
[1740779584.4093447]	Q_Header<(2621443, 39935, 257, 173, 250, 8, 58, 131, 88)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 13, 0, 16, 18, 0, 13, 49, 26, 87, 125, 129, 189, 215, 145, 203, 121, 105, 78, 57, 56, 37, 68, 53, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 39, 131, 209, 253, 253, 253, 253, 148, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 189, 161, 234, 253, 253, 253, 253, 253, 253, 253, 246, 44, 33, 141, 0, 0, 107, 146, 253, 253, 253, 253, 253, 253, 253, 123, 253, 253, 253, 0, 0, 0, 161, 151, 0, 187, 166, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8278833929719329, y=0.5533464199855164, z=-0.05950945946237353, w=0.06982443243585161)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.0077777777777777776, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=0.03)>	COMP<239>
[1740779584.4190495]	Q_Header<(2621443, 39936, 257, 173, 250, 8, 58, 132, 93)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 0, 0, 0, 7, 0, 26, 35, 69, 96, 131, 158, 118, 153, 253, 253, 164, 201, 50, 155, 158, 93, 52, 52, 91, 69, 67, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 88, 0, 75, 139, 91, 162, 162, 237, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 32, 176, 205, 253, 253, 253, 253, 253, 253, 165, 126, 14, 120, 253, 138, 0, 0, 42, 219, 253, 253, 253, 246, 247, 196, 253, 253, 253, 253, 72, 51, 19, 0, 147, 0, 80, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8278833929719329, y=0.5533464199855164, z=-0.05950945946237353, w=0.06982443243585161)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.0077777777777777776, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=0.03)>	COMP<239>
[1740779584.4292514]	Q_Header<(2621443, 39937, 257, 173, 250, 8, 58, 133, 93)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 4, 18, 19, 38, 68, 114, 167, 189, 253, 231, 144, 253, 253, 143, 104, 185, 253, 253, 153, 77, 49, 87, 95, 174, 143, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 48, 58, 47, 12, 140, 168, 133, 176, 147, 189, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 194, 217, 106, 197, 253, 253, 253, 253, 234, 0, 0, 0, 162, 253, 193, 0, 0, 95, 0, 217, 253, 165, 107, 118, 95, 253, 251, 147, 209, 0, 0, 45, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8278833929719329, y=0.5533464199855164, z=-0.05950945946237353, w=0.06982443243585161)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.0077777777777777776, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=0.03)>	COMP<239>
[1740779584.4401755]	Q_Header<(2621443, 39938, 257, 173, 250, 8, 58, 134, 91)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 26, 37, 46, 75, 68, 103, 142, 239, 222, 253, 253, 120, 253, 253, 77, 155, 253, 253, 253, 189, 118, 80, 22, 126, 239, 192, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 8, 0, 122, 0, 95, 163, 172, 139, 128, 35, 72, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 234, 253, 160, 253, 232, 202, 0, 51, 116, 187, 163, 208, 126, 0, 0, 0, 103, 213, 120, 0, 0, 0, 0, 68, 52, 94, 0, 0, 129, 190, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8278833929719329, y=0.5533464199855164, z=-0.05950945946237353, w=0.06982443243585161)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.0077777777777777776, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=0.03)>	COMP<239>
[1740779584.4493628]	Q_Header<(2621443, 39939, 257, 173, 250, 8, 58, 135, 88)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 20, 25, 79, 161, 146, 157, 194, 253, 253, 253, 253, 143, 253, 253, 101, 231, 253, 253, 253, 155, 147, 176, 33, 128, 245, 189, 51, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 111, 37, 42, 0, 0, 142, 122, 129, 144, 148, 104, 0, 0, 0, 183, 253, 56, 253, 253, 253, 253, 214, 249, 241, 224, 139, 253, 253, 197, 253, 87, 240, 162, 106, 0, 0, 0, 13, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8275586754296131, y=0.5538826594530378, z=-0.05932495261579644, w=0.06957864812963781)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.03)>	COMP<235>
[1740779584.4591799]	Q_Header<(2621443, 39940, 257, 173, 250, 8, 58, 136, 75)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 9, 14, 48, 114, 217, 197, 238, 253, 253, 253, 253, 253, 167, 203, 98, 103, 253, 253, 253, 253, 108, 166, 217, 173, 148, 173, 127, 39, 24, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 159, 79, 0, 0, 98, 192, 167, 101, 113, 76, 0, 0, 0, 0, 0, 63, 128, 253, 253, 205, 98, 228, 93, 122, 0, 141, 253, 253, 69, 193, 0, 71, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8275586754296131, y=0.5538826594530378, z=-0.05932495261579644, w=0.06957864812963781)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.03)>	COMP<235>
[1740779584.4691892]	Q_Header<(2621443, 39941, 257, 173, 250, 8, 58, 137, 71)>	Q_Data<(0, 0, 44, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 19, 36, 108, 175, 235, 180, 253, 253, 253, 253, 253, 253, 170, 248, 241, 74, 253, 253, 253, 253, 253, 113, 253, 245, 210, 53, 0, 71, 15, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 162, 37, 0, 0, 90, 187, 182, 47, 44, 0, 0, 0, 0, 0, 0, 0, 86, 253, 253, 246, 143, 196, 0, 0, 0, 0, 85, 109, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8275586754296131, y=0.5538826594530378, z=-0.05932495261579644, w=0.06957864812963781)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.006666666666666667, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.11, z=0.03)>	COMP<235>
[1740779584.479196]	Q_Header<(2621443, 39942, 257, 173, 250, 8, 58, 138, 64)>	Q_Data<(0, 0, 56, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 46, 52, 133, 215, 243, 164, 253, 253, 253, 203, 246, 253, 191, 253, 253, 24, 253, 253, 128, 253, 253, 253, 253, 217, 240, 122, 68, 93, 72, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 140, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 211, 180, 0, 130, 91, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8273303116924556, y=0.554259429028343, z=-0.059204013451986864, w=0.06939686937619491)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.008888888888888889, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.11, z=-0.05)>	COMP<235>
[1740779584.4891098]	Q_Header<(2621443, 39943, 257, 173, 250, 8, 58, 139, 65)>	Q_Data<(0, 0, 46, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 51, 77, 113, 202, 231, 200, 253, 253, 253, 245, 253, 251, 157, 193, 220, 57, 253, 253, 138, 253, 253, 253, 253, 248, 253, 105, 185, 156, 123, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 44, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 67, 69, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8273303116924556, y=0.554259429028343, z=-0.059204013451986864, w=0.06939686937619491)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.008888888888888889, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.11, z=-0.05)>	COMP<235>
[1740779584.499035]	Q_Header<(2621443, 39944, 257, 173, 250, 8, 58, 140, 46)>	Q_Data<(0, 0, 46, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 60, 75, 43, 180, 253, 253, 247, 253, 253, 131, 253, 253, 242, 149, 182, 127, 43, 253, 253, 253, 253, 253, 253, 253, 253, 253, 147, 253, 253, 253, 253, 89, 58, 0, 0, 18, 0, 0, 0, 0, 0, 12, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8273303116924556, y=0.554259429028343, z=-0.059204013451986864, w=0.06939686937619491)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.008888888888888889, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.11, z=-0.05)>	COMP<235>
[1740779584.5091565]	Q_Header<(2621443, 39945, 257, 173, 250, 8, 58, 141, 50)>	Q_Data<(0, 0, 59, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 81, 169, 167, 236, 253, 253, 253, 253, 253, 183, 253, 253, 239, 253, 253, 64, 0, 253, 253, 207, 253, 178, 253, 253, 253, 253, 253, 253, 253, 253, 253, 186, 77, 0, 51, 39, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 253, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8270544542239143, y=0.5547063380064158, z=-0.059084037763007316, w=0.06921621779261394)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.008888888888888889, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.12, z=0.03)>	COMP<242>
[1740779584.519147]	Q_Header<(2621443, 39946, 257, 173, 250, 8, 58, 142, 59)>	Q_Data<(0, 0, 58, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 99, 223, 231, 236, 253, 253, 253, 253, 237, 199, 253, 253, 212, 252, 253, 88, 0, 165, 188, 182, 167, 177, 159, 253, 250, 219, 250, 238, 253, 253, 253, 240, 29, 55, 39, 63, 0, 0, 8, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8270544542239143, y=0.5547063380064158, z=-0.059084037763007316, w=0.06921621779261394)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.008888888888888889, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.12, z=0.03)>	COMP<242>
[1740779584.529157]	Q_Header<(2621443, 39947, 257, 173, 250, 8, 58, 143, 60)>	Q_Data<(0, 0, 60, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 55, 200, 209, 223, 253, 253, 253, 253, 143, 248, 253, 253, 154, 182, 192, 53, 0, 81, 91, 95, 98, 207, 187, 253, 215, 228, 205, 163, 227, 253, 253, 241, 6, 91, 83, 18, 0, 0, 0, 54, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 141, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8270544542239143, y=0.5547063380064158, z=-0.059084037763007316, w=0.06921621779261394)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.008888888888888889, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.12, z=0.03)>	COMP<242>
