[1740780110.5029926]	Q_Header<(2621443, 27018, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 234, 253, 253, 246, 253, 253, 159, 253, 253, 253, 231, 253, 226, 234, 142, 167, 253, 253, 147, 85, 122, 253, 253, 248, 106, 69, 60, 0, 0, 0, 0, 105, 202, 191, 168, 166, 232, 182, 144, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 37, 46, 0, 55, 82, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5062721159940007, y=-0.8573362764759165, z=0.08788810693566738, w=-0.030638770612295158)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.022222222222222223, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.06, z=0.06)>	COMP<148>
[1740780111.8692257]	Q_Header<(2621443, 27154, 257, 173, 250, 8, 58, 136, 28)>	Q_Data<(0, 0, 25, 0, 66, 0, 0, 0, 0, 0, 99, 93, 0, 118, 129, 0, 56, 65, 20, 27, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4612375605977923, y=-0.8824975372083471, z=0.08886620196246997, w=-0.023681377995493372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.06, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.1, z=-0.07)>	COMP<140>
[1740780111.872735]	Q_Header<(2621443, 27155, 257, 173, 250, 8, 58, 137, 26)>	Q_Data<(0, 0, 30, 0, 65, 0, 0, 0, 0, 0, 99, 93, 121, 104, 141, 0, 88, 52, 25, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4612375605977923, y=-0.8824975372083471, z=0.08886620196246997, w=-0.023681377995493372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.06, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.1, z=-0.07)>	COMP<140>
[1740780111.8836675]	Q_Header<(2621443, 27156, 257, 173, 250, 8, 58, 138, 31)>	Q_Data<(0, 0, 54, 0, 62, 0, 0, 0, 0, 0, 84, 91, 121, 104, 109, 0, 74, 43, 0, 7, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 54, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4595313067531236, y=-0.8833572323864999, z=0.08935500505864961, w=-0.02294909965987176)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.05444444444444444, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=-0.14)>	COMP<140>
[1740780111.8942006]	Q_Header<(2621443, 27157, 257, 173, 250, 8, 58, 139, 26)>	Q_Data<(0, 0, 37, 0, 63, 0, 0, 0, 0, 0, 82, 99, 108, 0, 0, 0, 67, 22, 24, 10, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4595313067531236, y=-0.8833572323864999, z=0.08935500505864961, w=-0.02294909965987176)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.05444444444444444, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=-0.14)>	COMP<140>
[1740780111.9042552]	Q_Header<(2621443, 27158, 257, 173, 250, 8, 58, 140, 27)>	Q_Data<(0, 0, 21, 0, 58, 0, 0, 0, 0, 0, 85, 93, 99, 54, 41, 0, 86, 56, 14, 0, 8, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4595313067531236, y=-0.8833572323864999, z=0.08935500505864961, w=-0.02294909965987176)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.05444444444444444, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=-0.14)>	COMP<140>
[1740780111.910982]	Q_Header<(2621443, 27159, 257, 173, 250, 8, 58, 141, 26)>	Q_Data<(0, 0, 52, 0, 55, 0, 0, 0, 0, 0, 0, 108, 97, 133, 133, 23, 114, 79, 17, 0, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45830896411282585, y=-0.8839644063451934, z=0.08972089189583886, w=-0.022582809524802978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.044444444444444446, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=-0.19)>	COMP<142>
[1740780111.922885]	Q_Header<(2621443, 27160, 257, 173, 250, 8, 58, 142, 22)>	Q_Data<(0, 0, 62, 0, 56, 0, 0, 0, 0, 0, 95, 111, 90, 132, 148, 28, 97, 49, 29, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45830896411282585, y=-0.8839644063451934, z=0.08972089189583886, w=-0.022582809524802978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.044444444444444446, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=-0.19)>	COMP<142>
[1740780111.9339106]	Q_Header<(2621443, 27161, 257, 173, 250, 8, 58, 143, 21)>	Q_Data<(0, 0, 68, 0, 58, 0, 0, 0, 0, 0, 99, 93, 124, 118, 142, 53, 87, 44, 40, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45830896411282585, y=-0.8839644063451934, z=0.08972089189583886, w=-0.022582809524802978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.044444444444444446, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=-0.19)>	COMP<142>
[1740780111.942951]	Q_Header<(2621443, 27162, 257, 173, 250, 8, 58, 144, 25)>	Q_Data<(0, 0, 42, 0, 58, 0, 0, 0, 0, 0, 99, 85, 121, 114, 47, 0, 46, 38, 27, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4571059533051726, y=-0.8845479336758661, z=0.0901516214490239, w=-0.02240057215422598)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.024444444444444446, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=-0.21)>	COMP<143>
[1740780111.9528747]	Q_Header<(2621443, 27163, 257, 173, 250, 8, 58, 145, 26)>	Q_Data<(0, 0, 42, 0, 55, 0, 0, 0, 0, 0, 96, 105, 65, 113, 42, 0, 93, 36, 0, 7, 0, 0, 0, 0, 0, 19, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4571059533051726, y=-0.8845479336758661, z=0.0901516214490239, w=-0.02240057215422598)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.024444444444444446, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=-0.21)>	COMP<143>
[1740780111.9638777]	Q_Header<(2621443, 27164, 257, 173, 250, 8, 58, 146, 27)>	Q_Data<(0, 0, 61, 0, 52, 0, 0, 0, 0, 0, 19, 89, 90, 10, 57, 0, 122, 72, 35, 0, 5, 0, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4571059533051726, y=-0.8845479336758661, z=0.0901516214490239, w=-0.02240057215422598)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.024444444444444446, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=-0.21)>	COMP<143>
[1740780111.9728796]	Q_Header<(2621443, 27165, 257, 173, 250, 8, 58, 147, 27)>	Q_Data<(0, 0, 52, 0, 50, 0, 0, 0, 0, 0, 31, 103, 104, 0, 63, 0, 131, 86, 48, 20, 17, 15, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4571059533051726, y=-0.8845479336758661, z=0.0901516214490239, w=-0.02240057215422598)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.024444444444444446, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=-0.21)>	COMP<143>
[1740780111.9830477]	Q_Header<(2621443, 27166, 257, 173, 250, 8, 58, 148, 30)>	Q_Data<(0, 0, 38, 0, 51, 0, 0, 0, 0, 0, 38, 94, 102, 53, 69, 0, 93, 34, 29, 18, 22, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4555107859654631, y=-0.8853254656879329, z=0.09057724860950654, w=-0.022461204506939628)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.07, z=-0.29)>	COMP<143>
[1740780111.9928744]	Q_Header<(2621443, 27167, 257, 173, 250, 8, 58, 149, 25)>	Q_Data<(0, 0, 15, 0, 52, 0, 0, 0, 0, 0, 0, 93, 120, 0, 48, 0, 49, 109, 28, 21, 15, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4555107859654631, y=-0.8853254656879329, z=0.09057724860950654, w=-0.022461204506939628)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.07, z=-0.29)>	COMP<143>
[1740780112.0034113]	Q_Header<(2621443, 27168, 257, 173, 250, 8, 58, 150, 28)>	Q_Data<(0, 0, 42, 0, 53, 0, 0, 0, 0, 0, 0, 42, 123, 99, 0, 0, 70, 140, 57, 31, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4555107859654631, y=-0.8853254656879329, z=0.09057724860950654, w=-0.022461204506939628)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.07, z=-0.29)>	COMP<143>
[1740780112.0128582]	Q_Header<(2621443, 27169, 257, 173, 250, 8, 58, 151, 24)>	Q_Data<(0, 0, 67, 0, 52, 0, 0, 0, 0, 0, 0, 27, 116, 135, 60, 0, 63, 119, 67, 19, 24, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45470257653960255, y=-0.885723998757411, z=0.09069637969635562, w=-0.022643577972643294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.0, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.07, z=-0.21)>	COMP<139>
[1740780112.0234492]	Q_Header<(2621443, 27170, 257, 173, 250, 8, 58, 152, 27)>	Q_Data<(0, 0, 62, 0, 63, 0, 0, 0, 0, 0, 0, 106, 109, 108, 57, 0, 24, 64, 54, 0, 25, 0, 0, 0, 14, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45470257653960255, y=-0.885723998757411, z=0.09069637969635562, w=-0.022643577972643294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.0, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.07, z=-0.21)>	COMP<139>
