[1740780402.9649644]	Q_Header<(2621443, 56268, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 78, 77, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 55, 45, 27, 0, 0, 54, 128, 119, 47, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42340900376701424, y=-0.9015065569610495, z=0.08673262135691613, w=-0.022095150549756255)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=-0.04111111111111111, z=-0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=0.42)>	COMP<111>
[1740780404.27515]	Q_Header<(2621443, 56399, 257, 173, 250, 8, 58, 131, 33)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 253, 253, 253, 253, 253, 189, 127, 152, 119, 59, 46, 0, 8, 0, 0, 32, 251, 253, 253, 253, 253, 169, 117, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44103821205542987, y=-0.8931847765318517, z=0.08532679497003749, w=-0.02062979735327087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.058888888888888886, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=-0.04)>	COMP<111>
[1740780404.2850342]	Q_Header<(2621443, 56400, 257, 173, 250, 8, 58, 132, 35)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 253, 253, 241, 253, 253, 192, 107, 129, 109, 47, 36, 0, 0, 0, 0, 38, 253, 253, 253, 247, 253, 253, 130, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44103821205542987, y=-0.8931847765318517, z=0.08532679497003749, w=-0.02062979735327087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.058888888888888886, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=-0.04)>	COMP<111>
[1740780404.2950351]	Q_Header<(2621443, 56401, 257, 173, 250, 8, 58, 133, 35)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 240, 253, 253, 253, 253, 192, 49, 154, 99, 58, 59, 0, 0, 0, 0, 31, 181, 253, 144, 177, 253, 253, 200, 103, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44103821205542987, y=-0.8931847765318517, z=0.08532679497003749, w=-0.02062979735327087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.058888888888888886, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=-0.04)>	COMP<111>
[1740780404.3049986]	Q_Header<(2621443, 56402, 257, 173, 250, 8, 58, 134, 36)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 197, 253, 253, 253, 220, 253, 137, 85, 108, 134, 90, 0, 0, 0, 0, 20, 132, 201, 193, 193, 253, 253, 253, 122, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44103821205542987, y=-0.8931847765318517, z=0.08532679497003749, w=-0.02062979735327087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=-0.058888888888888886, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=-0.04)>	COMP<111>
[1740780404.3151712]	Q_Header<(2621443, 56403, 257, 173, 250, 8, 58, 135, 50)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 161, 253, 253, 253, 165, 253, 176, 158, 219, 202, 117, 28, 13, 0, 0, 0, 238, 253, 173, 253, 246, 253, 253, 132, 33, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4417774426484807, y=-0.8927712978197467, z=0.085572254019504, w=-0.021667724805223908)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=-0.06333333333333334, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.09)>	COMP<111>
[1740780404.3250563]	Q_Header<(2621443, 56404, 257, 173, 250, 8, 58, 136, 39)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 253, 253, 160, 224, 230, 227, 137, 70, 54, 0, 42, 72, 253, 253, 213, 253, 239, 197, 234, 119, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4417774426484807, y=-0.8927712978197467, z=0.085572254019504, w=-0.021667724805223908)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=-0.06333333333333334, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.09)>	COMP<111>
[1740780404.33524]	Q_Header<(2621443, 56405, 257, 173, 250, 8, 58, 137, 38)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 110, 205, 118, 253, 253, 253, 253, 253, 128, 221, 159, 95, 78, 0, 79, 122, 253, 253, 253, 253, 217, 183, 126, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4417774426484807, y=-0.8927712978197467, z=0.085572254019504, w=-0.021667724805223908)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=-0.06333333333333334, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.09)>	COMP<111>
[1740780404.3450992]	Q_Header<(2621443, 56406, 257, 173, 250, 8, 58, 138, 44)>	Q_Data<(0, 0, 26, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 75, 117, 253, 253, 253, 121, 253, 253, 133, 228, 175, 83, 105, 41, 104, 147, 218, 253, 253, 253, 165, 132, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44269179619756965, y=-0.8922195886965494, z=0.08618238194277793, w=-0.02325459456104702)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06666666666666667, y=-0.06111111111111111, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.36)>	COMP<114>
[1740780404.3551176]	Q_Header<(2621443, 56407, 257, 173, 250, 8, 58, 139, 47)>	Q_Data<(0, 0, 18, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 33, 174, 253, 253, 253, 253, 253, 248, 133, 206, 148, 83, 133, 36, 98, 137, 133, 253, 253, 253, 106, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44269179619756965, y=-0.8922195886965494, z=0.08618238194277793, w=-0.02325459456104702)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06666666666666667, y=-0.06111111111111111, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.36)>	COMP<114>
[1740780404.3650963]	Q_Header<(2621443, 56408, 257, 173, 250, 8, 58, 140, 49)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 29, 215, 253, 253, 253, 253, 237, 253, 181, 170, 161, 142, 160, 46, 68, 91, 86, 253, 253, 185, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 41, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44269179619756965, y=-0.8922195886965494, z=0.08618238194277793, w=-0.02325459456104702)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06666666666666667, y=-0.06111111111111111, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.36)>	COMP<114>
[1740780404.375212]	Q_Header<(2621443, 56409, 257, 173, 250, 8, 58, 141, 39)>	Q_Data<(0, 0, 47, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 206, 253, 253, 253, 253, 253, 253, 132, 253, 253, 249, 140, 72, 43, 50, 0, 122, 105, 21, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44331323388055643, y=-0.891814630349554, z=0.08685594545119535, w=-0.02441488276913432)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07111111111111111, y=-0.05555555555555555, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.1, z=0.37)>	COMP<116>
[1740780404.3850555]	Q_Header<(2621443, 56410, 257, 173, 250, 8, 58, 142, 39)>	Q_Data<(0, 0, 68, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 253, 253, 234, 253, 253, 253, 247, 253, 253, 253, 58, 51, 47, 32, 0, 61, 97, 55, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44331323388055643, y=-0.891814630349554, z=0.08685594545119535, w=-0.02441488276913432)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07111111111111111, y=-0.05555555555555555, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.1, z=0.37)>	COMP<116>
[1740780404.3949707]	Q_Header<(2621443, 56411, 257, 173, 250, 8, 58, 143, 28)>	Q_Data<(0, 0, 68, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 204, 79, 72, 0, 26, 25, 82, 39, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44331323388055643, y=-0.891814630349554, z=0.08685594545119535, w=-0.02441488276913432)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07111111111111111, y=-0.05555555555555555, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.1, z=0.37)>	COMP<116>
[1740780404.405137]	Q_Header<(2621443, 56412, 257, 173, 250, 8, 58, 144, 42)>	Q_Data<(0, 0, 52, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 250, 253, 253, 253, 253, 253, 248, 253, 185, 253, 253, 135, 71, 0, 32, 0, 29, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44331323388055643, y=-0.891814630349554, z=0.08685594545119535, w=-0.02441488276913432)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07111111111111111, y=-0.05555555555555555, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.1, z=0.37)>	COMP<116>
[1740780404.4152722]	Q_Header<(2621443, 56413, 257, 173, 250, 8, 58, 145, 49)>	Q_Data<(0, 0, 26, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 164, 253, 253, 253, 253, 253, 179, 253, 191, 253, 253, 157, 91, 22, 40, 0, 0, 25, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 197, 204, 99, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44391088834805226, y=-0.8914228687368766, z=0.08752484722825615, w=-0.025451786118676996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=-0.04111111111111111, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.0, z=0.4)>	COMP<116>
[1740780404.425762]	Q_Header<(2621443, 56414, 257, 173, 250, 8, 58, 146, 58)>	Q_Data<(0, 0, 53, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 206, 178, 253, 253, 253, 253, 246, 253, 253, 253, 147, 89, 0, 32, 0, 0, 48, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 214, 111, 0, 0, 79, 80, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 190, 0, 253, 253, 224, 253, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44391088834805226, y=-0.8914228687368766, z=0.08752484722825615, w=-0.025451786118676996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=-0.04111111111111111, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.0, z=0.4)>	COMP<116>
[1740780404.4355962]	Q_Header<(2621443, 56415, 257, 173, 250, 8, 58, 147, 57)>	Q_Data<(0, 0, 25, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 50, 71, 253, 253, 253, 253, 253, 253, 253, 221, 242, 183, 54, 8, 0, 0, 0, 61, 62, 82, 44, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 253, 253, 192, 0, 0, 63, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 74, 0, 11, 0, 38, 253, 164, 253, 241, 253, 253, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44391088834805226, y=-0.8914228687368766, z=0.08752484722825615, w=-0.025451786118676996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=-0.04111111111111111, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.0, z=0.4)>	COMP<116>
