[1740779858.0310163]	Q_Header<(2621443, 1768, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 238, 231, 201, 253, 253, 253, 148, 148, 215, 253, 253, 253, 253, 63, 84, 49, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.26922577383714064, y=-0.9586781295987232, z=0.0800170005668763, w=0.045288035408560044)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.01, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.12, z=0.04)>	COMP<168>
[1740779859.3710082]	Q_Header<(2621443, 1902, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 133, 146, 150, 253, 178, 98, 205, 181, 82, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2835673790173343, y=-0.9546442908330017, z=0.07812446085712181, w=0.04626432916382682)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.008888888888888889, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.13, z=0.03)>	COMP<170>
[1740779859.3829892]	Q_Header<(2621443, 1903, 257, 173, 250, 8, 58, 135, 30)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 68, 111, 133, 252, 253, 121, 207, 179, 47, 56, 19, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2838808004404529, y=-0.9545499544373774, z=0.07806569420841523, w=0.04638774636309271)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.13, z=0.0)>	COMP<175>
[1740779859.3909109]	Q_Header<(2621443, 1904, 257, 173, 250, 8, 58, 136, 20)>	Q_Data<(0, 0, 46, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 155, 252, 253, 187, 253, 219, 50, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2838808004404529, y=-0.9545499544373774, z=0.07806569420841523, w=0.04638774636309271)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.13, z=0.0)>	COMP<175>
[1740779859.4009993]	Q_Header<(2621443, 1905, 257, 173, 250, 8, 58, 137, 26)>	Q_Data<(0, 0, 53, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 13, 60, 146, 253, 253, 253, 251, 224, 46, 72, 0, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2838808004404529, y=-0.9545499544373774, z=0.07806569420841523, w=0.04638774636309271)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.13, z=0.0)>	COMP<175>
[1740779859.4122908]	Q_Header<(2621443, 1906, 257, 173, 250, 8, 58, 138, 25)>	Q_Data<(0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 50, 95, 152, 253, 253, 253, 253, 191, 51, 63, 30, 18, 23, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28412073428754486, y=-0.9544747675163537, z=0.0780035012716396, w=0.046570165469687806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.011111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.02)>	COMP<168>
[1740779859.4209623]	Q_Header<(2621443, 1907, 257, 173, 250, 8, 58, 139, 24)>	Q_Data<(0, 0, 43, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 161, 249, 253, 253, 253, 135, 81, 63, 38, 20, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28412073428754486, y=-0.9544747675163537, z=0.0780035012716396, w=0.046570165469687806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.011111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.02)>	COMP<168>
[1740779859.4309595]	Q_Header<(2621443, 1908, 257, 173, 250, 8, 58, 140, 27)>	Q_Data<(0, 0, 32, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 142, 253, 234, 253, 253, 100, 69, 72, 42, 26, 24, 21, 26, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28412073428754486, y=-0.9544747675163537, z=0.0780035012716396, w=0.046570165469687806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.011111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.02)>	COMP<168>
[1740779859.4410584]	Q_Header<(2621443, 1909, 257, 173, 250, 8, 58, 141, 28)>	Q_Data<(0, 0, 57, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 142, 252, 253, 235, 210, 88, 66, 111, 71, 19, 25, 6, 0, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28412073428754486, y=-0.9544747675163537, z=0.0780035012716396, w=0.046570165469687806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.011111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.02)>	COMP<168>
[1740779859.4511147]	Q_Header<(2621443, 1910, 257, 173, 250, 8, 58, 142, 28)>	Q_Data<(0, 0, 59, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 142, 249, 253, 219, 171, 114, 132, 179, 113, 34, 9, 7, 17, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28435927922315274, y=-0.9543949450981841, z=0.07800196583970578, w=0.04675235198217107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.016666666666666666, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.04)>	COMP<168>
[1740779859.4609413]	Q_Header<(2621443, 1911, 257, 173, 250, 8, 58, 143, 24)>	Q_Data<(0, 0, 64, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 124, 226, 253, 152, 217, 160, 166, 233, 150, 71, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28435927922315274, y=-0.9543949450981841, z=0.07800196583970578, w=0.04675235198217107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.016666666666666666, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.04)>	COMP<168>
[1740779859.4709752]	Q_Header<(2621443, 1912, 257, 173, 250, 8, 58, 144, 25)>	Q_Data<(0, 0, 57, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 150, 211, 253, 188, 235, 196, 158, 235, 156, 85, 50, 36, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28435927922315274, y=-0.9543949450981841, z=0.07800196583970578, w=0.04675235198217107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.016666666666666666, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.04)>	COMP<168>
[1740779859.48105]	Q_Header<(2621443, 1913, 257, 173, 250, 8, 58, 145, 24)>	Q_Data<(0, 0, 44, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 213, 253, 176, 253, 228, 108, 197, 120, 85, 67, 33, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28467234806531516, y=-0.9542993486280452, z=0.07788205748956736, w=0.04699779331266996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.14, z=-0.02)>	COMP<169>
[1740779859.4909408]	Q_Header<(2621443, 1914, 257, 173, 250, 8, 58, 146, 24)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 242, 215, 201, 253, 217, 130, 199, 105, 75, 59, 17, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28467234806531516, y=-0.9542993486280452, z=0.07788205748956736, w=0.04699779331266996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.14, z=-0.02)>	COMP<169>
[1740779859.5010352]	Q_Header<(2621443, 1915, 257, 173, 250, 8, 58, 147, 30)>	Q_Data<(0, 0, 51, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 248, 252, 232, 240, 168, 158, 206, 122, 60, 32, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.28467234806531516, y=-0.9542993486280452, z=0.07788205748956736, w=0.04699779331266996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.14, z=-0.02)>	COMP<169>
[1740779859.511079]	Q_Header<(2621443, 1916, 257, 173, 250, 8, 58, 148, 29)>	Q_Data<(0, 0, 43, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 253, 253, 220, 165, 106, 122, 141, 90, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2849135268589916, y=-0.9542283802299645, z=0.07775917592509753, w=0.04718041051028288)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.012222222222222223, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.13, z=-0.04)>	COMP<168>
[1740779859.521002]	Q_Header<(2621443, 1917, 257, 173, 250, 8, 58, 149, 26)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 253, 253, 218, 91, 58, 31, 64, 32, 26, 0, 8, 0, 0, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2849135268589916, y=-0.9542283802299645, z=0.07775917592509753, w=0.04718041051028288)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.012222222222222223, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.13, z=-0.04)>	COMP<168>
[1740779859.5311015]	Q_Header<(2621443, 1918, 257, 173, 250, 8, 58, 150, 27)>	Q_Data<(0, 0, 21, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 253, 196, 106, 111, 81, 88, 128, 23, 10, 0, 12, 0, 18, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2849135268589916, y=-0.9542283802299645, z=0.07775917592509753, w=0.04718041051028288)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.012222222222222223, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.13, z=-0.04)>	COMP<168>
