[1740779578.0988848]	Q_Header<(2621443, 39304, 257, 173, 250, 8, 58, 0, 28)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 12, 14, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 107, 253, 253, 68, 253, 42, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.857195114089934, y=0.5045878672872034, z=-0.06952045250273675, w=0.07599031024223639)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.01888888888888889, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.11, z=-0.05)>	COMP<18>
[1740779579.3591483]	Q_Header<(2621443, 39430, 257, 173, 250, 8, 58, 126, 69)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 0, 0, 0, 0, 0, 19, 0, 47, 64, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 19, 79, 93, 21, 140, 101, 253, 253, 195, 253, 253, 253, 253, 150, 253, 253, 80, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 42, 0, 0, 62, 153, 0, 0, 0, 0, 179, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8490625415558729, y=0.5184341332740697, z=-0.07006856428050766, w=0.0735475783606374)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.0033333333333333335, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.08, z=-0.01)>	COMP<14>
[1740779579.3691816]	Q_Header<(2621443, 39431, 257, 173, 250, 8, 58, 127, 77)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 13, 13, 9, 0, 38, 52, 28, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 32, 51, 42, 0, 52, 146, 101, 253, 253, 253, 253, 253, 253, 253, 225, 253, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 100, 247, 226, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 253, 222, 88, 0, 0, 88, 68, 0, 86, 132, 112, 246, 71, 51, 66, 253, 253, 253, 235, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8490625415558729, y=0.5184341332740697, z=-0.07006856428050766, w=0.0735475783606374)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.0033333333333333335, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.08, z=-0.01)>	COMP<14>
[1740779579.3792903]	Q_Header<(2621443, 39432, 257, 173, 250, 8, 58, 128, 82)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 16, 0, 0, 0, 19, 38, 22, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 143, 170, 253, 253, 253, 253, 253, 253, 253, 122, 253, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 139, 63, 241, 220, 228, 132, 99, 34, 96, 179, 88, 0, 33, 91, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 113, 182, 88, 253, 188, 235, 253, 253, 196, 212, 207, 38, 187, 253, 253, 253, 253, 194, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8489685249294467, y=0.5185970924748748, z=-0.07000480935255754, w=0.07354472124658398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.01, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.03)>	COMP<15>
[1740779579.3892832]	Q_Header<(2621443, 39433, 257, 173, 250, 8, 58, 129, 81)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 24, 17, 16, 5, 0, 0, 0, 19, 0, 35, 0, 0, 0, 0, 0, 30, 0, 33, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 104, 221, 253, 253, 253, 244, 253, 185, 189, 221, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 135, 235, 253, 253, 161, 240, 243, 75, 253, 248, 155, 157, 237, 253, 0, 42, 0, 0, 0, 0, 0, 0, 253, 253, 253, 203, 169, 194, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 155, 98, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8489685249294467, y=0.5185970924748748, z=-0.07000480935255754, w=0.07354472124658398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.01, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.03)>	COMP<15>
[1740779579.399198]	Q_Header<(2621443, 39434, 257, 173, 250, 8, 58, 130, 79)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 8, 20, 5, 15, 6, 0, 20, 32, 3, 0, 40, 0, 0, 20, 7, 0, 34, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 151, 253, 253, 239, 28, 136, 188, 237, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 163, 191, 191, 253, 253, 253, 253, 253, 26, 253, 253, 165, 252, 253, 253, 206, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 225, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 155, 82, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8489685249294467, y=0.5185970924748748, z=-0.07000480935255754, w=0.07354472124658398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.01, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.03)>	COMP<15>
[1740779579.40929]	Q_Header<(2621443, 39435, 257, 173, 250, 8, 58, 131, 90)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 0, 17, 0, 19, 20, 0, 33, 53, 30, 18, 57, 29, 28, 0, 0, 47, 72, 62, 21, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 148, 194, 105, 89, 0, 143, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 45, 0, 58, 0, 96, 139, 141, 9, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 140, 234, 253, 253, 253, 72, 72, 0, 26, 0, 0, 0, 237, 253, 253, 253, 253, 162, 253, 253, 253, 235, 247, 206, 253, 253, 253, 253, 253, 253, 253, 216, 191, 213, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8488403714341781, y=0.5188137741562173, z=-0.06994830413917942, w=0.07354948210096963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.07)>	COMP<15>
[1740779579.419318]	Q_Header<(2621443, 39436, 257, 173, 250, 8, 58, 132, 94)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 9, 33, 0, 35, 69, 50, 17, 80, 96, 78, 47, 95, 88, 130, 111, 23, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 42, 102, 49, 40, 0, 53, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 167, 124, 0, 0, 153, 253, 253, 232, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 119, 0, 253, 253, 253, 124, 0, 30, 149, 0, 0, 0, 37, 122, 253, 253, 253, 183, 253, 253, 253, 253, 198, 0, 253, 253, 253, 189, 115, 253, 207, 0, 253, 253, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8488403714341781, y=0.5188137741562173, z=-0.06994830413917942, w=0.07354948210096963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.07)>	COMP<15>
[1740779579.4291685]	Q_Header<(2621443, 39437, 257, 173, 250, 8, 58, 133, 91)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 0, 0, 0, 17, 40, 29, 0, 71, 62, 27, 75, 129, 166, 117, 198, 156, 168, 144, 46, 36, 67, 58, 52, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 41, 0, 182, 253, 163, 186, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 176, 212, 253, 184, 210, 253, 253, 22, 0, 121, 0, 0, 0, 0, 114, 253, 253, 253, 253, 130, 189, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 63, 44, 253, 253, 212, 0, 74, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8488403714341781, y=0.5188137741562173, z=-0.06994830413917942, w=0.07354948210096963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.07)>	COMP<15>
[1740779579.4392335]	Q_Header<(2621443, 39438, 257, 173, 250, 8, 58, 134, 87)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 14, 20, 37, 16, 19, 50, 80, 60, 89, 118, 227, 180, 253, 202, 210, 142, 62, 103, 98, 90, 84, 81, 0, 22, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 58, 69, 114, 129, 253, 242, 250, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 203, 43, 240, 253, 253, 253, 253, 253, 177, 0, 88, 0, 0, 0, 0, 130, 253, 253, 253, 253, 182, 136, 166, 253, 253, 253, 253, 253, 253, 0, 0, 155, 217, 0, 253, 253, 160, 0, 109, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8488403714341781, y=0.5188137741562173, z=-0.06994830413917942, w=0.07354948210096963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.09, z=-0.07)>	COMP<15>
[1740779579.449328]	Q_Header<(2621443, 39439, 257, 173, 250, 8, 58, 135, 99)>	Q_Data<(0, 0, 60, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 0, 0, 23, 0, 12, 16, 65, 99, 96, 139, 217, 115, 214, 212, 253, 205, 221, 96, 55, 179, 126, 70, 83, 76, 21, 117, 114, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 63, 40, 0, 105, 67, 137, 107, 161, 253, 253, 245, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 113, 0, 225, 253, 253, 154, 253, 253, 171, 0, 0, 0, 145, 95, 0, 0, 253, 227, 165, 253, 64, 54, 0, 133, 253, 253, 0, 253, 218, 197, 0, 143, 202, 0, 147, 176, 0, 0, 79, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8487061371827129, y=0.5190504847610061, z=-0.06988626588092099, w=0.07348739224509071)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.08, z=0.0)>	COMP<15>
[1740779579.4592452]	Q_Header<(2621443, 39440, 257, 173, 250, 8, 58, 136, 91)>	Q_Data<(0, 0, 48, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 8, 11, 20, 16, 30, 28, 37, 128, 172, 98, 228, 253, 253, 148, 234, 198, 172, 187, 74, 149, 253, 253, 116, 65, 0, 59, 202, 209, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 122, 118, 65, 0, 106, 0, 116, 49, 195, 253, 253, 253, 165, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 99, 20, 167, 183, 153, 0, 253, 253, 45, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 253, 253, 178, 110, 147, 217, 0, 35, 129, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8487061371827129, y=0.5190504847610061, z=-0.06988626588092099, w=0.07348739224509071)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.08, z=0.0)>	COMP<15>
[1740779579.4692073]	Q_Header<(2621443, 39441, 257, 173, 250, 8, 58, 137, 88)>	Q_Data<(0, 0, 49, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 9, 45, 70, 108, 169, 216, 80, 253, 253, 253, 211, 253, 196, 129, 122, 215, 253, 253, 253, 158, 115, 91, 63, 237, 249, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 63, 113, 129, 0, 41, 52, 0, 0, 0, 162, 253, 253, 253, 113, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 103, 0, 71, 0, 0, 0, 170, 122, 0, 0, 0, 0, 134, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 241, 253, 174, 0, 122, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8487061371827129, y=0.5190504847610061, z=-0.06988626588092099, w=0.07348739224509071)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0044444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.08, z=0.0)>	COMP<15>
[1740779579.4792652]	Q_Header<(2621443, 39442, 257, 173, 250, 8, 58, 138, 84)>	Q_Data<(0, 0, 56, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 14, 17, 34, 91, 135, 171, 202, 224, 137, 253, 253, 253, 180, 253, 238, 90, 108, 253, 253, 253, 253, 111, 184, 119, 38, 206, 223, 73, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 13, 0, 34, 42, 71, 0, 31, 0, 0, 0, 0, 116, 253, 253, 253, 115, 253, 253, 253, 133, 175, 164, 161, 253, 253, 253, 253, 133, 253, 143, 52, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8485949275844561, y=0.5192402394419168, z=-0.06982612365364438, w=0.07348833293617818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0033333333333333335, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.08, z=0.0)>	COMP<21>
[1740779579.4891055]	Q_Header<(2621443, 39443, 257, 173, 250, 8, 58, 139, 71)>	Q_Data<(0, 0, 51, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 58, 16, 137, 183, 170, 253, 253, 171, 253, 253, 253, 227, 253, 201, 44, 157, 253, 253, 253, 253, 239, 191, 188, 20, 104, 154, 51, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 7, 0, 54, 100, 0, 0, 0, 0, 0, 0, 0, 0, 66, 166, 233, 189, 253, 253, 251, 93, 31, 0, 91, 253, 253, 253, 227, 0, 103, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8485949275844561, y=0.5192402394419168, z=-0.06982612365364438, w=0.07348833293617818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0033333333333333335, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.08, z=0.0)>	COMP<21>
[1740779579.499059]	Q_Header<(2621443, 39444, 257, 173, 250, 8, 58, 140, 63)>	Q_Data<(0, 0, 41, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 36, 71, 97, 119, 210, 216, 253, 253, 204, 253, 253, 253, 253, 183, 93, 108, 183, 253, 253, 253, 253, 253, 80, 253, 64, 96, 36, 0, 27, 29, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 253, 253, 208, 108, 0, 0, 20, 137, 244, 100, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8485949275844561, y=0.5192402394419168, z=-0.06982612365364438, w=0.07348833293617818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0033333333333333335, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.08, z=0.0)>	COMP<21>
[1740779579.5095272]	Q_Header<(2621443, 39445, 257, 173, 250, 8, 58, 141, 65)>	Q_Data<(0, 0, 54, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 52, 66, 157, 129, 191, 253, 253, 253, 232, 253, 253, 253, 253, 146, 165, 120, 213, 253, 253, 253, 253, 253, 167, 253, 108, 168, 87, 26, 65, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 105, 253, 239, 130, 0, 0, 0, 0, 0, 122, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8483858622097126, y=0.5195905643878621, z=-0.06976295255436701, w=0.07348608475543122)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0011111111111111111, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.1, z=-0.08)>	COMP<21>
[1740779579.5191038]	Q_Header<(2621443, 39446, 257, 173, 250, 8, 58, 142, 60)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 53, 129, 184, 223, 253, 197, 253, 253, 253, 147, 210, 253, 253, 253, 182, 144, 98, 246, 253, 253, 253, 253, 253, 249, 190, 210, 253, 177, 139, 81, 129, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 46, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8483858622097126, y=0.5195905643878621, z=-0.06976295255436701, w=0.07348608475543122)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0011111111111111111, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.1, z=-0.08)>	COMP<21>
