[1740780432.9651675]	Q_Header<(2621443, 59268, 257, 173, 250, 8, 58, 0, 21)>	Q_Data<(0, 0, 0, 79, 81, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 23, 0, 0, 8, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5664052445744742, y=-0.8192124130041586, z=0.08288559505734223, w=-0.03472894225893058)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.023333333333333334, z=-0.1)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=-0.04)>	COMP<176>
[1740780434.3052602]	Q_Header<(2621443, 59402, 257, 173, 250, 8, 58, 134, 36)>	Q_Data<(0, 0, 40, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31, 27, 0, 14, 53, 156, 253, 253, 253, 164, 173, 89, 91, 67, 30, 10, 0, 33, 52, 12, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6096067560588014, y=-0.7881309612522329, z=0.076109293632892, w=-0.03790206202568239)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.0011111111111111111, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.2, z=-0.22)>	COMP<173>
[1740780434.315294]	Q_Header<(2621443, 59403, 257, 173, 250, 8, 58, 135, 33)>	Q_Data<(0, 0, 33, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 44, 40, 8, 72, 139, 90, 253, 253, 250, 253, 223, 179, 227, 108, 27, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6101711403899457, y=-0.7877231907444873, z=0.07598910370966114, w=-0.03753678616983261)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0033333333333333335, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.18, z=-0.31)>	COMP<173>
[1740780434.325296]	Q_Header<(2621443, 59404, 257, 173, 250, 8, 58, 136, 40)>	Q_Data<(0, 0, 6, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 42, 37, 41, 130, 243, 192, 253, 253, 253, 253, 226, 249, 253, 133, 14, 26, 26, 0, 0, 23, 0, 13, 0, 0, 0, 79, 94, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6101711403899457, y=-0.7877231907444873, z=0.07598910370966114, w=-0.03753678616983261)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0033333333333333335, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.18, z=-0.31)>	COMP<173>
[1740780434.3355205]	Q_Header<(2621443, 59405, 257, 173, 250, 8, 58, 137, 41)>	Q_Data<(0, 0, 18, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 42, 38, 62, 161, 253, 253, 253, 158, 253, 253, 128, 253, 253, 136, 0, 28, 54, 0, 0, 17, 0, 0, 0, 14, 37, 164, 198, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6101711403899457, y=-0.7877231907444873, z=0.07598910370966114, w=-0.03753678616983261)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0033333333333333335, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.18, z=-0.31)>	COMP<173>
[1740780434.345357]	Q_Header<(2621443, 59406, 257, 173, 250, 8, 58, 138, 39)>	Q_Data<(0, 0, 37, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 19, 11, 60, 141, 253, 233, 253, 250, 253, 253, 194, 225, 220, 212, 25, 25, 64, 13, 0, 0, 0, 0, 0, 30, 73, 177, 235, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6105816394731418, y=-0.7873964145184928, z=0.07610908680757775, w=-0.037474722774541086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0044444444444444444, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.2, z=-0.17)>	COMP<166>
[1740780434.3552911]	Q_Header<(2621443, 59407, 257, 173, 250, 8, 58, 139, 34)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 10, 0, 50, 112, 253, 133, 253, 253, 253, 253, 253, 135, 251, 241, 64, 29, 62, 0, 0, 0, 0, 0, 0, 0, 5, 164, 226, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6105816394731418, y=-0.7873964145184928, z=0.07610908680757775, w=-0.037474722774541086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0044444444444444444, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.2, z=-0.17)>	COMP<166>
[1740780434.3652837]	Q_Header<(2621443, 59408, 257, 173, 250, 8, 58, 140, 38)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 30, 87, 170, 150, 253, 253, 253, 253, 253, 192, 245, 214, 81, 28, 50, 0, 0, 8, 15, 0, 0, 79, 116, 147, 131, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6105816394731418, y=-0.7873964145184928, z=0.07610908680757775, w=-0.037474722774541086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0044444444444444444, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.2, z=-0.17)>	COMP<166>
[1740780434.3753781]	Q_Header<(2621443, 59409, 257, 173, 250, 8, 58, 141, 39)>	Q_Data<(0, 0, 35, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 12, 47, 88, 166, 253, 253, 253, 253, 253, 175, 204, 164, 57, 0, 0, 20, 9, 0, 15, 0, 44, 206, 245, 122, 68, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6109083458875586, y=-0.7871189957604111, z=0.07635591374816024, w=-0.03747604399789799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.006666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.16, z=-0.14)>	COMP<168>
[1740780434.3852928]	Q_Header<(2621443, 59410, 257, 173, 250, 8, 58, 142, 38)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 12, 46, 127, 253, 253, 253, 253, 253, 112, 160, 79, 80, 16, 0, 30, 18, 11, 17, 0, 115, 253, 253, 89, 57, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6109083458875586, y=-0.7871189957604111, z=0.07635591374816024, w=-0.03747604399789799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.006666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.16, z=-0.14)>	COMP<168>
[1740780434.395263]	Q_Header<(2621443, 59411, 257, 173, 250, 8, 58, 143, 37)>	Q_Data<(0, 0, 69, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 31, 87, 253, 253, 253, 253, 253, 125, 133, 174, 164, 59, 0, 29, 0, 0, 10, 0, 171, 253, 253, 214, 113, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6109083458875586, y=-0.7871189957604111, z=0.07635591374816024, w=-0.03747604399789799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.006666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.16, z=-0.14)>	COMP<168>
[1740780434.405289]	Q_Header<(2621443, 59412, 257, 173, 250, 8, 58, 144, 38)>	Q_Data<(0, 0, 54, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 11, 47, 178, 253, 253, 253, 253, 205, 186, 253, 235, 84, 33, 6, 0, 0, 0, 0, 194, 253, 253, 253, 146, 180, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6109083458875586, y=-0.7871189957604111, z=0.07635591374816024, w=-0.03747604399789799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.006666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.16, z=-0.14)>	COMP<168>
[1740780434.4153495]	Q_Header<(2621443, 59413, 257, 173, 250, 8, 58, 145, 37)>	Q_Data<(0, 0, 55, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 14, 52, 245, 253, 253, 253, 253, 212, 202, 253, 247, 93, 48, 0, 0, 0, 0, 0, 162, 253, 253, 253, 253, 240, 190, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6112854513101997, y=-0.7867667965440315, z=0.07684556996500665, w=-0.03772085960156799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.0022222222222222222, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=-0.11)>	COMP<168>
[1740780434.4253755]	Q_Header<(2621443, 59414, 257, 173, 250, 8, 58, 146, 34)>	Q_Data<(0, 0, 66, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 66, 253, 253, 253, 253, 253, 181, 157, 253, 191, 103, 12, 4, 0, 0, 0, 0, 111, 201, 253, 252, 253, 253, 198, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6112854513101997, y=-0.7867667965440315, z=0.07684556996500665, w=-0.03772085960156799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.0022222222222222222, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=-0.11)>	COMP<168>
[1740780434.4353209]	Q_Header<(2621443, 59415, 257, 173, 250, 8, 58, 147, 35)>	Q_Data<(0, 0, 61, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 192, 253, 253, 253, 194, 179, 68, 112, 105, 123, 103, 24, 0, 0, 0, 0, 151, 222, 253, 245, 219, 253, 152, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6112854513101997, y=-0.7867667965440315, z=0.07684556996500665, w=-0.03772085960156799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.0022222222222222222, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=-0.11)>	COMP<168>
[1740780434.4453478]	Q_Header<(2621443, 59416, 257, 173, 250, 8, 58, 148, 40)>	Q_Data<(0, 0, 37, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 84, 237, 253, 253, 238, 201, 190, 137, 120, 208, 175, 78, 23, 0, 0, 38, 222, 253, 253, 144, 188, 253, 208, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6115270931958285, y=-0.7865194253839152, z=0.07733354896487821, w=-0.03796485197802229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=0.02)>	COMP<175>
[1740780434.4553003]	Q_Header<(2621443, 59417, 257, 173, 250, 8, 58, 149, 39)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 106, 148, 253, 253, 253, 214, 253, 137, 180, 253, 203, 116, 10, 0, 17, 81, 251, 195, 253, 253, 168, 253, 189, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6115270931958285, y=-0.7865194253839152, z=0.07733354896487821, w=-0.03796485197802229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=0.02)>	COMP<175>
[1740780434.4653003]	Q_Header<(2621443, 59418, 257, 173, 250, 8, 58, 150, 45)>	Q_Data<(0, 0, 26, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 18, 91, 140, 253, 253, 253, 210, 253, 154, 187, 233, 155, 107, 53, 37, 44, 115, 209, 253, 253, 253, 211, 214, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6115270931958285, y=-0.7865194253839152, z=0.07733354896487821, w=-0.03796485197802229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=0.02)>	COMP<175>
