[1740779705.5699532]	Q_Header<(2621443, 52054, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 253, 253, 253, 253, 253, 192, 225, 190, 185, 78, 133, 202, 253, 253, 253, 206, 170, 91, 25, 36, 0, 0, 0, 185, 253, 253, 223, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.767622395838962, y=-0.6346296948345016, z=0.03649822634266513, w=0.08166325559613033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.023333333333333334, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=-0.04)>	COMP<195>
[1740779706.8906891]	Q_Header<(2621443, 52186, 257, 173, 250, 8, 58, 132, 29)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 117, 73, 160, 253, 229, 147, 94, 99, 118, 85, 32, 30, 50, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7503456367427778, y=-0.6544010018835256, z=0.04540891115476059, w=0.08172383338202208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.17, z=-0.06)>	COMP<196>
[1740779706.9004173]	Q_Header<(2621443, 52187, 257, 173, 250, 8, 58, 133, 25)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 111, 149, 159, 251, 217, 79, 114, 96, 77, 56, 34, 34, 33, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7503456367427778, y=-0.6544010018835256, z=0.04540891115476059, w=0.08172383338202208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.17, z=-0.06)>	COMP<196>
[1740779706.9084568]	Q_Header<(2621443, 52188, 257, 173, 250, 8, 58, 134, 22)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 253, 231, 81, 165, 144, 82, 107, 57, 58, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7499176718616913, y=-0.6549496652354366, z=0.045225766651706134, w=0.08135755323444573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.19, z=-0.13)>	COMP<196>
[1740779706.9198725]	Q_Header<(2621443, 52189, 257, 173, 250, 8, 58, 135, 24)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 249, 236, 208, 227, 191, 142, 163, 88, 72, 39, 31, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7499176718616913, y=-0.6549496652354366, z=0.045225766651706134, w=0.08135755323444573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.19, z=-0.13)>	COMP<196>
[1740779706.9299884]	Q_Header<(2621443, 52190, 257, 173, 250, 8, 58, 136, 28)>	Q_Data<(0, 0, 55, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 253, 242, 253, 253, 217, 163, 198, 144, 83, 36, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7499176718616913, y=-0.6549496652354366, z=0.045225766651706134, w=0.08135755323444573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.19, z=-0.13)>	COMP<196>
[1740779706.9400158]	Q_Header<(2621443, 52191, 257, 173, 250, 8, 58, 137, 31)>	Q_Data<(0, 0, 58, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 253, 253, 253, 191, 216, 163, 221, 202, 115, 21, 0, 19, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 59, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7499176718616913, y=-0.6549496652354366, z=0.045225766651706134, w=0.08135755323444573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.19, z=-0.13)>	COMP<196>
[1740779706.9499488]	Q_Header<(2621443, 52192, 257, 173, 250, 8, 58, 138, 28)>	Q_Data<(0, 0, 62, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 253, 253, 175, 153, 195, 217, 224, 145, 68, 35, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7495837547140967, y=-0.6554051264652692, z=0.04492253427811865, w=0.08093380496302355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.008888888888888889, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.19, z=-0.06)>	COMP<195>
[1740779706.9599583]	Q_Header<(2621443, 52193, 257, 173, 250, 8, 58, 139, 31)>	Q_Data<(0, 0, 48, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 200, 133, 199, 199, 207, 161, 110, 93, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 20, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7495837547140967, y=-0.6554051264652692, z=0.04492253427811865, w=0.08093380496302355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.008888888888888889, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.19, z=-0.06)>	COMP<195>
[1740779706.9699461]	Q_Header<(2621443, 52194, 257, 173, 250, 8, 58, 140, 32)>	Q_Data<(0, 0, 55, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 249, 234, 253, 226, 208, 175, 168, 217, 184, 124, 114, 78, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 78, 55, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7495837547140967, y=-0.6554051264652692, z=0.04492253427811865, w=0.08093380496302355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.008888888888888889, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.19, z=-0.06)>	COMP<195>
[1740779706.9800138]	Q_Header<(2621443, 52195, 257, 173, 250, 8, 58, 141, 36)>	Q_Data<(0, 0, 63, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 144, 253, 253, 174, 160, 112, 234, 220, 134, 108, 73, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 67, 166, 145, 144, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7492489431114452, y=-0.6558674765946229, z=0.0443104213668059, w=0.08062543612334792)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=0.013333333333333334, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.19, z=-0.14)>	COMP<196>
[1740779706.989916]	Q_Header<(2621443, 52196, 257, 173, 250, 8, 58, 142, 38)>	Q_Data<(0, 0, 61, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 233, 215, 253, 89, 225, 139, 203, 234, 220, 234, 91, 63, 20, 0, 0, 0, 0, 0, 0, 0, 20, 0, 15, 0, 0, 124, 253, 253, 183, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7492489431114452, y=-0.6558674765946229, z=0.0443104213668059, w=0.08062543612334792)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=0.013333333333333334, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.19, z=-0.14)>	COMP<196>
[1740779706.9999416]	Q_Header<(2621443, 52197, 257, 173, 250, 8, 58, 143, 41)>	Q_Data<(0, 0, 62, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 238, 253, 133, 253, 253, 139, 206, 253, 253, 131, 68, 25, 0, 0, 0, 19, 0, 0, 0, 32, 0, 0, 0, 0, 132, 253, 253, 241, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7492489431114452, y=-0.6558674765946229, z=0.0443104213668059, w=0.08062543612334792)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=0.013333333333333334, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.19, z=-0.14)>	COMP<196>
[1740779707.0109038]	Q_Header<(2621443, 52198, 257, 173, 250, 8, 58, 144, 39)>	Q_Data<(0, 0, 49, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 242, 253, 253, 231, 253, 253, 208, 143, 220, 253, 123, 50, 11, 6, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 105, 213, 246, 253, 86, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7487352833487261, y=-0.6565701021425162, z=0.04345801921776253, w=0.08014098206871095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.016666666666666666, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=-0.16)>	COMP<196>
[1740779707.0199227]	Q_Header<(2621443, 52199, 257, 173, 250, 8, 58, 145, 36)>	Q_Data<(0, 0, 42, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 253, 253, 253, 253, 253, 253, 253, 60, 144, 177, 78, 34, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 52, 102, 128, 225, 85, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7487352833487261, y=-0.6565701021425162, z=0.04345801921776253, w=0.08014098206871095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.016666666666666666, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=-0.16)>	COMP<196>
[1740779707.02987]	Q_Header<(2621443, 52200, 257, 173, 250, 8, 58, 146, 27)>	Q_Data<(0, 0, 52, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 253, 253, 253, 253, 253, 253, 253, 90, 59, 98, 32, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 89, 130, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7487352833487261, y=-0.6565701021425162, z=0.04345801921776253, w=0.08014098206871095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.016666666666666666, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=-0.16)>	COMP<196>
[1740779707.0399392]	Q_Header<(2621443, 52201, 257, 173, 250, 8, 58, 147, 30)>	Q_Data<(0, 0, 46, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 253, 253, 253, 253, 253, 253, 132, 28, 48, 33, 0, 20, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 25, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7487352833487261, y=-0.6565701021425162, z=0.04345801921776253, w=0.08014098206871095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.016666666666666666, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=-0.16)>	COMP<196>
[1740779707.0499418]	Q_Header<(2621443, 52202, 257, 173, 250, 8, 58, 148, 30)>	Q_Data<(0, 0, 28, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 229, 253, 201, 253, 253, 253, 242, 120, 55, 15, 7, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7483516730307561, y=-0.657104160496625, z=0.042663552683182324, w=0.07977290895124363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=0.021111111111111112, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.15, z=-0.13)>	COMP<197>
