[1740780397.964919]	Q_Header<(2621443, 55768, 257, 173, 250, 8, 58, 0, 26)>	Q_Data<(0, 0, 52, 65, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 168, 147, 50, 57, 35, 0, 13, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3554178802661554, y=-0.9299582386630849, z=0.09314231243107558, w=-0.013428118436983372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.014444444444444444, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.01, z=-0.03)>	COMP<101>
[1740780399.1250427]	Q_Header<(2621443, 55884, 257, 173, 250, 8, 58, 116, 30)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 159, 72, 195, 253, 253, 253, 253, 253, 253, 91, 68, 0, 22, 41, 0, 0, 0, 0, 0, 0, 36, 43, 62, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3677907132691851, y=-0.9252750104813883, z=0.09155095750145663, w=-0.01464815320023306)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=0.0, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.05, z=-0.28)>	COMP<101>
[1740780399.1364708]	Q_Header<(2621443, 55885, 257, 173, 250, 8, 58, 117, 31)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 170, 115, 253, 253, 253, 253, 253, 253, 253, 115, 70, 0, 40, 38, 0, 0, 0, 0, 0, 0, 87, 159, 171, 136, 15, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3677907132691851, y=-0.9252750104813883, z=0.09155095750145663, w=-0.01464815320023306)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=0.0, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.05, z=-0.28)>	COMP<101>
[1740780399.1450253]	Q_Header<(2621443, 55886, 257, 173, 250, 8, 58, 118, 31)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 137, 136, 253, 253, 253, 253, 253, 253, 211, 165, 43, 21, 49, 22, 0, 0, 0, 0, 0, 0, 88, 174, 185, 145, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36833777904833964, y=-0.9251473164564594, z=0.09069593035059366, w=-0.014281862518195772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06111111111111111, y=-0.0033333333333333335, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.08, z=-0.22)>	COMP<101>
[1740780399.1549723]	Q_Header<(2621443, 55887, 257, 173, 250, 8, 58, 119, 32)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 109, 138, 253, 253, 253, 253, 253, 222, 211, 188, 0, 32, 37, 19, 0, 0, 0, 0, 0, 0, 34, 95, 120, 82, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36833777904833964, y=-0.9251473164564594, z=0.09069593035059366, w=-0.014281862518195772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06111111111111111, y=-0.0033333333333333335, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.08, z=-0.22)>	COMP<101>
[1740780399.1649303]	Q_Header<(2621443, 55888, 257, 173, 250, 8, 58, 120, 28)>	Q_Data<(0, 0, 55, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 105, 116, 253, 253, 253, 253, 253, 137, 190, 153, 7, 25, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36833777904833964, y=-0.9251473164564594, z=0.09069593035059366, w=-0.014281862518195772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06111111111111111, y=-0.0033333333333333335, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.08, z=-0.22)>	COMP<101>
[1740780399.1750636]	Q_Header<(2621443, 55889, 257, 173, 250, 8, 58, 121, 32)>	Q_Data<(0, 0, 18, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 75, 109, 253, 253, 253, 192, 222, 73, 168, 118, 33, 8, 26, 0, 0, 0, 0, 0, 0, 0, 116, 101, 89, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3689063058197852, y=-0.9250124197053018, z=0.08978510520531172, w=-0.014099496466639704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.011111111111111112, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.11)>	COMP<104>
[1740780399.1849709]	Q_Header<(2621443, 55890, 257, 173, 250, 8, 58, 122, 34)>	Q_Data<(0, 0, 16, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 123, 253, 253, 253, 253, 253, 110, 187, 143, 42, 0, 7, 0, 0, 0, 17, 0, 8, 138, 191, 179, 127, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3689063058197852, y=-0.9250124197053018, z=0.08978510520531172, w=-0.014099496466639704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.011111111111111112, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.11)>	COMP<104>
[1740780399.1949596]	Q_Header<(2621443, 55891, 257, 173, 250, 8, 58, 123, 31)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 126, 253, 253, 253, 253, 253, 81, 199, 119, 26, 0, 0, 0, 0, 0, 0, 0, 93, 253, 253, 240, 152, 70, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3689063058197852, y=-0.9250124197053018, z=0.08978510520531172, w=-0.014099496466639704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.011111111111111112, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.11)>	COMP<104>
[1740780399.2049916]	Q_Header<(2621443, 55892, 257, 173, 250, 8, 58, 124, 35)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 20, 0, 111, 253, 253, 253, 253, 253, 81, 197, 154, 69, 0, 0, 0, 0, 0, 0, 0, 124, 253, 253, 253, 189, 143, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3689063058197852, y=-0.9250124197053018, z=0.08978510520531172, w=-0.014099496466639704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.011111111111111112, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.11)>	COMP<104>
[1740780399.2151089]	Q_Header<(2621443, 55893, 257, 173, 250, 8, 58, 125, 34)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 91, 220, 253, 253, 253, 253, 174, 171, 169, 75, 36, 0, 0, 0, 0, 0, 0, 138, 253, 253, 253, 253, 253, 103, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3697436337033694, y=-0.9247863218675227, z=0.08868232086018417, w=-0.013976773211962957)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.017777777777777778, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.13, z=-0.14)>	COMP<103>
[1740780399.2249758]	Q_Header<(2621443, 55894, 257, 173, 250, 8, 58, 126, 31)>	Q_Data<(0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 196, 253, 253, 253, 247, 201, 100, 154, 77, 44, 0, 0, 0, 0, 0, 0, 119, 253, 253, 253, 253, 253, 223, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3697436337033694, y=-0.9247863218675227, z=0.08868232086018417, w=-0.013976773211962957)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.017777777777777778, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.13, z=-0.14)>	COMP<103>
[1740780399.235014]	Q_Header<(2621443, 55895, 257, 173, 250, 8, 58, 127, 37)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 207, 253, 253, 253, 108, 194, 94, 237, 186, 0, 60, 28, 6, 0, 0, 0, 139, 253, 253, 253, 253, 253, 253, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3697436337033694, y=-0.9247863218675227, z=0.08868232086018417, w=-0.013976773211962957)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.017777777777777778, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.13, z=-0.14)>	COMP<103>
[1740780399.2450995]	Q_Header<(2621443, 55896, 257, 173, 250, 8, 58, 128, 41)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 58, 253, 253, 253, 181, 151, 208, 158, 253, 237, 42, 101, 31, 10, 0, 0, 54, 113, 253, 253, 187, 166, 253, 253, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37035300948324673, y=-0.924600814215838, z=0.08807175225516234, w=-0.013976736844374341)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.021111111111111112, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=-0.18)>	COMP<103>
[1740780399.2549958]	Q_Header<(2621443, 55897, 257, 173, 250, 8, 58, 129, 37)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 60, 253, 253, 253, 79, 205, 231, 201, 253, 231, 103, 142, 45, 0, 23, 0, 57, 110, 253, 253, 253, 220, 161, 253, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37035300948324673, y=-0.924600814215838, z=0.08807175225516234, w=-0.013976736844374341)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.021111111111111112, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=-0.18)>	COMP<103>
[1740780399.2650206]	Q_Header<(2621443, 55898, 257, 173, 250, 8, 58, 130, 39)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49, 251, 253, 253, 85, 253, 253, 204, 206, 169, 134, 171, 70, 35, 35, 33, 35, 214, 253, 253, 253, 253, 103, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37035300948324673, y=-0.924600814215838, z=0.08807175225516234, w=-0.013976736844374341)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.021111111111111112, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=-0.18)>	COMP<103>
[1740780399.2751093]	Q_Header<(2621443, 55899, 257, 173, 250, 8, 58, 131, 41)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 189, 253, 253, 163, 253, 253, 253, 236, 79, 184, 188, 106, 73, 60, 61, 75, 234, 253, 253, 253, 253, 97, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 86, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37097874317469925, y=-0.9243950420172458, z=0.08758711688971593, w=-0.014038353229710566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.01888888888888889, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.12, z=0.0)>	COMP<107>
[1740780399.2849953]	Q_Header<(2621443, 55900, 257, 173, 250, 8, 58, 132, 43)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 101, 253, 237, 253, 253, 253, 253, 174, 220, 194, 103, 95, 67, 52, 94, 168, 253, 253, 253, 230, 81, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 36, 60, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37097874317469925, y=-0.9243950420172458, z=0.08758711688971593, w=-0.014038353229710566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.01888888888888889, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.12, z=0.0)>	COMP<107>
